Orthogroup	ailMel.longCDS.prots	ursArc.longCDS.prots
OG0011008	rna-XM_034669131.1	rna20538
OG0011009	rna-XM_034669138.1	rna20544
OG0011010	rna-XM_034670780.1	rna36888
OG0011011	rna-XM_019803561.2	rna20553
OG0011012	rna-XM_002923020.4	rna20555
OG0011013	rna-XM_034669156.1	rna20556
OG0011014	rna-XM_034670781.1	rna20566
OG0011015	rna-XM_034669157.1	rna20569
OG0011016	rna-XM_002923033.4	rna20576
OG0011017	rna-XM_011229645.3	rna20579
OG0011018	rna-XM_019803559.2	rna20580
OG0011019	rna-XM_002923026.4	rna20594
OG0011020	rna-XM_034669165.1	rna20552
OG0011021	rna-XM_034669171.1	rna20607
OG0011022	rna-XM_002922288.4	rna20609
OG0011023	rna-XM_002922289.4	rna20611
OG0011024	rna-XM_002915073.4	rna20620
OG0011025	rna-XM_002915075.4	rna20621
OG0011026	rna-XM_002915076.4	rna20624
OG0011027	rna-XM_019795062.2	rna20628
OG0011028	rna-XM_034669182.1	rna20641
OG0011029	rna-XM_002915082.4	rna20646
OG0011030	rna-XM_019795065.2	rna20649
OG0011031	rna-XM_034669189.1	rna20653
OG0011032	rna-XM_034669191.1	rna20654
OG0011033	rna-XM_019795071.2	rna20655
OG0011034	rna-XM_034669195.1	rna20657
OG0011035	rna-XM_002915085.4	rna20659
OG0011036	rna-XM_011219537.3	rna20663
OG0011037	rna-XM_034670783.1	rna20666
OG0011038	rna-XM_034669198.1	rna20668
OG0011039	rna-XM_034670785.1	rna20670
OG0011040	rna-XM_034669199.1	rna20676
OG0011041	rna-XM_034669203.1	rna20678
OG0011042	rna-XM_011220928.3	rna20683
OG0011043	rna-XM_002912639.4	rna20684
OG0011044	rna-XM_034670787.1	rna20686
OG0011045	rna-XM_002912638.4	rna20688
OG0011046	rna-XM_002912637.4	rna20695
OG0011047	rna-XM_034669516.1	rna20696
OG0011048	rna-XM_002912635.4	rna20697
OG0011049	rna-XM_034669210.1	rna20698
OG0011050	rna-XM_002912632.4	rna20702
OG0011051	rna-XM_019796178.2	rna20708
OG0011052	rna-XM_002912648.4	rna20723
OG0011053	rna-XM_002912630.4	rna20724
OG0011054	rna-XM_034670788.1	rna20725
OG0011055	rna-XM_019796136.2	rna20733
OG0011056	rna-XM_034669231.1	rna20737
OG0011057	rna-XM_002912626.4	rna20738
OG0011058	rna-XM_034669252.1	rna20739
OG0011059	rna-XM_034669255.1	rna20765
OG0011060	rna-XM_034669259.1	rna20767
OG0011061	rna-XM_002922791.4	rna20769
OG0011062	rna-XM_011229361.3	rna20776
OG0011063	rna-XM_034669608.1	rna20777
OG0011064	rna-XM_034669262.1	rna20787
OG0011065	rna-XM_034669272.1	rna20797
OG0011066	rna-XM_002920512.4	rna20802
OG0011067	rna-XM_011226581.3	rna20803
OG0011068	rna-XM_019801022.2	rna20805
OG0011069	rna-XM_011226576.3	rna20806
OG0011070	rna-XM_011226579.3	rna20811
OG0011071	rna-XM_002920516.4	rna20816
OG0011072	rna-XM_019801017.2	rna20817
OG0011073	rna-XM_034669291.1	rna20831
OG0011074	rna-XM_002927423.4	rna20833
OG0011075	rna-XM_034669298.1	rna20838
OG0011076	rna-XM_011226281.3	rna20840
OG0011077	rna-XM_002920270.4	rna20845
OG0011078	rna-XM_002920269.4	rna20847
OG0011079	rna-XM_034669311.1	rna20859
OG0011080	rna-XM_034669320.1	rna20869
OG0011081	rna-XM_011226270.3	rna20879
OG0011082	rna-XM_002928628.4	rna20881
OG0011083	rna-XM_002928627.4	rna20882
OG0011084	rna-XM_034669349.1	rna20888
OG0011085	rna-XM_011236187.3	rna20896
OG0011086	rna-XM_034669365.1	rna20897
OG0011087	rna-XM_002927152.4	rna20901
OG0011088	rna-XM_002927153.4	rna20903
OG0011089	rna-XM_002927150.4	rna20904
OG0011090	rna-XM_002927151.2	rna20905
OG0011091	rna-XM_034669376.1	rna20926
OG0011092	rna-XM_011219568.3	rna20930
OG0011093	rna-XM_019795111.2	rna20935
OG0011094	rna-XM_002915115.4	rna20936
OG0011095	rna-XM_034669391.1	rna20937
OG0011096	rna-XM_034670793.1	rna20940
OG0011097	rna-XM_002915114.4	rna20941
OG0011098	rna-XM_034669395.1	rna20944
OG0011099	rna-XM_034670794.1	rna20950
OG0011100	rna-XM_002915111.4	rna20951
OG0011101	rna-XM_011232492.3	rna20959
OG0011102	rna-XM_034669406.1	rna20963
OG0011103	rna-XM_011232489.3	rna20971
OG0011104	rna-XM_034669404.1	rna20972
OG0011105	rna-XM_019806069.2	rna20973
OG0011106	rna-XM_019806070.2	rna20974
OG0011107	rna-XM_034670796.1	rna20977
OG0011108	rna-XM_034669413.1	rna20979
OG0011109	rna-XM_034669420.1	rna20983
OG0011110	rna-XM_002923978.4	rna20989
OG0011111	rna-XM_034669426.1, rna-XM_034670797.1	rna20992
OG0011112	rna-XM_034669427.1	rna20996
OG0011113	rna-XM_034670799.1	rna20997
OG0011114	rna-XM_034669799.1	rna21001
OG0011115	rna-XM_002918698.4	rna21018
OG0011116	rna-XM_034669444.1	rna21020
OG0011117	rna-XM_034669482.1	rna50367
OG0011118	rna-XM_034669483.1	rna50363
OG0011119	rna-XM_034669490.1	rna50352
OG0011120	rna-XM_011232295.3	rna50351
OG0011121	rna-XM_002925219.4	rna50349
OG0011122	rna-XM_034669491.1	rna50332
OG0011123	rna-XM_011232307.3	rna50328
OG0011124	rna-XM_034669499.1	rna50323
OG0011125	rna-XM_034669513.1	rna50316
OG0011126	rna-XM_034650040.1	rna52330
OG0011127	rna-XM_034653485.1	rna31224
OG0011128	rna-XM_034653228.1	rna269
OG0011129	rna-XM_034652412.1	rna24788
OG0011130	rna-XM_034653125.1	rna40982
OG0011131	rna-XM_034653573.1	rna40539
OG0011132	rna-XM_034653576.1	rna40540
OG0011133	rna-XM_034653577.1	rna40541
OG0011134	rna-XM_034652962.1, rna-XM_034663795.1	rna7370
OG0011135	rna-XM_011228438.3	rna21853
OG0011136	rna-XM_034665633.1	rna21851
OG0011137	rna-XM_034665635.1	rna21850
OG0011138	rna-XM_034665636.1	rna21848
OG0011139	rna-XM_034665644.1	rna21840
OG0011140	rna-XM_002922012.2	rna21837
OG0011141	rna-XM_002922022.4	rna21834
OG0011142	rna-XM_002922025.4	rna21827
OG0011143	rna-XM_002922016.4	rna21824
OG0011144	rna-XM_002922017.4	rna21820
OG0011145	rna-XM_034665650.1	rna21809
OG0011146	rna-XM_034665654.1	rna21802
OG0011147	rna-XM_034665662.1	rna21799
OG0011148	rna-XM_019802889.2	rna21787
OG0011149	rna-XM_011228836.3	rna21779
OG0011150	rna-XM_002922345.4	rna21777
OG0011151	rna-XM_002928982.4	rna21770
OG0011152	rna-XM_034665687.1	rna21766
OG0011153	rna-XM_034665616.1	rna21742
OG0011154	rna-XM_034665617.1	rna21734
OG0011155	rna-XM_034665694.1	rna21732
OG0011156	rna-XM_002929159.4	rna21731
OG0011157	rna-XM_019809835.2	rna21729
OG0011158	rna-XM_034665706.1	rna21721
OG0011159	rna-XM_019797682.2	rna21715
OG0011160	rna-XM_034665709.1	rna21714
OG0011161	rna-XM_019797681.2	rna21713
OG0011162	rna-XM_034665712.1	rna21711
OG0011163	rna-XM_034665620.1	rna21696
OG0011164	rna-XM_034665721.1	rna21695
OG0011165	rna-XM_019801644.2	rna21693
OG0011166	rna-XM_034665723.1	rna21691
OG0011167	rna-XM_002921100.4	rna21689
OG0011168	rna-XM_002921105.3	rna21688
OG0011169	rna-XM_034667705.1	rna21687
OG0011170	rna-XM_011227332.3	rna21686
OG0011171	rna-XM_002921099.4	rna21685
OG0011172	rna-XM_011227329.3	rna21672
OG0011173	rna-XM_034665744.1	rna21671
OG0011174	rna-NM_001304874.1	rna21668
OG0011175	rna-XM_002921094.4	rna21666
OG0011176	rna-XM_034665747.1	rna21662
OG0011177	rna-XM_019801654.2	rna21657
OG0011178	rna-XM_019801655.2	rna21656
OG0011179	rna-XM_019801653.2	rna21651
OG0011180	rna-XM_019801651.2	rna21650
OG0011181	rna-XM_034665578.1	rna21647
OG0011182	rna-XM_034665751.1	rna21641
OG0011183	rna-XM_034665621.1	rna21639
OG0011184	rna-XM_034665773.1	rna21625
OG0011185	rna-XM_002928410.4	rna21623
OG0011186	rna-XM_034665791.1	rna21619
OG0011187	rna-XM_002928413.4	rna21617
OG0011188	rna-XM_034665792.1	rna21613
OG0011189	rna-XM_019809146.2	rna21610
OG0011190	rna-XM_002926619.4	rna21606
OG0011191	rna-XM_034665802.1	rna21605
OG0011192	rna-XM_034665809.1	rna21594
OG0011193	rna-XM_011225344.3	rna21590
OG0011194	rna-XM_002919502.3	rna21589
OG0011195	rna-XM_002919494.4	rna21588
OG0011196	rna-XM_034665813.1	rna21587
OG0011197	rna-XM_034665815.1	rna21579
OG0011198	rna-XM_002919492.4	rna21578
OG0011199	rna-XM_034665826.1	rna21575
OG0011200	rna-XM_002919490.4	rna21573
OG0011201	rna-XM_034665827.1	rna21571
OG0011202	rna-XM_002919500.4	rna21570
OG0011203	rna-XM_002919485.4	rna21565
OG0011204	rna-XM_034665834.1	rna21564
OG0011205	rna-XM_034665858.1	rna21550
OG0011206	rna-XM_011237504.3	rna21549
OG0011207	rna-XM_034665625.1	rna21547
OG0011208	rna-XM_002927880.4	rna21546
OG0011209	rna-XM_002927879.4	rna21545
OG0011210	rna-XM_034665871.1	rna21543
OG0011211	rna-XM_011235577.3	rna21541
OG0011212	rna-XM_011235580.3	rna21538
OG0011213	rna-XM_011235576.3	rna21537
OG0011214	rna-XM_002927885.4	rna21536
OG0011215	rna-XM_034665873.1	rna21534
OG0011216	rna-XM_002927875.4	rna21532
OG0011217	rna-XM_034665877.1	rna21526
OG0011218	rna-XM_034665626.1	rna21524
OG0011219	rna-XM_034665879.1	rna21523
OG0011220	rna-XM_034665892.1	rna21500
OG0011221	rna-XM_034665912.1	rna21492
OG0011222	rna-XM_002929603.4	rna21491
OG0011223	rna-XM_034665914.1	rna21487
OG0011224	rna-XM_034665921.1	rna21483
OG0011225	rna-XM_034665923.1	rna21485
OG0011226	rna-XM_011237645.3	rna21482
OG0011227	rna-XM_002929598.4	rna21479
OG0011228	rna-XM_034665928.1	rna21476
OG0011229	rna-XM_011237642.3	rna21473
OG0011230	rna-XM_002929594.4	rna21472
OG0011231	rna-XM_002929592.4	rna21469
OG0011232	rna-XM_002929590.4	rna21465
OG0011233	rna-XM_002929588.4	rna21462
OG0011234	rna-XM_034665957.1	rna21458
OG0011235	rna-XM_034665962.1	rna21454
OG0011236	rna-XM_034665964.1	rna21449
OG0011237	rna-XM_034665966.1	rna21447
OG0011238	rna-XM_002914071.4	rna21446
OG0011239	rna-XM_034665969.1	rna21441
OG0011240	rna-XM_019793142.2	rna21438
OG0011241	rna-XM_011216734.2	rna21433
OG0011242	rna-XM_019793178.2	rna21429
OG0011243	rna-XM_019793190.2	rna21427
OG0011244	rna-XM_034665983.1	rna21426
OG0011245	rna-XM_011216814.3	rna21425
OG0011246	rna-XM_034665989.1	rna21414
OG0011247	rna-XM_002914078.4	rna21412
OG0011248	rna-XM_034665628.1	rna21407
OG0011249	rna-XM_034665992.1	rna21401
OG0011250	rna-XM_011216893.3	rna21399
OG0011251	rna-XM_034665997.1	rna21398
OG0011252	rna-XM_002914081.4	rna21397
OG0011253	rna-XM_034665648.1	rna21394
OG0011254	rna-XM_034666000.1	rna21386
OG0011255	rna-XM_019793289.2	rna21384
OG0011256	rna-XM_034666007.1	rna21382
OG0011257	rna-XM_019793394.1	rna21381
OG0011258	rna-XM_002928217.4	rna21376
OG0011259	rna-XM_019808980.1	rna21375
OG0011260	rna-XM_002928194.3	rna21374
OG0011261	rna-XM_002928215.2	rna21373
OG0011262	rna-XM_002930000.4	rna21337, rna21372
OG0011263	rna-XM_002928213.2	rna21370
OG0011264	rna-XM_034666009.1	rna21362
OG0011265	rna-XM_002928191.1	rna21357
OG0011266	rna-XM_019804619.1	rna21329
OG0011267	rna-XM_002923981.4	rna21328
OG0011268	rna-XM_002923982.4	rna21327
OG0011269	rna-XM_002923983.4	rna21325
OG0011270	rna-XM_034666024.1	rna21322
OG0011271	rna-XM_019804603.2	rna21316
OG0011272	rna-XM_034667715.1	rna21312
OG0011273	rna-XM_002924001.4	rna21311
OG0011274	rna-XM_002924002.4	rna21310
OG0011275	rna-XM_034666039.1	rna21294
OG0011276	rna-XM_034666040.1	rna21289
OG0011277	rna-XM_011230759.3	rna21288
OG0011278	rna-XM_034666043.1	rna21284
OG0011279	rna-XM_002923994.4	rna21283
OG0011280	rna-XM_011230763.3	rna21282
OG0011281	rna-XM_019804620.2	rna21278
OG0011282	rna-XM_011233872.3	rna21274
OG0011283	rna-XM_034665719.1	rna21273
OG0011284	rna-XM_019807192.2	rna21267
OG0011285	rna-XM_034666049.1	rna21258
OG0011286	rna-XM_002926455.4	rna21251
OG0011287	rna-XM_019807190.2	rna21248
OG0011288	rna-XM_002926453.4	rna21245
OG0011289	rna-XM_002926452.4	rna21243
OG0011290	rna-XM_034666061.1	rna21236
OG0011291	rna-XM_002926450.4	rna21234
OG0011292	rna-XM_034666054.1	rna21229
OG0011293	rna-XM_034666066.1	rna21222
OG0011294	rna-XM_034666068.1	rna21217
OG0011295	rna-XM_034667716.1	rna21207
OG0011296	rna-XM_034666075.1	rna21200
OG0011297	rna-XM_002912690.3	rna21198
OG0011298	rna-XM_034666080.1	rna21196
OG0011299	rna-XM_034666078.1	rna21192
OG0011300	rna-XM_002912687.4	rna21190
OG0011301	rna-XM_034666089.1	rna21181
OG0011302	rna-XM_034665811.1	rna21180
OG0011303	rna-XM_002912683.4	rna21179
OG0011304	rna-XM_002912682.4	rna21171
OG0011305	rna-XM_011221880.2	rna21161
OG0011306	rna-XM_034666103.1	rna21160
OG0011307	rna-XM_019797131.2	rna21159
OG0011308	rna-XM_011221874.3	rna21157
OG0011309	rna-XM_034666108.1	rna21156
OG0011310	rna-XM_034666113.1	rna21154
OG0011311	rna-XM_002916882.4	rna21149
OG0011312	rna-XM_002929920.4	rna21033
OG0011313	rna-XM_034666127.1	rna21034
OG0011314	rna-XM_002925708.4	rna21046
OG0011315	rna-XM_011232935.3	rna21047
OG0011316	rna-XM_002925710.4	rna21054
OG0011317	rna-XM_002925712.4	rna21059
OG0011318	rna-XM_034666137.1	rna21063
OG0011319	rna-XM_034666138.1	rna21065
OG0011320	rna-XM_034666143.1	rna21070
OG0011321	rna-XM_034666149.1	rna21081
OG0011322	rna-XM_002929794.4	rna21085
OG0011323	rna-XM_011237896.3	rna21087
OG0011324	rna-XM_002930414.3	rna21094
OG0011325	rna-XM_002930412.4	rna21095
OG0011326	rna-XM_034666163.1	rna21097
OG0011327	rna-XM_011237594.3	rna21104
OG0011328	rna-XM_034666161.1	rna21110
OG0011329	rna-XM_034666155.1	rna21122
OG0011330	rna-XM_034667588.1	rna21130
OG0011331	rna-XM_011236472.3	rna21131
OG0011332	rna-XM_034667590.1	rna21138
OG0011333	rna-XM_002927842.4	rna36553
OG0011334	rna-XM_034665602.1	rna36550
OG0011335	rna-XM_002925012.4	rna36543
OG0011336	rna-XM_034666174.1	rna36542
OG0011337	rna-XM_034666175.1	rna36535
OG0011338	rna-XM_002925180.4	rna36528
OG0011339	rna-XM_034666178.1	rna36526
OG0011340	rna-XM_034667718.1	rna36519
OG0011341	rna-XM_002917306.4	rna36518
OG0011342	rna-XM_011222465.3	rna36515
OG0011343	rna-XM_019797592.2	rna36503
OG0011344	rna-XM_019797590.2	rna36495
OG0011345	rna-XM_034666181.1	rna36492
OG0011346	rna-XM_034666201.1	rna36477
OG0011347	rna-XM_034666210.1	rna36468
OG0011348	rna-XM_019797577.2	rna36465
OG0011349	rna-XM_002917297.4	rna36462
OG0011350	rna-XM_034666239.1	rna36457
OG0011351	rna-XM_034667595.1	rna36452
OG0011352	rna-XM_019806111.2	rna36449
OG0011353	rna-XM_034666247.1	rna36442
OG0011354	rna-XM_034666250.1	rna36441
OG0011355	rna-XM_019806115.2	rna36439
OG0011356	rna-XM_002916276.4	rna36430
OG0011357	rna-XM_034666267.1	rna36421
OG0011358	rna-XM_011221077.3	rna36420
OG0011359	rna-XM_002916275.4	rna36416
OG0011360	rna-XM_019796445.2	rna36413
OG0011361	rna-XM_011221072.3	rna36411
OG0011362	rna-XM_034666285.1	rna36409
OG0011363	rna-XM_034667597.1	rna36405
OG0011364	rna-XM_034666287.1	rna36402
OG0011365	rna-XM_019809757.2	rna36391
OG0011366	rna-XM_011237778.3	rna36380
OG0011367	rna-XM_034666295.1	rna36371
OG0011368	rna-XM_034666303.1	rna36369
OG0011369	rna-XM_011219820.3	rna36364
OG0011370	rna-XM_034666310.1	rna36358
OG0011371	rna-XM_034666311.1	rna36354
OG0011372	rna-XM_034666314.1	rna36352
OG0011373	rna-XM_019795361.2	rna36351
OG0011374	rna-XM_002915297.4	rna36347
OG0011375	rna-XM_002915298.4	rna36344
OG0011376	rna-XM_019795362.2	rna36341
OG0011377	rna-XM_034666325.1	rna36331
OG0011378	rna-XM_011219838.3	rna36326
OG0011379	rna-XM_019795374.2	rna36324
OG0011380	rna-XM_034667599.1	rna36323
OG0011381	rna-XM_019795379.2	rna36322
OG0011382	rna-XM_019795380.2	rna36318
OG0011383	rna-XM_011219846.3	rna36311
OG0011384	rna-XM_034667600.1	rna36307
OG0011385	rna-XM_002915310.4	rna36305
OG0011386	rna-XM_011219850.3	rna36302
OG0011387	rna-XM_002915313.4	rna36293
OG0011388	rna-XM_002915314.4	rna36290
OG0011389	rna-XM_002915315.4	rna36286
OG0011390	rna-XM_002915316.4	rna36285
OG0011391	rna-XM_002915319.4	rna36279
OG0011392	rna-XM_034666368.1	rna36270
OG0011393	rna-XM_034666362.1	rna36268
OG0011394	rna-XM_011219887.3	rna36267
OG0011395	rna-XM_019795404.2	rna36260
OG0011396	rna-XM_034666383.1	rna36254
OG0011397	rna-XM_034667601.1	rna34689
OG0011398	rna-XM_019807893.2	rna36244
OG0011399	rna-XM_034666399.1	rna36242
OG0011400	rna-XM_034666384.1	rna36241
OG0011401	rna-XM_034666389.1	rna36238
OG0011402	rna-XM_019807892.2	rna36236
OG0011403	rna-XM_002927147.4	rna36231
OG0011404	rna-XM_011235737.3	rna36215
OG0011405	rna-XM_002927983.4	rna36212
OG0011406	rna-XM_034666409.1	rna36203
OG0011407	rna-XM_034666431.1	rna36200
OG0011408	rna-XM_034666418.1	rna36199
OG0011409	rna-XM_034667602.1	rna36196
OG0011410	rna-XM_034666422.1	rna36194
OG0011411	rna-XM_019808729.2	rna36195
OG0011412	rna-XM_034666416.1	rna36193
OG0011413	rna-XM_011235753.3	rna36187
OG0011414	rna-XM_002927989.4	rna36186
OG0011415	rna-XM_002927990.4	rna36174
OG0011416	rna-XM_019809285.2	rna36161
OG0011417	rna-XM_002928586.4	rna36151
OG0011418	rna-XM_002928587.2	rna36149
OG0011419	rna-XM_002928588.4	rna36148
OG0011420	rna-XM_019809282.2	rna36143
OG0011421	rna-XM_002926081.2	rna52229
OG0011422	rna-XM_002926078.1	rna52224
OG0011423	rna-XM_002926074.4	rna52218
OG0011424	rna-XM_002926073.4	rna52217
OG0011425	rna-XM_034667614.1	rna52215
OG0011426	rna-XM_002926096.2	rna52213
OG0011427	rna-XM_011233425.3	rna52212
OG0011428	rna-XM_002931186.2	rna52167
OG0011430	rna-XM_002924984.2	rna48310
OG0011431	rna-XM_019805667.2	rna48311
OG0011432	rna-XM_002924983.4	rna48312
OG0011433	rna-XM_011232011.3	rna48316
OG0011434	rna-XM_002924995.2	rna48320
OG0011435	rna-XM_002924980.4	rna48323
OG0011436	rna-XM_002924979.4	rna48325
OG0011437	rna-XM_002924978.4	rna48328
OG0011438	rna-XM_019805688.2	rna48332
OG0011439	rna-XM_002924974.4	rna48333
OG0011440	rna-XM_034666483.1	rna48334
OG0011441	rna-XM_034666486.1	rna48337
OG0011442	rna-XM_002924971.4	rna48339
OG0011443	rna-XM_002924970.4	rna48340
OG0011444	rna-XM_034666489.1	rna48342
OG0011445	rna-XM_002924968.4	rna48344
OG0011446	rna-XM_034666492.1	rna48345
OG0011447	rna-XM_002931221.2	rna48353
OG0011448	rna-XM_034666493.1	rna48359
OG0011449	rna-XM_034666500.1	rna48366
OG0011450	rna-XM_002916181.4	rna48374
OG0011451	rna-XM_034666506.1	rna48375
OG0011452	rna-XM_019796341.2	rna48384
OG0011453	rna-XM_034666514.1	rna48388
OG0011454	rna-XM_002916171.4	rna48401
OG0011455	rna-XM_002916156.4	rna48406
OG0011456	rna-XM_019796334.2	rna48408
OG0011457	rna-XM_034666523.1	rna48414
OG0011458	rna-XM_034666527.1	rna48418
OG0011459	rna-XM_034667624.1	rna48419
OG0011460	rna-XM_002916151.4	rna48420
OG0011461	rna-XM_002916150.4	rna48422
OG0011462	rna-XM_034666530.1	rna48424
OG0011463	rna-XM_034666532.1	rna48432
OG0011464	rna-XM_034666540.1	rna48437
OG0011465	rna-XM_019796326.2	rna48444
OG0011466	rna-XM_034666544.1	rna48446
OG0011467	rna-XM_034666545.1	rna48450
OG0011468	rna-XM_002916145.4	rna48460
OG0011469	rna-XM_002916144.4	rna48471
OG0011470	rna-XM_002916143.4	rna48479
OG0011471	rna-XM_034666560.1	rna48481
OG0011472	rna-XM_019802943.2	rna25971
OG0011473	rna-XM_034666574.1	rna25981
OG0011474	rna-XM_002922392.4	rna25985
OG0011475	rna-XM_034667626.1	rna25986
OG0011476	rna-XM_034666589.1	rna25989
OG0011477	rna-XM_002922400.4	rna25994
OG0011478	rna-XM_011228917.3	rna25996
OG0011479	rna-XM_002922396.4	rna26001
OG0011480	rna-XM_034666594.1	rna26002
OG0011481	rna-XM_011235842.3	rna26006
OG0011482	rna-XM_034667631.1	rna26010
OG0011483	rna-XM_002926699.4	rna26011
OG0011484	rna-XM_034666600.1	rna26012
OG0011485	rna-XM_002926696.4	rna26022
OG0011486	rna-XM_002926704.4	rna26029
OG0011487	rna-XM_034666605.1	rna26033
OG0011488	rna-XM_034666607.1	rna26036
OG0011489	rna-XM_034666610.1	rna26040
OG0011490	rna-XM_034667635.1	rna26042
OG0011491	rna-XM_034666615.1	rna26052
OG0011492	rna-XM_034666616.1	rna26063
OG0011493	rna-XM_002923916.4	rna26071
OG0011494	rna-XM_002923917.4	rna26076
OG0011495	rna-XM_002923918.4	rna26079
OG0011496	rna-XM_034666622.1	rna26080
OG0011497	rna-XM_034666625.1	rna26085
OG0011498	rna-XM_034666630.1	rna26096
OG0011499	rna-XM_034666631.1	rna26103
OG0011500	rna-XM_034666632.1	rna26105
OG0011501	rna-XM_034666634.1	rna26115
OG0011502	rna-XM_034667639.1	rna49947, rna49916
OG0011503	rna-XM_034667641.1	rna25969
OG0011504	rna-XM_019808056.2	rna25968
OG0011505	rna-XM_034667642.1	rna25966
OG0011506	rna-XM_011234924.3	rna25965
OG0011507	rna-XM_034666673.1	rna25957
OG0011508	rna-XM_034666681.1	rna25953
OG0011509	rna-XM_011235923.3	rna25950
OG0011510	rna-XM_011235931.3	rna25944
OG0011511	rna-XM_002928107.4	rna25940
OG0011512	rna-XM_034666687.1	rna25934
OG0011513	rna-XM_034666688.1	rna25930
OG0011514	rna-XM_002930787.4	rna25927
OG0011515	rna-XM_019793590.2	rna25926
OG0011516	rna-XM_034666692.1	rna25921
OG0011517	rna-XM_034666699.1	rna25907
OG0011518	rna-XM_002918570.4	rna25905
OG0011519	rna-XM_034666705.1	rna25904
OG0011520	rna-XM_034666706.1	rna25902
OG0011521	rna-XM_034667644.1	rna25897
OG0011522	rna-XM_011224100.3	rna25892
OG0011523	rna-XM_011224097.3	rna25890
OG0011524	rna-XM_034666713.1	rna25886
OG0011525	rna-XM_002918565.4	rna25885
OG0011526	rna-XM_002918564.2	rna25884
OG0011527	rna-XM_002918576.4	rna25882
OG0011528	rna-XM_002918563.4	rna25879
OG0011529	rna-XM_019809211.2	rna25870
OG0011530	rna-XM_019809209.1	rna25869
OG0011531	rna-XM_002928449.4	rna25865
OG0011532	rna-XM_019809198.2	rna25856
OG0011533	rna-XM_034652853.1, rna-XM_002928447.3	rna25854
OG0011534	rna-XM_034666731.1	rna25850
OG0011535	rna-XM_034666733.1	rna53880
OG0011536	rna-XM_034667646.1	rna25823
OG0011537	rna-XM_034666744.1	rna25826
OG0011538	rna-XM_034666743.1	rna25819
OG0011539	rna-XM_034666749.1	rna25816
OG0011540	rna-XM_002916947.4	rna25815
OG0011541	rna-XM_034666750.1	rna25811
OG0011542	rna-XM_002916958.4	rna25807
OG0011543	rna-XM_011221956.3	rna25809
OG0011544	rna-XM_002916949.4	rna25803
OG0011545	rna-XM_019797190.2	rna25802
OG0011546	rna-XM_034666752.1	rna25800
OG0011547	rna-XM_019797197.2	rna25780
OG0011548	rna-XM_011221966.3	rna25778
OG0011549	rna-XM_002916953.4	rna25772
OG0011550	rna-XM_034667704.1	rna25769
OG0011551	rna-XM_002928042.4	rna25758
OG0011552	rna-XM_034667647.1	rna25755
OG0011553	rna-XM_019801271.2	rna25744
OG0011554	rna-XM_019801273.2	rna25738
OG0011555	rna-XM_034666762.1	rna25733
OG0011556	rna-XM_011220939.3	rna25730
OG0011557	rna-XM_011220945.3	rna25724
OG0011558	rna-XM_034666779.1	rna25717
OG0011559	rna-XM_034667649.1	rna25716
OG0011560	rna-XM_011220952.3	rna25710
OG0011561	rna-XM_034666780.1	rna25704
OG0011562	rna-XM_034666782.1	rna25702
OG0011563	rna-XM_034667650.1	rna25701
OG0011564	rna-XM_019796366.2	rna25694
OG0011565	rna-XM_011231846.3	rna25687
OG0011566	rna-XM_011231845.1	rna25684
OG0011567	rna-XM_011231842.3	rna25681
OG0011568	rna-XM_034666793.1	rna25675
OG0011569	rna-XM_019801378.2	rna25661
OG0011570	rna-XM_011227015.3	rna25660
OG0011571	rna-XM_034666802.1	rna25655
OG0011572	rna-XM_019801374.2	rna25651
OG0011573	rna-XM_002920847.4	rna25647
OG0011574	rna-XM_002929121.4	rna25645
OG0011575	rna-XM_002923872.3	rna25637
OG0011576	rna-XM_002923876.4	rna25636
OG0011577	rna-XM_002923881.4	rna25635
OG0011578	rna-XM_034666809.1	rna25630
OG0011579	rna-XM_034666810.1	rna25627
OG0011580	rna-XM_019804482.2	rna25625
OG0011581	rna-XM_011230607.3	rna25624
OG0011582	rna-XM_034666816.1	rna25621
OG0011583	rna-XM_034666821.1	rna25617
OG0011584	rna-XM_034666834.1	rna25615
OG0011585	rna-XM_002919378.4	rna25613
OG0011586	rna-XM_034666840.1	rna25606
OG0011587	rna-XM_002919375.4	rna25593
OG0011588	rna-XM_002920801.4	rna25583
OG0011589	rna-XM_034666846.1	rna25580
OG0011590	rna-XM_002920794.4	rna25576
OG0011591	rna-XM_002920795.4	rna25572
OG0011592	rna-XM_011226962.2	rna25569
OG0011593	rna-XM_002920797.4	rna25567
OG0011594	rna-XM_011226952.3	rna25560
OG0011595	rna-XM_002929577.4	rna25557
OG0011596	rna-XM_034666853.1	rna25556
OG0011597	rna-XM_034666854.1	rna25553
OG0011598	rna-XM_034666856.1	rna25552
OG0011599	rna-XM_019801525.2	rna25548
OG0011600	rna-XM_034666858.1	rna25542
OG0011601	rna-XM_002917186.4	rna25538
OG0011602	rna-XM_034666875.1	rna25534
OG0011603	rna-XM_019797436.2	rna25532
OG0011604	rna-XM_011222280.3	rna25523
OG0011605	rna-XM_002917184.4	rna25521
OG0011606	rna-XM_034666886.1	rna25520
OG0011607	rna-XM_011222271.3	rna25519
OG0011608	rna-XM_011222270.3	rna25517
OG0011609	rna-XM_034667654.1	rna25515
OG0011610	rna-XM_011222267.3	rna25514
OG0011611	rna-XM_019797433.2	rna25511
OG0011612	rna-XM_002917180.4	rna25510
OG0011613	rna-XM_034666895.1	rna25509
