Orthogroup	ailMel.longCDS.prots	ursAme.longCDS.prots
OG0011558	rna-XM_034666779.1	transcript_ENSUAMT00000006494
OG0011559	rna-XM_034667649.1	transcript_ENSUAMT00000006487
OG0011560	rna-XM_011220952.3	transcript_ENSUAMT00000006461
OG0011561	rna-XM_034666780.1	transcript_ENSUAMT00000027183
OG0011562	rna-XM_034666782.1	transcript_ENSUAMT00000027158
OG0011563	rna-XM_034667650.1	transcript_ENSUAMT00000002252
OG0011564	rna-XM_019796366.2	transcript_ENSUAMT00000031471
OG0011565	rna-XM_011231846.3	transcript_ENSUAMT00000013687
OG0011566	rna-XM_011231845.1	transcript_ENSUAMT00000021632
OG0011567	rna-XM_011231842.3	transcript_ENSUAMT00000021633
OG0011568	rna-XM_034666793.1	transcript_ENSUAMT00000008814
OG0011569	rna-XM_019801378.2	transcript_ENSUAMT00000030247
OG0011570	rna-XM_011227015.3	transcript_ENSUAMT00000030235
OG0011571	rna-XM_034666802.1	transcript_ENSUAMT00000030233
OG0011572	rna-XM_019801374.2	transcript_ENSUAMT00000030229
OG0011573	rna-XM_002920847.4	transcript_ENSUAMT00000015311
OG0011574	rna-XM_002929121.4	transcript_ENSUAMT00000013495
OG0011575	rna-XM_002923872.3	transcript_ENSUAMT00000006512
OG0011576	rna-XM_002923876.4	transcript_ENSUAMT00000006766
OG0011577	rna-XM_002923881.4	transcript_ENSUAMT00000024835
OG0011578	rna-XM_034666809.1	transcript_ENSUAMT00000024839
OG0011579	rna-XM_034666810.1	transcript_ENSUAMT00000027686
OG0011580	rna-XM_019804482.2	transcript_ENSUAMT00000027983
OG0011581	rna-XM_011230607.3	transcript_ENSUAMT00000016244
OG0011582	rna-XM_034666816.1	transcript_ENSUAMT00000017864
OG0011583	rna-XM_034666821.1	transcript_ENSUAMT00000039894
OG0011584	rna-XM_034666834.1	transcript_ENSUAMT00000039895
OG0011585	rna-XM_002919378.4	transcript_ENSUAMT00000039896
OG0011586	rna-XM_034666840.1	transcript_ENSUAMT00000019493
OG0011587	rna-XM_002919375.4	transcript_ENSUAMT00000037796
OG0011588	rna-XM_002920801.4	transcript_ENSUAMT00000037650
OG0011589	rna-XM_034666846.1	transcript_ENSUAMT00000037652
OG0011590	rna-XM_002920794.4	transcript_ENSUAMT00000032161
OG0011591	rna-XM_002920795.4	transcript_ENSUAMT00000012221
OG0011592	rna-XM_011226962.2	transcript_ENSUAMT00000023757
OG0011593	rna-XM_002920797.4	transcript_ENSUAMT00000028720
OG0011594	rna-XM_011226952.3	transcript_ENSUAMT00000006417
OG0011595	rna-XM_002929577.4	transcript_ENSUAMT00000026202
OG0011596	rna-XM_034666853.1	transcript_ENSUAMT00000009409
OG0011597	rna-XM_034666854.1	transcript_ENSUAMT00000013007
OG0011598	rna-XM_034666856.1	transcript_ENSUAMT00000012887
OG0011599	rna-XM_019801525.2	transcript_ENSUAMT00000002505
OG0011600	rna-XM_034666858.1	transcript_ENSUAMT00000018412
OG0011601	rna-XM_002917186.4	transcript_ENSUAMT00000011788
OG0011602	rna-XM_034666875.1	transcript_ENSUAMT00000011785
OG0011603	rna-XM_019797436.2	transcript_ENSUAMT00000031784
OG0011604	rna-XM_011222280.3	transcript_ENSUAMT00000031841
OG0011605	rna-XM_002917184.4	transcript_ENSUAMT00000003855
OG0011606	rna-XM_034666886.1	transcript_ENSUAMT00000003866
OG0011607	rna-XM_011222271.3	transcript_ENSUAMT00000003872
OG0011608	rna-XM_011222270.3	transcript_ENSUAMT00000003877
OG0011609	rna-XM_034667654.1	transcript_ENSUAMT00000022956
OG0011610	rna-XM_011222267.3	transcript_ENSUAMT00000022945
OG0011611	rna-XM_019797433.2	transcript_ENSUAMT00000031911
OG0011612	rna-XM_002917180.4	transcript_ENSUAMT00000015982
OG0011613	rna-XM_034666895.1	transcript_ENSUAMT00000010080
OG0011614	rna-XM_002917177.4	transcript_ENSUAMT00000010110
OG0011615	rna-XM_002917188.3	transcript_ENSUAMT00000010115
OG0011616	rna-XM_034667656.1	transcript_ENSUAMT00000030970
OG0011617	rna-XM_002929012.4	transcript_ENSUAMT00000030977
OG0011618	rna-XM_034666906.1	transcript_ENSUAMT00000030991
OG0011619	rna-XM_002922047.4	transcript_ENSUAMT00000023458
OG0011620	rna-XM_011228467.3	transcript_ENSUAMT00000023463
OG0011621	rna-XM_011228469.3	transcript_ENSUAMT00000023466
OG0011622	rna-XM_002922050.4	transcript_ENSUAMT00000023476
OG0011623	rna-XM_034666921.1	transcript_ENSUAMT00000023482
OG0011624	rna-XM_034666926.1	transcript_ENSUAMT00000023478
OG0011625	rna-XM_034666928.1	transcript_ENSUAMT00000023479
OG0011626	rna-XM_019802624.2	transcript_ENSUAMT00000023487
OG0011627	rna-XM_011233643.3	transcript_ENSUAMT00000021413
OG0011628	rna-XM_019809368.2	transcript_ENSUAMT00000000428
OG0011629	rna-XM_034666947.1	transcript_ENSUAMT00000018283
OG0011630	rna-XM_002928676.4	transcript_ENSUAMT00000030939
OG0011631	rna-XM_002928681.4	transcript_ENSUAMT00000030945
OG0011632	rna-XM_034666957.1	transcript_ENSUAMT00000030946
OG0011633	rna-XM_034666961.1	transcript_ENSUAMT00000000655
OG0011634	rna-XM_034666962.1	transcript_ENSUAMT00000000645
OG0011635	rna-XM_011225055.3	transcript_ENSUAMT00000000618
OG0011636	rna-XM_002919281.3	transcript_ENSUAMT00000000544
OG0011637	rna-XM_019799709.2	transcript_ENSUAMT00000000507
OG0011638	rna-XM_002919274.4	transcript_ENSUAMT00000000432
OG0011639	rna-XM_034667657.1	transcript_ENSUAMT00000000393
OG0011640	rna-XM_034666970.1	transcript_ENSUAMT00000000378
OG0011641	rna-XM_034666966.1	transcript_ENSUAMT00000014330
OG0011642	rna-XM_011225058.3	transcript_ENSUAMT00000026517
OG0011643	rna-XM_034666974.1	transcript_ENSUAMT00000026522
OG0011644	rna-XM_002919277.4	transcript_ENSUAMT00000026524
OG0011645	rna-XM_034666977.1	transcript_ENSUAMT00000003714
OG0011646	rna-XM_034666980.1	transcript_ENSUAMT00000003724
OG0011647	rna-XM_019794534.2	transcript_ENSUAMT00000030649
OG0011648	rna-XM_011218903.3	transcript_ENSUAMT00000040327
OG0011649	rna-XM_034666998.1	transcript_ENSUAMT00000021810
OG0011650	rna-XM_019794520.2	transcript_ENSUAMT00000022059
OG0011651	rna-XM_019794517.2	transcript_ENSUAMT00000006251
OG0011652	rna-XM_034667013.1	transcript_ENSUAMT00000006242
OG0011653	rna-XM_002914608.4	transcript_ENSUAMT00000006211
OG0011654	rna-XM_034667016.1	transcript_ENSUAMT00000006192
OG0011655	rna-XM_034667017.1	transcript_ENSUAMT00000006187
OG0011656	rna-XM_002914602.4	transcript_ENSUAMT00000006143
OG0011657	rna-XM_034667020.1	transcript_ENSUAMT00000006098
OG0011658	rna-XM_002914599.4	transcript_ENSUAMT00000020160
OG0011659	rna-XM_034667030.1	transcript_ENSUAMT00000028869
OG0011660	rna-XM_011218893.2	transcript_ENSUAMT00000028871
OG0011661	rna-XM_002914597.4	transcript_ENSUAMT00000000217
OG0011662	rna-XM_034667032.1	transcript_ENSUAMT00000029490
OG0011663	rna-XM_011218891.3	transcript_ENSUAMT00000029275
OG0011664	rna-XM_002914619.4	transcript_ENSUAMT00000029273
OG0011665	rna-XM_011218884.3	transcript_ENSUAMT00000029269
OG0011666	rna-XM_034667659.1	transcript_ENSUAMT00000029247
OG0011667	rna-XM_002914593.4	transcript_ENSUAMT00000029246
OG0011668	rna-XM_002925428.4	transcript_ENSUAMT00000025584
OG0011669	rna-XM_034667057.1	transcript_ENSUAMT00000025763
OG0011670	rna-XM_002925430.4	transcript_ENSUAMT00000025766
OG0011671	rna-XM_002925432.4	transcript_ENSUAMT00000008486
OG0011672	rna-XM_002925433.4	transcript_ENSUAMT00000008423
OG0011673	rna-XM_019806171.2	transcript_ENSUAMT00000008418
OG0011674	rna-XM_034667065.1	transcript_ENSUAMT00000008414
OG0011675	rna-XM_011232612.3	transcript_ENSUAMT00000008398
OG0011676	rna-XM_034667068.1	transcript_ENSUAMT00000008367
OG0011677	rna-XM_002925436.4	transcript_ENSUAMT00000008363
OG0011678	rna-XM_002925437.4	transcript_ENSUAMT00000008360
OG0011679	rna-XM_002918187.3	transcript_ENSUAMT00000008356
OG0011680	rna-XM_002918188.4	transcript_ENSUAMT00000008354
OG0011681	rna-XM_034667078.1	transcript_ENSUAMT00000007265
OG0011682	rna-XM_034667102.1	transcript_ENSUAMT00000036443
OG0011683	rna-XM_034667103.1	transcript_ENSUAMT00000036445
OG0011684	rna-XM_002918212.4	transcript_ENSUAMT00000036449
OG0011685	rna-XM_002918213.2	transcript_ENSUAMT00000036450
OG0011686	rna-XM_019798540.2	transcript_ENSUAMT00000036453
OG0011687	rna-XM_002918197.4	transcript_ENSUAMT00000036457
OG0011688	rna-XM_002918199.4	transcript_ENSUAMT00000009829
OG0011689	rna-XM_019798558.2	transcript_ENSUAMT00000009825
OG0011690	rna-XM_019798576.2	transcript_ENSUAMT00000009732
OG0011691	rna-XM_002918204.4	transcript_ENSUAMT00000006836
OG0011692	rna-XM_002918214.4	transcript_ENSUAMT00000006748
OG0011693	rna-XM_002918215.4	transcript_ENSUAMT00000006745
OG0011694	rna-XM_011223637.3	transcript_ENSUAMT00000006563
OG0011695	rna-XM_034667118.1	transcript_ENSUAMT00000006464
OG0011696	rna-XM_034667122.1	transcript_ENSUAMT00000003980
OG0011697	rna-XM_002918217.4	transcript_ENSUAMT00000003972
OG0011698	rna-XM_034667123.1	transcript_ENSUAMT00000003957
OG0011699	rna-XM_002918209.4	transcript_ENSUAMT00000029461
OG0011700	rna-XM_011223635.3	transcript_ENSUAMT00000029465
OG0011701	rna-XM_019809183.2	transcript_ENSUAMT00000033044
OG0011702	rna-XM_002928431.4	transcript_ENSUAMT00000033047
OG0011703	rna-XM_034667132.1	transcript_ENSUAMT00000033039
OG0011704	rna-XM_034667133.1	transcript_ENSUAMT00000033038
OG0011705	rna-XM_002928429.4	transcript_ENSUAMT00000033037
OG0011706	rna-XM_002928428.4	transcript_ENSUAMT00000033035
OG0011707	rna-XM_034667152.1	transcript_ENSUAMT00000033034
OG0011708	rna-XM_034667665.1	transcript_ENSUAMT00000032989
OG0011709	rna-XM_034667165.1	transcript_ENSUAMT00000032955
OG0011710	rna-XM_034667162.1	transcript_ENSUAMT00000032944
OG0011711	rna-XM_034667166.1	transcript_ENSUAMT00000004266
OG0011712	rna-XM_002923385.4	transcript_ENSUAMT00000012005
OG0011713	rna-XM_002923386.4	transcript_ENSUAMT00000012015
OG0011714	rna-XM_034667181.1	transcript_ENSUAMT00000018836
OG0011715	rna-XM_034667179.1	transcript_ENSUAMT00000018837
OG0011716	rna-XM_034667175.1	transcript_ENSUAMT00000018839
OG0011717	rna-XM_002923390.4	transcript_ENSUAMT00000018847
OG0011718	rna-XM_019803961.2	transcript_ENSUAMT00000018849
OG0011719	rna-XM_019803960.2	transcript_ENSUAMT00000018848
OG0011720	rna-XM_002928088.1	transcript_ENSUAMT00000029085
OG0011721	rna-XM_002928089.4	transcript_ENSUAMT00000021062
OG0011722	rna-XM_034667668.1	transcript_ENSUAMT00000025965
OG0011723	rna-XM_034667190.1	transcript_ENSUAMT00000012995
OG0011724	rna-XM_002926656.4	transcript_ENSUAMT00000013003
OG0011725	rna-XM_034667197.1	transcript_ENSUAMT00000023218
OG0011726	rna-XM_002923091.4	transcript_ENSUAMT00000023228
OG0011727	rna-XM_002923089.4	transcript_ENSUAMT00000018099
OG0011728	rna-XM_034667669.1	transcript_ENSUAMT00000030028
OG0011729	rna-XM_002920007.4	transcript_ENSUAMT00000030022
OG0011730	rna-XM_019800480.2	transcript_ENSUAMT00000030020
OG0011731	rna-XM_034667204.1	transcript_ENSUAMT00000030014
OG0011732	rna-XM_002920009.4	transcript_ENSUAMT00000029996
OG0011733	rna-XM_034667209.1	transcript_ENSUAMT00000021916
OG0011734	rna-XM_034667210.1	transcript_ENSUAMT00000037859
OG0011735	rna-XM_034667212.1	transcript_ENSUAMT00000006504
OG0011736	rna-XM_002914181.4	transcript_ENSUAMT00000016958
OG0011737	rna-XM_034667215.1	transcript_ENSUAMT00000016954
OG0011738	rna-XM_002914180.4	transcript_ENSUAMT00000016949
OG0011739	rna-XM_011218049.3	transcript_ENSUAMT00000016937
OG0011740	rna-XM_002914187.4	transcript_ENSUAMT00000016931
OG0011741	rna-XM_034667221.1	transcript_ENSUAMT00000019186
OG0011742	rna-XM_002914176.4	transcript_ENSUAMT00000019191
OG0011743	rna-XM_034667223.1	transcript_ENSUAMT00000019196
OG0011744	rna-XM_002914175.4	transcript_ENSUAMT00000019202
OG0011745	rna-XM_002914173.4	transcript_ENSUAMT00000019206
OG0011746	rna-XM_002920096.4	transcript_ENSUAMT00000025616
OG0011747	rna-XM_034667229.1	transcript_ENSUAMT00000007966
OG0011748	rna-XM_011226050.3	transcript_ENSUAMT00000007958
OG0011749	rna-XM_034667232.1	transcript_ENSUAMT00000008001
OG0011750	rna-XM_034667238.1	transcript_ENSUAMT00000038722
OG0011751	rna-XM_002920101.4	transcript_ENSUAMT00000040273
OG0011752	rna-XM_034667248.1	transcript_ENSUAMT00000001617
OG0011753	rna-XM_011226064.3	transcript_ENSUAMT00000028450
OG0011754	rna-XM_011226067.3	transcript_ENSUAMT00000028399
OG0011755	rna-XM_002920104.4	transcript_ENSUAMT00000003652
OG0011756	rna-XM_019809444.2	transcript_ENSUAMT00000037237
OG0011757	rna-XM_002928732.4	transcript_ENSUAMT00000037240
OG0011758	rna-XM_034667263.1	transcript_ENSUAMT00000037241
OG0011759	rna-XM_019809442.2	transcript_ENSUAMT00000037242
OG0011760	rna-XM_002928735.4	transcript_ENSUAMT00000037245
OG0011761	rna-XM_011236652.3	transcript_ENSUAMT00000037247
OG0011762	rna-XM_002928736.4	transcript_ENSUAMT00000037250
OG0011763	rna-XM_002928733.4	transcript_ENSUAMT00000037252
OG0011764	rna-XM_011236655.3	transcript_ENSUAMT00000037266
OG0011765	rna-XM_011236659.3	transcript_ENSUAMT00000037269
OG0011766	rna-XM_002928743.4	transcript_ENSUAMT00000037279
OG0011767	rna-XM_011236663.3	transcript_ENSUAMT00000037281
OG0011768	rna-XM_002928746.4	transcript_ENSUAMT00000037283
OG0011769	rna-XM_002928753.4	transcript_ENSUAMT00000037285
OG0011770	rna-XM_034667275.1	transcript_ENSUAMT00000037287
OG0011771	rna-XM_034667277.1	transcript_ENSUAMT00000037291
OG0011772	rna-XM_002928754.4	transcript_ENSUAMT00000037296
OG0011773	rna-XM_011236670.3	transcript_ENSUAMT00000037305
OG0011774	rna-XM_034667291.1	transcript_ENSUAMT00000037307
OG0011775	rna-XM_002928436.4	transcript_ENSUAMT00000037308
OG0011776	rna-XM_002928437.4	transcript_ENSUAMT00000037312
OG0011777	rna-XM_019809194.2	transcript_ENSUAMT00000037318
OG0011778	rna-XM_034667293.1	transcript_ENSUAMT00000017373
OG0011779	rna-XM_002928439.4	transcript_ENSUAMT00000017364
OG0011780	rna-XM_002928440.4	transcript_ENSUAMT00000028382
OG0011781	rna-XM_034667295.1	transcript_ENSUAMT00000028588
OG0011782	rna-XM_011236304.3	transcript_ENSUAMT00000028593
OG0011783	rna-XM_019792760.2	transcript_ENSUAMT00000017021
OG0011784	rna-XM_019792762.2	transcript_ENSUAMT00000017014
OG0011785	rna-XM_002929914.4	transcript_ENSUAMT00000017011
OG0011786	rna-XM_034667302.1	transcript_ENSUAMT00000017008
OG0011787	rna-XM_002930802.4	transcript_ENSUAMT00000016985
OG0011788	rna-XM_011217660.3	transcript_ENSUAMT00000016983
OG0011789	rna-XM_034667316.1	transcript_ENSUAMT00000016980
OG0011790	rna-XM_002929442.4	transcript_ENSUAMT00000016979
OG0011791	rna-XM_034667318.1	transcript_ENSUAMT00000039089
OG0011792	rna-XM_002927274.4	transcript_ENSUAMT00000039072
OG0011793	rna-XM_019807961.2	transcript_ENSUAMT00000039047
OG0011794	rna-XM_034665583.1	transcript_ENSUAMT00000039046
OG0011795	rna-XM_002927263.1	transcript_ENSUAMT00000039035
OG0011796	rna-XM_019807956.1	transcript_ENSUAMT00000039033
OG0011797	rna-XM_034665591.1	transcript_ENSUAMT00000039031
OG0011798	rna-XM_002927259.4	transcript_ENSUAMT00000039030
OG0011799	rna-XM_034667345.1	transcript_ENSUAMT00000017163
OG0011800	rna-XM_034667682.1	transcript_ENSUAMT00000017244
OG0011801	rna-XM_011237550.3	transcript_ENSUAMT00000017255
OG0011802	rna-XM_034667380.1	transcript_ENSUAMT00000006792
OG0011803	rna-XM_034667395.1	transcript_ENSUAMT00000028658
OG0011804	rna-XM_034667683.1	transcript_ENSUAMT00000028662
OG0011805	rna-XM_034667684.1	transcript_ENSUAMT00000019328
OG0011806	rna-XM_034667416.1	transcript_ENSUAMT00000018950
OG0011807	rna-XM_019807679.2	transcript_ENSUAMT00000018930
OG0011808	rna-XM_034667424.1	transcript_ENSUAMT00000018926
OG0011809	rna-XM_002926965.4	transcript_ENSUAMT00000018924
OG0011810	rna-XM_011234417.3	transcript_ENSUAMT00000018921
OG0011811	rna-XM_034667426.1	transcript_ENSUAMT00000018913
OG0011812	rna-XM_034667685.1	transcript_ENSUAMT00000018912
OG0011813	rna-XM_034667428.1	transcript_ENSUAMT00000018910
OG0011814	rna-XM_034667434.1	transcript_ENSUAMT00000018906
OG0011815	rna-XM_002926962.4	transcript_ENSUAMT00000018903
OG0011816	rna-XM_034667437.1	transcript_ENSUAMT00000018901
OG0011817	rna-XM_002926944.4	transcript_ENSUAMT00000019333
OG0011818	rna-XM_034667442.1	transcript_ENSUAMT00000019336
OG0011819	rna-XM_002926958.4	transcript_ENSUAMT00000019343
OG0011820	rna-XM_034667454.1	transcript_ENSUAMT00000019350
OG0011821	rna-XM_034667446.1	transcript_ENSUAMT00000019358
OG0011822	rna-XM_034667455.1	transcript_ENSUAMT00000019369
OG0011823	rna-XM_002926939.4	transcript_ENSUAMT00000019390
OG0011824	rna-XM_034667451.1	transcript_ENSUAMT00000019418
OG0011825	rna-XM_034667463.1	transcript_ENSUAMT00000019462
OG0011826	rna-XM_034667465.1	transcript_ENSUAMT00000022209
OG0011827	rna-XM_019807690.2	transcript_ENSUAMT00000022205
OG0011828	rna-XM_002926933.4	transcript_ENSUAMT00000022196
OG0011829	rna-XM_034667472.1	transcript_ENSUAMT00000022177
OG0011830	rna-XM_034667473.1	transcript_ENSUAMT00000019590
OG0011831	rna-XM_011236111.3	transcript_ENSUAMT00000019532
OG0011832	rna-XM_034667481.1	transcript_ENSUAMT00000019468
OG0011833	rna-XM_034667483.1	transcript_ENSUAMT00000029544
OG0011834	rna-XM_034667494.1	transcript_ENSUAMT00000029566
OG0011835	rna-XM_002928286.3	transcript_ENSUAMT00000029568
OG0011836	rna-XM_034667501.1	transcript_ENSUAMT00000029570
OG0011837	rna-XM_019809040.2	transcript_ENSUAMT00000029574
OG0011838	rna-XM_011236133.3	transcript_ENSUAMT00000029583
OG0011839	rna-XM_034667506.1	transcript_ENSUAMT00000029664
OG0011840	rna-XM_034667509.1	transcript_ENSUAMT00000029801
OG0011841	rna-XM_034667505.1	transcript_ENSUAMT00000029861
OG0011842	rna-XM_011228994.3	transcript_ENSUAMT00000029868
OG0011843	rna-XM_002922480.4	transcript_ENSUAMT00000029872
OG0011844	rna-XM_002922520.4	transcript_ENSUAMT00000029874
OG0011845	rna-XM_034667511.1	transcript_ENSUAMT00000029876
OG0011846	rna-XM_034667518.1	transcript_ENSUAMT00000004923
OG0011847	rna-XM_019803036.2	transcript_ENSUAMT00000020317
OG0011849	rna-XM_034667523.1	transcript_ENSUAMT00000020238
OG0011850	rna-XM_034667522.1	transcript_ENSUAMT00000020229
OG0011851	rna-XM_011229001.3	transcript_ENSUAMT00000020223
OG0011852	rna-XM_002922484.4	transcript_ENSUAMT00000020222
OG0011853	rna-XM_034667525.1	transcript_ENSUAMT00000020218
OG0011854	rna-XM_019803048.2	transcript_ENSUAMT00000020215
OG0011855	rna-XM_019803049.2	transcript_ENSUAMT00000020209
OG0011856	rna-XM_011229071.3	transcript_ENSUAMT00000020192
OG0011857	rna-XM_034667533.1	transcript_ENSUAMT00000020187
OG0011858	rna-XM_034667541.1	transcript_ENSUAMT00000019964
OG0011859	rna-XM_019803052.2	transcript_ENSUAMT00000019959
OG0011860	rna-XM_034667544.1	transcript_ENSUAMT00000019925
OG0011861	rna-XM_002922489.4	transcript_ENSUAMT00000035537
OG0011862	rna-XM_034667562.1	transcript_ENSUAMT00000035535
OG0011863	rna-XM_002922534.4	transcript_ENSUAMT00000035528
OG0011864	rna-XM_002922497.4	transcript_ENSUAMT00000035525
OG0011865	rna-XM_002922498.4	transcript_ENSUAMT00000035522
OG0011866	rna-XM_011229025.3	transcript_ENSUAMT00000035521
OG0011867	rna-XM_034667563.1	transcript_ENSUAMT00000035519
OG0011868	rna-XM_011229028.3	transcript_ENSUAMT00000035517
OG0011869	rna-XM_019803068.2	transcript_ENSUAMT00000035515
OG0011870	rna-XM_002922503.4	transcript_ENSUAMT00000008641
OG0011871	rna-XM_034667570.1	transcript_ENSUAMT00000028422
OG0011872	rna-XM_034667580.1	transcript_ENSUAMT00000004491
OG0011873	rna-XM_002922506.4	transcript_ENSUAMT00000004485
OG0011874	rna-XM_034667581.1	transcript_ENSUAMT00000004474
OG0011875	rna-XM_034667582.1	transcript_ENSUAMT00000004471
OG0011876	rna-XM_011216898.3	transcript_ENSUAMT00000040408
OG0011877	rna-XM_034671004.1	transcript_ENSUAMT00000040402
OG0011878	rna-XM_034672021.1	transcript_ENSUAMT00000040401
OG0011879	rna-XM_002930163.4	transcript_ENSUAMT00000040398
OG0011880	rna-XM_034671198.1	transcript_ENSUAMT00000025566
OG0011881	rna-XM_034671288.1	transcript_ENSUAMT00000025447
OG0011882	rna-XM_019792646.2	transcript_ENSUAMT00000025438
OG0011883	rna-XM_034671454.1	transcript_ENSUAMT00000031864
OG0011884	rna-XM_034671072.1	transcript_ENSUAMT00000031858
OG0011885	rna-XM_034671073.1	transcript_ENSUAMT00000001364
OG0011886	rna-XM_034671077.1	transcript_ENSUAMT00000001314
OG0011887	rna-XM_034671010.1	transcript_ENSUAMT00000014275
OG0011888	rna-XM_034671016.1	transcript_ENSUAMT00000017969
OG0011889	rna-XM_002929826.4	transcript_ENSUAMT00000017974
OG0011890	rna-XM_034671068.1	transcript_ENSUAMT00000017977
OG0011891	rna-XM_034671053.1	transcript_ENSUAMT00000017987
OG0011892	rna-XM_034671028.1	transcript_ENSUAMT00000018015
OG0011893	rna-XM_034671161.1	transcript_ENSUAMT00000000210
OG0011894	rna-XM_034672180.1	transcript_ENSUAMT00000000203
OG0011895	rna-XM_034671035.1	transcript_ENSUAMT00000034899
OG0011896	rna-XM_034671751.1	transcript_ENSUAMT00000015474
OG0011897	rna-XM_034671752.1	transcript_ENSUAMT00000015473
OG0011898	rna-XM_034671047.1	transcript_ENSUAMT00000026710
OG0011899	rna-XM_034672032.1	transcript_ENSUAMT00000005931
OG0011900	rna-XM_019805022.2	transcript_ENSUAMT00000031898
OG0011901	rna-XM_002924388.4	transcript_ENSUAMT00000031900
OG0011902	rna-XM_034671278.1	transcript_ENSUAMT00000038261
OG0011903	rna-XM_002924387.4	transcript_ENSUAMT00000038264
OG0011904	rna-XM_011231233.3	transcript_ENSUAMT00000038265
OG0011905	rna-XM_034671197.1	transcript_ENSUAMT00000038266
OG0011906	rna-XM_034671426.1	transcript_ENSUAMT00000038268
OG0011907	rna-XM_034671080.1	transcript_ENSUAMT00000016777
OG0011908	rna-XM_034671634.1	transcript_ENSUAMT00000016784
OG0011909	rna-XM_019799859.2	transcript_ENSUAMT00000016804
OG0011910	rna-XM_011225265.2	transcript_ENSUAMT00000016811
OG0011911	rna-XM_034671112.1	transcript_ENSUAMT00000016828
OG0011912	rna-XM_034671105.1	transcript_ENSUAMT00000016844
OG0011913	rna-XM_034672034.1	transcript_ENSUAMT00000016858
OG0011914	rna-XM_034671145.1	transcript_ENSUAMT00000016865
OG0011915	rna-XM_002919421.4	transcript_ENSUAMT00000016869
OG0011916	rna-XM_034671116.1	transcript_ENSUAMT00000016871
OG0011917	rna-XM_019799857.2	transcript_ENSUAMT00000016873
OG0011918	rna-XM_002919415.4	transcript_ENSUAMT00000016874
OG0011919	rna-XM_034671486.1	transcript_ENSUAMT00000015789
OG0011920	rna-XM_034671121.1	transcript_ENSUAMT00000035676
OG0011921	rna-NM_001304916.1	transcript_ENSUAMT00000035753
OG0011922	rna-XM_034671141.1	transcript_ENSUAMT00000035764
OG0011923	rna-XM_034671137.1	transcript_ENSUAMT00000035770
OG0011924	rna-XM_034671138.1	transcript_ENSUAMT00000035771
OG0011926	rna-XM_034671151.1	transcript_ENSUAMT00000010598
OG0011927	rna-XM_034671149.1	transcript_ENSUAMT00000010698
OG0011928	rna-XM_011230592.3	transcript_ENSUAMT00000010766
OG0011929	rna-XM_034672037.1	transcript_ENSUAMT00000010784
OG0011930	rna-XM_034671154.1	transcript_ENSUAMT00000010796
OG0011931	rna-XM_011230588.3	transcript_ENSUAMT00000010905
OG0011932	rna-XM_002923860.4	transcript_ENSUAMT00000008713
OG0011933	rna-XM_034671156.1	transcript_ENSUAMT00000008709
OG0011934	rna-XM_034671155.1	transcript_ENSUAMT00000008701
OG0011935	rna-XM_034671159.1	transcript_ENSUAMT00000017028
OG0011936	rna-XM_019799075.2	transcript_ENSUAMT00000017850
OG0011937	rna-XM_034671177.1	transcript_ENSUAMT00000017847
OG0011938	rna-XM_034671164.1	transcript_ENSUAMT00000028505
OG0011939	rna-XM_034671715.1	transcript_ENSUAMT00000035054
OG0011940	rna-XM_034671174.1	transcript_ENSUAMT00000035052
OG0011941	rna-XM_034671176.1	transcript_ENSUAMT00000035048
OG0011942	rna-XM_034671181.1	transcript_ENSUAMT00000021191
OG0011943	rna-XM_034671179.1	transcript_ENSUAMT00000021687
OG0011944	rna-XM_002918679.4	transcript_ENSUAMT00000018199
OG0011945	rna-XM_011224241.3	transcript_ENSUAMT00000024318
OG0011946	rna-XM_034672061.1	transcript_ENSUAMT00000024309
OG0011947	rna-XM_002927434.4	transcript_ENSUAMT00000041762
OG0011948	rna-XM_002927435.4	transcript_ENSUAMT00000041761
OG0011949	rna-XM_002927436.4	transcript_ENSUAMT00000041760
OG0011950	rna-XM_034671190.1	transcript_ENSUAMT00000015708
OG0011951	rna-XM_034671191.1	transcript_ENSUAMT00000015773
OG0011952	rna-XM_034671195.1	transcript_ENSUAMT00000021646
OG0011953	rna-XM_011229324.3	transcript_ENSUAMT00000021642
OG0011954	rna-XM_002922746.4	transcript_ENSUAMT00000020313
OG0011955	rna-XM_034671192.1	transcript_ENSUAMT00000021608
OG0011956	rna-XM_002922747.4	transcript_ENSUAMT00000021626
OG0011957	rna-XM_002922748.4	transcript_ENSUAMT00000021629
OG0011958	rna-XM_034671572.1	transcript_ENSUAMT00000027379
OG0011959	rna-XM_002922750.3	transcript_ENSUAMT00000027382
OG0011960	rna-XM_034671280.1	transcript_ENSUAMT00000027385
OG0011961	rna-XM_034671284.1	transcript_ENSUAMT00000027388
OG0011962	rna-XM_002922754.4	transcript_ENSUAMT00000027398
OG0011963	rna-XM_034671207.1	transcript_ENSUAMT00000027529
OG0011964	rna-XM_002922756.4	transcript_ENSUAMT00000027533
OG0011965	rna-XM_019803270.2	transcript_ENSUAMT00000027536
OG0011966	rna-XM_034672064.1	transcript_ENSUAMT00000027540
OG0011967	rna-XM_034671216.1	transcript_ENSUAMT00000014443
OG0011968	rna-XM_034671391.1	transcript_ENSUAMT00000037301
OG0011969	rna-XM_019803290.2	transcript_ENSUAMT00000037311
