Orthogroup	ailMel.longCDS.prots	homSap.longCDS.prots
OG0010637	rna-XM_034670046.1	ENST00000395326.7, ENST00000450043.2
OG0010638	rna-XM_002925795.4	ENST00000304895.8
OG0010639	rna-XM_019806507.2	ENST00000452681.6
OG0010640	rna-XM_002925799.4	ENST00000342190.10
OG0010641	rna-XM_034670057.1	ENST00000437355.6
OG0010642	rna-XM_034670064.1	ENST00000429591.3
OG0010643	rna-XM_002925787.4	ENST00000302312.8
OG0010644	rna-XM_002925802.4	ENST00000327237.6
OG0010645	rna-XM_002925788.4	ENST00000408912.7
OG0010646	rna-XM_034670073.1	ENST00000287490.4
OG0010647	rna-XM_034670079.1	ENST00000268281.8
OG0010648	rna-XM_011231732.3	ENST00000317508.10
OG0010649	rna-XM_034670081.1	ENST00000448516.6
OG0010650	rna-XM_002924753.4	ENST00000394951.5
OG0010651	rna-XM_011231735.3	ENST00000280606.6
OG0010652	rna-XM_011231739.3	ENST00000300850.5
OG0010653	rna-XM_011231741.3	ENST00000426488.6
OG0010654	rna-XM_002924756.4	ENST00000313843.7
OG0010655	rna-XM_002924778.4	ENST00000297679.9
OG0010656	rna-XM_002924758.4	ENST00000318663.4
OG0010657	rna-XM_034670093.1	ENST00000380310.6
OG0010658	rna-XM_002924782.4	ENST00000572628.5
OG0010659	rna-XM_034670107.1	ENST00000262525.5
OG0010660	rna-XM_002924761.4	ENST00000324685.10
OG0010661	rna-XM_011231747.3	ENST00000541260.5
OG0010662	rna-XM_034670111.1	ENST00000328273.11
OG0010663	rna-XM_002924763.4	ENST00000615541.2
OG0010664	rna-XM_034669554.1	ENST00000356166.10
OG0010665	rna-XM_034670116.1	ENST00000300835.8
OG0010666	rna-XM_011231758.3	ENST00000395216.2
OG0010667	rna-XM_002924790.4	ENST00000356798.10
OG0010668	rna-XM_002924767.4	ENST00000319285.4
OG0010669	rna-XM_034670129.1	ENST00000319296.9
OG0010670	rna-XM_034670128.1	ENST00000613509.1
OG0010671	rna-XM_034670130.1	ENST00000321367.7
OG0010672	rna-XM_011231776.3	ENST00000409939.7
OG0010673	rna-XM_002924770.4	ENST00000305596.7
OG0010674	rna-XM_019805430.2	ENST00000395389.2
OG0010675	rna-XM_002927341.4	ENST00000160827.8
OG0010676	rna-XM_034670144.1	ENST00000219782.10
OG0010677	rna-XM_002927344.4	ENST00000561555.5
OG0010678	rna-XM_002927345.4	ENST00000617533.4
OG0010679	rna-XM_002927350.4	ENST00000308748.9
OG0010680	rna-XM_011234874.3	ENST00000414689.6
OG0010681	rna-XM_011234888.3	ENST00000279392.7
OG0010682	rna-XM_034670153.1	ENST00000563197.5
OG0010683	rna-XM_002927358.4	ENST00000279387.11
OG0010684	rna-XM_002927359.4	ENST00000395224.6
OG0010685	rna-XM_019808044.2	ENST00000406256.7
OG0010686	rna-XM_019808049.2	ENST00000219150.9
OG0010687	rna-XM_011234899.3	ENST00000317058.7
OG0010688	rna-XM_002927366.4	ENST00000395641.2
OG0010689	rna-XM_002927336.4	ENST00000356897.1
OG0010690	rna-XM_002927337.4	ENST00000564831.5
OG0010691	rna-XM_034670172.1	ENST00000395547.6
OG0010692	rna-XM_034670190.1	ENST00000313511.7
OG0010693	rna-XM_034670194.1	ENST00000322610.12
OG0010694	rna-XM_034670199.1	ENST00000358201.8
OG0010695	rna-XM_034670201.1	ENST00000538922.5
OG0010696	rna-XM_034670205.1	ENST00000565975.5
OG0010697	rna-XM_034670207.1	ENST00000395461.7
OG0010698	rna-XM_034669558.1	ENST00000341901.4
OG0010699	rna-XM_034669559.1	ENST00000304658.9
OG0010700	rna-XM_034670215.1	ENST00000261588.8
OG0010701	rna-XM_034670211.1	ENST00000356183.8
OG0010702	rna-XM_011234032.3	ENST00000337929.7
OG0010703	rna-XM_019809890.2	ENST00000395762.6
OG0010704	rna-XM_034670227.1	ENST00000361439.8
OG0010705	rna-XM_011237206.3	ENST00000441782.6
OG0010706	rna-XM_002929868.4	ENST00000328086.11
OG0010707	rna-XM_019792681.2	ENST00000219660.5
OG0010708	rna-XM_034670235.1	ENST00000347898.7
OG0010709	rna-XM_034670241.1	ENST00000395799.7
OG0010710	rna-XM_002929222.4	ENST00000319715.8
OG0010711	rna-XM_002926556.4	ENST00000005284.3
OG0010712	rna-XM_034670244.1	ENST00000300113.2
OG0010713	rna-XM_019807304.2	ENST00000300093.8
OG0010714	rna-XM_011233992.3	ENST00000261584.8
OG0010715	rna-XM_011233993.3	ENST00000007516.7
OG0010716	rna-XM_034670251.1	ENST00000395878.7
OG0010717	rna-XM_002926558.4	ENST00000563232.1
OG0010718	rna-XM_034670249.1	ENST00000309859.8
OG0010719	rna-XM_002927125.4	ENST00000307149.9
OG0010720	rna-XM_034670259.1	ENST00000307331.9
OG0010721	rna-XM_002927127.3	ENST00000300061.2
OG0010722	rna-XM_034670260.1	ENST00000219689.11
OG0010723	rna-XM_034670263.1	ENST00000286149.8
OG0010724	rna-XM_034670266.1	ENST00000358154.7
OG0010725	rna-XM_002926060.4	ENST00000268389.5
OG0010726	rna-XM_002926062.4	ENST00000268383.6
OG0010727	rna-XM_034670268.1	ENST00000299853.9
OG0010728	rna-XM_002926050.4	ENST00000263026.9
OG0010729	rna-XM_011233404.3	ENST00000389398.9
OG0010730	rna-XM_034670272.1	ENST00000542527.6
OG0010731	rna-XM_034670273.1	ENST00000424898.2
OG0010732	rna-XM_019808311.2	ENST00000311620.6
OG0010733	rna-XM_002927601.4	ENST00000574002.1
OG0010734	rna-XM_034670294.1	ENST00000568663.5
OG0010735	rna-XM_034670290.1	ENST00000324344.8
OG0010736	rna-XM_002927595.4	ENST00000357967.8
OG0010737	rna-XM_002929075.4	ENST00000331849.8
OG0010738	rna-XM_002929072.4	ENST00000302451.8
OG0010739	rna-XM_034670300.1	ENST00000396138.8
OG0010740	rna-XM_011237074.3	ENST00000381362.8
OG0010741	rna-XM_002928024.4	ENST00000570682.1
OG0010742	rna-XM_019808780.2	ENST00000535671.5
OG0010743	rna-XM_019808781.2	ENST00000320394.10
OG0010744	rna-XM_011235811.3	ENST00000438132.7
OG0010745	rna-XM_011235814.3	ENST00000381396.9
OG0010746	rna-XM_002928020.4	ENST00000353258.7
OG0010747	rna-XM_034670316.1	ENST00000396229.6
OG0010748	rna-XM_002920464.4	ENST00000321998.9
OG0010749	rna-XM_002920465.4	ENST00000381440.4
OG0010750	rna-XM_019800991.2	ENST00000355377.6
OG0010751	rna-XM_011226515.3	ENST00000446231.6
OG0010752	rna-XM_002927004.4	ENST00000205557.11
OG0010753	rna-XM_019807757.2	ENST00000573429.5
OG0010754	rna-XM_034670327.1	ENST00000396368.7
OG0010755	rna-XM_034670337.1	ENST00000300006.8
OG0010756	rna-XM_034670339.1	ENST00000568222.5, ENST00000396385.3
OG0010757	rna-XM_019798383.2	ENST00000563679.5
OG0010758	rna-XM_034670346.1	ENST00000287706.7
OG0010759	rna-XM_019798386.2	ENST00000198767.10
OG0010760	rna-XM_034670349.1	ENST00000581851.1
OG0010761	rna-XM_034669570.1	ENST00000438167.7
OG0010762	rna-XM_002918064.4	ENST00000261658.6
OG0010763	rna-XM_002918065.4	ENST00000437198.6
OG0010764	rna-XM_019798388.2	ENST00000571589.5
OG0010765	rna-XM_002918071.4	ENST00000558583.2
OG0010766	rna-XM_002918068.4	ENST00000381774.8
OG0010767	rna-XM_034670353.1	ENST00000566228.5
OG0010768	rna-XM_002925524.4	ENST00000053243.5
OG0010769	rna-XM_002925523.4	ENST00000571133.5
OG0010770	rna-XM_002925522.4	ENST00000396516.6
OG0010771	rna-XM_011232707.3	ENST00000329565.5
OG0010772	rna-XM_034670364.1	ENST00000381810.7
OG0010773	rna-XM_019803162.2	ENST00000327157.3
OG0010774	rna-XM_002922644.3	ENST00000312693.3
OG0010775	rna-XM_019803168.2	ENST00000409790.5
OG0010776	rna-XM_002922639.4	ENST00000469379.5
OG0010777	rna-XM_019803171.2	ENST00000618327.4
OG0010778	rna-XM_034670376.1	ENST00000283027.9
OG0010779	rna-XM_019803163.2	ENST00000283025.6
OG0010780	rna-XM_002922642.4	ENST00000359543.7
OG0010781	rna-XM_034670378.1	ENST00000396560.6
OG0010782	rna-XM_034670381.1	ENST00000396573.6
OG0010783	rna-XM_011225562.3	ENST00000327827.11
OG0010784	rna-XM_011225563.3	ENST00000344836.8
OG0010785	rna-XM_011225566.3	ENST00000636296.1
OG0010786	rna-XM_034670383.1	ENST00000396593.6
OG0010787	rna-XM_034670384.1	ENST00000333050.6
OG0010788	rna-XM_034669573.1	ENST00000567812.5
OG0010789	rna-XM_011225573.3	ENST00000381920.7
OG0010790	rna-XM_034669606.1	ENST00000620492.4
OG0010791	rna-XM_034670386.1	ENST00000547372.5
OG0010792	rna-XM_011231506.3	ENST00000474471.7
OG0010793	rna-XM_019805252.2	ENST00000312251.7
OG0010794	rna-XM_034670413.1	ENST00000345988.6
OG0010795	rna-XM_034670414.1	ENST00000262376.10
OG0010796	rna-XM_034670417.1	ENST00000321919.13
OG0010797	rna-XM_034670425.1	ENST00000322048.11
OG0010798	rna-XM_034670426.1	ENST00000615471.4
OG0010799	rna-XM_034670424.1	ENST00000268231.12
OG0010800	rna-XM_011231517.3	ENST00000590191.1
OG0010801	rna-XM_034670429.1	ENST00000614075.4
OG0010802	rna-XM_011231530.3	ENST00000405142.1
OG0010803	rna-XM_002924587.4	ENST00000587747.5
OG0010804	rna-XM_011231532.3	ENST00000563332.6
OG0010805	rna-XM_034670452.1	ENST00000613539.1
OG0010806	rna-XM_002924593.4	ENST00000283429.10
OG0010807	rna-XM_002924595.4	ENST00000262375.10
OG0010808	rna-XM_034670460.1	ENST00000304735.3
OG0010809	rna-XM_034670461.1	ENST00000262366.7
OG0010810	rna-XM_002924599.4	ENST00000204517.10
OG0010811	rna-XM_034670470.1	ENST00000294016.7
OG0010812	rna-XM_034670480.1	ENST00000246957.9
OG0010813	rna-XM_034670495.1	ENST00000407479.5
OG0010814	rna-XM_034670477.1	ENST00000294008.3
OG0010815	rna-XM_019805605.2	ENST00000324659.12
OG0010816	rna-XM_034670482.1	ENST00000341633.9
OG0010817	rna-XM_034669576.1	ENST00000399645.3
OG0010818	rna-XM_002924896.4	ENST00000424546.6
OG0010819	rna-XM_019805618.2	ENST00000301744.5
OG0010820	rna-XM_034670501.1	ENST00000571936.5
OG0010821	rna-XM_002924895.4	ENST00000219069.5
OG0010822	rna-XM_034670502.1	ENST00000414144.6
OG0010823	rna-XM_034669618.1	ENST00000304936.3
OG0010824	rna-XM_034670520.1	ENST00000382192.7
OG0010825	rna-XM_034669579.1	ENST00000534507.5
OG0010826	rna-XM_034670525.1	ENST00000336577.8
OG0010827	rna-XM_011217848.3	ENST00000572449.5
OG0010828	rna-XM_002930939.4	ENST00000326266.12
OG0010829	rna-XM_019793718.2	ENST00000248089.7
OG0010831	rna-XM_034670530.1	ENST00000445369.2
OG0010832	rna-XM_019793714.2	ENST00000431515.6
OG0010833	rna-XM_002930932.4	ENST00000318782.8
OG0010834	rna-XM_034670538.1	ENST00000303746.9
OG0010835	rna-XM_034670537.1	ENST00000253928.13
OG0010836	rna-XM_034670541.1	ENST00000301740.12
OG0010837	rna-XM_011233979.2	ENST00000293851.9
OG0010839	rna-XM_011233951.3	ENST00000382280.7
OG0010840	rna-XM_034670555.1	ENST00000161006.7
OG0010841	rna-XM_002926543.3	ENST00000302641.7
OG0010842	rna-XM_019807276.2	ENST00000342085.8
OG0010843	rna-XM_034670560.1	ENST00000413459.7
OG0010844	rna-XM_002926522.4	ENST00000330398.8
OG0010845	rna-XM_034670567.1	ENST00000361837.8
OG0010846	rna-XM_034670572.1	ENST00000397066.8
OG0010847	rna-XM_034670582.1	ENST00000397086.6
OG0010848	rna-XM_034669584.1	ENST00000301729.8
OG0010849	rna-XM_034670577.1	ENST00000301727.8
OG0010850	rna-XM_034669585.1	ENST00000333503.7
OG0010851	rna-XM_019807282.2	ENST00000301724.14
OG0010852	rna-XM_034670601.1	ENST00000562360.5
OG0010853	rna-XM_034669586.1	ENST00000343516.7
OG0010854	rna-XM_002926513.4	ENST00000219476.7
OG0010855	rna-XM_034670608.1	ENST00000219066.5
OG0010856	rna-XM_019807281.2	ENST00000424542.6
OG0010857	rna-XM_034670613.1	ENST00000563630.5
OG0010858	rna-XM_034670618.1	ENST00000248114.6
OG0010859	rna-XM_034669588.1	ENST00000397280.8
OG0010860	rna-XM_034670617.1	ENST00000568546.5
OG0010861	rna-XM_034670620.1	ENST00000569714.5
OG0010862	rna-XM_002920186.4	ENST00000268668.10
OG0010863	rna-XM_034670634.1	ENST00000397356.7
OG0010864	rna-XM_002920182.4	ENST00000262302.13
OG0010865	rna-XM_002920223.4	ENST00000566339.5
OG0010866	rna-XM_034670652.1	ENST00000426508.6
OG0010867	rna-XM_019800679.2	ENST00000253934.9
OG0010868	rna-XM_034670661.1	ENST00000262319.10
OG0010869	rna-XM_034669593.1	ENST00000447419.6
OG0010870	rna-XM_034670664.1	ENST00000262318.12
OG0010871	rna-XM_034669594.1	ENST00000389176.3
OG0010872	rna-XM_002920178.4	ENST00000442039.2
OG0010873	rna-XM_002920212.4	ENST00000007390.2
OG0010874	rna-XM_034670839.1	ENST00000295201.4
OG0010875	rna-XM_034669515.1	ENST00000621771.1
OG0010876	rna-XM_034669597.1	ENST00000293894.3
OG0010877	rna-XM_034670673.1	ENST00000262301.15
OG0010878	rna-XM_034670682.1	ENST00000248150.4
OG0010879	rna-XM_034670680.1	ENST00000631357.2
OG0010880	rna-XM_002920171.4	ENST00000561734.5
OG0010881	rna-XM_034670689.1	ENST00000382862.7
OG0010882	rna-XM_034669598.1	ENST00000569529.5
OG0010883	rna-XM_034670698.1	ENST00000397621.5
OG0010884	rna-XM_002920168.4	ENST00000248142.7
OG0010885	rna-XM_034670701.1	ENST00000219548.8
OG0010886	rna-XM_034670718.1	ENST00000219551.2
OG0010887	rna-XM_019800647.2	ENST00000307650.8
OG0010888	rna-XM_034670728.1	ENST00000397666.6
OG0010889	rna-XM_019800646.2	ENST00000026218.9
OG0010890	rna-XM_034669616.1	ENST00000409413.3
OG0010891	rna-XM_034669599.1	ENST00000219611.6
OG0010892	rna-XM_034669600.1	ENST00000262305.8
OG0010893	rna-XM_034670730.1	ENST00000219481.9
OG0010894	rna-XM_034669602.1	ENST00000431232.6
OG0010895	rna-XM_002920192.4	ENST00000199706.12
OG0010896	rna-XM_034670734.1	ENST00000262320.7
OG0010897	rna-XM_002920158.3	ENST00000219406.10
OG0010898	rna-XM_034669603.1	ENST00000219409.7
OG0010899	rna-XM_019800639.2	ENST00000397770.7
OG0010900	rna-XM_002920154.4	ENST00000356815.3
OG0010901	rna-XM_034670741.1	ENST00000620134.4
OG0010902	rna-XM_034670746.1	ENST00000219431.4
OG0010903	rna-XM_034670747.1	ENST00000262316.10
OG0010904	rna-XM_034670750.1	ENST00000383018.7
OG0010905	rna-XM_002920149.4	ENST00000293860.5
OG0010906	rna-XM_034670752.1	ENST00000305344.6
OG0010907	rna-XM_002924700.4	ENST00000610310.3
OG0010908	rna-XM_002924699.4	ENST00000369577.7
OG0010909	rna-XM_002924702.2	ENST00000525899.5
OG0010910	rna-XM_019805373.2	ENST00000608353.5
OG0010911	rna-XM_002924697.4	ENST00000388923.4
OG0010912	rna-XM_002925518.4	ENST00000369552.8
OG0010913	rna-XM_034670759.1	ENST00000369536.9
OG0010914	rna-XM_002925520.4	ENST00000257789.4
OG0010915	rna-XM_034670761.1	ENST00000257787.5
OG0010916	rna-XM_002925512.4	ENST00000237201.1
OG0010917	rna-XM_002922658.4	ENST00000369485.8
OG0010918	rna-XM_011229213.3	ENST00000336032.3
OG0010919	rna-XM_002922664.4	ENST00000275072.4
OG0010920	rna-XM_002922660.4	ENST00000435041.2
OG0010921	rna-XM_011229215.3	ENST00000339746.8
OG0010922	rna-XM_002922663.4	ENST00000626778.2
OG0010923	rna-XM_034670821.1	ENST00000369393.7
OG0010924	rna-XM_002925092.4	ENST00000551025.3
OG0010925	rna-XM_019805792.2	ENST00000369352.1
OG0010926	rna-XM_019805786.2	ENST00000257749.8
OG0010927	rna-XM_034670843.1	ENST00000302103.5
OG0010928	rna-XM_019808363.1	ENST00000541107.5
OG0010929	rna-XM_034670846.1	ENST00000229955.3
OG0010930	rna-XM_002925178.4	ENST00000275053.8
OG0010931	rna-XM_034670871.1	ENST00000369244.6
OG0010932	rna-XM_034670883.1	ENST00000389677.5
OG0010933	rna-XM_011228407.3	ENST00000254759.7
OG0010934	rna-XM_034670887.1	ENST00000500704.6
OG0010935	rna-XM_002929702.4	ENST00000636394.1
OG0010936	rna-XM_002929704.3	ENST00000369215.4
OG0010937	rna-XM_002921970.2	ENST00000369208.7
OG0010938	rna-XM_011228387.3	ENST00000369162.6
OG0010940	rna-XM_002917046.4	ENST00000262903.8
OG0010941	rna-XM_019797275.2	ENST00000637759.1
OG0010942	rna-XM_002917044.4	ENST00000314641.9
OG0010943	rna-XM_002917043.4	ENST00000254765.3
OG0010944	rna-XM_034670908.1	ENST00000369110.7
OG0010945	rna-XM_034670910.1	ENST00000369096.8
OG0010946	rna-XM_019806211.2	ENST00000343245.7
OG0010947	rna-XM_034670916.1	ENST00000633556.1
OG0010948	rna-XM_034670765.1	ENST00000369063.7
OG0010949	rna-XM_034670917.1	ENST00000369046.8
OG0010950	rna-XM_034670922.1	ENST00000625458.1
OG0010951	rna-XM_034670920.1	ENST00000369042.5
OG0010952	rna-XM_034668932.1	ENST00000369020.7
OG0010953	rna-XM_034668939.1	ENST00000369002.8
OG0010954	rna-XM_034668947.1	ENST00000368983.3
OG0010955	rna-XM_034668951.1	ENST00000343882.10
OG0010956	rna-XM_019797635.2	ENST00000436639.6
OG0010957	rna-XM_011222515.3	ENST00000368970.6
OG0010958	rna-XM_002925652.4	ENST00000310786.8
OG0010959	rna-XM_002925651.4	ENST00000440797.6
OG0010960	rna-XM_034668967.1	ENST00000258052.7
OG0010961	rna-XM_019806379.2	ENST00000630715.2
OG0010962	rna-XM_034668964.1	ENST00000230122.3
OG0010963	rna-XM_034670770.1	ENST00000424296.6
OG0010964	rna-XM_034670771.1	ENST00000230124.7
OG0010965	rna-XM_002925647.3	ENST00000414000.3
OG0010966	rna-XM_019806375.2	ENST00000392587.6
OG0010967	rna-XM_034668968.1	ENST00000368932.5
OG0010968	rna-XM_034668975.1	ENST00000368924.7
OG0010969	rna-XM_034668985.1	ENST00000368919.7
OG0010970	rna-XM_002927553.4	ENST00000329970.7
OG0010971	rna-XM_002929845.4	ENST00000441448.6
OG0010972	rna-XM_002929846.4	ENST00000368851.9
OG0010973	rna-XM_011237950.3	ENST00000368847.4
OG0010974	rna-XM_034668992.1	ENST00000368802.7
OG0010975	rna-XM_034668996.1	ENST00000340026.10
OG0010976	rna-XM_034669003.1	ENST00000368666.6
OG0010977	rna-XM_034669612.1	ENST00000368656.6
OG0010978	rna-XM_002917163.4	ENST00000230538.11
OG0010979	rna-XM_034669007.1	ENST00000411826.1
OG0010980	rna-XM_019804726.2	ENST00000368605.2
OG0010981	rna-XM_002924095.4	ENST00000229554.9
OG0010982	rna-XM_002924099.1	ENST00000332958.2
OG0010983	rna-XM_019804727.2	ENST00000326274.5
OG0010984	rna-XM_034670773.1	ENST00000368508.7
OG0010985	rna-XM_034669038.1	ENST00000368494.3
OG0010986	rna-XM_034669043.1	ENST00000360388.8
OG0010987	rna-XM_002918496.4	ENST00000357525.5
OG0010988	rna-XM_002918500.4	ENST00000316316.10
OG0010989	rna-XM_002918497.4	ENST00000229595.5
OG0010990	rna-XM_011224012.3	ENST00000338891.11
OG0010991	rna-XM_002919683.4	ENST00000368455.8
OG0010992	rna-XM_034669065.1	ENST00000368446.1
OG0010993	rna-XM_002919688.4	ENST00000368440.4
OG0010994	rna-XM_034669079.1	ENST00000334268.8
OG0010995	rna-XM_011219604.3	ENST00000304877.17
OG0010996	rna-XM_034669089.1	ENST00000368357.7
OG0010997	rna-XM_002915135.4	ENST00000229633.6
OG0010998	rna-XM_002915134.4	ENST00000334379.10
OG0010999	rna-XM_034669096.1	ENST00000368325.5
OG0011000	rna-XM_034669097.1	ENST00000368317.3
OG0011001	rna-XM_002915131.4	ENST00000368314.5
OG0011002	rna-XM_034669104.1	ENST00000531967.5
OG0011003	rna-XM_002927506.4	ENST00000483725.7
OG0011004	rna-XM_002927509.1	ENST00000329722.7
OG0011005	rna-XM_011235092.3	ENST00000630369.2
OG0011006	rna-XM_034669124.1	ENST00000368149.2
OG0011007	rna-XM_002923340.4	ENST00000529410.5
OG0011008	rna-XM_034669131.1	ENST00000457563.6
OG0011009	rna-XM_034669138.1	ENST00000337057.7
OG0011010	rna-XM_034670780.1	ENST00000621410.4
OG0011011	rna-XM_019803561.2	ENST00000368058.5
OG0011012	rna-XM_002923020.4	ENST00000414305.5
OG0011013	rna-XM_034669156.1	ENST00000360971.6
OG0011014	rna-XM_034670781.1	ENST00000367963.7
OG0011015	rna-XM_034669157.1	ENST00000367941.6
OG0011016	rna-XM_002923033.4	ENST00000258034.3
OG0011017	rna-XM_011229645.3	ENST00000367931.1
OG0011018	rna-XM_019803559.2	ENST00000275216.1
OG0011019	rna-XM_002923026.4	ENST00000275227.8
OG0011020	rna-XM_034669165.1	ENST00000356962.2
OG0011021	rna-XM_034669171.1	ENST00000367882.4
OG0011022	rna-XM_002922288.4	ENST00000613034.4
OG0011023	rna-XM_002922289.4	ENST00000275230.5
OG0011024	rna-XM_002915073.4	ENST00000265605.6
OG0011025	rna-XM_002915075.4	ENST00000367837.9
OG0011026	rna-XM_002915076.4	ENST00000341911.9
OG0011027	rna-XM_019795062.2	ENST00000367800.8
OG0011028	rna-XM_034669182.1	ENST00000451457.6
OG0011029	rna-XM_002915082.4	ENST00000531224.5
OG0011030	rna-XM_019795065.2	ENST00000617204.4
OG0011031	rna-XM_034669189.1	ENST00000318471.4
OG0011032	rna-XM_034669191.1	ENST00000331858.4
OG0011033	rna-XM_019795071.2	ENST00000316649.9
OG0011034	rna-XM_034669195.1	ENST00000296980.6
OG0011035	rna-XM_002915085.4	ENST00000367739.8
OG0011036	rna-XM_011219537.3	ENST00000612899.4
OG0011037	rna-XM_034670783.1	ENST00000251691.4
OG0011038	rna-XM_034669198.1	ENST00000607197.5
OG0011039	rna-XM_034670785.1	ENST00000427025.6
OG0011040	rna-XM_034669199.1	ENST00000611852.4
OG0011041	rna-XM_034669203.1	ENST00000423192.5
OG0011042	rna-XM_011220928.3	ENST00000450536.6
OG0011043	rna-XM_002912639.4	ENST00000367660.3
OG0011044	rna-XM_034670787.1	ENST00000367658.2
OG0011045	rna-XM_002912638.4	ENST00000358430.7
OG0011046	rna-XM_002912637.4	ENST00000258042.1
OG0011047	rna-XM_034669516.1	ENST00000450456.2
OG0011048	rna-XM_002912635.4	ENST00000367630.8
OG0011049	rna-XM_034669210.1	ENST00000367609.7
OG0011050	rna-XM_002912632.4	ENST00000367603.7
OG0011051	rna-XM_019796178.2	ENST00000275235.8
OG0011052	rna-XM_002912648.4	ENST00000237283.8
OG0011053	rna-XM_002912630.4	ENST00000367591.4
OG0011054	rna-XM_034670788.1	ENST00000002165.10
OG0011055	rna-XM_019796136.2	ENST00000237275.8
OG0011056	rna-XM_034669231.1	ENST00000360537.6
OG0011057	rna-XM_002912626.4	ENST00000367569.3
OG0011058	rna-XM_034669252.1	ENST00000367568.4
OG0011059	rna-XM_034669255.1	ENST00000367519.8
OG0011060	rna-XM_034669259.1	ENST00000237281.4
OG0011061	rna-XM_002922791.4	ENST00000629427.2
OG0011062	rna-XM_011229361.3	ENST00000367495.3
OG0011063	rna-XM_034669608.1	ENST00000397944.7
OG0011064	rna-XM_034669262.1	ENST00000367467.7
OG0011065	rna-XM_034669272.1	ENST00000637181.1
OG0011066	rna-XM_002920512.4	ENST00000253329.2
OG0011067	rna-XM_011226581.3	ENST00000367419.9
OG0011068	rna-XM_019801022.2	ENST00000335647.9
OG0011069	rna-XM_011226576.3	ENST00000543571.5
OG0011070	rna-XM_011226579.3	ENST00000340413.6
OG0011071	rna-XM_002920516.4	ENST00000367384.6
OG0011072	rna-XM_019801017.2	ENST00000239367.6
OG0011073	rna-XM_034669291.1	ENST00000229447.9
OG0011074	rna-XM_002927423.4	ENST00000358517.6
OG0011075	rna-XM_034669298.1	ENST00000402676.6
OG0011076	rna-XM_011226281.3	ENST00000325144.4
OG0011077	rna-XM_002920270.4	ENST00000367303.8
OG0011078	rna-XM_002920269.4	ENST00000367294.3
OG0011079	rna-XM_034669311.1	ENST00000440973.5
OG0011080	rna-XM_034669320.1	ENST00000367255.9
OG0011081	rna-XM_011226270.3	ENST00000367244.7
OG0011082	rna-XM_002928628.4	ENST00000229758.7
OG0011083	rna-XM_002928627.4	ENST00000367233.9
OG0011084	rna-XM_034669349.1	ENST00000434900.6
OG0011085	rna-XM_011236187.3	ENST00000607772.5
OG0011086	rna-XM_034669365.1	ENST00000417268.3
OG0011087	rna-XM_002927152.4	ENST00000529824.6
OG0011088	rna-XM_002927153.4	ENST00000367166.4
OG0011089	rna-XM_002927150.4	ENST00000367165.3
OG0011090	rna-XM_002927151.2	ENST00000159060.2
OG0011091	rna-XM_034669376.1	ENST00000359775.9
OG0011092	rna-XM_011219568.3	ENST00000392185.7
OG0011093	rna-XM_019795111.2	ENST00000367104.7
OG0011094	rna-XM_002915115.4	ENST00000607778.1
OG0011095	rna-XM_034669391.1	ENST00000367097.7
OG0011096	rna-XM_034670793.1	ENST00000367090.3
OG0011097	rna-XM_002915114.4	ENST00000367089.7
OG0011098	rna-XM_034669395.1	ENST00000360448.7
OG0011099	rna-XM_034670794.1	ENST00000252655.1
OG0011100	rna-XM_002915111.4	ENST00000367066.7
OG0011101	rna-XM_011232492.3	ENST00000358372.8
OG0011102	rna-XM_034669406.1	ENST00000367048.4
OG0011103	rna-XM_011232489.3	ENST00000367034.4
OG0011104	rna-XM_034669404.1	ENST00000392167.3
OG0011105	rna-XM_019806069.2	ENST00000252660.5
OG0011106	rna-XM_019806070.2	ENST00000356956.5
OG0011107	rna-XM_034670796.1	ENST00000275300.2
OG0011108	rna-XM_034669413.1	ENST00000392142.8
OG0011109	rna-XM_034669420.1	ENST00000320285.8
OG0011110	rna-XM_002923978.4	ENST00000337019.7
OG0011111	rna-XM_034669426.1, rna-XM_034670797.1	ENST00000361752.7
OG0011112	rna-XM_034669427.1	ENST00000230301.8
OG0011113	rna-XM_034670799.1	ENST00000539869.2
OG0011114	rna-XM_034669799.1	ENST00000296946.6
OG0011115	rna-XM_002918698.4	ENST00000366847.8
OG0011116	rna-XM_034669444.1	ENST00000400926.5
OG0011117	rna-XM_034669482.1	ENST00000366795.3
OG0011118	rna-XM_034669483.1	ENST00000354536.9
OG0011119	rna-XM_034669490.1	ENST00000332290.3
OG0011120	rna-XM_011232295.3	ENST00000339209.8
OG0011121	rna-XM_002925219.4	ENST00000366774.3
OG0011122	rna-XM_034669491.1	ENST00000366773.7
OG0011123	rna-XM_011232307.3	ENST00000366756.3
OG0011124	rna-XM_034669499.1	ENST00000537664.5
OG0011125	rna-XM_034669513.1	ENST00000392092.6
OG0011126	rna-XM_034650040.1	ENST00000622749.1, ENST00000610495.1, ENST00000369505.4
OG0011127	rna-XM_034653485.1	ENST00000436752.2
OG0011128	rna-XM_034653228.1	ENST00000464265.5
OG0011129	rna-XM_034652412.1	ENST00000262113.8
OG0011130	rna-XM_034653125.1	ENST00000297512.12
OG0011131	rna-XM_034653573.1	ENST00000372479.7
OG0011132	rna-XM_034653576.1	ENST00000432145.5
OG0011133	rna-XM_034653577.1	ENST00000535523.5
OG0011134	rna-XM_034652962.1, rna-XM_034663795.1	ENST00000219022.2
OG0011135	rna-XM_011228438.3	ENST00000334289.7
