Orthogroup	ailMel.longCDS.prots	homSap.longCDS.prots	ursAme.longCDS.prots	ursArc.longCDS.prots	ursMar.longCDS.prots
OG0011934	rna-XM_034671155.1	ENST00000377577.9	transcript_ENSUAMT00000008701	rna38332	rna16185
OG0011935	rna-XM_034671159.1	ENST00000615230.4	transcript_ENSUAMT00000017028	rna38317	rna16176
OG0011936	rna-XM_019799075.2	ENST00000338639.9	transcript_ENSUAMT00000017850	rna38314	rna16172
OG0011937	rna-XM_034671177.1	ENST00000377482.9	transcript_ENSUAMT00000017847	rna38309	rna16169
OG0011938	rna-XM_034671164.1	ENST00000337907.7	transcript_ENSUAMT00000028505	rna38294	rna16163
OG0011939	rna-XM_034671715.1	ENST00000377436.6	transcript_ENSUAMT00000035054	rna38288	rna16157
OG0011940	rna-XM_034671174.1	ENST00000377411.4	transcript_ENSUAMT00000035052	rna38280	rna16151
OG0011941	rna-XM_034671176.1	ENST00000602477.1	transcript_ENSUAMT00000035048	rna38278	rna16149
OG0011942	rna-XM_034671181.1	ENST00000340381.10	transcript_ENSUAMT00000021191	rna38269	rna16144
OG0011943	rna-XM_034671179.1	ENST00000377298.8	transcript_ENSUAMT00000021687	rna38261	rna16141
OG0011944	rna-XM_002918679.4	ENST00000377223.5	transcript_ENSUAMT00000018199	rna38257	rna16138
OG0011945	rna-XM_011224241.3	ENST00000377205.5	transcript_ENSUAMT00000024318	rna38254	rna16135
OG0011946	rna-XM_034672061.1	ENST00000294435.7	transcript_ENSUAMT00000024309	rna38250	rna16132
OG0011947	rna-XM_002927434.4	ENST00000309048.7, ENST00000400900.6	transcript_ENSUAMT00000041762		rna16118
OG0011948	rna-XM_002927435.4	ENST00000377049.3	transcript_ENSUAMT00000041761	rna38237	rna16117
OG0011949	rna-XM_002927436.4	ENST00000377038.7	transcript_ENSUAMT00000041760	rna38236	rna16116
OG0011950	rna-XM_034671190.1	ENST00000356607.8	transcript_ENSUAMT00000015708	rna38234	rna16115
OG0011951	rna-XM_034671191.1	ENST00000377022.7	transcript_ENSUAMT00000015773	rna38230	rna16114
OG0011952	rna-XM_034671195.1	ENST00000400897.7	transcript_ENSUAMT00000021646	rna38225	rna16109
OG0011953	rna-XM_011229324.3	ENST00000376957.6	transcript_ENSUAMT00000021642	rna38224	rna16108
OG0011954	rna-XM_002922746.4	ENST00000376936.8	transcript_ENSUAMT00000020313	rna38223	rna16107
OG0011955	rna-XM_034671192.1	ENST00000361445.8	transcript_ENSUAMT00000021608	rna38221	rna16105
OG0011956	rna-XM_002922747.4	ENST00000376819.3	transcript_ENSUAMT00000021626	rna38222	rna16106
OG0011957	rna-XM_002922748.4	ENST00000376810.5	transcript_ENSUAMT00000021629	rna38220	rna16104
OG0011958	rna-XM_034671572.1	ENST00000294484.6	transcript_ENSUAMT00000027379	rna38219	rna16102
OG0011959	rna-XM_002922750.3	ENST00000354287.4	transcript_ENSUAMT00000027382	rna38218	rna16101
OG0011960	rna-XM_034671280.1	ENST00000376753.8	transcript_ENSUAMT00000027385	rna38210	rna16097
OG0011961	rna-XM_034671284.1	ENST00000376672.5	transcript_ENSUAMT00000027388	rna38208	rna16095
OG0011962	rna-XM_002922754.4	ENST00000376583.7	transcript_ENSUAMT00000027398	rna38194	rna16087
OG0011963	rna-XM_034671207.1	ENST00000376496.4	transcript_ENSUAMT00000027529	rna38190	rna16086
OG0011964	rna-XM_002922756.4	ENST00000610706.1	transcript_ENSUAMT00000027533	rna38188	rna16085
OG0011965	rna-XM_019803270.2	ENST00000376468.3	transcript_ENSUAMT00000027536	rna38187	rna16084
OG0011966	rna-XM_034672064.1	ENST00000376576.3	transcript_ENSUAMT00000027540	rna38183	rna16081
OG0011967	rna-XM_034671216.1	ENST00000235332.5	transcript_ENSUAMT00000014443	rna38176	rna16075
OG0011968	rna-XM_034671391.1	ENST00000263932.6	transcript_ENSUAMT00000037301	rna38173	rna16074
OG0011969	rna-XM_019803290.2	ENST00000376259.6	transcript_ENSUAMT00000037311	rna38170	rna16073
OG0011970	rna-XM_034671220.1	ENST00000620676.4	transcript_ENSUAMT00000015940	rna38169	rna16072
OG0011971	rna-XM_002925590.3	ENST00000376221.1	transcript_ENSUAMT00000027809	rna38163	rna16067
OG0011972	rna-XM_002925584.4	ENST00000359318.7	transcript_ENSUAMT00000027810	rna38162	rna16063
OG0011973	rna-XM_002925589.4	ENST00000614859.4	transcript_ENSUAMT00000008286	rna38161	rna16062
OG0011974	rna-XM_002925588.4	ENST00000376085.3	transcript_ENSUAMT00000008289	rna38159	rna16060
OG0011975	rna-XM_034671232.1	ENST00000235372.11	transcript_ENSUAMT00000014554	rna38154	rna16056
OG0011976	rna-XM_034671239.1	ENST00000636203.1	transcript_ENSUAMT00000009602	rna38147	rna16052
OG0011977	rna-XM_002921421.3	ENST00000428417.5	transcript_ENSUAMT00000009518	rna38145	rna16050
OG0011978	rna-XM_034672074.1	ENST00000358897.8	transcript_ENSUAMT00000028435	rna38144	rna16049
OG0011979	rna-XM_002921431.4	ENST00000546424.5	transcript_ENSUAMT00000025240	rna38138	rna16045
OG0011980	rna-XM_019801958.2	ENST00000375847.7	transcript_ENSUAMT00000002851	rna38135	rna16041
OG0011981	rna-XM_034672075.1	ENST00000375799.7	transcript_ENSUAMT00000006625	rna38126	rna16036
OG0011982	rna-XM_002921418.4	ENST00000294454.5	transcript_ENSUAMT00000006640	rna38125	rna16035
OG0011983	rna-XM_034671251.1	ENST00000375759.7	transcript_ENSUAMT00000013299	rna38117	rna16032
OG0011984	rna-XM_002921425.3	ENST00000329454.2	transcript_ENSUAMT00000021212	rna38110	rna16028
OG0011985	rna-XM_019801954.2	ENST00000375718.4	transcript_ENSUAMT00000021210	rna38109	rna16026
OG0011986	rna-XM_034672015.1	ENST00000375662.4	transcript_ENSUAMT00000020785	rna38103	rna16025
OG0011987	rna-XM_034671458.1	ENST00000270747.7	transcript_ENSUAMT00000004223	rna38101	rna16023
OG0011988	rna-XM_002921422.4	ENST00000375599.7	transcript_ENSUAMT00000004216	rna38098	rna16020
OG0011989	rna-XM_019804624.2	ENST00000401088.8	transcript_ENSUAMT00000031452	rna38094	rna16017
OG0011990	rna-XM_034672083.1	ENST00000335496.5	transcript_ENSUAMT00000034384	rna38092	rna16013
OG0011991	rna-XM_002924013.4	ENST00000443980.6	transcript_ENSUAMT00000034385	rna38091	rna16012
OG0011992	rna-XM_002924015.4	ENST00000375535.3	transcript_ENSUAMT00000034400	rna38086	rna16010
OG0011993	rna-XM_019804628.2	ENST00000375486.8	transcript_ENSUAMT00000035775	rna38076	rna16007
OG0011994	rna-XM_002924019.4	ENST00000375460.3	transcript_ENSUAMT00000036148	rna38074	rna16005
OG0011995	rna-XM_034671259.1	ENST00000619609.1	transcript_ENSUAMT00000021088	rna38070	rna16002
OG0011996	rna-XM_034672085.1	ENST00000375436.8	transcript_ENSUAMT00000021969	rna38069	rna16001
OG0011997	rna-XM_034671270.1	ENST00000361221.7	transcript_ENSUAMT00000032932	rna38063	rna15999
OG0011998	rna-XM_019807625.2	ENST00000251296.3	transcript_ENSUAMT00000016320	rna38053	rna15997
OG0011999	rna-XM_034672289.1	ENST00000400664.2	transcript_ENSUAMT00000022436	rna38052	rna15996
OG0012000	rna-XM_002926831.2	ENST00000375371.3	transcript_ENSUAMT00000040147	rna38049	rna15991
OG0012001	rna-XM_019808688.2	ENST00000354960.7	transcript_ENSUAMT00000001084	rna14356	rna9896
OG0012002	rna-XM_034671299.1	ENST00000274024.3	transcript_ENSUAMT00000001015	rna14355	rna9895
OG0012003	rna-XM_002927947.4	ENST00000399075.6	transcript_ENSUAMT00000000698	rna14351	rna9891
OG0012004	rna-XM_011235671.3	ENST00000274030.10	transcript_ENSUAMT00000000880	rna14348	rna9890
OG0012005	rna-XM_002927948.4	ENST00000307128.5	transcript_ENSUAMT00000000958	rna14347	rna9888
OG0012006	rna-XM_034671292.1	ENST00000307142.8	transcript_ENSUAMT00000001000	rna14344	rna9882
OG0012007	rna-XM_019798919.2	ENST00000280551.10	transcript_ENSUAMT00000040603	rna14343	rna9881
OG0012008	rna-XM_002918490.4	ENST00000388822.9	transcript_ENSUAMT00000040067	rna14341	rna9879
OG0012009	rna-XM_034672102.1	ENST00000296498.3	transcript_ENSUAMT00000040065	rna14338	rna9878
OG0012010	rna-XM_011237404.3	ENST00000310836.10	transcript_ENSUAMT00000000254	rna14317	rna9868
OG0012011	rna-XM_034671312.1	ENST00000357077.8	transcript_ENSUAMT00000014301	rna14299	rna9856
OG0012012	rna-XM_002925992.4	ENST00000509061.5	transcript_ENSUAMT00000001470	rna14293	rna9852
OG0012013	rna-XM_034672113.1	ENST00000445203.6	transcript_ENSUAMT00000000946	rna14291	rna9850
OG0012014	rna-XM_034671756.1	ENST00000313341.3	transcript_ENSUAMT00000004794	rna14290	rna9849
OG0012015	rna-XM_019797827.2	ENST00000458497.5	transcript_ENSUAMT00000040741	rna14281	rna9844
OG0012016	rna-XM_034671372.1	ENST00000361717.3	transcript_ENSUAMT00000040742	rna14279	rna9842
OG0012017	rna-XM_034671369.1	ENST00000274000.9	transcript_ENSUAMT00000040744	rna14278	rna9841
OG0012018	rna-XM_034671373.1	ENST00000309733.5	transcript_ENSUAMT00000040746	rna14277	rna9840
OG0012019	rna-XM_002917513.4	ENST00000306732.7	transcript_ENSUAMT00000010451	rna14267	rna9832
OG0012020	rna-XM_002917514.4	ENST00000265162.9	transcript_ENSUAMT00000010441	rna14265	rna9831
OG0012021	rna-XM_019797835.2	ENST00000394607.7	transcript_ENSUAMT00000001260	rna14260	rna9826
OG0012022	rna-XM_034671378.1	ENST00000265171.9	transcript_ENSUAMT00000001767	rna14257	rna9823
OG0012023	rna-XM_002929341.3	ENST00000594814.5	transcript_ENSUAMT00000008215	rna14256	rna9822
OG0012024	rna-XM_002929340.3	ENST00000317735.4	transcript_ENSUAMT00000008225	rna14255	rna9821
OG0012025	rna-XM_034671381.1	ENST00000394631.7	transcript_ENSUAMT00000007276	rna14254	rna9819
OG0012026	rna-XM_002929337.4	ENST00000243501.9	transcript_ENSUAMT00000035853	rna14250	rna9816
OG0012027	rna-XM_034671383.1	ENST00000394650.6	transcript_ENSUAMT00000035849	rna14244	rna9814
OG0012028	rna-XM_011221938.3	ENST00000265165.5	transcript_ENSUAMT00000039830	rna14217	rna9799
OG0012029	rna-XM_002916938.4	ENST00000505878.4	transcript_ENSUAMT00000039832	rna14215	rna9796
OG0012030	rna-XM_019797185.2	ENST00000332884.10	transcript_ENSUAMT00000039835	rna14214	rna9795
OG0012031	rna-XM_011221944.3	ENST00000394684.8	transcript_ENSUAMT00000039838	rna14209	rna9794
OG0012032	rna-XM_002916941.4	ENST00000285311.7	transcript_ENSUAMT00000019076	rna14203	rna9790
OG0012033	rna-XM_011231142.3	ENST00000638719.1	transcript_ENSUAMT00000035980	rna14199	rna9787
OG0012034	rna-XM_011231140.3	ENST00000394701.4	transcript_ENSUAMT00000035979	rna14196	rna9786
OG0012035	rna-XM_002924293.4	ENST00000273980.9	transcript_ENSUAMT00000035971	rna14193	rna9785
OG0012036	rna-XM_011231135.3	ENST00000503451.5	transcript_ENSUAMT00000035969	rna14189	rna9784
OG0012037	rna-XM_034671421.1	ENST00000515279.5	transcript_ENSUAMT00000021884	rna14184	rna9776
OG0012038	rna-XM_002924290.4	ENST00000394735.5	transcript_ENSUAMT00000021876	rna14179	rna9774
OG0012039	rna-XM_011231131.3	ENST00000420470.2	transcript_ENSUAMT00000021871	rna14177	rna9773
OG0012040	rna-XM_002926670.4	ENST00000513237.5	transcript_ENSUAMT00000040143	rna14174	rna9771
OG0012041	rna-XM_034671422.1	ENST00000394767.2	transcript_ENSUAMT00000030376	rna14169	rna9767
OG0012042	rna-XM_034655669.1, rna-XM_034671442.1	ENST00000503643.1	transcript_ENSUAMT00000024702	rna26132	
OG0012043	rna-XM_002916498.4	ENST00000226578.8	transcript_ENSUAMT00000024687	rna26141	rna30019
OG0012044	rna-XM_002916490.4	ENST00000226574.8	transcript_ENSUAMT00000023942	rna26146	rna30016
OG0012045	rna-XM_034671457.1	ENST00000394833.6	transcript_ENSUAMT00000022039	rna26147	rna30014
OG0012046	rna-XM_011221343.3	ENST00000322953.8	transcript_ENSUAMT00000020331	rna26150	rna30013
OG0012047	rna-XM_002916488.4	ENST00000296420.8	transcript_ENSUAMT00000011165	rna26155	rna30007
OG0012048	rna-XM_002916487.4	ENST00000273990.6	transcript_ENSUAMT00000011174	rna26156	rna30006
OG0012049	rna-XM_019808752.2	ENST00000442697.6	transcript_ENSUAMT00000004373	rna26162	rna30002
OG0012050	rna-XM_002928000.4	ENST00000499666.6	transcript_ENSUAMT00000004351	rna26164	rna30000
OG0012051	rna-XM_034671465.1	ENST00000512369.1	transcript_ENSUAMT00000004332	rna26167	rna29997
OG0012052	rna-XM_002928002.4	ENST00000511045.5	transcript_ENSUAMT00000020378	rna26169	rna29996
OG0012053	rna-XM_034671471.1	ENST00000394877.7	transcript_ENSUAMT00000012558	rna26170	rna29990
OG0012054	rna-XM_002921201.4	ENST00000508393.5	transcript_ENSUAMT00000016557	rna26179	rna29985
OG0012055	rna-XM_002921199.4	ENST00000296411.10	transcript_ENSUAMT00000018711	rna26181	rna29983
OG0012056	rna-XM_019801772.2	ENST00000339360.9	transcript_ENSUAMT00000035025	rna26192	rna29971
OG0012057	rna-XM_034671648.1	ENST00000440890.6	transcript_ENSUAMT00000036618	rna26209	rna29959
OG0012058	rna-XM_034671495.1	ENST00000615540.4	transcript_ENSUAMT00000038615	rna26214	rna29954
OG0012059	rna-XM_011219802.3	ENST00000295256.9	transcript_ENSUAMT00000032484	rna26219	rna29951
OG0012060	rna-XM_011219799.3	ENST00000359052.8	transcript_ENSUAMT00000032472	rna26221	rna29946
OG0012061	rna-XM_034671499.1	ENST00000509176.5	transcript_ENSUAMT00000028261	rna26234	rna29938
OG0012062	rna-XM_002917710.4	ENST00000394980.5	transcript_ENSUAMT00000022722	rna26237	rna29937
OG0012063	rna-XM_034671507.1	ENST00000609438.1	transcript_ENSUAMT00000016681	rna26243	rna29931
OG0012064	rna-XM_002917705.4	ENST00000603357.2	transcript_ENSUAMT00000007245	rna26245	rna29930
OG0012065	rna-XM_034671511.1	ENST00000264344.9	transcript_ENSUAMT00000023595	rna26246	rna29926
OG0012066	rna-XM_034671522.1	ENST00000402738.5	transcript_ENSUAMT00000008902	rna26254	rna29922
OG0012067	rna-XM_011232117.3	ENST00000323061.5	transcript_ENSUAMT00000008982	rna26260	rna29925
OG0012068	rna-XM_034671530.1	ENST00000264350.7	transcript_ENSUAMT00000032967	rna26264	rna29919
OG0012069	rna-XM_034671534.1	ENST00000264346.11	transcript_ENSUAMT00000032975	rna26266	rna29917
OG0012070	rna-XM_034671541.1	ENST00000608933.5	transcript_ENSUAMT00000032978	rna26270	rna29914
OG0012071	rna-XM_034671542.1	ENST00000237612.7	transcript_ENSUAMT00000032980	rna26272	rna29909
OG0012072	rna-XM_034671547.1	ENST00000237596.6	transcript_ENSUAMT00000033054	rna26278	rna29908
OG0012073	rna-XM_002913580.4	ENST00000395080.7	transcript_ENSUAMT00000032983	rna26280	rna29906
OG0012074	rna-XM_011232252.1	ENST00000395102.8	transcript_ENSUAMT00000032982	rna26282	rna28820
OG0012075	rna-XM_002913583.2	ENST00000226284.6	transcript_ENSUAMT00000032981	rna26284	rna28819
OG0012076	rna-XM_011232259.2	ENST00000339673.10	transcript_ENSUAMT00000000110	rna26287	rna28817
OG0012077	rna-XM_034672295.1	ENST00000399271.5	transcript_ENSUAMT00000033059	rna26288	rna28816
OG0012078	rna-XM_002913584.4	ENST00000282470.10	transcript_ENSUAMT00000037749	rna26291	rna28814
OG0012079	rna-XM_002913586.4	ENST00000358290.8	transcript_ENSUAMT00000037745	rna26296	rna28808
OG0012080	rna-XM_011232322.3	ENST00000328546.4	transcript_ENSUAMT00000037744	rna26298	rna28806
OG0012081	rna-XM_034671556.1	ENST00000273963.9	transcript_ENSUAMT00000002354	rna26301	rna28804
OG0012082	rna-XM_011232362.3	ENST00000395146.8	transcript_ENSUAMT00000002364	rna26306	rna28798
OG0012083	rna-XM_034671573.1	ENST00000295898.7	transcript_ENSUAMT00000002396	rna26309	rna28796
OG0012084	rna-XM_002913608.4	ENST00000273905.6	transcript_ENSUAMT00000002401	rna26313	rna28795
OG0012085	rna-XM_034671582.1	ENST00000395184.5	transcript_ENSUAMT00000025472	rna26338	rna28775
OG0012086	rna-XM_002913595.4	ENST00000295888.8	transcript_ENSUAMT00000017725	rna26352	rna14413
OG0012087	rna-XM_002912461.4	ENST00000321945.11	transcript_ENSUAMT00000018114	rna26361	rna14409
OG0012088	rna-XM_002912462.4	ENST00000295491.8	transcript_ENSUAMT00000018101	rna26367	rna14408
OG0012089	rna-XM_011218693.3	ENST00000295488.7	transcript_ENSUAMT00000018095	rna26369	rna14403
OG0012090	rna-XM_034671598.1	ENST00000311412.9	transcript_ENSUAMT00000017976	rna26375	rna14400
OG0012091	rna-XM_011218716.3	ENST00000311469.8	transcript_ENSUAMT00000017964	rna26377	rna14399
OG0012092	rna-XM_002912465.4	ENST00000311507.8	transcript_ENSUAMT00000017949	rna26382	rna14396
OG0012093	rna-XM_002912466.4	ENST00000503682.5	transcript_ENSUAMT00000017942	rna26383	rna14393
OG0012094	rna-XM_019794414.2	ENST00000340417.7	transcript_ENSUAMT00000017935	rna26387	rna14386
OG0012095	rna-XM_002912468.4	ENST00000302236.9	transcript_ENSUAMT00000017909	rna26394	rna14383
OG0012096	rna-XM_034671601.1	ENST00000505472.5	transcript_ENSUAMT00000017870	rna26397	rna14380
OG0012097	rna-XM_002912473.4	ENST00000515780.6	transcript_ENSUAMT00000015856	rna26413	rna14375
OG0012098	rna-XM_011219128.3	ENST00000313899.11	transcript_ENSUAMT00000015884	rna26423	rna14368
OG0012099	rna-XM_011218947.3	ENST00000638048.1	transcript_ENSUAMT00000037225	rna26432	rna14365
OG0012100	rna-XM_002912477.4	ENST00000264399.5	transcript_ENSUAMT00000037222	rna26434	rna14364
OG0012101	rna-XM_019794596.2	ENST00000282701.2	transcript_ENSUAMT00000037220	rna26435	rna14362
OG0012102	rna-XM_002912479.3	ENST00000508675.1	transcript_ENSUAMT00000009106	rna26437	rna14360
OG0012103	rna-XM_002912480.4	ENST00000312465.11	transcript_ENSUAMT00000009103	rna26439	rna14357
OG0012104	rna-XM_034671633.1	ENST00000504452.5	transcript_ENSUAMT00000009102	rna26440	rna14356
OG0012105	rna-XM_034671641.1	ENST00000511594.5	transcript_ENSUAMT00000037587	rna26448	rna14351
OG0012106	rna-XM_034671644.1	ENST00000264908.10	transcript_ENSUAMT00000034857	rna26452	rna14346
OG0012107	rna-XM_002912485.4	ENST00000315567.12	transcript_ENSUAMT00000034004	rna26460	rna14344
OG0012108	rna-XM_011217278.3	ENST00000286758.4	transcript_ENSUAMT00000038933	rna26463	rna14341
OG0012109	rna-XM_034670944.1	ENST00000316355.9	transcript_ENSUAMT00000038445	rna26464	rna14340
OG0012110	rna-XM_002930148.3	ENST00000334306.3	transcript_ENSUAMT00000024548	rna26473	rna14334
OG0012111	rna-XM_019805421.2	ENST00000296043.6	transcript_ENSUAMT00000001208	rna26475	rna14333
OG0012112	rna-XM_034671659.1	ENST00000388914.7	transcript_ENSUAMT00000036421	rna26478	rna14328
OG0012113	rna-XM_002924735.4	ENST00000237642.6	transcript_ENSUAMT00000036424	rna26483	rna14326
OG0012114	rna-XM_002924734.4	ENST00000640634.1	transcript_ENSUAMT00000013636	rna26490	rna14319
OG0012115	rna-XM_002924733.4	ENST00000264883.7	transcript_ENSUAMT00000013656	rna26491	rna14318
OG0012116	rna-XM_002924731.4	ENST00000306621.7	transcript_ENSUAMT00000000552	rna26494	rna14315
OG0012117	rna-XM_002924730.4	ENST00000306602.2	transcript_ENSUAMT00000036328	rna26496	rna14314
OG0012118	rna-XM_034671668.1	ENST00000264888.5	transcript_ENSUAMT00000036326	rna26497	rna14308
OG0012119	rna-XM_002924727.4	ENST00000356260.9	transcript_ENSUAMT00000035107	rna26499	rna14307
OG0012120	rna-XM_011224888.3	ENST00000286733.8	transcript_ENSUAMT00000035111	rna26501	rna14306
OG0012121	rna-XM_011224883.3	ENST00000264904.8	transcript_ENSUAMT00000025047	rna26504	rna14303
OG0012122	rna-XM_002919159.4	ENST00000395719.7	transcript_ENSUAMT00000025050	rna26505	rna14299
OG0012123	rna-XM_002919157.4	ENST00000307465.8	transcript_ENSUAMT00000025055	rna26507	rna14298
OG0012124	rna-XM_019799584.1	ENST00000435974.2	transcript_ENSUAMT00000025058	rna26509	rna14297
OG0012125	rna-XM_002919154.4	ENST00000324439.9	transcript_ENSUAMT00000025108	rna26512	rna14295
OG0012126	rna-XM_034671681.1	ENST00000307428.7	transcript_ENSUAMT00000001641	rna26520	rna14289
OG0012127	rna-XM_002919148.4	ENST00000395743.7	transcript_ENSUAMT00000023490	rna26523	rna14287
OG0012128	rna-XM_002919153.4	ENST00000502307.1	transcript_ENSUAMT00000018221	rna26525	rna14286
OG0012129	rna-XM_034671684.1	ENST00000244869.2	transcript_ENSUAMT00000018230	rna26526	rna14285
OG0012130	rna-XM_019799586.2	ENST00000413830.5	transcript_ENSUAMT00000018232	rna26527	rna14284
OG0012131	rna-XM_034671686.1	ENST00000395759.6	transcript_ENSUAMT00000018238	rna26529	rna14283
OG0012132	rna-XM_002919142.4	ENST00000296028.3	transcript_ENSUAMT00000024862	rna26538	rna14278
OG0012133	rna-XM_002928494.4	ENST00000307407.7	transcript_ENSUAMT00000022903	rna26540	rna14276
OG0012134	rna-XM_011236368.3	ENST00000342081.7	transcript_ENSUAMT00000022872	rna26545	rna14272
OG0012135	rna-XM_011236370.3	ENST00000226355.4	transcript_ENSUAMT00000022829	rna26549	rna14271
OG0012136	rna-XM_019809246.2	ENST00000226359.2	transcript_ENSUAMT00000022827	rna26550	rna14270
OG0012137	rna-XM_034671699.1	ENST00000358602.8	transcript_ENSUAMT00000026803	rna26553	rna14266
OG0012138	rna-XM_034671979.1	ENST00000308744.10	transcript_ENSUAMT00000000840	rna26568	rna14256
OG0012139	rna-XM_011225364.3	ENST00000504199.5	transcript_ENSUAMT00000031233	rna26569	rna14255
OG0012140	rna-XM_002919508.4	ENST00000504952.1	transcript_ENSUAMT00000040150	rna26576	rna14251
OG0012141	rna-XM_034670946.1	ENST00000254799.10	transcript_ENSUAMT00000012224	rna26580	rna14248
OG0012142	rna-XM_034671716.1	ENST00000381006.7	transcript_ENSUAMT00000012230	rna26583	rna14247
OG0012143	rna-XM_002919506.4	ENST00000254803.3	transcript_ENSUAMT00000012243	rna26593	rna14238
OG0012144	rna-XM_002919505.4	ENST00000396073.3	transcript_ENSUAMT00000012286	rna26596	rna14236
OG0012145	rna-XM_011225354.3	ENST00000322937.10	transcript_ENSUAMT00000012292	rna26597	rna14235
OG0012146	rna-XM_034670947.1	ENST00000339336.8	transcript_ENSUAMT00000029088	rna26599	rna14233
OG0012147	rna-XM_019799949.2, rna-XM_019799952.1	ENST00000502294.5		rna26607	rna14222
OG0012148	rna-XM_019799951.1	ENST00000353151.3	transcript_ENSUAMT00000036751	rna53551	rna35661
OG0012149	rna-XM_002929461.4	ENST00000310613.7	transcript_ENSUAMT00000036519	rna25437	rna35715
OG0012150	rna-XM_034671729.1	ENST00000579690.5	transcript_ENSUAMT00000014429	rna25421	rna31609
OG0012151	rna-XM_019810137.2	ENST00000305363.8	transcript_ENSUAMT00000014440	rna25419	rna31610
OG0012152	rna-XM_019810138.1	ENST00000332644.5	transcript_ENSUAMT00000014442	rna25418	rna31611
OG0012153	rna-XM_019792765.1	ENST00000356291.2	transcript_ENSUAMT00000008109	rna25416	rna31613
OG0012154	rna-XM_002926718.4	ENST00000322244.9	transcript_ENSUAMT00000018003	rna25409	rna31623
OG0012155	rna-XM_002926721.4	ENST00000265404.6	transcript_ENSUAMT00000015478	rna25406	rna31627
OG0012156	rna-XM_011234178.3	ENST00000273853.10	transcript_ENSUAMT00000015470	rna25403	rna31629
OG0012157	rna-XM_034671741.1	ENST00000381210.7	transcript_ENSUAMT00000032005	rna25396	rna23627
OG0012158	rna-XM_011223494.3	ENST00000381227.5	transcript_ENSUAMT00000004065	rna25376	rna23620
OG0012159	rna-XM_002918118.4	ENST00000264230.4	transcript_ENSUAMT00000003354	rna25375	rna23619
OG0012160	rna-XM_011223493.3	ENST00000309042.11	transcript_ENSUAMT00000003343	rna25373	rna23617
OG0012161	rna-XM_034672008.1	ENST00000506738.5	transcript_ENSUAMT00000040166	rna25371	rna23616
OG0012162	rna-XM_019798444.2	ENST00000554144.5	transcript_ENSUAMT00000003576	rna25364	rna23610
OG0012163	rna-XM_019798428.2	ENST00000512175.2	transcript_ENSUAMT00000003568	rna25363	rna23609
OG0012164	rna-XM_002918109.4	ENST00000342756.9	transcript_ENSUAMT00000003537	rna25361	rna23607
OG0012165	rna-XM_011223490.3	ENST00000399688.7	transcript_ENSUAMT00000041219	rna25359	rna23606
OG0012166	rna-XM_002918106.4	ENST00000264220.6	transcript_ENSUAMT00000041221	rna25356	rna23605
OG0012167	rna-XM_011223488.2	ENST00000205214.10	transcript_ENSUAMT00000041224	rna25349	rna23602
OG0012168	rna-XM_019798440.2	ENST00000264229.10	transcript_ENSUAMT00000041225	rna25346	rna23601
OG0012169	rna-XM_034671767.1	ENST00000257287.4	transcript_ENSUAMT00000017174	rna25345	rna23600
OG0012170	rna-XM_019798431.2	ENST00000381295.6	transcript_ENSUAMT00000008580	rna25341	rna23599
OG0012171	rna-XM_034671425.1	ENST00000636125.1	transcript_ENSUAMT00000008246	rna25340	rna23598
OG0012172	rna-XM_034671824.1	ENST00000264218.7	transcript_ENSUAMT00000008250	rna25338	rna23596
OG0012173	rna-XM_019799799.2	ENST00000295645.8	transcript_ENSUAMT00000008252	rna25337	rna23595
OG0012174	rna-XM_034671788.1	ENST00000381334.9	transcript_ENSUAMT00000008177	rna25323	rna23592
OG0012175	rna-XM_002919366.4	ENST00000264228.8	transcript_ENSUAMT00000025856	rna25320	rna23590
OG0012176	rna-XM_002919365.4	ENST00000263923.4	transcript_ENSUAMT00000025852	rna25317	rna23589
OG0012177	rna-XM_034671789.1	ENST00000288135.5	transcript_ENSUAMT00000021118	rna25311	rna23588
OG0012178	rna-XM_002919369.4	ENST00000611459.1	transcript_ENSUAMT00000021133	rna25302	rna23580
OG0012179	rna-XM_034671796.1	ENST00000263925.7	transcript_ENSUAMT00000007298	rna25296	rna23576
OG0012180	rna-XM_011225230.3	ENST00000337488.10	transcript_ENSUAMT00000017098	rna25285	rna23575
OG0012181	rna-XM_002919405.4	ENST00000401642.7	transcript_ENSUAMT00000017159	rna25283	rna23574
OG0012182	rna-XM_002919406.4	ENST00000248706.4	transcript_ENSUAMT00000029719	rna25282	rna23573
OG0012183	rna-XM_002919408.4	ENST00000295213.8	transcript_ENSUAMT00000023697	rna25273	rna23565
OG0012184	rna-XM_011225242.3	ENST00000381431.9	transcript_ENSUAMT00000035997	rna25271	rna23564
OG0012185	rna-XM_019799832.2	ENST00000343457.3	transcript_ENSUAMT00000035998	rna25270	rna23562
OG0012186	rna-XM_019799841.2	ENST00000451288.6	transcript_ENSUAMT00000035999	rna25267	rna23560
OG0012187	rna-XM_002919409.4	ENST00000226432.8	transcript_ENSUAMT00000036001	rna25265	rna23558
OG0012188	rna-XM_034671832.1	ENST00000508632.5	transcript_ENSUAMT00000020910	rna25262	rna23556
OG0012189	rna-XM_002919411.4	ENST00000264312.11	transcript_ENSUAMT00000020912	rna25256	rna23555
OG0012190	rna-XM_034670951.1	ENST00000327939.4	transcript_ENSUAMT00000004873	rna25244	rna23553
