txid	geneid	name	chr
rna53296	gene29484	LOC113249012	NW_020656293.1
rna53297	gene29485	LOC113249013	NW_020656293.1
rna53298	gene29486	SPIN4	NW_020656294.1
rna53299	gene29489	LOC113249017	NW_020656295.1
rna53300	gene29490	LOC113249019	NW_020656295.1
rna53301	gene29491	LOC113249016	NW_020656295.1
rna53303	gene29493	LOC113249021	NW_020656296.1
rna53305	gene29494	LOC113249031	NW_020656296.1
rna53306	gene29495	LOC113249032	NW_020656296.1
rna53307	gene29498	LOC113249027	NW_020656296.1
rna53308	gene29499	LOC113249024	NW_020656296.1
rna5293	gene2950	COL6A3	NW_020656124.1
rna53309	gene29500	LOC113249034	NW_020656296.1
rna53310	gene29501	LOC113249026	NW_020656296.1
rna53311	gene29503	LOC113249023	NW_020656296.1
rna53312	gene29504	LOC113249028	NW_020656296.1
rna53314	gene29507	SEC22B	NW_020656298.1
rna53315	gene29509	LOC113249041	NW_020656298.1
rna53317	gene29510	LOC113249039	NW_020656298.1
rna53318	gene29517	LOC113249056	NW_020656301.1
rna53321	gene29527	OOSP2	NW_020656302.1
rna53322	gene29528	MS4A3	NW_020656302.1
rna53323	gene29529	MS4A2	NW_020656302.1
rna53324	gene29530	LOC113249064	NW_020656302.1
rna53327	gene29531	LOC113249063	NW_020656302.1
rna53329	gene29532	LOC113249062	NW_020656302.1
rna53331	gene29534	LOC113249061	NW_020656302.1
rna53332	gene29535	LOC113249066	NW_020656302.1
rna5303	gene2954	COPS8	NW_020656124.1
rna53337	gene29540	LOC113249076	NW_020656303.1
rna53338	gene29541	LOC113249081	NW_020656303.1
rna53339	gene29542	LOC113249073	NW_020656303.1
rna53341	gene29545	LOC113249074	NW_020656303.1
rna53342	gene29546	LOC113249075	NW_020656303.1
rna53343	gene29547	LOC113249082	NW_020656303.1
rna53344	gene29548	LOC113249079	NW_020656303.1
rna53345	gene29549	LOC113249083	NW_020656303.1
rna5307	gene2955	LOC113250305	NW_020656124.1
rna53346	gene29551	LOC113249085	NW_020656303.1
rna53347	gene29552	LOC113249086	NW_020656303.1
rna53348	gene29553	LOC113249080	NW_020656303.1
rna53350	gene29559	LOC113249096	NW_020656305.1
rna53351	gene29560	LOC113249094	NW_020656305.1
rna53353	gene29562	LOC113249098	NW_020656306.1
rna53354	gene29563	LOC113249100	NW_020656306.1
rna53357	gene29565	INTS6L	NW_020656306.1
rna53364	gene29567	LOC113249103	NW_020656307.1
rna53381	gene29568	LOC113249104	NW_020656307.1
rna53389	gene29569	LOC113249109	NW_020656308.1
rna5316	gene2957	ACKR3	NW_020656124.1
rna53390	gene29570	LOC113249112	NW_020656308.1
rna53391	gene29571	LOC113249110	NW_020656308.1
rna53392	gene29572	LOC113249107	NW_020656308.1
rna53393	gene29576	LOC113249118	NW_020656309.1
rna5318	gene2958	IQCA1	NW_020656124.1
rna53394	gene29580	LOC113249120	NW_020656309.1
rna53395	gene29582	LOC113249122	NW_020656310.1
rna53396	gene29585	LOC113249123	NW_020656310.1
rna53397	gene29586	LOC113249125	NW_020656310.1
rna53398	gene29587	LOC113249127	NW_020656310.1
rna5319	gene2959	ASB18	NW_020656124.1
rna53399	gene29590	LOC113249130	NW_020656310.1
rna53400	gene29591	LOC113249131	NW_020656310.1
rna53401	gene29592	LOC113249132	NW_020656310.1
rna53402	gene29594	LOC113249134	NW_020656310.1
rna53403	gene29595	LOC113249135	NW_020656310.1
rna53404	gene29596	LOC113249136	NW_020656311.1
rna53405	gene29597	LOC113249140	NW_020656311.1
rna5320	gene2960	GBX2	NW_020656124.1
rna53414	gene29600	LOC113249139	NW_020656311.1
rna53415	gene29601	LOC113249144	NW_020656312.1
rna53416	gene29607	LOC113249155	NW_020656313.1
rna53417	gene29608	LOC113249154	NW_020656313.1
rna5327	gene2961	AGAP1	NW_020656124.1
rna53418	gene29610	LOC113249159	NW_020656313.1
rna53419	gene29611	LOC113249151	NW_020656313.1
rna53420	gene29613	LOC113249152	NW_020656313.1
rna53421	gene29614	LOC113249153	NW_020656313.1
rna53422	gene29615	LOC113249150	NW_020656313.1
rna53424	gene29620	LOC113249163	NW_020656314.1
rna53425	gene29623	LOC113249165	NW_020656315.1
rna53426	gene29625	LOC113249170	NW_020656317.1
rna53427	gene29626	LOC113249179	NW_020656318.1
rna53428	gene29627	LOC113249171	NW_020656318.1
rna53429	gene29628	LOC113249178	NW_020656318.1
rna5328	gene2963	SH3BP4	NW_020656124.1
rna53430	gene29630	LOC113249174	NW_020656318.1
rna53431	gene29631	LOC113249173	NW_020656318.1
rna53432	gene29632	LOC113249176	NW_020656318.1
rna53433	gene29634	LOC113249175	NW_020656318.1
rna53434	gene29635	LOC113249172	NW_020656318.1
rna53435	gene29636	LOC113249182	NW_020656319.1
rna5330	gene2964	LOC113247925	NW_020656124.1
rna53438	gene29640	LOC113249186	NW_020656322.1
rna53440	gene29641	LOC113249190	NW_020656322.1
rna53444	gene29648	LOC113249196	NW_020656325.1
rna53445	gene29649	LOC113249197	NW_020656325.1
rna5331	gene2965	ARL4C	NW_020656124.1
rna53446	gene29650	LOC113249198	NW_020656325.1
rna53447	gene29651	LOC113249199	NW_020656325.1
rna53448	gene29652	LOC113249200	NW_020656325.1
rna53449	gene29653	LOC113249201	NW_020656325.1
rna53450	gene29654	LOC113249202	NW_020656325.1
rna53451	gene29656	LOC113249203	NW_020656326.1
rna53452	gene29657	LOC113249206	NW_020656326.1
rna53453	gene29659	LOC113249204	NW_020656326.1
rna53454	gene29660	LOC113249207	NW_020656326.1
rna53455	gene29662	LOC113249211	NW_020656326.1
rna53457	gene29664	LOC113249213	NW_020656328.1
rna53461	gene29666	LOC113249216	NW_020656329.1
rna53462	gene29667	LOC113249218	NW_020656330.1
rna53463	gene29668	LOC113249220	NW_020656330.1
rna53467	gene29670	LOC113249219	NW_020656330.1
rna53468	gene29671	WFDC1	NW_020656331.1
rna53469	gene29672	ATP2C2	NW_020656331.1
rna53471	gene29674	GIMAP5	NW_020656333.1
rna53474	gene29675	GIMAP1	NW_020656333.1
rna53476	gene29676	GIMAP7	NW_020656333.1
rna53480	gene29678	GIMAP4	NW_020656333.1
rna53486	gene29680	GIMAP6	NW_020656333.1
rna53487	gene29681	GIMAP2	NW_020656333.1
rna53494	gene29683	LOC113249235	NW_020656334.1
rna53496	gene29687	LOC113249240	NW_020656339.1
rna53497	gene29688	LOC113249244	NW_020656339.1
rna53498	gene29689	LOC113249243	NW_020656339.1
rna5336	gene2969	SPP2	NW_020656124.1
rna53499	gene29690	LOC113249245	NW_020656339.1
rna53500	gene29691	LOC113249242	NW_020656339.1
rna53501	gene29692	LOC113249246	NW_020656339.1
rna53502	gene29693	LOC113249247	NW_020656340.1
rna53503	gene29696	LOC113249250	NW_020656341.1
rna53504	gene29697	LOC113249251	NW_020656342.1
rna53505	gene29698	LOC113249253	NW_020656343.1
rna53506	gene29699	LOC113249254	NW_020656343.1
rna53507	gene29701	LOC113249256	NW_020656343.1
rna53528	gene29703	LOC113249263	NW_020656345.1
rna53529	gene29704	LOC113249262	NW_020656345.1
rna53530	gene29705	LOC113249259	NW_020656345.1
rna53531	gene29706	LOC113249258	NW_020656345.1
rna53532	gene29707	LOC113249261	NW_020656345.1
rna53533	gene29709	LOC113249266	NW_020656346.1
rna53534	gene29710	LOC113249267	NW_020656346.1
rna53535	gene29712	LOC113249269	NW_020656346.1
rna53536	gene29713	LOC113249265	NW_020656346.1
rna53545	gene29717	LOC113249271	NW_020656347.1
rna53546	gene29718	LOC113249278	NW_020656348.1
rna53547	gene29719	LOC113249275	NW_020656348.1
rna5341	gene2972	TRPM8	NW_020656124.1
rna53548	gene29720	LOC113249276	NW_020656348.1
rna53549	gene29723	LOC113249281	NW_020656349.1
rna53550	gene29724	LOC113249282	NW_020656349.1
rna53551	gene29726	CSN2	NW_020656350.1
rna53552	gene29727	CENPE	NW_020656352.1
rna53554	gene29729	LOC113249286	NW_020656353.1
rna5342	gene2973	HJURP	NW_020656124.1
rna53555	gene29730	LOC113249288	NW_020656354.1
rna53556	gene29731	LOC113249291	NW_020656354.1
rna53557	gene29732	LOC113249287	NW_020656354.1
rna53558	gene29733	LOC113249290	NW_020656354.1
rna5352	gene2974	MROH2A	NW_020656124.1
rna53561	gene29740	LOC113249300	NW_020656359.1
rna53563	gene29741	LOC113249302	NW_020656359.1
rna53566	gene29742	LOC113249299	NW_020656359.1
rna53579	gene29747	LOC113249309	NW_020656363.1
rna53580	gene29748	LOC113249308	NW_020656363.1
rna53581	gene29749	LOC113249307	NW_020656363.1
rna5356	gene2975	LOC113250325	NW_020656124.1
rna53582	gene29750	LOC113249310	NW_020656364.1
rna53583	gene29751	LOC113249312	NW_020656364.1
rna53584	gene29753	LOC113249316	NW_020656365.1
rna53585	gene29754	LOC113249313	NW_020656365.1
rna53586	gene29755	LOC113249315	NW_020656365.1
rna53587	gene29756	LOC113249314	NW_020656365.1
rna5357	gene2976	DNAJB3	NW_020656124.1
rna53597	gene29764	LOC113249318	NW_020656369.1
rna53602	gene29765	LOC113249319	NW_020656369.1
rna5358	gene2977	LOC113249229	NW_020656124.1
rna53611	gene29773	LOC113249328	NW_020656370.1
rna53617	gene29774	LOC113249327	NW_020656370.1
rna53619	gene29776	LOC113249337	NW_020656371.1
rna5359	gene2978	LOC113247942	NW_020656124.1
rna53621	gene29781	LOC113249343	NW_020656375.1
rna53622	gene29783	LOC113249346	NW_020656375.1
rna53623	gene29784	LOC113249344	NW_020656375.1
rna53624	gene29786	LOC113249355	NW_020656376.1
rna53625	gene29787	LOC113249354	NW_020656376.1
rna53627	gene29788	LOC113249349	NW_020656376.1
rna5360	gene2979	LOC113247950	NW_020656124.1
rna53628	gene29790	LOC113249350	NW_020656376.1
rna53629	gene29791	LOC113249353	NW_020656376.1
rna53631	gene29792	LOC113249352	NW_020656376.1
rna53633	gene29794	LOC113249358	NW_020656377.1
rna53638	gene29797	LOC113249361	NW_020656379.1
rna53639	gene29798	LOC113249363	NW_020656380.1
rna53640	gene29799	LOC113249365	NW_020656380.1
rna53648	gene29800	LOC113249366	NW_020656380.1
rna53649	gene29801	LOC113249364	NW_020656380.1
rna53655	gene29802	LOC113249362	NW_020656380.1
rna53659	gene29803	LOC113249369	NW_020656381.1
rna53660	gene29804	LOC113249371	NW_020656381.1
rna53667	gene29805	LOC113249372	NW_020656381.1
rna53668	gene29806	LOC113249370	NW_020656381.1
rna53674	gene29807	LOC113249367	NW_020656381.1
rna5362	gene2981	USP40	NW_020656124.1
rna53679	gene29814	LOC113249380	NW_020656383.1
rna53683	gene29816	LOC113249384	NW_020656389.1
rna53684	gene29817	LOC113249383	NW_020656389.1
rna53686	gene29818	LOC113249386	NW_020656390.1
rna53687	gene29819	LOC113249385	NW_020656390.1
rna5370	gene2982	DGKD	NW_020656124.1
rna53689	gene29820	LOC113249389	NW_020656391.1
rna53690	gene29821	LOC113249387	NW_020656391.1
rna53691	gene29822	LOC113249388	NW_020656391.1
rna53692	gene29823	LOC113249390	NW_020656392.1
rna53695	gene29827	LOC113249394	NW_020656396.1
rna53696	gene29828	LOC113249395	NW_020656397.1
rna5375	gene2983	SAG	NW_020656124.1
rna53700	gene29832	LOC113249401	NW_020656403.1
rna53701	gene29834	LOC113249404	NW_020656404.1
rna53702	gene29835	LOC113249403	NW_020656404.1
rna53705	gene29836	LOC113249402	NW_020656404.1
rna5380	gene2984	ATG16L1	NW_020656124.1
rna53711	gene29840	LOC113249408	NW_020656407.1
rna53712	gene29843	LOC113249411	NW_020656409.1
rna53713	gene29844	LOC113249412	NW_020656410.1
rna53714	gene29845	LOC113249413	NW_020656411.1
rna53715	gene29846	LOC113249416	NW_020656412.1
rna53716	gene29847	LOC113249414	NW_020656412.1
rna53717	gene29849	LOC113249417	NW_020656413.1
rna53719	gene29851	LOC113249419	NW_020656414.1
rna53722	gene29854	LOC113249421	NW_020656423.1
rna53724	gene29855	EDDM3B	NW_020656423.1
rna53727	gene29857	LOC113249425	NW_020656426.1
rna53730	gene29858	LOC113249426	NW_020656426.1
rna53731	gene29860	LOC113249430	NW_020656430.1
rna53732	gene29862	LOC113249428	NW_020656430.1
rna53733	gene29863	LOC113249429	NW_020656430.1
rna53734	gene29864	LOC113249435	NW_020656431.1
rna53735	gene29866	LOC113249433	NW_020656431.1
rna53736	gene29867	LOC113249434	NW_020656431.1
rna53737	gene29868	LOC113249437	NW_020656433.1
rna53738	gene29869	LOC113249439	NW_020656434.1
rna5384	gene2987	INPP5D	NW_020656124.1
rna53739	gene29871	LOC113249440	NW_020656436.1
rna53741	gene29872	LOC113249441	NW_020656437.1
rna53742	gene29874	LOC113249442	NW_020656440.1
rna53743	gene29875	LOC113249444	NW_020656443.1
rna53744	gene29876	SRY	NW_020656444.1
rna53745	gene29877	LOC113249447	NW_020656450.1
rna53746	gene29878	LOC113249446	NW_020656450.1
rna53747	gene29879	LOC113249448	NW_020656451.1
rna5385	gene2988	NEU2	NW_020656124.1
rna53748	gene29880	LOC113249449	NW_020656451.1
rna53749	gene29881	LOC113249450	NW_020656453.1
rna53750	gene29882	LOC113249451	NW_020656453.1
rna53752	gene29884	LOC113249452	NW_020656454.1
rna53758	gene29886	LOC113249455	NW_020656457.1
rna53759	gene29887	LOC113249456	NW_020656457.1
rna53760	gene29889	LOC113249457	NW_020656458.1
rna53761	gene29891	LOC113249459	NW_020656459.1
rna53762	gene29892	LOC113249461	NW_020656462.1
rna53764	gene29895	LOC113249464	NW_020656464.1
rna5387	gene2990	NGEF	NW_020656124.1
rna53770	gene29901	LOC113249472	NW_020656470.1
rna53771	gene29902	LOC113249473	NW_020656471.1
rna53773	gene29903	LOC113249474	NW_020656473.1
rna53774	gene29904	LOC113249475	NW_020656475.1
rna53777	gene29906	LOC113249478	NW_020656480.1
rna5390	gene2991	SNORC	NW_020656124.1
rna5393	gene2992	GIGYF2	NW_020656124.1
rna53803	gene29933	LOC113249506	NW_020656484.1
rna53804	gene29934	LOC113249507	NW_020656484.1
rna53806	gene29935	LOC113249508	NW_020656484.1
rna53807	gene29936	LOC113249505	NW_020656484.1
rna53808	gene29937	LOC113249510	NW_020656485.1
rna53809	gene29938	LOC113249511	NW_020656485.1
rna53810	gene29939	LOC113249512	NW_020656485.1
rna5395	gene2994	KCNJ13	NW_020656124.1
rna53811	gene29940	LOC113249509	NW_020656485.1
rna53812	gene29941	LOC113249514	NW_020656486.1
rna53813	gene29942	LOC113249515	NW_020656487.1
rna53816	gene29945	LOC113249517	NW_020656488.1
rna53817	gene29948	LOC113249521	NW_020656491.1
rna5396	gene2995	EFHD1	NW_020656124.1
rna53820	gene29951	LOC113249524	NW_020656495.1
rna53821	gene29952	LOC113249526	NW_020656496.1
rna53822	gene29953	LOC113249525	NW_020656496.1
rna53823	gene29954	LOC113249528	NW_020656497.1
rna53824	gene29955	LOC113249527	NW_020656497.1
rna53825	gene29956	LOC113249530	NW_020656498.1
rna53826	gene29957	LOC113249529	NW_020656498.1
rna53829	gene29959	LOC113249533	NW_020656506.1
rna5400	gene2996	EIF4E2	NW_020656124.1
rna53830	gene29960	LOC113249534	NW_020656507.1
rna53831	gene29961	LOC113249535	NW_020656508.1
rna53832	gene29964	LOC113249538	NW_020656514.1
rna53833	gene29966	LOC113249540	NW_020656517.1
rna53834	gene29968	LOC113249543	NW_020656521.1
rna53835	gene29969	LOC113249544	NW_020656522.1
rna5401	gene2997	CHRNG	NW_020656124.1
rna53836	gene29970	LOC113249545	NW_020656529.1
rna53837	gene29971	LOC113249546	NW_020656530.1
rna53838	gene29972	LOC113249549	NW_020656532.1
rna53839	gene29974	LOC113249547	NW_020656532.1
rna53840	gene29975	LOC113249552	NW_020656533.1
rna53841	gene29977	LOC113249550	NW_020656533.1
rna5403	gene2998	CHRND	NW_020656124.1
rna53845	gene29981	LOC113249558	NW_020656541.1
rna53846	gene29982	LOC113249557	NW_020656541.1
rna53848	gene29984	LOC113249560	NW_020656544.1
rna53849	gene29986	LOC113249562	NW_020656545.1
rna53850	gene29987	LOC113249563	NW_020656546.1
rna53851	gene29988	LOC113249564	NW_020656547.1
rna53853	gene29989	LOC113249565	NW_020656548.1
rna5405	gene2999	PRSS56	NW_020656124.1
rna53854	gene29990	LOC113249566	NW_020656549.1
rna53857	gene29992	LOC113249569	NW_020656555.1
rna53858	gene29993	LOC113249570	NW_020656555.1
rna53861	gene29995	LOC113249572	NW_020656558.1
rna53862	gene29996	LOC113249573	NW_020656562.1
rna53865	gene29999	LOC113249577	NW_020656564.1
rna4	gene3	DIP2A	NW_020656121.1
rna5406	gene3000	ECEL1	NW_020656124.1
rna53866	gene30000	LOC113249578	NW_020656565.1
rna53873	gene30001	LOC113249579	NW_020656566.1
rna53874	gene30002	LOC113249583	NW_020656568.1
rna53875	gene30003	LOC113249582	NW_020656568.1
rna53876	gene30004	LOC113249584	NW_020656569.1
rna53877	gene30006	LOC113249587	NW_020656570.1
rna53878	gene30007	LOC113249586	NW_020656570.1
rna53880	gene30008	LOC113249588	NW_020656573.1
rna5408	gene3001	ALPI	NW_020656124.1
rna53881	gene30010	LOC113249590	NW_020656576.1
rna53882	gene30011	LOC113249591	NW_020656577.1
rna53883	gene30012	LOC113249592	NW_020656579.1
rna53884	gene30013	LOC113249593	NW_020656581.1
rna53885	gene30014	LOC113249594	NW_020656583.1
rna53892	gene30018	LOC113249598	NW_020656591.1
rna53893	gene30019	LOC113249599	NW_020656592.1
rna5409	gene3002	DIS3L2	NW_020656124.1
rna53894	gene30020	LOC113249600	NW_020656593.1
rna53895	gene30021	LOC113249602	NW_020656598.1
rna53897	gene30024	LOC113249606	NW_020656599.1
rna53899	gene30027	LOC113249608	NW_020656600.1
rna53900	gene30028	LOC113249609	NW_020656601.1
rna53904	gene30031	LOC113249610	NW_020656602.1
rna53909	gene30034	LOC113249614	NW_020656603.1
rna53911	gene30035	ZNF200	NW_020656603.1
rna53913	gene30039	LOC113249621	NW_020656615.1
rna5412	gene3004	NPPC	NW_020656124.1
rna53914	gene30040	LOC113249620	NW_020656615.1
rna53915	gene30041	LOC113249622	NW_020656616.1
rna53918	gene30042	LOC113249623	NW_020656616.1
rna53919	gene30043	LOC113249624	NW_020656618.1
rna53921	gene30047	TMEM211	NW_020656624.1
rna53922	gene30050	LOC113249631	NW_020656628.1
rna53923	gene30052	LOC113249633	NW_020656632.1
rna53924	gene30053	LOC113249634	NW_020656632.1
rna53925	gene30054	WFDC10A	NW_020656634.1
rna53926	gene30055	LOC113249636	NW_020656635.1
rna53927	gene30056	LOC113249637	NW_020656636.1
rna53928	gene30057	LOC113249638	NW_020656637.1
rna53929	gene30058	LOC113249639	NW_020656637.1
rna53930	gene30059	LOC113249641	NW_020656639.1
rna5414	gene3006	COPS7B	NW_020656124.1
rna53933	gene30061	LOC113249643	NW_020656644.1
rna53934	gene30062	LOC113249644	NW_020656645.1
rna53935	gene30063	LOC113249645	NW_020656648.1
rna53936	gene30064	LOC113249646	NW_020656648.1
rna53939	gene30066	LOC113249648	NW_020656650.1
rna53940	gene30067	LOC113249649	NW_020656651.1
rna53941	gene30068	LOC113249650	NW_020656652.1
rna53942	gene30069	LOC113249651	NW_020656652.1
rna5419	gene3007	PDE6D	NW_020656124.1
rna53943	gene30070	LOC113249652	NW_020656653.1
rna53944	gene30071	LOC113249653	NW_020656657.1
rna53945	gene30072	LOC113249654	NW_020656658.1
rna53947	gene30075	LOC113249657	NW_020656663.1
rna53950	gene30076	LOC113249658	NW_020656664.1
rna53951	gene30077	LOC113249659	NW_020656667.1
rna53952	gene30078	LOC113249660	NW_020656668.1
rna53953	gene30079	LOC113249661	NW_020656669.1
rna5420	gene3008	PTMA	NW_020656124.1
rna53954	gene30080	LOC113249662	NW_020656672.1
rna53955	gene30081	LOC113249664	NW_020656674.1
rna53956	gene30083	LOC113249665	NW_020656678.1
rna53957	gene30084	LOC113249666	NW_020656678.1
rna53958	gene30085	LOC113249667	NW_020656693.1
rna53959	gene30086	LOC113249668	NW_020656694.1
rna53960	gene30090	LOC113249673	NW_020656698.1
rna53961	gene30091	LOC113249674	NW_020656699.1
rna53962	gene30092	LOC113249675	NW_020656701.1
rna53969	gene30093	LOC113249677	NW_020656702.1
rna53976	gene30094	LOC113249678	NW_020656703.1
rna53979	gene30095	LOC113249680	NW_020656703.1
rna53980	gene30096	LOC113249681	NW_020656704.1
rna53983	gene30097	LOC113249682	NW_020656704.1
rna53984	gene30098	LOC113249684	NW_020656705.1
rna53985	gene30099	LOC113249683	NW_020656705.1
rna5423	gene3010	TEX44	NW_020656124.1
rna53986	gene30100	LOC113249686	NW_020656706.1
rna53987	gene30101	LOC113249685	NW_020656706.1
rna53988	gene30102	LOC113249687	NW_020656707.1
rna53990	gene30104	LOC113249690	NW_020656711.1
rna53991	gene30105	LOC113249689	NW_020656711.1
rna53993	gene30107	LOC113249693	NW_020656713.1
rna53994	gene30108	LOC113249692	NW_020656713.1
rna53995	gene30109	LOC113249694	NW_020656714.1
rna53996	gene30110	LOC113249695	NW_020656715.1
rna53997	gene30111	LOC113249697	NW_020656716.1
rna53998	gene30112	LOC113249696	NW_020656716.1
rna54008	gene30122	LOC113249708	NW_020656741.1
rna54009	gene30123	LOC113249707	NW_020656741.1
rna54010	gene30124	LOC113249710	NW_020656742.1
rna54011	gene30125	LOC113249709	NW_020656742.1
rna54012	gene30126	LOC113249712	NW_020656743.1
rna54013	gene30127	LOC113249711	NW_020656743.1
rna54014	gene30128	LOC113249713	NW_020656744.1
rna54015	gene30129	LOC113249714	NW_020656745.1
rna5424	gene3013	NMUR1	NW_020656124.1
rna54017	gene30131	LOC113249716	NW_020656748.1
rna54019	gene30133	LOC113249718	NW_020656749.1
rna54022	gene30136	LOC113249721	NW_020656755.1
rna54024	gene30137	LOC113249722	NW_020656756.1
rna54026	gene30138	LOC113249724	NW_020656759.1
rna54027	gene30139	LOC113249725	NW_020656759.1
rna5425	gene3014	NCL	NW_020656124.1
rna54028	gene30140	LOC113249726	NW_020656762.1
rna54029	gene30141	LOC113249727	NW_020656762.1
rna54031	gene30142	LOC113249728	NW_020656763.1
rna54032	gene30143	LOC113249729	NW_020656763.1
rna54034	gene30145	LOC113249730	NW_020656765.1
rna54035	gene30147	LOC113249732	NW_020656766.1
rna54036	gene30149	LOC113249736	NW_020656771.1
rna54037	gene30150	LOC113249737	NW_020656773.1
rna54038	gene30151	LOC113249738	NW_020656773.1
rna54041	gene30152	LOC113249740	NW_020656779.1
rna54043	gene30155	LOC113249742	NW_020656791.1
rna54044	gene30156	LOC113249743	NW_020656793.1
rna54045	gene30157	LOC113249744	NW_020656794.1
rna54046	gene30158	LOC113249745	NW_020656795.1
rna54047	gene30159	LOC113249746	NW_020656796.1
rna54048	gene30160	LOC113249747	NW_020656799.1
rna54049	gene30161	LOC113249748	NW_020656800.1
rna54050	gene30162	LOC113249749	NW_020656804.1
rna54052	gene30164	LOC113249752	NW_020656806.1
rna54053	gene30165	LOC113249755	NW_020656807.1
rna54054	gene30167	LOC113249754	NW_020656807.1
rna54055	gene30168	LOC113249756	NW_020656814.1
rna54057	gene30169	LOC113249757	NW_020656815.1
rna54059	gene30171	LOC113249758	NW_020656821.1
rna54060	gene30172	LOC113249760	NW_020656822.1
rna54061	gene30173	ZNF446	NW_020656823.1
rna54064	gene30174	LOC113249762	NW_020656823.1
rna54071	gene30179	LOC113249768	NW_020656828.1
rna54073	gene30181	LOC113249770	NW_020656839.1
rna54074	gene30182	LOC113249772	NW_020656840.1
rna54076	gene30186	LOC113249776	NW_020656845.1
rna5429	gene3019	B3GNT7	NW_020656124.1
rna54077	gene30190	LOC113249780	NW_020656854.1
rna54078	gene30191	LOC113249781	NW_020656855.1
rna54079	gene30194	LOC113249784	NW_020656860.1
rna54080	gene30195	LOC113249785	NW_020656861.1
rna54082	gene30197	LOC113249787	NW_020656880.1
rna54084	gene30199	LOC113249789	NW_020656883.1
rna5431	gene3020	ARMC9	NW_020656124.1
rna54086	gene30202	LOC113249791	NW_020656890.1
rna54087	gene30204	LOC113249794	NW_020656891.1
rna54089	gene30207	LOC113249798	NW_020656903.1
rna54090	gene30208	LOC113249799	NW_020656908.1
rna54091	gene30209	LOC113249800	NW_020656912.1
rna5434	gene3021	PSMD1	NW_020656124.1
rna54099	gene30216	TEX19	NW_020656922.1
rna54100	gene30217	LOC113249808	NW_020656923.1
rna5435	gene3022	HTR2B	NW_020656124.1
rna54101	gene30220	LOC113249811	NW_020656927.1
rna54102	gene30221	LOC113249812	NW_020656928.1
rna54103	gene30222	LOC113249813	NW_020656930.1
rna54104	gene30223	LOC113249814	NW_020656930.1
rna54105	gene30224	LOC113249815	NW_020656931.1
rna54106	gene30225	LOC113249816	NW_020656931.1
rna54107	gene30226	LOC113249817	NW_020656933.1
rna54108	gene30227	LOC113249818	NW_020656936.1
rna54109	gene30228	LOC113249819	NW_020656943.1
rna5436	gene3023	CUNH2orf72	NW_020656124.1
rna54111	gene30231	LOC113249822	NW_020656951.1
rna54112	gene30232	LOC113249823	NW_020656951.1
rna54113	gene30233	LOC113249824	NW_020656952.1
rna54114	gene30234	LOC113249826	NW_020656952.1
rna54115	gene30235	LOC113249827	NW_020656955.1
rna54117	gene30236	LOC113249828	NW_020656960.1
rna54121	gene30239	LOC113249831	NW_020656970.1
rna5437	gene3024	SPATA3	NW_020656124.1
rna54122	gene30241	LOC113249833	NW_020656975.1
rna54123	gene30242	LOC113249834	NW_020656975.1
rna54124	gene30243	LOC113249835	NW_020656976.1
rna54125	gene30244	TCEAL1	NW_020656977.1
rna54130	gene30245	LOC113249837	NW_020656990.1
rna54133	gene30246	LOC113249838	NW_020656991.1
rna54136	gene30247	LOC113249839	NW_020656993.1
rna5438	gene3025	GPR55	NW_020656124.1
rna54139	gene30250	LOC113249842	NW_020657013.1
rna54140	gene30251	LOC113249843	NW_020657015.1
rna54141	gene30253	THUMPD1	NW_020657024.1
rna54142	gene30254	LOC113249846	NW_020657025.1
rna54143	gene30255	LOC113249847	NW_020657026.1
rna54144	gene30256	LOC113249849	NW_020657027.1
rna54145	gene30257	LOC113249848	NW_020657027.1
rna54146	gene30258	LOC113249851	NW_020657028.1
rna54147	gene30259	LOC113249850	NW_020657028.1
rna5441	gene3026	ITM2C	NW_020656124.1
rna54148	gene30260	LOC113249852	NW_020657032.1
rna54149	gene30261	LOC113249853	NW_020657033.1
rna54150	gene30262	LOC113249854	NW_020657052.1
rna54151	gene30263	LOC113249855	NW_020657063.1
rna54155	gene30267	LOC113249861	NW_020657074.1
rna54156	gene30269	LOC113249862	NW_020657075.1
rna5442	gene3027	CAB39	NW_020656124.1
rna54157	gene30270	LOC113249863	NW_020657076.1
rna54158	gene30271	LOC113249864	NW_020657083.1
rna54159	gene30272	LOC113249865	NW_020657099.1
rna54164	gene30275	LOC113249869	NW_020657104.1
rna54165	gene30277	LOC113249871	NW_020657105.1
rna54166	gene30279	LOC113249872	NW_020657110.1
rna54167	gene30280	LOC113249873	NW_020657111.1
rna54168	gene30281	LOC113249874	NW_020657123.1
rna54170	gene30283	LOC113249877	NW_020657138.1
rna54171	gene30284	LOC113249878	NW_020657139.1
rna54172	gene30285	LOC113249879	NW_020657141.1
rna54173	gene30286	LOC113249880	NW_020657142.1
rna54174	gene30287	LOC113249881	NW_020657144.1
rna54175	gene30289	LOC113249883	NW_020657150.1
rna54177	gene30291	LOC113249885	NW_020657154.1
rna54178	gene30292	LOC113249886	NW_020657154.1
rna54179	gene30293	LOC113249887	NW_020657155.1
rna54180	gene30294	LOC113249889	NW_020657156.1
rna54181	gene30295	LOC113249888	NW_020657156.1
rna54182	gene30296	LOC113249890	NW_020657160.1
rna54183	gene30297	LOC113249892	NW_020657161.1
rna54184	gene30298	LOC113249891	NW_020657161.1
rna54185	gene30299	LOC113249893	NW_020657167.1
