Orthogroup	ursAme.longCDS.prots	ursMar.longCDS.prots
OG0014402	transcript_ENSUAMT00000009742	rna27899
OG0014403	transcript_ENSUAMT00000009754	rna27904
OG0014404	transcript_ENSUAMT00000009766	rna27905
OG0014405	transcript_ENSUAMT00000009779	rna27906
OG0014406	transcript_ENSUAMT00000009782	rna27907
OG0014407	transcript_ENSUAMT00000013145	rna27910
OG0014408	transcript_ENSUAMT00000036205	rna27921
OG0014409	transcript_ENSUAMT00000036203	rna27923
OG0014410	transcript_ENSUAMT00000015751	rna27924
OG0014411	transcript_ENSUAMT00000026999	rna27929
OG0014412	transcript_ENSUAMT00000032221	rna27930
OG0014413	transcript_ENSUAMT00000001454	rna27951
OG0014414	transcript_ENSUAMT00000034222	rna27952
OG0014415	transcript_ENSUAMT00000034370	rna27953
OG0014416	transcript_ENSUAMT00000034407	rna27955
OG0014417	transcript_ENSUAMT00000020659	rna27962
OG0014418	transcript_ENSUAMT00000020669	rna27968
OG0014419	transcript_ENSUAMT00000020683	rna27969
OG0014420	transcript_ENSUAMT00000003100	rna27971
OG0014421	transcript_ENSUAMT00000013334	rna12765
OG0014422	transcript_ENSUAMT00000002207	rna12770
OG0014423	transcript_ENSUAMT00000040426	rna12771
OG0014424	transcript_ENSUAMT00000004565	rna12777
OG0014425	transcript_ENSUAMT00000004529	rna12779
OG0014426	transcript_ENSUAMT00000003246	rna12783
OG0014427	transcript_ENSUAMT00000003259	rna12785
OG0014428	transcript_ENSUAMT00000003264	rna12788
OG0014429	transcript_ENSUAMT00000003410	rna12793
OG0014430	transcript_ENSUAMT00000013094	rna12794
OG0014431	transcript_ENSUAMT00000004501	rna12797
OG0014432	transcript_ENSUAMT00000004997	rna12799
OG0014433	transcript_ENSUAMT00000005001	rna12802
OG0014434	transcript_ENSUAMT00000010150	rna12803
OG0014435	transcript_ENSUAMT00000002148	rna12804
OG0014436	transcript_ENSUAMT00000040230	rna12810
OG0014437	transcript_ENSUAMT00000040239	rna12813
OG0014438	transcript_ENSUAMT00000027601	rna12824
OG0014439	transcript_ENSUAMT00000006004	rna12828
OG0014440	transcript_ENSUAMT00000021059	rna12831
OG0014441	transcript_ENSUAMT00000021054	rna12834
OG0014442	transcript_ENSUAMT00000002696	rna12835
OG0014443	transcript_ENSUAMT00000001231	rna12837
OG0014444	transcript_ENSUAMT00000000315	rna12847
OG0014445	transcript_ENSUAMT00000031602	rna12850
OG0014446	transcript_ENSUAMT00000031567	rna12853
OG0014447	transcript_ENSUAMT00000036989	rna23430
OG0014448	transcript_ENSUAMT00000036987	rna23432
OG0014449	transcript_ENSUAMT00000038529	rna23436
OG0014450	transcript_ENSUAMT00000010523	rna23437
OG0014451	transcript_ENSUAMT00000012674	rna34070
OG0014452	transcript_ENSUAMT00000012668	rna34069
OG0014453	transcript_ENSUAMT00000000677	rna32665
OG0014454	transcript_ENSUAMT00000013211	rna32650
OG0014455	transcript_ENSUAMT00000013222	rna32647
OG0014456	transcript_ENSUAMT00000007208	rna35918
OG0014457	transcript_ENSUAMT00000018721	rna35920
OG0014458	transcript_ENSUAMT00000024668	rna35923
OG0014459	transcript_ENSUAMT00000038259	rna35927
OG0014460	transcript_ENSUAMT00000024325	rna35930
OG0014461	transcript_ENSUAMT00000024291	rna35932
OG0014462	transcript_ENSUAMT00000010735	rna35940
OG0014463	transcript_ENSUAMT00000015671	rna35941
OG0014464	transcript_ENSUAMT00000001733	rna35943
OG0014465	transcript_ENSUAMT00000010877	rna35946
OG0014466	transcript_ENSUAMT00000015780	rna35947
OG0014467	transcript_ENSUAMT00000002474	rna35951
OG0014468	transcript_ENSUAMT00000024285	rna35954
OG0014469	transcript_ENSUAMT00000011198	rna35958
OG0014470	transcript_ENSUAMT00000017277	rna35967
OG0014471	transcript_ENSUAMT00000030082	rna35979
OG0014472	transcript_ENSUAMT00000032557	rna35980
OG0014473	transcript_ENSUAMT00000006146	rna35981
OG0014474	transcript_ENSUAMT00000001580	rna35996
OG0014475	transcript_ENSUAMT00000021366	rna3577
OG0014476	transcript_ENSUAMT00000021358	rna3579
OG0014477	transcript_ENSUAMT00000020698	rna3581
OG0014478	transcript_ENSUAMT00000020694	rna3583
OG0014479	transcript_ENSUAMT00000021367	rna3584
OG0014481	transcript_ENSUAMT00000020481	rna3590
OG0014482	transcript_ENSUAMT00000020482	rna3591
OG0014483	transcript_ENSUAMT00000020660	rna3593
OG0014484	transcript_ENSUAMT00000020666	rna3594
OG0014485	transcript_ENSUAMT00000020678	rna3598
OG0014486	transcript_ENSUAMT00000020687	rna3604
OG0014487	transcript_ENSUAMT00000015156	rna3606
OG0014488	transcript_ENSUAMT00000014641	rna3609
OG0014489	transcript_ENSUAMT00000014624	rna3610
OG0014490	transcript_ENSUAMT00000014617	rna3611
OG0014491	transcript_ENSUAMT00000005859	rna3618
OG0014492	transcript_ENSUAMT00000039966	rna3620
OG0014493	transcript_ENSUAMT00000039965	rna3621
OG0014494	transcript_ENSUAMT00000039817	rna3622
OG0014495	transcript_ENSUAMT00000039190	rna3623
OG0014496	transcript_ENSUAMT00000039163	rna3636
OG0014497	transcript_ENSUAMT00000038864	rna3638
OG0014498	transcript_ENSUAMT00000038863	rna3640
OG0014499	transcript_ENSUAMT00000038862	rna3641
OG0014500	transcript_ENSUAMT00000038861	rna3642
OG0014501	transcript_ENSUAMT00000031430	rna3644
OG0014502	transcript_ENSUAMT00000031177	rna3646
OG0014503	transcript_ENSUAMT00000031392	rna3648
OG0014504	transcript_ENSUAMT00000031420	rna3659
OG0014505	transcript_ENSUAMT00000015138	rna3662
OG0014506	transcript_ENSUAMT00000015148	rna3668
OG0014507	transcript_ENSUAMT00000015151	rna3669
OG0014508	transcript_ENSUAMT00000015154	rna3670
OG0014509	transcript_ENSUAMT00000030592	rna3672
OG0014510	transcript_ENSUAMT00000030589	rna3673
OG0014511	transcript_ENSUAMT00000030585	rna3675
OG0014512	transcript_ENSUAMT00000030201	rna3678
OG0014513	transcript_ENSUAMT00000030198	rna3680
OG0014514	transcript_ENSUAMT00000027549	rna3698
OG0014515	transcript_ENSUAMT00000027552	rna3699
OG0014516	transcript_ENSUAMT00000027555	rna3700
OG0014517	transcript_ENSUAMT00000027596	rna3701
OG0014518	transcript_ENSUAMT00000027633	rna3702
OG0014519	transcript_ENSUAMT00000037523	rna3703
OG0014520	transcript_ENSUAMT00000037522	rna3704
OG0014521	transcript_ENSUAMT00000037255	rna3708
OG0014522	transcript_ENSUAMT00000037254	rna3709
OG0014523	transcript_ENSUAMT00000037251	rna3710
OG0014524	transcript_ENSUAMT00000037244	rna3713
OG0014525	transcript_ENSUAMT00000037234	rna3715
OG0014526	transcript_ENSUAMT00000016222	rna3716
OG0014527	transcript_ENSUAMT00000018508	rna3718
OG0014528	transcript_ENSUAMT00000018507	rna3719
OG0014529	transcript_ENSUAMT00000018504	rna3720
OG0014530	transcript_ENSUAMT00000018498	rna3722
OG0014531	transcript_ENSUAMT00000018495	rna3725
OG0014532	transcript_ENSUAMT00000018483	rna3727
OG0014533	transcript_ENSUAMT00000018395	rna3730
OG0014534	transcript_ENSUAMT00000018393	rna3733
OG0014535	transcript_ENSUAMT00000037717	rna3734
OG0014536	transcript_ENSUAMT00000020546	rna3738
OG0014537	transcript_ENSUAMT00000005627	rna3741
OG0014538	transcript_ENSUAMT00000040118	rna3744
OG0014539	transcript_ENSUAMT00000020251	rna3745
OG0014540	transcript_ENSUAMT00000026768	rna3748
OG0014541	transcript_ENSUAMT00000020573	rna3751
OG0014542	transcript_ENSUAMT00000031707	rna3752
OG0014543	transcript_ENSUAMT00000031700	rna3753
OG0014544	transcript_ENSUAMT00000031696	rna3755
OG0014545	transcript_ENSUAMT00000005496	rna3756
OG0014546	transcript_ENSUAMT00000005470	rna3757
OG0014547	transcript_ENSUAMT00000004775	rna3763
OG0014549	transcript_ENSUAMT00000036902	rna3773
OG0014550	transcript_ENSUAMT00000037920	rna3776
OG0014551	transcript_ENSUAMT00000037912	rna3778
OG0014552	transcript_ENSUAMT00000011009	rna3789
OG0014553	transcript_ENSUAMT00000027400	rna3790
OG0014554	transcript_ENSUAMT00000027606	rna3791
OG0014555	transcript_ENSUAMT00000026849	rna3796
OG0014556	transcript_ENSUAMT00000026628	rna3800
OG0014557	transcript_ENSUAMT00000026623	rna3808
OG0014558	transcript_ENSUAMT00000034131	rna3810
OG0014559	transcript_ENSUAMT00000038743	rna3815
OG0014560	transcript_ENSUAMT00000038745	rna3816
OG0014561	transcript_ENSUAMT00000038746	rna33459
OG0014562	transcript_ENSUAMT00000038750	rna3818
OG0014563	transcript_ENSUAMT00000013859	rna3820
OG0014564	transcript_ENSUAMT00000023846	rna3822
OG0014565	transcript_ENSUAMT00000020434	rna3829
OG0014566	transcript_ENSUAMT00000020459	rna3831
OG0014567	transcript_ENSUAMT00000015491	rna3835
OG0014568	transcript_ENSUAMT00000002512	rna3840
OG0014569	transcript_ENSUAMT00000002307	rna3841
OG0014570	transcript_ENSUAMT00000002194	rna3843
OG0014571	transcript_ENSUAMT00000002204	rna3845
OG0014572	transcript_ENSUAMT00000002218	rna3846
OG0014573	transcript_ENSUAMT00000016152	rna3850
OG0014574	transcript_ENSUAMT00000018098	rna3852
OG0014575	transcript_ENSUAMT00000014150	rna3854
OG0014576	transcript_ENSUAMT00000014156	rna3855
OG0014577	transcript_ENSUAMT00000014165	rna3856
OG0014578	transcript_ENSUAMT00000023088	rna3860
OG0014579	transcript_ENSUAMT00000023073	rna3862
OG0014580	transcript_ENSUAMT00000026036	rna3863
OG0014581	transcript_ENSUAMT00000026034	rna3870
OG0014582	transcript_ENSUAMT00000026029	rna3871
OG0014583	transcript_ENSUAMT00000003140	rna3872
OG0014584	transcript_ENSUAMT00000041133	rna3876
OG0014585	transcript_ENSUAMT00000008783	rna33364
OG0014586	transcript_ENSUAMT00000007160	rna33360
OG0014587	transcript_ENSUAMT00000014611	rna33358
OG0014588	transcript_ENSUAMT00000024402	rna33357
OG0014589	transcript_ENSUAMT00000024399	rna33356
OG0014590	transcript_ENSUAMT00000003340	rna33354
OG0014591	transcript_ENSUAMT00000012645	rna35612
OG0014592	transcript_ENSUAMT00000009562	rna35617
OG0014593	transcript_ENSUAMT00000005066	rna35622
OG0014594	transcript_ENSUAMT00000004070	rna7692
OG0014595	transcript_ENSUAMT00000035012	rna7695
OG0014596	transcript_ENSUAMT00000035011	rna7696
OG0014597	transcript_ENSUAMT00000035010	rna7697
OG0014598	transcript_ENSUAMT00000024449	rna7698
OG0014599	transcript_ENSUAMT00000024455	rna7699
OG0014600	transcript_ENSUAMT00000024634	rna7701
OG0014601	transcript_ENSUAMT00000024644	rna7702
OG0014602	transcript_ENSUAMT00000033510	rna7707
OG0014603	transcript_ENSUAMT00000009090	rna7716
OG0014605	transcript_ENSUAMT00000021765	rna7724
OG0014606	transcript_ENSUAMT00000001036	rna7726
OG0014607	transcript_ENSUAMT00000016526	rna7747
OG0014608	transcript_ENSUAMT00000037131	rna7756
OG0014609	transcript_ENSUAMT00000037128	rna7757
OG0014610	transcript_ENSUAMT00000025357	rna7762
OG0014611	transcript_ENSUAMT00000001499	rna7763
OG0014612	transcript_ENSUAMT00000015705	rna7764
OG0014613	transcript_ENSUAMT00000033917	rna7769
OG0014614	transcript_ENSUAMT00000034356	rna7771
OG0014615	transcript_ENSUAMT00000009971	rna7773
OG0014616	transcript_ENSUAMT00000009962	rna7775
OG0014617	transcript_ENSUAMT00000010187	rna7789
OG0014618	transcript_ENSUAMT00000011127	rna7794
OG0014619	transcript_ENSUAMT00000011124	rna7796
OG0014620	transcript_ENSUAMT00000011113	rna7797
OG0014621	transcript_ENSUAMT00000011034	rna7798
OG0014622	transcript_ENSUAMT00000010875	rna7799
OG0014623	transcript_ENSUAMT00000010872	rna7803
OG0014624	transcript_ENSUAMT00000015438	rna7807
OG0014625	transcript_ENSUAMT00000006267	rna7815
OG0014626	transcript_ENSUAMT00000006166	rna7819
OG0014627	transcript_ENSUAMT00000028286	rna7820
OG0014628	transcript_ENSUAMT00000028155	rna7822
OG0014629	transcript_ENSUAMT00000016454	rna7826
OG0014630	transcript_ENSUAMT00000000802	rna28341
OG0014631	transcript_ENSUAMT00000040559	rna28337
OG0014632	transcript_ENSUAMT00000040562	rna28334
OG0014633	transcript_ENSUAMT00000040564	rna28329
OG0014634	transcript_ENSUAMT00000005502	rna28327
OG0014635	transcript_ENSUAMT00000023373	rna28322
OG0014636	transcript_ENSUAMT00000023379	rna28321
OG0014637	transcript_ENSUAMT00000023384	rna28320
OG0014638	transcript_ENSUAMT00000035811	rna28319
OG0014639	transcript_ENSUAMT00000035821	rna28317
OG0014640	transcript_ENSUAMT00000035830	rna28314
OG0014641	transcript_ENSUAMT00000016323	rna28313
OG0014642	transcript_ENSUAMT00000028226	rna28310
OG0014643	transcript_ENSUAMT00000028228	rna28309
OG0014644	transcript_ENSUAMT00000010685	rna28307
OG0014645	transcript_ENSUAMT00000010688	rna28306
OG0014646	transcript_ENSUAMT00000004933	rna28305
OG0014647	transcript_ENSUAMT00000023614	rna28302
OG0014648	transcript_ENSUAMT00000023631	rna28298
OG0014649	transcript_ENSUAMT00000011353	rna28297
OG0014650	transcript_ENSUAMT00000007342	rna28296
OG0014651	transcript_ENSUAMT00000012910	rna28288
OG0014652	transcript_ENSUAMT00000038484	rna28285
OG0014653	transcript_ENSUAMT00000038488	rna28283
OG0014654	transcript_ENSUAMT00000038491	rna28282
OG0014655	transcript_ENSUAMT00000038492	rna28280
OG0014656	transcript_ENSUAMT00000004765	rna28273
OG0014657	transcript_ENSUAMT00000006432	rna28272
OG0014658	transcript_ENSUAMT00000006436	rna28271
OG0014659	transcript_ENSUAMT00000037843	rna28269
OG0014660	transcript_ENSUAMT00000038579	rna28267
OG0014661	transcript_ENSUAMT00000004800	rna28261
OG0014662	transcript_ENSUAMT00000016232	rna15159
OG0014663	transcript_ENSUAMT00000016231	rna15160
OG0014664	transcript_ENSUAMT00000000530	rna15164
OG0014665	transcript_ENSUAMT00000000509	rna15165
OG0014666	transcript_ENSUAMT00000000503	rna15167
OG0014667	transcript_ENSUAMT00000000498	rna15168
OG0014668	transcript_ENSUAMT00000000490	rna15175
OG0014669	transcript_ENSUAMT00000000448	rna15177
OG0014670	transcript_ENSUAMT00000000406	rna15181
OG0014671	transcript_ENSUAMT00000000372	rna15182
OG0014672	transcript_ENSUAMT00000000403	rna15183
OG0014673	transcript_ENSUAMT00000000356	rna15185
OG0014674	transcript_ENSUAMT00000004793	rna28260
OG0014675	transcript_ENSUAMT00000004789	rna28254
OG0014676	transcript_ENSUAMT00000035334	rna28253
OG0014677	transcript_ENSUAMT00000035341	rna28251
OG0014678	transcript_ENSUAMT00000035342	rna28247
OG0014679	transcript_ENSUAMT00000038636	rna28239
OG0014680	transcript_ENSUAMT00000033166	rna28232
OG0014681	transcript_ENSUAMT00000033033	rna28229
OG0014682	transcript_ENSUAMT00000033029	rna28228
OG0014683	transcript_ENSUAMT00000033028	rna28224
OG0014684	transcript_ENSUAMT00000033026	rna28223
OG0014685	transcript_ENSUAMT00000040154	rna28222
OG0014686	transcript_ENSUAMT00000021926	rna28217
OG0014687	transcript_ENSUAMT00000021909	rna28213
OG0014688	transcript_ENSUAMT00000021898	rna28212
OG0014689	transcript_ENSUAMT00000021894	rna28206
OG0014690	transcript_ENSUAMT00000021890	rna28205
OG0014691	transcript_ENSUAMT00000021885	rna28201
OG0014692	transcript_ENSUAMT00000024238	rna28200
OG0014693	transcript_ENSUAMT00000024235	rna28197
OG0014694	transcript_ENSUAMT00000014772	rna28190
OG0014695	transcript_ENSUAMT00000024860	rna28169
OG0014696	transcript_ENSUAMT00000024856	rna28164
OG0014697	transcript_ENSUAMT00000024854	rna28163
OG0014698	transcript_ENSUAMT00000024850	rna28161
OG0014699	transcript_ENSUAMT00000014199	rna28156
OG0014700	transcript_ENSUAMT00000002124	rna28155
OG0014701	transcript_ENSUAMT00000006033	rna28154
OG0014702	transcript_ENSUAMT00000014131	rna28149
OG0014703	transcript_ENSUAMT00000014116	rna28147
OG0014704	transcript_ENSUAMT00000014042	rna28146
OG0014705	transcript_ENSUAMT00000014037	rna28145
OG0014706	transcript_ENSUAMT00000027858	rna28143
OG0014707	transcript_ENSUAMT00000027860	rna28141
OG0014709	transcript_ENSUAMT00000029417	rna28131
OG0014710	transcript_ENSUAMT00000029462	rna28130
OG0014711	transcript_ENSUAMT00000029469	rna28129
OG0014712	transcript_ENSUAMT00000029472	rna28128
OG0014713	transcript_ENSUAMT00000029474	rna28127
OG0014714	transcript_ENSUAMT00000029489	rna28126
OG0014715	transcript_ENSUAMT00000029495	rna28124
OG0014716	transcript_ENSUAMT00000029512	rna28113
OG0014717	transcript_ENSUAMT00000029515	rna28112
OG0014718	transcript_ENSUAMT00000029517	rna28111
OG0014719	transcript_ENSUAMT00000029518	rna28109
OG0014720	transcript_ENSUAMT00000029528	rna28107
OG0014721	transcript_ENSUAMT00000029530	rna28104
OG0014722	transcript_ENSUAMT00000029533	rna28103
OG0014723	transcript_ENSUAMT00000029536	rna28102
OG0014724	transcript_ENSUAMT00000029569	rna28099
OG0014725	transcript_ENSUAMT00000039614	rna28094
OG0014726	transcript_ENSUAMT00000010262	rna28087
OG0014727	transcript_ENSUAMT00000009660	rna28082
OG0014728	transcript_ENSUAMT00000016257	rna28080
OG0014729	transcript_ENSUAMT00000016261	rna28079
OG0014730	transcript_ENSUAMT00000035729	rna28075
OG0014731	transcript_ENSUAMT00000035728	rna28073
OG0014732	transcript_ENSUAMT00000035726	rna28072
OG0014733	transcript_ENSUAMT00000005551	rna28070
OG0014734	transcript_ENSUAMT00000005544	rna28069
OG0014735	transcript_ENSUAMT00000005506	rna28067
OG0014736	transcript_ENSUAMT00000005501	rna28066
OG0014737	transcript_ENSUAMT00000005494	rna28065
OG0014738	transcript_ENSUAMT00000005487	rna28063
OG0014739	transcript_ENSUAMT00000005482	rna28059
OG0014740	transcript_ENSUAMT00000005476	rna28058
OG0014741	transcript_ENSUAMT00000009682	rna28056
OG0014742	transcript_ENSUAMT00000009679	rna28054
OG0014743	transcript_ENSUAMT00000009658	rna28051
OG0014744	transcript_ENSUAMT00000005581	rna28048
OG0014745	transcript_ENSUAMT00000005573	rna28044
OG0014746	transcript_ENSUAMT00000000187	rna25277
OG0014747	transcript_ENSUAMT00000013868	rna25276
OG0014748	transcript_ENSUAMT00000035623	rna25263
OG0014749	transcript_ENSUAMT00000035630	rna25262
OG0014750	transcript_ENSUAMT00000038377	rna25261
OG0014751	transcript_ENSUAMT00000038384	rna25259
OG0014752	transcript_ENSUAMT00000038385	rna25256
OG0014753	transcript_ENSUAMT00000032706	rna25253
OG0014754	transcript_ENSUAMT00000032713	rna25248
OG0014755	transcript_ENSUAMT00000032719	rna25247
OG0014756	transcript_ENSUAMT00000032723	rna25245
OG0014757	transcript_ENSUAMT00000019733	rna25243
OG0014758	transcript_ENSUAMT00000012673	rna25239
OG0014759	transcript_ENSUAMT00000008475	rna25238
OG0014760	transcript_ENSUAMT00000008439	rna25237
OG0014761	transcript_ENSUAMT00000008459	rna25235
OG0014762	transcript_ENSUAMT00000014740	rna25233
OG0014763	transcript_ENSUAMT00000021675	rna25232
OG0014764	transcript_ENSUAMT00000014069	rna25231
OG0014765	transcript_ENSUAMT00000014072	rna25230
OG0014766	transcript_ENSUAMT00000014073	rna25229
OG0014767	transcript_ENSUAMT00000035086	rna25223
OG0014768	transcript_ENSUAMT00000027252	rna25220
OG0014769	transcript_ENSUAMT00000027253	rna25217
OG0014770	transcript_ENSUAMT00000038346	rna25216
OG0014771	transcript_ENSUAMT00000038348	rna25215
OG0014772	transcript_ENSUAMT00000038355	rna25213
OG0014773	transcript_ENSUAMT00000038362	rna25211
OG0014774	transcript_ENSUAMT00000010431	rna25204
OG0014775	transcript_ENSUAMT00000010437	rna25203
OG0014776	transcript_ENSUAMT00000010440	rna25202
OG0014777	transcript_ENSUAMT00000010443	rna25200
OG0014778	transcript_ENSUAMT00000010446	rna25199
OG0014779	transcript_ENSUAMT00000011121	rna25198
OG0014780	transcript_ENSUAMT00000002176	rna25195
OG0014781	transcript_ENSUAMT00000041408	rna25192
OG0014782	transcript_ENSUAMT00000041407	rna25191
OG0014783	transcript_ENSUAMT00000041403	rna25190
OG0014784	transcript_ENSUAMT00000041400	rna25189
OG0014785	transcript_ENSUAMT00000027735	rna25186
OG0014786	transcript_ENSUAMT00000036661	rna25184
OG0014787	transcript_ENSUAMT00000036663	rna25183
OG0014788	transcript_ENSUAMT00000031318	rna25181
OG0014789	transcript_ENSUAMT00000031325	rna25179
OG0014790	transcript_ENSUAMT00000031327	rna25177
OG0014791	transcript_ENSUAMT00000031330	rna25175
OG0014792	transcript_ENSUAMT00000003682	rna25170
OG0014793	transcript_ENSUAMT00000003725	rna25162
OG0014794	transcript_ENSUAMT00000001868	rna25161
OG0014795	transcript_ENSUAMT00000020492	rna25157
OG0014796	transcript_ENSUAMT00000012196	rna25155
OG0014797	transcript_ENSUAMT00000003689	rna25148
OG0014798	transcript_ENSUAMT00000036221	rna25143
OG0014799	transcript_ENSUAMT00000036228	rna25142
OG0014800	transcript_ENSUAMT00000036230	rna25141
OG0014801	transcript_ENSUAMT00000026855	rna25138
OG0014802	transcript_ENSUAMT00000026870	rna25137
OG0014803	transcript_ENSUAMT00000026876	rna25134
OG0014804	transcript_ENSUAMT00000003108	rna25133
OG0014805	transcript_ENSUAMT00000022135	rna25131
OG0014806	transcript_ENSUAMT00000022129	rna25129
OG0014807	transcript_ENSUAMT00000022127	rna25128
OG0014808	transcript_ENSUAMT00000019045	rna25119
OG0014809	transcript_ENSUAMT00000019041	rna25118
OG0014810	transcript_ENSUAMT00000018958	rna25117
OG0014811	transcript_ENSUAMT00000018949	rna25115
OG0014812	transcript_ENSUAMT00000018932	rna25114
OG0014813	transcript_ENSUAMT00000018923	rna25112
OG0014814	transcript_ENSUAMT00000018904	rna25111
OG0014815	transcript_ENSUAMT00000021064	rna25109
OG0014816	transcript_ENSUAMT00000001819	rna25107
OG0014817	transcript_ENSUAMT00000002261	rna25105
OG0014818	transcript_ENSUAMT00000002273	rna25104
OG0014819	transcript_ENSUAMT00000002358	rna25103
OG0014820	transcript_ENSUAMT00000002372	rna25102
OG0014821	transcript_ENSUAMT00000002424	rna25097
OG0014822	transcript_ENSUAMT00000002431	rna25096
OG0014823	transcript_ENSUAMT00000002447	rna25093
OG0014824	transcript_ENSUAMT00000002452	rna25088
OG0014825	transcript_ENSUAMT00000002088	rna25086
OG0014826	transcript_ENSUAMT00000001788, transcript_ENSUAMT00000001822	rna32954
OG0014827	transcript_ENSUAMT00000034387	rna20823
OG0014829	transcript_ENSUAMT00000016501	rna12380
OG0014832	transcript_ENSUAMT00000007262	rna4782
OG0014833	transcript_ENSUAMT00000004096, transcript_ENSUAMT00000004375	gene16283
OG0014834	transcript_ENSUAMT00000037988, transcript_ENSUAMT00000031594	rna9512
OG0014835	transcript_ENSUAMT00000001749	rna26631
OG0014836	transcript_ENSUAMT00000004158, transcript_ENSUAMT00000003242	gene24358
OG0014837	transcript_ENSUAMT00000005696	gene24357
OG0014839	transcript_ENSUAMT00000005329	rna14982
OG0014841	transcript_ENSUAMT00000037779	rna5668
OG0014842	transcript_ENSUAMT00000001645	rna34381
OG0014843	transcript_ENSUAMT00000002859	rna32965, rna3884
OG0014845	transcript_ENSUAMT00000012781	rna8294
OG0014846	transcript_ENSUAMT00000038337, transcript_ENSUAMT00000004415	gene16284, gene23813
OG0014848	transcript_ENSUAMT00000005022	rna34489, rna34490
OG0014850	transcript_ENSUAMT00000014986, transcript_ENSUAMT00000000115, transcript_ENSUAMT00000020837	rna8427
OG0014852	transcript_ENSUAMT00000000595, transcript_ENSUAMT00000004814, transcript_ENSUAMT00000035399, transcript_ENSUAMT00000004138	rna24044
OG0014853	transcript_ENSUAMT00000016514	gene13918, gene13917
OG0014854	transcript_ENSUAMT00000016592	gene16286, gene16282
OG0014857	transcript_ENSUAMT00000029416	rna15935
OG0014858	transcript_ENSUAMT00000029413	rna15932
OG0014864	transcript_ENSUAMT00000006262	rna15701
OG0014866	transcript_ENSUAMT00000020128	rna15679
OG0014877	transcript_ENSUAMT00000000309	rna21194
OG0014882	transcript_ENSUAMT00000004657	rna21086
OG0014883	transcript_ENSUAMT00000004684	rna21084
OG0014901	transcript_ENSUAMT00000001653	rna11297
OG0014902	transcript_ENSUAMT00000009960	rna11285
OG0014903	transcript_ENSUAMT00000016883	rna11249
OG0014912	transcript_ENSUAMT00000004816	rna26550
OG0014913	transcript_ENSUAMT00000031481	rna19339
OG0014924	transcript_ENSUAMT00000013643	rna16930
OG0014935	transcript_ENSUAMT00000012484	rna6939
OG0014956	transcript_ENSUAMT00000025295	rna11087
OG0014959	transcript_ENSUAMT00000017263	rna10998
OG0014963	transcript_ENSUAMT00000013458	rna10914
OG0014970	transcript_ENSUAMT00000007379	rna10833
OG0014972	transcript_ENSUAMT00000022570	rna10822
OG0014982	transcript_ENSUAMT00000041748	rna9191
OG0014986	transcript_ENSUAMT00000020101	rna30503
OG0014987	transcript_ENSUAMT00000032567	rna30491
OG0014992	transcript_ENSUAMT00000005359	rna29117
OG0014994	transcript_ENSUAMT00000027920	rna29134
OG0014996	transcript_ENSUAMT00000027931	rna29157
OG0014997	transcript_ENSUAMT00000027933	rna29158
OG0015000	transcript_ENSUAMT00000016307	rna29203
OG0015001	transcript_ENSUAMT00000016305	rna29206
OG0015002	transcript_ENSUAMT00000016291	rna29218
OG0015010	transcript_ENSUAMT00000025111	rna32813
OG0015011	transcript_ENSUAMT00000013332	rna32853
OG0015015	transcript_ENSUAMT00000004886	rna4268
OG0015016	transcript_ENSUAMT00000031959	rna4216
OG0015019	transcript_ENSUAMT00000041419	rna4183
OG0015021	transcript_ENSUAMT00000009987	rna4165
OG0015040	transcript_ENSUAMT00000016747	rna8867
OG0015042	transcript_ENSUAMT00000005150	rna34200
OG0015043	transcript_ENSUAMT00000019944	rna35364
OG0015048	transcript_ENSUAMT00000029810	rna35283
OG0015050	transcript_ENSUAMT00000029899	rna35243
OG0015051	transcript_ENSUAMT00000011814	rna35214
OG0015058	transcript_ENSUAMT00000001688	rna9284
OG0015068	transcript_ENSUAMT00000007665, transcript_ENSUAMT00000037861	rna24618
OG0015077	transcript_ENSUAMT00000037671	rna25005
OG0015090	transcript_ENSUAMT00000030639	rna17852
OG0015092	transcript_ENSUAMT00000031531	rna17868
OG0015095	transcript_ENSUAMT00000012371	rna17890
OG0015096	transcript_ENSUAMT00000004226	rna17893
OG0015100	transcript_ENSUAMT00000035904	rna17901
OG0015113	transcript_ENSUAMT00000026632	rna35379
OG0015120	transcript_ENSUAMT00000032519	rna22629
OG0015123	transcript_ENSUAMT00000011665	rna18758
OG0015129	transcript_ENSUAMT00000006435	rna23749
OG0015130	transcript_ENSUAMT00000011918	rna23753
OG0015132	transcript_ENSUAMT00000011921	rna23756
OG0015133	transcript_ENSUAMT00000029752	rna23758
OG0015134	transcript_ENSUAMT00000031014	rna33458
OG0015136	transcript_ENSUAMT00000004803	rna23647
OG0015142	transcript_ENSUAMT00000015364	rna25278
OG0015149	transcript_ENSUAMT00000019175	rna32354, rna32398
OG0015151	transcript_ENSUAMT00000030518	rna34582
OG0015155	transcript_ENSUAMT00000017377	rna34659
OG0015156	transcript_ENSUAMT00000030899	rna34693
OG0015157	transcript_ENSUAMT00000030901	rna34698
OG0015158	transcript_ENSUAMT00000015569	rna14146
OG0015159	transcript_ENSUAMT00000037787	rna14077
OG0015161	transcript_ENSUAMT00000020186	rna13920
OG0015179	transcript_ENSUAMT00000005107	rna34970
OG0015180	transcript_ENSUAMT00000000468	rna34969
