Orthogroup	ursAme.longCDS.prots	ursArc.longCDS.prots
OG0012583	transcript_ENSUAMT00000041363	rna31661
OG0012584	transcript_ENSUAMT00000014032	rna31665
OG0012585	transcript_ENSUAMT00000013501	rna31667
OG0012586	transcript_ENSUAMT00000013382	rna31669
OG0012587	transcript_ENSUAMT00000013379	rna31671
OG0012588	transcript_ENSUAMT00000010927	rna31672
OG0012589	transcript_ENSUAMT00000010931	rna31674
OG0012590	transcript_ENSUAMT00000010933	rna31675
OG0012591	transcript_ENSUAMT00000010936	rna31676
OG0012592	transcript_ENSUAMT00000010940	rna31678
OG0012593	transcript_ENSUAMT00000011405	rna31681
OG0012594	transcript_ENSUAMT00000011505	rna31684
OG0012595	transcript_ENSUAMT00000011752	rna31688
OG0012596	transcript_ENSUAMT00000012128	rna31698
OG0012597	transcript_ENSUAMT00000012147	rna31707
OG0012598	transcript_ENSUAMT00000013367	rna31710
OG0012599	transcript_ENSUAMT00000013378	rna31712
OG0012600	transcript_ENSUAMT00000006074	rna31715
OG0012601	transcript_ENSUAMT00000004541	rna31720
OG0012602	transcript_ENSUAMT00000004539	rna31722
OG0012603	transcript_ENSUAMT00000036199	rna31723
OG0012604	transcript_ENSUAMT00000036198	rna31724
OG0012605	transcript_ENSUAMT00000036194	rna31725
OG0012606	transcript_ENSUAMT00000036192	rna31727
OG0012607	transcript_ENSUAMT00000036191	rna31728
OG0012608	transcript_ENSUAMT00000036178	rna31734
OG0012609	transcript_ENSUAMT00000035782	rna31739
OG0012610	transcript_ENSUAMT00000035774	rna31742
OG0012611	transcript_ENSUAMT00000011588	rna31744
OG0012612	transcript_ENSUAMT00000021891	rna31816
OG0012613	transcript_ENSUAMT00000021893	rna31813
OG0012615	transcript_ENSUAMT00000011664	rna31785
OG0012616	transcript_ENSUAMT00000010397	rna31782
OG0012617	transcript_ENSUAMT00000026580	rna31776
OG0012618	transcript_ENSUAMT00000026582	rna31774
OG0012619	transcript_ENSUAMT00000026592	rna31772
OG0012620	transcript_ENSUAMT00000026646	rna31770
OG0012621	transcript_ENSUAMT00000026653	rna31768
OG0012622	transcript_ENSUAMT00000026662	rna31766
OG0012623	transcript_ENSUAMT00000020654	rna31763
OG0012624	transcript_ENSUAMT00000020651	rna31761
OG0012625	transcript_ENSUAMT00000020639	rna31754
OG0012626	transcript_ENSUAMT00000020638	rna31753
OG0012627	transcript_ENSUAMT00000001623	rna31822
OG0012628	transcript_ENSUAMT00000001562	rna31825
OG0012629	transcript_ENSUAMT00000018812	rna31827
OG0012630	transcript_ENSUAMT00000018825	rna31835
OG0012631	transcript_ENSUAMT00000013384	rna31838
OG0012632	transcript_ENSUAMT00000013320	rna52710, rna52792
OG0012633	transcript_ENSUAMT00000002073	rna52758, rna52841
OG0012635	transcript_ENSUAMT00000032806	rna52853
OG0012636	transcript_ENSUAMT00000031041	rna52479, rna52418
OG0012637	transcript_ENSUAMT00000031039	rna52420, rna52481
OG0012638	transcript_ENSUAMT00000040116	rna6803
OG0012639	transcript_ENSUAMT00000040114	rna6804
OG0012640	transcript_ENSUAMT00000040113	rna6807
OG0012641	transcript_ENSUAMT00000039811	rna6818
OG0012642	transcript_ENSUAMT00000039994	rna6819
OG0012643	transcript_ENSUAMT00000005961	rna6823
OG0012644	transcript_ENSUAMT00000017225	rna6825
OG0012645	transcript_ENSUAMT00000013784	rna6831
OG0012646	transcript_ENSUAMT00000034068	rna6835
OG0012647	transcript_ENSUAMT00000041034	rna6837
OG0012648	transcript_ENSUAMT00000001828	rna6840
OG0012649	transcript_ENSUAMT00000022285	rna6844
OG0012650	transcript_ENSUAMT00000020828	rna6849
OG0012651	transcript_ENSUAMT00000001723	rna6854
OG0012652	transcript_ENSUAMT00000001760	rna6859
OG0012653	transcript_ENSUAMT00000001768	rna6860
OG0012654	transcript_ENSUAMT00000001791	rna6861
OG0012655	transcript_ENSUAMT00000001798	rna6862
OG0012656	transcript_ENSUAMT00000001804	rna6865
OG0012657	transcript_ENSUAMT00000005538	rna6872
OG0012658	transcript_ENSUAMT00000017514	rna6877
OG0012659	transcript_ENSUAMT00000007491	rna6883
OG0012660	transcript_ENSUAMT00000035065	rna6886
OG0012661	transcript_ENSUAMT00000019595	rna6891
OG0012662	transcript_ENSUAMT00000016011	rna6903
OG0012663	transcript_ENSUAMT00000016003	rna6904
OG0012664	transcript_ENSUAMT00000040651	rna6907
OG0012665	transcript_ENSUAMT00000040854	rna6909
OG0012666	transcript_ENSUAMT00000039588	rna6916
OG0012667	transcript_ENSUAMT00000039593	rna6921
OG0012668	transcript_ENSUAMT00000023925	rna6938
OG0012669	transcript_ENSUAMT00000027456	rna6941
OG0012670	transcript_ENSUAMT00000027448	rna6942
OG0012671	transcript_ENSUAMT00000016596	rna6946
OG0012672	transcript_ENSUAMT00000015934	rna6948
OG0012673	transcript_ENSUAMT00000033753	rna6952
OG0012674	transcript_ENSUAMT00000033755	rna6953
OG0012675	transcript_ENSUAMT00000033760	rna6954
OG0012676	transcript_ENSUAMT00000033761	rna6956
OG0012677	transcript_ENSUAMT00000033768	rna6958
OG0012678	transcript_ENSUAMT00000033789	rna6960
OG0012679	transcript_ENSUAMT00000033782	rna6967
OG0012680	transcript_ENSUAMT00000028478	rna6969
OG0012681	transcript_ENSUAMT00000028479	rna6971
OG0012682	transcript_ENSUAMT00000025887	rna6977
OG0012683	transcript_ENSUAMT00000038034	rna6981
OG0012684	transcript_ENSUAMT00000002433	rna6983
OG0012685	transcript_ENSUAMT00000029114	rna6991
OG0012686	transcript_ENSUAMT00000029112	rna6996
OG0012687	transcript_ENSUAMT00000025568	rna7000
OG0012688	transcript_ENSUAMT00000025567	rna7001
OG0012689	transcript_ENSUAMT00000028954	rna7012
OG0012690	transcript_ENSUAMT00000000980	rna7014
OG0012691	transcript_ENSUAMT00000019979	rna7024
OG0012692	transcript_ENSUAMT00000019973	rna7026
OG0012693	transcript_ENSUAMT00000019914	rna7028
OG0012694	transcript_ENSUAMT00000001836	rna7043
OG0012695	transcript_ENSUAMT00000041380	rna7045
OG0012696	transcript_ENSUAMT00000028419	rna7051
OG0012698	transcript_ENSUAMT00000003219	rna7064
OG0012699	transcript_ENSUAMT00000003244	rna7070
OG0012700	transcript_ENSUAMT00000003257	rna7071
OG0012701	transcript_ENSUAMT00000003263	rna7072
OG0012702	transcript_ENSUAMT00000000775	rna7077
OG0012703	transcript_ENSUAMT00000001522	rna7078
OG0012704	transcript_ENSUAMT00000032258	rna7088
OG0012705	transcript_ENSUAMT00000035714	rna7098
OG0012706	transcript_ENSUAMT00000030552	rna7102
OG0012707	transcript_ENSUAMT00000030556	rna7103
OG0012708	transcript_ENSUAMT00000030559	rna7104
OG0012709	transcript_ENSUAMT00000006849	rna7120
OG0012710	transcript_ENSUAMT00000005069	rna7127
OG0012711	transcript_ENSUAMT00000031387	rna7131
OG0012712	transcript_ENSUAMT00000032489	rna7136
OG0012713	transcript_ENSUAMT00000033007	rna7138
OG0012714	transcript_ENSUAMT00000033067	rna7139
OG0012715	transcript_ENSUAMT00000033071	rna7141
OG0012716	transcript_ENSUAMT00000033074	rna7145
OG0012717	transcript_ENSUAMT00000033076	rna7146
OG0012718	transcript_ENSUAMT00000020164	rna7149
OG0012719	transcript_ENSUAMT00000025597	rna7153
OG0012720	transcript_ENSUAMT00000014232	rna7158
OG0012721	transcript_ENSUAMT00000033138	rna7168
OG0012722	transcript_ENSUAMT00000013252	rna7186
OG0012723	transcript_ENSUAMT00000013247	rna7187
OG0012724	transcript_ENSUAMT00000013246	rna7192
OG0012725	transcript_ENSUAMT00000013200	rna7195
OG0012726	transcript_ENSUAMT00000013199	rna7196
OG0012727	transcript_ENSUAMT00000007648	rna7211
OG0012728	transcript_ENSUAMT00000007676	rna7219
OG0012729	transcript_ENSUAMT00000007686	rna7222
OG0012730	transcript_ENSUAMT00000015358	rna7227
OG0012731	transcript_ENSUAMT00000016806	rna7239
OG0012732	transcript_ENSUAMT00000016814	rna7240
OG0012733	transcript_ENSUAMT00000003388	rna7245
OG0012734	transcript_ENSUAMT00000003376	rna7246
OG0012735	transcript_ENSUAMT00000025087	rna7258
OG0012736	transcript_ENSUAMT00000025120	rna7260
OG0012737	transcript_ENSUAMT00000025146	rna7267
OG0012738	transcript_ENSUAMT00000006094	rna7269
OG0012739	transcript_ENSUAMT00000023543	rna7272
OG0012740	transcript_ENSUAMT00000023548	rna7275
OG0012741	transcript_ENSUAMT00000037145	rna7277
OG0012742	transcript_ENSUAMT00000037146	rna7280
OG0012743	transcript_ENSUAMT00000037149	rna7281
OG0012744	transcript_ENSUAMT00000037153	rna7282
OG0012745	transcript_ENSUAMT00000028227	rna7294
OG0012746	transcript_ENSUAMT00000028229	rna7295
OG0012747	transcript_ENSUAMT00000028223	rna7296
OG0012748	transcript_ENSUAMT00000028217	rna7297
OG0012749	transcript_ENSUAMT00000037461	rna7300
OG0012750	transcript_ENSUAMT00000001665	rna7315
OG0012751	transcript_ENSUAMT00000033088	rna7316
OG0012752	transcript_ENSUAMT00000018173	rna7321
OG0012753	transcript_ENSUAMT00000001350	rna7323
OG0012754	transcript_ENSUAMT00000015424	rna7329
OG0012755	transcript_ENSUAMT00000017215	rna7338
OG0012756	transcript_ENSUAMT00000034867	rna7339
OG0012757	transcript_ENSUAMT00000013635	rna7358
OG0012758	transcript_ENSUAMT00000013626	rna7359
OG0012759	transcript_ENSUAMT00000030600	rna7366
OG0012760	transcript_ENSUAMT00000030597	rna7369, rna7372
OG0012761	transcript_ENSUAMT00000018835	rna7389
OG0012762	transcript_ENSUAMT00000027307	rna7423
OG0012763	transcript_ENSUAMT00000012507	rna7425
OG0012764	transcript_ENSUAMT00000012504	rna7426
OG0012765	transcript_ENSUAMT00000041157	rna7428
OG0012766	transcript_ENSUAMT00000041035	rna7435
OG0012767	transcript_ENSUAMT00000033455	rna7437
OG0012768	transcript_ENSUAMT00000007283	rna7439
OG0012769	transcript_ENSUAMT00000037173	rna7446
OG0012770	transcript_ENSUAMT00000013375	rna7451
OG0012771	transcript_ENSUAMT00000013368	rna7453
OG0012772	transcript_ENSUAMT00000026532	rna7456
OG0012773	transcript_ENSUAMT00000015314	rna7470
OG0012774	transcript_ENSUAMT00000031256	rna7478
OG0012775	transcript_ENSUAMT00000031298	rna7481
OG0012776	transcript_ENSUAMT00000031300	rna7483
OG0012777	transcript_ENSUAMT00000031265	rna7486
OG0012778	transcript_ENSUAMT00000020587	rna7489
OG0012779	transcript_ENSUAMT00000005159	rna7500
OG0012780	transcript_ENSUAMT00000010108	rna7504
OG0012781	transcript_ENSUAMT00000005561	rna7509
OG0012782	transcript_ENSUAMT00000016991	rna7512
OG0012783	transcript_ENSUAMT00000034731	rna7514
OG0012784	transcript_ENSUAMT00000039732	rna7517
OG0012785	transcript_ENSUAMT00000004413	rna7534
OG0012786	transcript_ENSUAMT00000011907	rna7536
OG0012787	transcript_ENSUAMT00000011892	rna7539
OG0012788	transcript_ENSUAMT00000027861	rna7545
OG0012789	transcript_ENSUAMT00000021067	rna7551
OG0012790	transcript_ENSUAMT00000012236	rna7553
OG0012791	transcript_ENSUAMT00000000102	rna7559
OG0012792	transcript_ENSUAMT00000033503	rna7563
OG0012793	transcript_ENSUAMT00000011703	rna7567
OG0012794	transcript_ENSUAMT00000020480	rna7585
OG0012795	transcript_ENSUAMT00000005968	rna7610
OG0012796	transcript_ENSUAMT00000038409	rna7612
OG0012797	transcript_ENSUAMT00000032091	rna7620
OG0012798	transcript_ENSUAMT00000027342	rna7631
OG0012799	transcript_ENSUAMT00000027412	rna7635
OG0012800	transcript_ENSUAMT00000027414	rna7648
OG0012801	transcript_ENSUAMT00000008261	rna7651
OG0012802	transcript_ENSUAMT00000000344	rna7655
OG0012803	transcript_ENSUAMT00000029143	rna7663
OG0012804	transcript_ENSUAMT00000026336	rna7665
OG0012805	transcript_ENSUAMT00000026335	rna7668
OG0012806	transcript_ENSUAMT00000026333	rna7670
OG0012807	transcript_ENSUAMT00000023457	rna7677
OG0012808	transcript_ENSUAMT00000040516	rna7682
OG0012809	transcript_ENSUAMT00000004683	rna7687
OG0012810	transcript_ENSUAMT00000004685	rna7689
OG0012811	transcript_ENSUAMT00000001227	rna7690
OG0012812	transcript_ENSUAMT00000016297	rna7693
OG0012813	transcript_ENSUAMT00000013021	rna7701
OG0012814	transcript_ENSUAMT00000013016	rna7706
OG0012815	transcript_ENSUAMT00000040832	rna7709
OG0012816	transcript_ENSUAMT00000030485	rna52652
OG0012817	transcript_ENSUAMT00000007635	rna52660
OG0012818	transcript_ENSUAMT00000007522	rna51116
OG0012819	transcript_ENSUAMT00000016113	rna51134
OG0012820	transcript_ENSUAMT00000014476	rna51146
OG0012821	transcript_ENSUAMT00000014471	rna51149
OG0012822	transcript_ENSUAMT00000008530	rna51155
OG0012823	transcript_ENSUAMT00000008531	rna51156
OG0012824	transcript_ENSUAMT00000008545	rna51185
OG0012825	transcript_ENSUAMT00000008551	rna51191
OG0012826	transcript_ENSUAMT00000016360	rna51192
OG0012827	transcript_ENSUAMT00000030985	rna51194
OG0012828	transcript_ENSUAMT00000021155	rna51200
OG0012829	transcript_ENSUAMT00000021203	rna51212
OG0012830	transcript_ENSUAMT00000021208	rna51216
OG0012834	transcript_ENSUAMT00000020618	rna53218
OG0012835	transcript_ENSUAMT00000015394	rna53220
OG0012836	transcript_ENSUAMT00000015723	rna53230
OG0012837	transcript_ENSUAMT00000015916	rna53233
OG0012838	transcript_ENSUAMT00000014528	rna53234
OG0012839	transcript_ENSUAMT00000014535	rna53237
OG0012840	transcript_ENSUAMT00000014541	rna53239
OG0012841	transcript_ENSUAMT00000014596	rna53243
OG0012842	transcript_ENSUAMT00000031542	rna53245
OG0012843	transcript_ENSUAMT00000031544	rna53248
OG0012844	transcript_ENSUAMT00000031545	rna53249
OG0012845	transcript_ENSUAMT00000031548	rna53250
OG0012846	transcript_ENSUAMT00000015744	rna52533
OG0012847	transcript_ENSUAMT00000015526	rna52535
OG0012848	transcript_ENSUAMT00000015513	rna52547
OG0012849	transcript_ENSUAMT00000015518	rna52551
OG0012850	transcript_ENSUAMT00000015493	rna52555
OG0012851	transcript_ENSUAMT00000015492	rna52558
OG0012852	transcript_ENSUAMT00000010724	rna52561
OG0012853	transcript_ENSUAMT00000004784	rna52574
OG0012854	transcript_ENSUAMT00000041297	rna52585
OG0012855	transcript_ENSUAMT00000041296	rna52586
OG0012856	transcript_ENSUAMT00000041295	rna52587
OG0012858	transcript_ENSUAMT00000032681	rna48644
OG0012859	transcript_ENSUAMT00000032688	rna48648
OG0012860	transcript_ENSUAMT00000032698	rna48657
OG0012861	transcript_ENSUAMT00000032705	rna48664
OG0012862	transcript_ENSUAMT00000032707	rna48666
OG0012863	transcript_ENSUAMT00000011647	rna48668
OG0012864	transcript_ENSUAMT00000011649	rna48669
OG0012865	transcript_ENSUAMT00000011654	rna48670
OG0012866	transcript_ENSUAMT00000011674	rna48673
OG0012867	transcript_ENSUAMT00000011686	rna48680
OG0012868	transcript_ENSUAMT00000011688	rna48681
OG0012869	transcript_ENSUAMT00000008212	rna48692
OG0012870	transcript_ENSUAMT00000035647	rna48695
OG0012871	transcript_ENSUAMT00000035646	rna48699
OG0012872	transcript_ENSUAMT00000035645	rna48701
OG0012873	transcript_ENSUAMT00000035638	rna48713
OG0012874	transcript_ENSUAMT00000035608	rna48726
OG0012875	transcript_ENSUAMT00000035545	rna48728
OG0012876	transcript_ENSUAMT00000035543	rna48737
OG0012877	transcript_ENSUAMT00000035542	rna48739
OG0012878	transcript_ENSUAMT00000010043	rna48742
OG0012879	transcript_ENSUAMT00000010079	rna48743
OG0012880	transcript_ENSUAMT00000010092	rna48744
OG0012881	transcript_ENSUAMT00000034832	rna48759
OG0012882	transcript_ENSUAMT00000034926	rna48761
OG0012883	transcript_ENSUAMT00000034931	rna48765
OG0012884	transcript_ENSUAMT00000034934	rna48772
OG0012885	transcript_ENSUAMT00000034936	rna48773
OG0012886	transcript_ENSUAMT00000034940	rna48778
OG0012887	transcript_ENSUAMT00000034943	rna48779
OG0012888	transcript_ENSUAMT00000035505	rna48780
OG0012889	transcript_ENSUAMT00000035552	rna48784
OG0012890	transcript_ENSUAMT00000035554	rna48786
OG0012891	transcript_ENSUAMT00000035564	rna48791
OG0012892	transcript_ENSUAMT00000035565	rna48792
OG0012893	transcript_ENSUAMT00000035567	rna48793
OG0012894	transcript_ENSUAMT00000035569	rna48796
OG0012895	transcript_ENSUAMT00000035570	rna48798
OG0012896	transcript_ENSUAMT00000035573	rna48803
OG0012897	transcript_ENSUAMT00000009346	rna48813
OG0012898	transcript_ENSUAMT00000009336	rna48818
OG0012899	transcript_ENSUAMT00000009324	rna48819
OG0012900	transcript_ENSUAMT00000009322	rna48820
OG0012901	transcript_ENSUAMT00000009320	rna48824
OG0012902	transcript_ENSUAMT00000026454	rna48834
OG0012903	transcript_ENSUAMT00000034685	rna30858
OG0012904	transcript_ENSUAMT00000032448	rna30864
OG0012905	transcript_ENSUAMT00000032453	rna30866
OG0012906	transcript_ENSUAMT00000013318	rna30869
OG0012907	transcript_ENSUAMT00000020876	rna30875
OG0012908	transcript_ENSUAMT00000023584	rna30881
OG0012909	transcript_ENSUAMT00000026084	rna30897
OG0012910	transcript_ENSUAMT00000025355	rna30901
OG0012911	transcript_ENSUAMT00000023678	rna30911
OG0012912	transcript_ENSUAMT00000030470	rna30913
OG0012913	transcript_ENSUAMT00000007656	rna30916
OG0012914	transcript_ENSUAMT00000008283	rna30924
OG0012915	transcript_ENSUAMT00000017340	rna30931
OG0012916	transcript_ENSUAMT00000034115	rna30938
OG0012917	transcript_ENSUAMT00000034095	rna30942
OG0012918	transcript_ENSUAMT00000008485	rna30943
OG0012919	transcript_ENSUAMT00000009244	rna30944
OG0012920	transcript_ENSUAMT00000008739	rna30955
OG0012921	transcript_ENSUAMT00000037477	rna30961
OG0012922	transcript_ENSUAMT00000004432	rna30967
OG0012923	transcript_ENSUAMT00000004395	rna30968
OG0012924	transcript_ENSUAMT00000027042	rna30974
OG0012925	transcript_ENSUAMT00000016309	rna30979
OG0012926	transcript_ENSUAMT00000003880	rna30983
OG0012927	transcript_ENSUAMT00000031518	rna30991
OG0012928	transcript_ENSUAMT00000031513	rna30994
OG0012929	transcript_ENSUAMT00000031511	rna30995
OG0012930	transcript_ENSUAMT00000001010	rna31018
OG0012931	transcript_ENSUAMT00000037171	rna31026
OG0012932	transcript_ENSUAMT00000037172	rna31027
OG0012933	transcript_ENSUAMT00000037218	rna31034
OG0012934	transcript_ENSUAMT00000037224	rna31038
OG0012935	transcript_ENSUAMT00000033456	rna31039
OG0012936	transcript_ENSUAMT00000033460	rna31040
OG0012937	transcript_ENSUAMT00000033083	rna31049
OG0012938	transcript_ENSUAMT00000004372	rna31053
OG0012939	transcript_ENSUAMT00000004367	rna31054
OG0012940	transcript_ENSUAMT00000004357	rna31056
OG0012941	transcript_ENSUAMT00000016046	rna31059
OG0012942	transcript_ENSUAMT00000016974	rna31063
OG0012943	transcript_ENSUAMT00000017386	rna31065
OG0012944	transcript_ENSUAMT00000017394	rna31068
OG0012945	transcript_ENSUAMT00000017397	rna31074
OG0012946	transcript_ENSUAMT00000017622	rna31083
OG0012947	transcript_ENSUAMT00000036318	rna31100
OG0012948	transcript_ENSUAMT00000020233	rna31105
OG0012949	transcript_ENSUAMT00000018254	rna31111
OG0012950	transcript_ENSUAMT00000004489	rna31119
OG0012951	transcript_ENSUAMT00000015661	rna42382
OG0012952	transcript_ENSUAMT00000015129	rna42376
OG0012953	transcript_ENSUAMT00000019994	rna42369
OG0012954	transcript_ENSUAMT00000020150	rna42368
OG0012955	transcript_ENSUAMT00000033504	rna42365
OG0012956	transcript_ENSUAMT00000033505	rna42360
OG0012957	transcript_ENSUAMT00000004219	rna42350
OG0012958	transcript_ENSUAMT00000011389	rna42344
OG0012959	transcript_ENSUAMT00000032231	rna42335
OG0012960	transcript_ENSUAMT00000037090	rna42333
OG0012961	transcript_ENSUAMT00000037065	rna42330
OG0012962	transcript_ENSUAMT00000037064	rna42328
OG0012963	transcript_ENSUAMT00000037059	rna42324
OG0012964	transcript_ENSUAMT00000021802	rna42320
OG0012965	transcript_ENSUAMT00000021724	rna42317
OG0012966	transcript_ENSUAMT00000021723	rna42315
OG0012967	transcript_ENSUAMT00000021705	rna42308
OG0012968	transcript_ENSUAMT00000001635	rna42306
OG0012969	transcript_ENSUAMT00000001629	rna42302
OG0012970	transcript_ENSUAMT00000001604	rna42301
OG0012971	transcript_ENSUAMT00000036552	rna42299
OG0012972	transcript_ENSUAMT00000000420	rna42286
OG0012973	transcript_ENSUAMT00000033890	rna40966
OG0012974	transcript_ENSUAMT00000015326	rna34400
OG0012975	transcript_ENSUAMT00000025647	rna34391
OG0012976	transcript_ENSUAMT00000021112	rna34384
OG0012977	transcript_ENSUAMT00000040042	rna34372
OG0012978	transcript_ENSUAMT00000023854	rna34367
OG0012979	transcript_ENSUAMT00000026396	rna34364
OG0012980	transcript_ENSUAMT00000036875	rna34359
OG0012981	transcript_ENSUAMT00000036872	rna34357
OG0012982	transcript_ENSUAMT00000036870	rna34356
OG0012983	transcript_ENSUAMT00000026719	rna34354
OG0012984	transcript_ENSUAMT00000026720	rna34353
OG0012985	transcript_ENSUAMT00000040809	rna34350
OG0012986	transcript_ENSUAMT00000025641	rna24774
OG0012987	transcript_ENSUAMT00000025640	rna24776
OG0012988	transcript_ENSUAMT00000008112	rna24769
OG0012989	transcript_ENSUAMT00000021663	rna24768
OG0012990	transcript_ENSUAMT00000020513	rna24767
OG0012991	transcript_ENSUAMT00000014129	rna24765
OG0012992	transcript_ENSUAMT00000023493	rna24764
OG0012993	transcript_ENSUAMT00000016022, transcript_ENSUAMT00000004694	rna24818
OG0012994	transcript_ENSUAMT00000002535	rna24850
OG0012995	transcript_ENSUAMT00000004952	rna24866
OG0012996	transcript_ENSUAMT00000004601	rna24870
OG0012997	transcript_ENSUAMT00000010013	rna24873
OG0012998	transcript_ENSUAMT00000010015	rna24874
OG0012999	transcript_ENSUAMT00000016096	rna24878
OG0013000	transcript_ENSUAMT00000000970	rna24881
OG0013001	transcript_ENSUAMT00000004868	rna24883
OG0013002	transcript_ENSUAMT00000018649	rna24889
OG0013003	transcript_ENSUAMT00000023735	rna24897
OG0013004	transcript_ENSUAMT00000023745	rna24900
OG0013005	transcript_ENSUAMT00000005990	rna24901
OG0013006	transcript_ENSUAMT00000032605	rna24904
OG0013007	transcript_ENSUAMT00000021887	rna24907
OG0013008	transcript_ENSUAMT00000021900	rna24911
OG0013009	transcript_ENSUAMT00000023002	rna24912
OG0013010	transcript_ENSUAMT00000022996	rna24942
OG0013011	transcript_ENSUAMT00000026856	rna24946
OG0013012	transcript_ENSUAMT00000026854	rna24948
OG0013013	transcript_ENSUAMT00000017650	rna24963
OG0013014	transcript_ENSUAMT00000006244	rna24966
OG0013015	transcript_ENSUAMT00000006230	rna24972
OG0013016	transcript_ENSUAMT00000020720	rna24974
OG0013017	transcript_ENSUAMT00000020717	rna24976
OG0013018	transcript_ENSUAMT00000020711	rna24978
OG0013019	transcript_ENSUAMT00000020709	rna24979
OG0013020	transcript_ENSUAMT00000020702	rna24981
OG0013021	transcript_ENSUAMT00000012628	rna24982
OG0013022	transcript_ENSUAMT00000021730	rna24998
OG0013023	transcript_ENSUAMT00000021735	rna25005
OG0013024	transcript_ENSUAMT00000021740	rna25007
OG0013025	transcript_ENSUAMT00000021742	rna25011
OG0013026	transcript_ENSUAMT00000013861	rna25025
OG0013027	transcript_ENSUAMT00000013876	rna25026
OG0013028	transcript_ENSUAMT00000013882	rna25030
OG0013029	transcript_ENSUAMT00000016938	rna24666
OG0013030	transcript_ENSUAMT00000015463	rna24667
OG0013031	transcript_ENSUAMT00000015428	rna24669
OG0013032	transcript_ENSUAMT00000015415	rna24691
OG0013033	transcript_ENSUAMT00000038852	rna24694
OG0013034	transcript_ENSUAMT00000038854	rna24703
OG0013035	transcript_ENSUAMT00000038858	rna24705
OG0013037	transcript_ENSUAMT00000016452	rna24708
OG0013038	transcript_ENSUAMT00000016445	rna24709
OG0013039	transcript_ENSUAMT00000016439	rna24710
OG0013040	transcript_ENSUAMT00000019181	rna24723
OG0013041	transcript_ENSUAMT00000031209	rna24739
OG0013042	transcript_ENSUAMT00000015255	rna24743
OG0013043	transcript_ENSUAMT00000016842	rna24746
OG0013044	transcript_ENSUAMT00000016591	rna24748
OG0013045	transcript_ENSUAMT00000023505	rna24757
OG0013046	transcript_ENSUAMT00000034649	rna24587
OG0013047	transcript_ENSUAMT00000005755	rna24589
OG0013048	transcript_ENSUAMT00000036747	rna24606
OG0013049	transcript_ENSUAMT00000036743	rna24610
OG0013050	transcript_ENSUAMT00000030831	rna24622
OG0013051	transcript_ENSUAMT00000030829	rna24623
OG0013052	transcript_ENSUAMT00000030827	rna24626
OG0013053	transcript_ENSUAMT00000030822	rna24629
OG0013054	transcript_ENSUAMT00000030818	rna24631
OG0013055	transcript_ENSUAMT00000030815	rna24632
OG0013056	transcript_ENSUAMT00000039446	rna24654
OG0013057	transcript_ENSUAMT00000039447	rna24657
OG0013058	transcript_ENSUAMT00000022705	rna47969
OG0013059	transcript_ENSUAMT00000014316	rna47963
OG0013060	transcript_ENSUAMT00000003944	rna47957
OG0013061	transcript_ENSUAMT00000004692	rna47952
OG0013062	transcript_ENSUAMT00000040566	rna47950
OG0013063	transcript_ENSUAMT00000032763	rna47944
OG0013064	transcript_ENSUAMT00000032755	rna47943
OG0013065	transcript_ENSUAMT00000010892	rna47942
OG0013066	transcript_ENSUAMT00000023013	rna47933
OG0013067	transcript_ENSUAMT00000023010	rna47929
OG0013068	transcript_ENSUAMT00000022980	rna47927
OG0013069	transcript_ENSUAMT00000022906	rna47924
OG0013070	transcript_ENSUAMT00000036234	rna47923
OG0013071	transcript_ENSUAMT00000012370	rna47921
OG0013072	transcript_ENSUAMT00000012155	rna47916
OG0013073	transcript_ENSUAMT00000024732	rna47911
OG0013074	transcript_ENSUAMT00000004757	rna47907
OG0013075	transcript_ENSUAMT00000013795	rna47904
OG0013076	transcript_ENSUAMT00000027046	rna47903
OG0013077	transcript_ENSUAMT00000015693	rna47899
OG0013078	transcript_ENSUAMT00000015704	rna47896
OG0013079	transcript_ENSUAMT00000033602	rna24515
OG0013080	transcript_ENSUAMT00000033280	rna24516
OG0013081	transcript_ENSUAMT00000033276	rna24518
OG0013082	transcript_ENSUAMT00000002611	rna24522
OG0013083	transcript_ENSUAMT00000005948	rna24545
OG0013084	transcript_ENSUAMT00000005188	rna24552
OG0013085	transcript_ENSUAMT00000005113	rna24558
OG0013086	transcript_ENSUAMT00000005103	rna24559
OG0013087	transcript_ENSUAMT00000005095	rna24562
OG0013088	transcript_ENSUAMT00000005068	rna24563
OG0013089	transcript_ENSUAMT00000034143	rna24565
OG0013090	transcript_ENSUAMT00000034153	rna24569
OG0013091	transcript_ENSUAMT00000034154	rna24570
OG0013092	transcript_ENSUAMT00000034158	rna24572
OG0013093	transcript_ENSUAMT00000034504	rna24573
OG0013094	transcript_ENSUAMT00000034514	rna24574
OG0013095	transcript_ENSUAMT00000009863	rna24583
OG0013096	transcript_ENSUAMT00000039455	rna24660
OG0013097	transcript_ENSUAMT00000022381	rna45655
OG0013098	transcript_ENSUAMT00000001958	rna45656
OG0013099	transcript_ENSUAMT00000001963	rna45657
OG0013100	transcript_ENSUAMT00000001987	rna45658
OG0013101	transcript_ENSUAMT00000002014	rna45660
OG0013102	transcript_ENSUAMT00000023227	rna17923
OG0013103	transcript_ENSUAMT00000039882	rna13458
OG0013104	transcript_ENSUAMT00000024088	rna45994
OG0013105	transcript_ENSUAMT00000010777	rna36031
