Orthogroup	ursAme.longCDS.prots	homSap.longCDS.prots
OG0013854	transcript_ENSUAMT00000039517	ENST00000359321.1
OG0013855	transcript_ENSUAMT00000002752	ENST00000377770.7
OG0013856	transcript_ENSUAMT00000002056	ENST00000404141.5
OG0013857	transcript_ENSUAMT00000003274	ENST00000287907.2
OG0013858	transcript_ENSUAMT00000033803	ENST00000401878.7
OG0013859	transcript_ENSUAMT00000037212	ENST00000432459.6
OG0013860	transcript_ENSUAMT00000037207	ENST00000415428.5
OG0013861	transcript_ENSUAMT00000037201	ENST00000275820.3
OG0013862	transcript_ENSUAMT00000037200	ENST00000348165.9
OG0013863	transcript_ENSUAMT00000036568	ENST00000459889.5
OG0013864	transcript_ENSUAMT00000007341	ENST00000409339.3
OG0013865	transcript_ENSUAMT00000037442	ENST00000613624.1
OG0013866	transcript_ENSUAMT00000037452	ENST00000402066.5
OG0013867	transcript_ENSUAMT00000029235	ENST00000272322.8
OG0013868	transcript_ENSUAMT00000029238	ENST00000445915.6
OG0013869	transcript_ENSUAMT00000017747	ENST00000379925.7
OG0013870	transcript_ENSUAMT00000036384	ENST00000526683.5
OG0013871	transcript_ENSUAMT00000009656	ENST00000399810.6
OG0013872	transcript_ENSUAMT00000021529	ENST00000540921.5
OG0013873	transcript_ENSUAMT00000026460	ENST00000543160.5
OG0013875	transcript_ENSUAMT00000002578	ENST00000246174.6
OG0013876	transcript_ENSUAMT00000002574	ENST00000415986.5
OG0013877	transcript_ENSUAMT00000013773	ENST00000457056.5
OG0013879	transcript_ENSUAMT00000018627	ENST00000587345.1
OG0013880	transcript_ENSUAMT00000020241	ENST00000417934.6
OG0013882	transcript_ENSUAMT00000038706	ENST00000445307.4
OG0013883	transcript_ENSUAMT00000003088, transcript_ENSUAMT00000006369	ENST00000263038.8
OG0013884	transcript_ENSUAMT00000034690	ENST00000396077.7
OG0013885	transcript_ENSUAMT00000019102	ENST00000305943.7
OG0013886	transcript_ENSUAMT00000019195	ENST00000366697.6
OG0013887	transcript_ENSUAMT00000024505	ENST00000366757.3
OG0013888	transcript_ENSUAMT00000033221	ENST00000366759.8
OG0013889	transcript_ENSUAMT00000033223	ENST00000366758.7
OG0013890	transcript_ENSUAMT00000014577	ENST00000344889.3
OG0013891	transcript_ENSUAMT00000025849	ENST00000342623.4
OG0013892	transcript_ENSUAMT00000012134	ENST00000590317.3
OG0013893	transcript_ENSUAMT00000012126	ENST00000366472.5
OG0013894	transcript_ENSUAMT00000012122	ENST00000306562.7
OG0013895	transcript_ENSUAMT00000012120	ENST00000451251.5
OG0013896	transcript_ENSUAMT00000037881	ENST00000329291.5
OG0013897	transcript_ENSUAMT00000024784	ENST00000333055.8
OG0013898	transcript_ENSUAMT00000009575	ENST00000502412.1
OG0013899	transcript_ENSUAMT00000022459	ENST00000274773.11
OG0013900	transcript_ENSUAMT00000022456	ENST00000315073.9
OG0013901	transcript_ENSUAMT00000022441	ENST00000611618.1
OG0013902	transcript_ENSUAMT00000005636	ENST00000261937.10
OG0013903	transcript_ENSUAMT00000005768	ENST00000292641.3
OG0013904	transcript_ENSUAMT00000006534	ENST00000361132.8
OG0013905	transcript_ENSUAMT00000006522	ENST00000522208.6
OG0013906	transcript_ENSUAMT00000040002	ENST00000389805.8
OG0013907	transcript_ENSUAMT00000017617	ENST00000337755.9
OG0013908	transcript_ENSUAMT00000017591	ENST00000292599.3
OG0013909	transcript_ENSUAMT00000015981	ENST00000319449.8
OG0013910	transcript_ENSUAMT00000033984	ENST00000308304.2
OG0013911	transcript_ENSUAMT00000036759	ENST00000274606.7
OG0013912	transcript_ENSUAMT00000036753	ENST00000274605.5
OG0013913	transcript_ENSUAMT00000004715	ENST00000161863.8
OG0013914	transcript_ENSUAMT00000035240	ENST00000282369.7
OG0013915	transcript_ENSUAMT00000035239	ENST00000419445.5
OG0013916	transcript_ENSUAMT00000031482	ENST00000379611.9
OG0013917	transcript_ENSUAMT00000029504	ENST00000274457.4
OG0013918	transcript_ENSUAMT00000025575	ENST00000250535.4
OG0013919	transcript_ENSUAMT00000025574	ENST00000509910.1
OG0013920	transcript_ENSUAMT00000038417	ENST00000357872.8
OG0013921	transcript_ENSUAMT00000024931	ENST00000274458.8
OG0013922	transcript_ENSUAMT00000012469	ENST00000257414.12
OG0013923	transcript_ENSUAMT00000035861	ENST00000510708.5
OG0013924	transcript_ENSUAMT00000003223	ENST00000513374.1
OG0013925	transcript_ENSUAMT00000027405	ENST00000504811.5
OG0013926	transcript_ENSUAMT00000014371	ENST00000407149.6
OG0013927	transcript_ENSUAMT00000023766	ENST00000321339.2
OG0013928	transcript_ENSUAMT00000023762	ENST00000339397.4
OG0013929	transcript_ENSUAMT00000009197	ENST00000231004.4
OG0013930	transcript_ENSUAMT00000009195	ENST00000296600.4
OG0013931	transcript_ENSUAMT00000033981	ENST00000261367.11
OG0013932	transcript_ENSUAMT00000010428	ENST00000379516.6
OG0013933	transcript_ENSUAMT00000022349	ENST00000306442.4
OG0013934	transcript_ENSUAMT00000040487	ENST00000407847.4
OG0013935	transcript_ENSUAMT00000020336	ENST00000306467.9
OG0013936	transcript_ENSUAMT00000037174	ENST00000306315.9
OG0013937	transcript_ENSUAMT00000012952	ENST00000513040.5
OG0013938	transcript_ENSUAMT00000013074	ENST00000636879.1
OG0013939	transcript_ENSUAMT00000008773	ENST00000357147.3
OG0013940	transcript_ENSUAMT00000017925	ENST00000308660.5
OG0013941	transcript_ENSUAMT00000002023	ENST00000535381.5
OG0013942	transcript_ENSUAMT00000011709	ENST00000503335.6
OG0013943	transcript_ENSUAMT00000038086	ENST00000512635.2
OG0013944	transcript_ENSUAMT00000003068	ENST00000379445.7
OG0013945	transcript_ENSUAMT00000041347	ENST00000262462.8
OG0013946	transcript_ENSUAMT00000014408	ENST00000173527.5
OG0013947	transcript_ENSUAMT00000037644	ENST00000564719.1
OG0013948	transcript_ENSUAMT00000034804	ENST00000395246.5
OG0013949	transcript_ENSUAMT00000035238	ENST00000510461.5
OG0013950	transcript_ENSUAMT00000037800	ENST00000253754.7
OG0013951	transcript_ENSUAMT00000022071	ENST00000245414.8
OG0013952	transcript_ENSUAMT00000007297	ENST00000378823.7
OG0013953	transcript_ENSUAMT00000021927	ENST00000231454.5
OG0013954	transcript_ENSUAMT00000006333	ENST00000304506.7
OG0013955	transcript_ENSUAMT00000006330	ENST00000231449.6
OG0013956	transcript_ENSUAMT00000038030	ENST00000403231.5
OG0013957	transcript_ENSUAMT00000038002	ENST00000378679.7
OG0013958	transcript_ENSUAMT00000037993	ENST00000378673.2
OG0013959	transcript_ENSUAMT00000037992	ENST00000378670.7
OG0013960	transcript_ENSUAMT00000037991	ENST00000296877.2
OG0013961	transcript_ENSUAMT00000037990	ENST00000265343.9
OG0013962	transcript_ENSUAMT00000012366	ENST00000509437.5
OG0013963	transcript_ENSUAMT00000008766	ENST00000231512.4
OG0013964	transcript_ENSUAMT00000008793	ENST00000395029.5
OG0013965	transcript_ENSUAMT00000025892	ENST00000265334.8
OG0013966	transcript_ENSUAMT00000013361	ENST00000458198.2
OG0013967	transcript_ENSUAMT00000025043	ENST00000282605.8
OG0013968	transcript_ENSUAMT00000025039	ENST00000297156.3
OG0013969	transcript_ENSUAMT00000025038	ENST00000452510.6
OG0013970	transcript_ENSUAMT00000025035	ENST00000338051.4
OG0013971	transcript_ENSUAMT00000025033	ENST00000358387.8
OG0013972	transcript_ENSUAMT00000025030	ENST00000282611.7
OG0013973	transcript_ENSUAMT00000025027	ENST00000265340.11
OG0013974	transcript_ENSUAMT00000019184	ENST00000511689.5
OG0013975	transcript_ENSUAMT00000019182	ENST00000537858.1
OG0013976	transcript_ENSUAMT00000019177	ENST00000337225.5
OG0013977	transcript_ENSUAMT00000019389	ENST00000274513.9
OG0013978	transcript_ENSUAMT00000034487	ENST00000274507.5
OG0013979	transcript_ENSUAMT00000037101	ENST00000239926.8
OG0013980	transcript_ENSUAMT00000037100	ENST00000508883.5
OG0013981	transcript_ENSUAMT00000037095	ENST00000033079.7
OG0013982	transcript_ENSUAMT00000027900	ENST00000506684.5
OG0013983	transcript_ENSUAMT00000027902	ENST00000265191.3
OG0013984	transcript_ENSUAMT00000002711	ENST00000254900.9
OG0013985	transcript_ENSUAMT00000002795	ENST00000394894.7
OG0013986	transcript_ENSUAMT00000002807	ENST00000394886.6
OG0013987	transcript_ENSUAMT00000002820	ENST00000274721.7
OG0013988	transcript_ENSUAMT00000000301	ENST00000434981.6
OG0013989	transcript_ENSUAMT00000000324	ENST00000314358.9
OG0013990	transcript_ENSUAMT00000000370	ENST00000378339.6
OG0013991	transcript_ENSUAMT00000000425	ENST00000239938.4
OG0013992	transcript_ENSUAMT00000000460	ENST00000360541.9
OG0013993	transcript_ENSUAMT00000002572	ENST00000297185.7
OG0013994	transcript_ENSUAMT00000002679	ENST00000274711.6
OG0013995	transcript_ENSUAMT00000020523	ENST00000509534.5
OG0013996	transcript_ENSUAMT00000039126	ENST00000265192.8
OG0013997	transcript_ENSUAMT00000039123	ENST00000302125.8
OG0013998	transcript_ENSUAMT00000039122	ENST00000434752.3
OG0013999	transcript_ENSUAMT00000039121	ENST00000302091.9
OG0014000	transcript_ENSUAMT00000039120	ENST00000302060.9
OG0014001	transcript_ENSUAMT00000039118	ENST00000330794.8
OG0014002	transcript_ENSUAMT00000039113	ENST00000302517.7
OG0014003	transcript_ENSUAMT00000039111	ENST00000274710.3
OG0014004	transcript_ENSUAMT00000017261	ENST00000333305.4
OG0014005	transcript_ENSUAMT00000034617	ENST00000230990.6
OG0014006	transcript_ENSUAMT00000034622	ENST00000507527.1
OG0014007	transcript_ENSUAMT00000006871	ENST00000310331.2
OG0014008	transcript_ENSUAMT00000006877	ENST00000336283.7
OG0014009	transcript_ENSUAMT00000007203	ENST00000354402.9
OG0014010	transcript_ENSUAMT00000007220	ENST00000323146.7
OG0014011	transcript_ENSUAMT00000007252	ENST00000252100.6
OG0014012	transcript_ENSUAMT00000007254	ENST00000252102.8
OG0014013	transcript_ENSUAMT00000005924	ENST00000417647.6
OG0014014	transcript_ENSUAMT00000005919	ENST00000358337.9
OG0014015	transcript_ENSUAMT00000005918	ENST00000542735.1
OG0014016	transcript_ENSUAMT00000005908	ENST00000274712.7
OG0014017	transcript_ENSUAMT00000038685	ENST00000289269.6
OG0014018	transcript_ENSUAMT00000038687	ENST00000306549.5
OG0014019	transcript_ENSUAMT00000000758	ENST00000313368.7
OG0014020	transcript_ENSUAMT00000041688	ENST00000389054.7
OG0014021	transcript_ENSUAMT00000041686	ENST00000305264.7
OG0014022	transcript_ENSUAMT00000041685	ENST00000444782.5
OG0014023	transcript_ENSUAMT00000041679	ENST00000239440.8
OG0014024	transcript_ENSUAMT00000035421	ENST00000287008.7
OG0014025	transcript_ENSUAMT00000035420	ENST00000432126.6
OG0014026	transcript_ENSUAMT00000018516	ENST00000231484.3
OG0014027	transcript_ENSUAMT00000018521	ENST00000394519.5
OG0014028	transcript_ENSUAMT00000018523	ENST00000253814.5
OG0014029	transcript_ENSUAMT00000033362	ENST00000344120.4
OG0014030	transcript_ENSUAMT00000033352	ENST00000359370.10
OG0014031	transcript_ENSUAMT00000033210	ENST00000504572.5
OG0014032	transcript_ENSUAMT00000016919	ENST00000274496.9
OG0014033	transcript_ENSUAMT00000029326	ENST00000334744.8
OG0014034	transcript_ENSUAMT00000029327	ENST00000377976.2
OG0014035	transcript_ENSUAMT00000028576	ENST00000359120.8
OG0014036	transcript_ENSUAMT00000028570	ENST00000394434.6
OG0014037	transcript_ENSUAMT00000015285	ENST00000296702.9
OG0014038	transcript_ENSUAMT00000015298	ENST00000311104.2
OG0014039	transcript_ENSUAMT00000000145	ENST00000296695.9
OG0014040	transcript_ENSUAMT00000000130	ENST00000296694.4
OG0014041	transcript_ENSUAMT00000000094	ENST00000318315.4
OG0014042	transcript_ENSUAMT00000040535	ENST00000359874.7
OG0014043	transcript_ENSUAMT00000040530	ENST00000356972.1
OG0014044	transcript_ENSUAMT00000040527	ENST00000621437.4
OG0014046	transcript_ENSUAMT00000040524	ENST00000274306.6
OG0014047	transcript_ENSUAMT00000040522	ENST00000503787.5
OG0014048	transcript_ENSUAMT00000040521	ENST00000513312.1
OG0014049	transcript_ENSUAMT00000040519	ENST00000282572.4
OG0014050	transcript_ENSUAMT00000033577	ENST00000621106.4
OG0014051	transcript_ENSUAMT00000033484	ENST00000230640.9
OG0014052	transcript_ENSUAMT00000033478	ENST00000264775.9
OG0014053	transcript_ENSUAMT00000033459	ENST00000396865.6
OG0014054	transcript_ENSUAMT00000033440	ENST00000505374.5
OG0014055	transcript_ENSUAMT00000033426	ENST00000447346.6
OG0014056	transcript_ENSUAMT00000033407	ENST00000381298.6
OG0014057	transcript_ENSUAMT00000033403	ENST00000341048.8
OG0014058	transcript_ENSUAMT00000033389	ENST00000399503.3
OG0014059	transcript_ENSUAMT00000006639	ENST00000285947.4
OG0014060	transcript_ENSUAMT00000006642	ENST00000381226.7
OG0014061	transcript_ENSUAMT00000015868	ENST00000424459.7
OG0014062	transcript_ENSUAMT00000030210	ENST00000274289.7
OG0014063	transcript_ENSUAMT00000030211	ENST00000396776.6
OG0014064	transcript_ENSUAMT00000007407	ENST00000265036.9
OG0014065	transcript_ENSUAMT00000007400	ENST00000508821.5
OG0014066	transcript_ENSUAMT00000007399	ENST00000265038.9
OG0014067	transcript_ENSUAMT00000007397	ENST00000296597.9
OG0014068	transcript_ENSUAMT00000018034	ENST00000407818.7
OG0014069	transcript_ENSUAMT00000017922	ENST00000199320.8
OG0014070	transcript_ENSUAMT00000018551	ENST00000409296.7
OG0014071	transcript_ENSUAMT00000026806	ENST00000389100.8
OG0014072	transcript_ENSUAMT00000019658	ENST00000334025.2
OG0014073	transcript_ENSUAMT00000019660	ENST00000389074.5
OG0014074	transcript_ENSUAMT00000019656	ENST00000381070.7
OG0014075	transcript_ENSUAMT00000023025	ENST00000231524.13
OG0014076	transcript_ENSUAMT00000023029	ENST00000438419.6
OG0014077	transcript_ENSUAMT00000023033	ENST00000381007.8
OG0014078	transcript_ENSUAMT00000036440	ENST00000506030.5
OG0014079	transcript_ENSUAMT00000032823	ENST00000334121.10
OG0014080	transcript_ENSUAMT00000029540	ENST00000403625.6
OG0014081	transcript_ENSUAMT00000029331	ENST00000256447.5
OG0014082	transcript_ENSUAMT00000011822	ENST00000521381.5
OG0014083	transcript_ENSUAMT00000038700	ENST00000396591.7
OG0014084	transcript_ENSUAMT00000002779	ENST00000256442.9
OG0014085	transcript_ENSUAMT00000027967	ENST00000256441.4
OG0014086	transcript_ENSUAMT00000026610	ENST00000256443.7
OG0014087	transcript_ENSUAMT00000026609	ENST00000396496.6
OG0014088	transcript_ENSUAMT00000026608	ENST00000380822.8
OG0014089	transcript_ENSUAMT00000002008	ENST00000506736.1
OG0014090	transcript_ENSUAMT00000008380	ENST00000509734.5
OG0014091	transcript_ENSUAMT00000008119	ENST00000325631.9
OG0014092	transcript_ENSUAMT00000005462	ENST00000355237.6
OG0014093	transcript_ENSUAMT00000036420	ENST00000358731.8
OG0014094	transcript_ENSUAMT00000036412	ENST00000340941.10
OG0014095	transcript_ENSUAMT00000006606	ENST00000296777.4
OG0014096	transcript_ENSUAMT00000010220	ENST00000296755.11
OG0014097	transcript_ENSUAMT00000010212	ENST00000513900.5
OG0014098	transcript_ENSUAMT00000010208	ENST00000380639.9
OG0014099	transcript_ENSUAMT00000010206	ENST00000318442.5
OG0014100	transcript_ENSUAMT00000041194	ENST00000430046.6
OG0014101	transcript_ENSUAMT00000041191	ENST00000454765.6
OG0014102	transcript_ENSUAMT00000041190	ENST00000296776.5
OG0014103	transcript_ENSUAMT00000027985	ENST00000296785.7
OG0014104	transcript_ENSUAMT00000027990	ENST00000509005.5
OG0014105	transcript_ENSUAMT00000004453	ENST00000296805.7
OG0014106	transcript_ENSUAMT00000004438	ENST00000389156.8
OG0014107	transcript_ENSUAMT00000011827	ENST00000322348.5
OG0014108	transcript_ENSUAMT00000014327	ENST00000511206.5
OG0014109	transcript_ENSUAMT00000014321	ENST00000380494.9
OG0014110	transcript_ENSUAMT00000011477	ENST00000241436.8
OG0014111	transcript_ENSUAMT00000011212	ENST00000601380.2
OG0014112	transcript_ENSUAMT00000023736	ENST00000296641.4
OG0014113	transcript_ENSUAMT00000022543	ENST00000319211.4
OG0014114	transcript_ENSUAMT00000038873	ENST00000274368.8
OG0014115	transcript_ENSUAMT00000038874	ENST00000312916.11
OG0014116	transcript_ENSUAMT00000027623	ENST00000296679.8
OG0014117	transcript_ENSUAMT00000027625	ENST00000306422.4
OG0014118	transcript_ENSUAMT00000027627	ENST00000518338.6
OG0014119	transcript_ENSUAMT00000014795	ENST00000621999.4
OG0014120	transcript_ENSUAMT00000014796	ENST00000515007.6
OG0014121	transcript_ENSUAMT00000035934	ENST00000264914.8
OG0014122	transcript_ENSUAMT00000035925	ENST00000255189.7
OG0014123	transcript_ENSUAMT00000035931	ENST00000396137.4
OG0014124	transcript_ENSUAMT00000022737	ENST00000334082.10
OG0014125	transcript_ENSUAMT00000029434	ENST00000453514.5
OG0014126	transcript_ENSUAMT00000003601	ENST00000446378.2
OG0014127	transcript_ENSUAMT00000025288	ENST00000512528.1
OG0014128	transcript_ENSUAMT00000039983	ENST00000507668.6
OG0014129	transcript_ENSUAMT00000039984	ENST00000296739.5
OG0014130	transcript_ENSUAMT00000039985	ENST00000338008.9
OG0014131	transcript_ENSUAMT00000039986	ENST00000282226.4
OG0014132	transcript_ENSUAMT00000026187	ENST00000338682.7
OG0014133	transcript_ENSUAMT00000008299	ENST00000265081.6
OG0014134	transcript_ENSUAMT00000031470	ENST00000254037.6
OG0014135	transcript_ENSUAMT00000031468	ENST00000307624.7
OG0014136	transcript_ENSUAMT00000024434	ENST00000282185.7
OG0014137	transcript_ENSUAMT00000004134	ENST00000380167.8
OG0014138	transcript_ENSUAMT00000004772	ENST00000502346.1
OG0014139	transcript_ENSUAMT00000004769	ENST00000338635.10
OG0014140	transcript_ENSUAMT00000017389	ENST00000265077.7
OG0014141	transcript_ENSUAMT00000030546	ENST00000296591.9
OG0014142	transcript_ENSUAMT00000040846	ENST00000274376.10
OG0014143	transcript_ENSUAMT00000040631	ENST00000256897.8
OG0014144	transcript_ENSUAMT00000008058	ENST00000514135.5
OG0014145	transcript_ENSUAMT00000033069	ENST00000340208.9
OG0014146	transcript_ENSUAMT00000009876	ENST00000522083.5
OG0014147	transcript_ENSUAMT00000009874	ENST00000399107.5
OG0014148	transcript_ENSUAMT00000009875	ENST00000316610.6
OG0014149	transcript_ENSUAMT00000009873	ENST00000315948.10
OG0014150	transcript_ENSUAMT00000009884	ENST00000405460.7
OG0014151	transcript_ENSUAMT00000028689	ENST00000265140.9
OG0014152	transcript_ENSUAMT00000008602	ENST00000358746.6
OG0014153	transcript_ENSUAMT00000009054	ENST00000380009.8
OG0014154	transcript_ENSUAMT00000009066	ENST00000316087.12
OG0014155	transcript_ENSUAMT00000014359	ENST00000379982.7
OG0014156	transcript_ENSUAMT00000014370	ENST00000508780.5
OG0014157	transcript_ENSUAMT00000006122	ENST00000311106.7
OG0014158	transcript_ENSUAMT00000002319	ENST00000437043.7
OG0014159	transcript_ENSUAMT00000002297	ENST00000231368.9
OG0014160	transcript_ENSUAMT00000011728	ENST00000274382.8
OG0014161	transcript_ENSUAMT00000011731	ENST00000283109.7
OG0014162	transcript_ENSUAMT00000000863	ENST00000312637.4
OG0014163	transcript_ENSUAMT00000026284	ENST00000304400.11
OG0014164	transcript_ENSUAMT00000026125	ENST00000399004.6
OG0014165	transcript_ENSUAMT00000014958	ENST00000319933.6
OG0014166	transcript_ENSUAMT00000037742	ENST00000230792.6
OG0014167	transcript_ENSUAMT00000010900	ENST00000333274.10
OG0014168	transcript_ENSUAMT00000010889	ENST00000542267.5
OG0014169	transcript_ENSUAMT00000011413	ENST00000281092.8
OG0014170	transcript_ENSUAMT00000002192	ENST00000361189.6
OG0014171	transcript_ENSUAMT00000015846	ENST00000455884.6
OG0014172	transcript_ENSUAMT00000015849	ENST00000355943.7
OG0014173	transcript_ENSUAMT00000022888	ENST00000420978.6
OG0014174	transcript_ENSUAMT00000022891	ENST00000506538.6
OG0014175	transcript_ENSUAMT00000025881	ENST00000512453.5
OG0014176	transcript_ENSUAMT00000025882	ENST00000296632.7
OG0014177	transcript_ENSUAMT00000023899	ENST00000621003.4
OG0014178	transcript_ENSUAMT00000000088	ENST00000505459.5
OG0014179	transcript_ENSUAMT00000032457	ENST00000389063.2
OG0014180	transcript_ENSUAMT00000032984	ENST00000408903.6
OG0014181	transcript_ENSUAMT00000033420	ENST00000514747.5
OG0014182	transcript_ENSUAMT00000033730	ENST00000330503.11
OG0014183	transcript_ENSUAMT00000033769	ENST00000357198.8
OG0014184	transcript_ENSUAMT00000033774	ENST00000355841.6
OG0014185	transcript_ENSUAMT00000034243	ENST00000393565.5
OG0014186	transcript_ENSUAMT00000034254	ENST00000253496.3
OG0014187	transcript_ENSUAMT00000034255	ENST00000358571.2
OG0014188	transcript_ENSUAMT00000034256	ENST00000324417.5
OG0014189	transcript_ENSUAMT00000034260	ENST00000408923.7
OG0014190	transcript_ENSUAMT00000041013	ENST00000303127.11
OG0014191	transcript_ENSUAMT00000041014	ENST00000423571.6
OG0014192	transcript_ENSUAMT00000041015	ENST00000303204.8
OG0014193	transcript_ENSUAMT00000041017	ENST00000393611.6
OG0014194	transcript_ENSUAMT00000041020	ENST00000439151.6
OG0014195	transcript_ENSUAMT00000041026	ENST00000503039.1
OG0014196	transcript_ENSUAMT00000036514	ENST00000377227.8
OG0014197	transcript_ENSUAMT00000031983	ENST00000292432.9
OG0014198	transcript_ENSUAMT00000031987	ENST00000329542.8
OG0014199	transcript_ENSUAMT00000031997	ENST00000318682.10
OG0014200	transcript_ENSUAMT00000031998	ENST00000310112.7
OG0014201	transcript_ENSUAMT00000031999	ENST00000303991.4
OG0014202	transcript_ENSUAMT00000032000	ENST00000510636.5
OG0014203	transcript_ENSUAMT00000032002	ENST00000274811.8
OG0014204	transcript_ENSUAMT00000032004	ENST00000261942.6
OG0014205	transcript_ENSUAMT00000006584	ENST00000310418.8
OG0014206	transcript_ENSUAMT00000006574	ENST00000619979.4
OG0014207	transcript_ENSUAMT00000006572	ENST00000310389.5
OG0014208	transcript_ENSUAMT00000006559	ENST00000429602.6
OG0014209	transcript_ENSUAMT00000014896	ENST00000265097.8
OG0014210	transcript_ENSUAMT00000017299	ENST00000636584.1
OG0014211	transcript_ENSUAMT00000017311	ENST00000393752.2
OG0014212	transcript_ENSUAMT00000018681	ENST00000239243.6
OG0014213	transcript_ENSUAMT00000025543	ENST00000303177.7
OG0014214	transcript_ENSUAMT00000020262	ENST00000265085.9
OG0014215	transcript_ENSUAMT00000003946	ENST00000265087.8
OG0014216	transcript_ENSUAMT00000003756	ENST00000329198.4
OG0014217	transcript_ENSUAMT00000003799	ENST00000231668.13
OG0014218	transcript_ENSUAMT00000040945	ENST00000296953.6
OG0014219	transcript_ENSUAMT00000040941	ENST00000393784.7
OG0014220	transcript_ENSUAMT00000004269	ENST00000239223.3
OG0014221	transcript_ENSUAMT00000032289	ENST00000369800.5
OG0014222	transcript_ENSUAMT00000040363	ENST00000311601.5
OG0014223	transcript_ENSUAMT00000000195	ENST00000393792.2
OG0014224	transcript_ENSUAMT00000034716	ENST00000176763.9
OG0014225	transcript_ENSUAMT00000034263	ENST00000274625.5
OG0014226	transcript_ENSUAMT00000026902	ENST00000434108.5
OG0014227	transcript_ENSUAMT00000022707	ENST00000274629.8
OG0014228	transcript_ENSUAMT00000041300	ENST00000046794.9
OG0014229	transcript_ENSUAMT00000040186	ENST00000306268.6
OG0014230	transcript_ENSUAMT00000040654	ENST00000377365.3
OG0014231	transcript_ENSUAMT00000033876	ENST00000231572.7
OG0014232	transcript_ENSUAMT00000040523	ENST00000393915.8
OG0014233	transcript_ENSUAMT00000040528	ENST00000302764.8
OG0014234	transcript_ENSUAMT00000040531	ENST00000393929.5
OG0014235	transcript_ENSUAMT00000022659	ENST00000393975.3
OG0014236	transcript_ENSUAMT00000010106	ENST00000393977.7
OG0014237	transcript_ENSUAMT00000010100	ENST00000307063.8
OG0014238	transcript_ENSUAMT00000010099	ENST00000522793.5
OG0014239	transcript_ENSUAMT00000016080	ENST00000231228.2
OG0014240	transcript_ENSUAMT00000012738	ENST00000296786.7
OG0014241	transcript_ENSUAMT00000018830	ENST00000523908.5
OG0014242	transcript_ENSUAMT00000018828	ENST00000286307.5
OG0014243	transcript_ENSUAMT00000018826	ENST00000231198.11
OG0014244	transcript_ENSUAMT00000018818	ENST00000517905.1
OG0014245	transcript_ENSUAMT00000018810	ENST00000311946.7
OG0014246	transcript_ENSUAMT00000038047	ENST00000312349.4
OG0014247	transcript_ENSUAMT00000038051	ENST00000422843.7
OG0014248	transcript_ENSUAMT00000038053	ENST00000302938.4
OG0014249	transcript_ENSUAMT00000000932	ENST00000286317.5
OG0014250	transcript_ENSUAMT00000000915	ENST00000307851.8
OG0014251	transcript_ENSUAMT00000032609	ENST00000522693.5
OG0014252	transcript_ENSUAMT00000008087	ENST00000274532.6
OG0014253	transcript_ENSUAMT00000027512	ENST00000439747.7
OG0014254	transcript_ENSUAMT00000027645	ENST00000285873.7
OG0014255	transcript_ENSUAMT00000027669	ENST00000517876.5
OG0014256	transcript_ENSUAMT00000027671	ENST00000326080.9
OG0014257	transcript_ENSUAMT00000027675	ENST00000336314.8
OG0014258	transcript_ENSUAMT00000027676	ENST00000231121.2
OG0014259	transcript_ENSUAMT00000028940	ENST00000322602.9
OG0014260	transcript_ENSUAMT00000030969	ENST00000351797.8
OG0014261	transcript_ENSUAMT00000012741	ENST00000255262.3
OG0014262	transcript_ENSUAMT00000011082	ENST00000394123.7
OG0014263	transcript_ENSUAMT00000034033	ENST00000377713.3
OG0014264	transcript_ENSUAMT00000034055	ENST00000357164.3
OG0014265	transcript_ENSUAMT00000034065	ENST00000355417.6
OG0014266	transcript_ENSUAMT00000034081	ENST00000315050.11
OG0014267	transcript_ENSUAMT00000034084	ENST00000388825.8
OG0014268	transcript_ENSUAMT00000034091	ENST00000526627.1
OG0014269	transcript_ENSUAMT00000004958	ENST00000446090.6
OG0014270	transcript_ENSUAMT00000036728	ENST00000517768.5
OG0014271	transcript_ENSUAMT00000036725	ENST00000394243.5
OG0014272	transcript_ENSUAMT00000036719	ENST00000518797.5
OG0014273	transcript_ENSUAMT00000036709	ENST00000377797.7
OG0014274	transcript_ENSUAMT00000036706	ENST00000328668.7
OG0014275	transcript_ENSUAMT00000035957	ENST00000524041.1
OG0014276	transcript_ENSUAMT00000035951	ENST00000231656.12
OG0014277	transcript_ENSUAMT00000035949	ENST00000261799.8
OG0014278	transcript_ENSUAMT00000035948	ENST00000286301.7
OG0014279	transcript_ENSUAMT00000035945	ENST00000613459.4
OG0014280	transcript_ENSUAMT00000035943	ENST00000296736.3
OG0014281	transcript_ENSUAMT00000035941	ENST00000286298.4
OG0014282	transcript_ENSUAMT00000025080	ENST00000333677.6
OG0014283	transcript_ENSUAMT00000028082	ENST00000261796.3
OG0014284	transcript_ENSUAMT00000028084	ENST00000274569.8
OG0014285	transcript_ENSUAMT00000028305	ENST00000296721.8
OG0014286	transcript_ENSUAMT00000021739	ENST00000515425.5
OG0014287	transcript_ENSUAMT00000040314	ENST00000305988.5
OG0014288	transcript_ENSUAMT00000023525	ENST00000360693.7
OG0014289	transcript_ENSUAMT00000024162	ENST00000340253.9
OG0014290	transcript_ENSUAMT00000036077	ENST00000511717.6
OG0014291	transcript_ENSUAMT00000041234	ENST00000231009.2
OG0014292	transcript_ENSUAMT00000041237	ENST00000381405.4
OG0014293	transcript_ENSUAMT00000018335	ENST00000343017.11
