Orthogroup	ursMar.longCDS.prots	ursArc.longCDS.prots
OG0014140	rna29024	rna13636
OG0014141	rna29030	rna13633
OG0014142	rna22822	rna13628
OG0014143	rna22825	rna13626
OG0014144	rna22826	rna13623
OG0014145	rna22829	rna13593
OG0014146	rna22850	rna13582
OG0014147	rna22851	rna13578
OG0014148	rna22852	rna13579
OG0014149	rna22853	rna13576
OG0014150	rna22854	rna13573
OG0014151	rna22894	rna13524
OG0014152	rna22907	rna13513
OG0014153	rna22909	rna13511
OG0014154	rna22914	rna13506
OG0014155	rna22915	rna13504
OG0014156	rna22917	rna13501
OG0014157	rna22922	rna13494
OG0014158	rna22929	rna13478
OG0014159	rna22931	rna13473
OG0014160	rna22938	rna13467
OG0014161	rna22941	rna13466
OG0014162	rna22955	rna13424
OG0014163	rna35895	rna13398
OG0014164	rna35896	rna13389
OG0014165	rna35906	rna13363
OG0014166	rna35911	rna13361
OG0014167	rna27329	rna13348
OG0014168	rna27330	rna13343
OG0014169	rna27332	rna13335
OG0014170	rna27334	rna13332
OG0014171	rna27339	rna13319
OG0014172	rna27342	rna13318
OG0014173	rna27343	rna13317
OG0014174	rna27344	rna13316
OG0014175	rna27345	rna13315
OG0014176	rna27346	rna13313
OG0014177	rna27351	rna13303
OG0014178	rna27356	rna13295
OG0014179	rna27359	rna13291
OG0014180	rna27365	rna13284
OG0014181	rna13110	rna27970
OG0014182	rna13112	rna27967
OG0014183	rna13113	rna27965
OG0014184	rna13114	rna27960
OG0014185	rna13116	rna27951
OG0014186	rna13119	rna27944
OG0014187	rna13120	rna27942
OG0014188	rna13121	rna27939
OG0014189	rna13126	rna27932
OG0014190	rna13128	rna27931
OG0014191	rna13131	rna27928
OG0014192	rna13132	rna27926
OG0014193	rna13134	rna27924
OG0014194	rna13136	rna27913
OG0014195	rna13142	rna27907
OG0014196	rna13143	rna27904
OG0014197	rna13145	rna27903
OG0014198	rna13147	rna27901
OG0014199	rna13149	rna27899
OG0014200	rna13150	rna27897
OG0014201	rna13152	rna27896
OG0014202	rna13153	rna27894
OG0014203	rna13154	rna27891
OG0014204	rna13156	rna27887
OG0014205	rna13158	rna27886
OG0014206	rna13161	rna27881
OG0014207	rna13162	rna27879
OG0014208	rna13167	rna27875
OG0014209	rna13168	rna27874
OG0014210	rna13170	rna27869
OG0014211	rna13175	rna27862
OG0014212	rna13176	rna27860
OG0014213	rna13177	rna27859
OG0014214	rna13179	rna27855
OG0014215	rna13189	rna27842
OG0014216	rna13194	rna27838
OG0014217	rna13199	rna27835
OG0014218	rna13201	rna27830
OG0014219	rna13209	rna27824
OG0014220	rna13211	rna27821
OG0014221	rna13214	rna27817
OG0014222	rna13219	rna27812
OG0014223	rna13220	rna27810
OG0014224	rna13222	rna27808
OG0014225	rna13226	rna27799
OG0014226	rna13233	rna27789
OG0014227	rna13236	rna27788
OG0014228	rna13238	rna27786
OG0014229	rna13241	rna27784
OG0014230	rna13243	rna27783
OG0014231	rna13250	rna27770
OG0014232	rna13254	rna27751
OG0014233	rna13255	rna27750
OG0014234	rna13256	rna27748
OG0014235	rna13273	rna27720
OG0014236	rna13277	rna27719
OG0014237	rna13282	rna27709
OG0014238	rna13289	rna27705
OG0014239	rna13292	rna27702
OG0014240	rna13293	rna27700
OG0014241	rna13299	rna27682
OG0014242	rna13301	rna27680
OG0014243	rna13302	rna27678
OG0014244	rna13304	rna27673
OG0014245	rna13307	rna27669
OG0014246	rna13310	rna27668
OG0014247	rna13311	rna27664
OG0014248	rna13312	rna27663
OG0014249	rna13313	rna27661
OG0014250	rna13315	rna27660
OG0014251	rna13318	rna27655
OG0014252	rna13321	rna27654
OG0014253	rna13328	rna27643
OG0014254	rna13329	rna27642
OG0014255	rna13331	rna27640
OG0014256	rna13332	rna27639
OG0014257	rna13335	rna27638
OG0014258	rna13338	rna27625
OG0014259	rna13343	rna27621
OG0014260	rna13344	rna27619
OG0014261	rna13350	rna27612
OG0014262	rna13358	rna27603
OG0014263	rna13374	rna27591
OG0014264	rna13375	rna27589
OG0014265	rna13376	rna27586
OG0014266	rna13379	rna27578
OG0014267	rna13382	rna27577
OG0014268	rna13389	rna27552
OG0014269	rna13396	rna27550
OG0014270	rna13398	rna27547
OG0014271	rna13399	rna27544
OG0014272	rna13403	rna27537
OG0014273	rna13404	rna27532
OG0014274	rna13406	rna27531
OG0014275	rna13409	rna27528
OG0014276	rna13410	rna27527
OG0014277	rna13411	rna27524
OG0014278	rna13413	rna27522
OG0014279	rna13414	rna27518
OG0014280	rna13416	rna27516
OG0014281	rna13417	rna27514
OG0014282	rna13421	rna27502
OG0014283	rna13431	rna27495
OG0014284	rna13432	rna27494
OG0014285	rna13434	rna27491
OG0014286	rna13442	rna27483
OG0014287	rna13443	rna27480
OG0014288	rna13445	rna27477
OG0014289	rna13446	rna27470
OG0014290	rna13448	rna27469
OG0014291	rna13452	rna27461
OG0014292	rna13453	rna27460
OG0014293	rna13465	rna27454
OG0014294	rna13466	rna27453
OG0014295	rna13476	rna27444
OG0014296	rna13480	rna27442
OG0014297	rna13482	rna27439
OG0014298	rna13483	rna27438
OG0014299	rna13484	rna27437
OG0014300	rna13488	rna23004
OG0014301	rna13490	rna23002
OG0014302	rna13492	rna22999
OG0014303	rna13493	rna22998
OG0014304	rna13494	rna22993
OG0014305	rna13495	rna22991
OG0014306	rna13496	rna22989
OG0014307	rna13497	rna22979
OG0014308	rna13506	rna22978
OG0014309	rna13507	rna22977
OG0014310	rna13508	rna22973
OG0014311	rna13513	rna22966
OG0014312	rna13516	rna22951
OG0014313	rna13517	rna22949
OG0014314	rna13520	rna22948
OG0014315	rna13526	rna22939
OG0014316	rna13527	rna22937
OG0014317	rna13530	rna22934
OG0014318	rna13532	rna22931
OG0014319	rna13533	rna22930
OG0014320	rna13534	rna22929
OG0014321	rna13535	rna22928
OG0014322	rna13536	rna22926
OG0014323	rna13543	rna22914
OG0014324	rna13547	rna22913
OG0014325	rna13555	rna22901
OG0014326	rna13561	rna22893
OG0014327	rna13569	rna22887
OG0014328	rna13570	rna22881
OG0014329	rna13576	rna22872
OG0014330	rna13577	rna22866
OG0014331	rna13579	rna22864
OG0014332	rna13580	rna22862
OG0014333	rna13581	rna22859
OG0014334	rna13582	rna22850
OG0014335	rna13583	rna22846
OG0014336	rna13591	rna22840
OG0014337	rna13595	rna22837
OG0014338	rna13597	rna22835
OG0014339	rna13608	rna22813
OG0014340	rna13614	rna22803
OG0014341	rna13615	rna22801
OG0014342	rna13616	rna22800
OG0014343	rna13618	rna22796
OG0014344	rna13620	rna22792
OG0014345	rna13625	rna22783
OG0014346	rna13626	rna22781
OG0014347	rna13634	rna22773
OG0014348	rna13635	rna22771
OG0014349	rna13636	rna22769
OG0014350	rna13638	rna22767
OG0014351	rna13639	rna22765
OG0014352	rna13640	rna22760
OG0014353	rna13644	rna22753
OG0014354	rna13647	rna22745
OG0014355	rna10357	rna22726
OG0014356	rna10359	rna22724
OG0014357	rna10364	rna22722
OG0014358	rna10367	rna22720
OG0014359	rna10369	rna22719
OG0014360	rna10370	rna22717
OG0014361	rna10372	rna22713
OG0014362	rna10380	rna22699
OG0014363	rna10385	rna22688
OG0014364	rna10386	rna22685
OG0014365	rna10389	rna22680
OG0014366	rna10392	rna22677
OG0014367	rna10397	rna22663
OG0014368	rna10398	rna22661
OG0014369	rna31656	rna22657
OG0014370	rna31658	rna22655
OG0014371	rna31660	rna22654
OG0014372	rna31662	rna22645
OG0014373	rna31670	rna22634
OG0014374	rna31674	rna22630
OG0014375	rna31675	rna22629
OG0014376	rna31684	rna22624
OG0014377	rna31686	rna22621
OG0014378	rna31687	rna22617
OG0014379	rna31688	rna22615
OG0014380	rna31689	rna22614
OG0014381	rna31694	rna22605
OG0014382	rna31695	rna22603
OG0014383	rna31699	rna22595
OG0014384	rna31700	rna22593
OG0014385	rna31701	rna22592
OG0014386	rna31702	rna22591
OG0014387	rna31703	rna22590
OG0014388	rna31704	rna22588
OG0014389	rna31705	rna22586
OG0014390	rna31706	rna22585
OG0014391	rna31707	rna22580
OG0014392	rna14904	rna46345
OG0014393	rna25057	rna40339
OG0014394	rna25066	rna40354
OG0014395	rna25070	rna40360
OG0014396	rna25074	rna40363
OG0014397	rna25076	rna40369
OG0014398	rna27891	rna40383
OG0014399	rna27893	rna40386
OG0014400	rna27895	rna40388
OG0014401	rna27898	rna40394
OG0014402	rna27899	rna40397
OG0014403	rna27904	rna40406
OG0014404	rna27905	rna40408
OG0014405	rna27906	rna40409
OG0014406	rna27907	rna40412
OG0014407	rna27910	rna40415
OG0014408	rna27921	rna40432
OG0014409	rna27923	rna40443
OG0014410	rna27924	rna40444
OG0014411	rna27929	rna40450
OG0014412	rna27930	rna40451
OG0014413	rna27951	rna40479
OG0014414	rna27952	rna40483
OG0014415	rna27953	rna40485
OG0014416	rna27955	rna40487
OG0014417	rna27962	rna40502
OG0014418	rna27968	rna40510
OG0014419	rna27969	rna40513
OG0014420	rna27971	rna40515
OG0014421	rna12765	rna40878
OG0014422	rna12770	rna40872
OG0014423	rna12771	rna40865
OG0014424	rna12777	rna40864
OG0014425	rna12779	rna40863
OG0014426	rna12783	rna40854
OG0014427	rna12785	rna40853
OG0014428	rna12788	rna40849
OG0014429	rna12793	rna40840
OG0014430	rna12794	rna40837
OG0014431	rna12797	rna40834
OG0014432	rna12799	rna40820
OG0014433	rna12802	rna40819
OG0014434	rna12803	rna40816
OG0014435	rna12804	rna40815
OG0014436	rna12810	rna40809
OG0014437	rna12813	rna40803
OG0014438	rna12824	rna40795
OG0014439	rna12828	rna40789
OG0014440	rna12831	rna40781
OG0014441	rna12834	rna40778
OG0014442	rna12835	rna40775
OG0014443	rna12837	rna40772
OG0014444	rna12847	rna40753
OG0014445	rna12850	rna40748
OG0014446	rna12853	rna40744
OG0014447	rna23430	rna40725
OG0014448	rna23432	rna40724
OG0014449	rna23436	rna40718
OG0014450	rna23437	rna40713
OG0014451	rna34070	rna40710
OG0014452	rna34069	rna40708
OG0014453	rna32665	rna52899
OG0014454	rna32650	rna52923
OG0014455	rna32647	rna52925
OG0014456	rna35918	rna45630
OG0014457	rna35920	rna45628
OG0014458	rna35923	rna45625
OG0014459	rna35927	rna45619
OG0014460	rna35930	rna45613
OG0014461	rna35932	rna45606
OG0014462	rna35940	rna45597
OG0014463	rna35941	rna45596
OG0014464	rna35943	rna45592
OG0014465	rna35946	rna45587
OG0014466	rna35947	rna45580
OG0014467	rna35951	rna45579
OG0014468	rna35954	rna45574
OG0014469	rna35958	rna45567
OG0014470	rna35967	rna45560
OG0014471	rna35979	rna45543
OG0014472	rna35980	rna45532
OG0014473	rna35981	rna45513
OG0014474	rna35996	rna45509
OG0014475	rna3577	rna15677
OG0014476	rna3579	rna15673
OG0014477	rna3581	rna15671
OG0014478	rna3583	rna15669
OG0014479	rna3584	rna15668
OG0014480	rna17699, rna22600	rna14779, rna50268
OG0014481	rna3590	rna15663
OG0014482	rna3591	rna15660
OG0014483	rna3593	rna15656
OG0014484	rna3594	rna15653
OG0014485	rna3598	rna15648
OG0014486	rna3604	rna15645
OG0014487	rna3606	rna15639
OG0014488	rna3609	rna15636
OG0014489	rna3610	rna15635
OG0014490	rna3611	rna15633
OG0014491	rna3618	rna15621
OG0014492	rna3620	rna15620
OG0014493	rna3621	rna15618
OG0014494	rna3622	rna15617
OG0014495	rna3623	rna15615
OG0014496	rna3636	rna15603
OG0014497	rna3638	rna15600
OG0014498	rna3640	rna15598
OG0014499	rna3641	rna15597
OG0014500	rna3642	rna15596
OG0014501	rna3644	rna15594
OG0014502	rna3646	rna15591
OG0014503	rna3648	rna15582
OG0014504	rna3659	rna15573
OG0014505	rna3662	rna15567
OG0014506	rna3668	rna15558
OG0014507	rna3669	rna15557
OG0014508	rna3670	rna15556
OG0014509	rna3672	rna15554
OG0014510	rna3673	rna15553
OG0014511	rna3675	rna15550
OG0014512	rna3678	rna15546
OG0014513	rna3680	rna15543
OG0014514	rna3698	rna15526
OG0014515	rna3699	rna15525
OG0014516	rna3700	rna15524
OG0014517	rna3701	rna15520
OG0014518	rna3702	rna15519
OG0014519	rna3703	rna15518
OG0014520	rna3704	rna15515
OG0014521	rna3708	rna15509
OG0014522	rna3709	rna15505
OG0014523	rna3710	rna15500
OG0014524	rna3713	rna15496
OG0014525	rna3715	rna15494
OG0014526	rna3716	rna15493
OG0014527	rna3718	rna15488
OG0014528	rna3719	rna15485
OG0014529	rna3720	rna15484
OG0014530	rna3722	rna15482
OG0014531	rna3725	rna15481
OG0014532	rna3727	rna15477
OG0014533	rna3730	rna15474
OG0014534	rna3733	rna15470
OG0014535	rna3734	rna15466
OG0014536	rna3738	rna15463
OG0014537	rna3741	rna15453
OG0014538	rna3744	rna15450
OG0014539	rna3745	rna15448
OG0014540	rna3748	rna15440
OG0014541	rna3751	rna15435
OG0014542	rna3752	rna15434
OG0014543	rna3753	rna15433
OG0014544	rna3755	rna15429
OG0014545	rna3756	rna15427
OG0014546	rna3757	rna15426
OG0014547	rna3763	rna15420
OG0014549	rna3773	rna15410
OG0014550	rna3776	rna15408
OG0014551	rna3778	rna15404
OG0014552	rna3789	rna15395
OG0014553	rna3790	rna15394
OG0014554	rna3791	rna15391
OG0014555	rna3796	rna15384
OG0014556	rna3800	rna15383
OG0014557	rna3808	rna15373
OG0014558	rna3810	rna15369
OG0014559	rna3815	rna15357
OG0014560	rna3816	rna15356
OG0014561	rna33459	rna15355
OG0014562	rna3818	rna15354
OG0014563	rna3820	rna15343
OG0014564	rna3822	rna15337
OG0014565	rna3829	rna15330
OG0014566	rna3831	rna15327
OG0014567	rna3835	rna15324
OG0014568	rna3840	rna15323
OG0014569	rna3841	rna15322
OG0014570	rna3843	rna15320
OG0014571	rna3845	rna15319
OG0014572	rna3846	rna15314
OG0014573	rna3850	rna15311
OG0014574	rna3852	rna15309
OG0014575	rna3854	rna15307
OG0014576	rna3855	rna15306
OG0014577	rna3856	rna15305
OG0014578	rna3860	rna15302
OG0014579	rna3862	rna15301
OG0014580	rna3863	rna15300
OG0014581	rna3870	rna15290
OG0014582	rna3871	rna15281
OG0014583	rna3872	rna15275
OG0014584	rna3876	rna15268
OG0014585	rna33364	rna15256
OG0014586	rna33360	rna15250
OG0014587	rna33358	rna15244
OG0014588	rna33357	rna15243
OG0014589	rna33356	rna15242
OG0014590	rna33354	rna15240
OG0014591	rna35612	rna15236
OG0014592	rna35617	rna15232
OG0014593	rna35622	rna15222
OG0014594	rna7692	rna15214
OG0014595	rna7695	rna15210
OG0014596	rna7696	rna15209
OG0014597	rna7697	rna15202
OG0014598	rna7698	rna15200
OG0014599	rna7699	rna15198
OG0014600	rna7701	rna15197
OG0014601	rna7702	rna15192
OG0014602	rna7707	rna15187
OG0014603	rna7716	rna15176
OG0014604	rna7719	rna15179
OG0014605	rna7724	rna15165
OG0014606	rna7726	rna15164
OG0014607	rna7747	rna15142
OG0014608	rna7756	rna15130
OG0014609	rna7757	rna15129
OG0014610	rna7762	rna15125
OG0014611	rna7763	rna15124
OG0014612	rna7764	rna15121
OG0014613	rna7769	rna15101
OG0014614	rna7771	rna15099
OG0014615	rna7773	rna15097
OG0014616	rna7775	rna15094
OG0014617	rna7789	rna15080
OG0014618	rna7794	rna15075
OG0014619	rna7796	rna15073
OG0014620	rna7797	rna15071
OG0014621	rna7798	rna15069
OG0014622	rna7799	rna15068
OG0014623	rna7803	rna15063
OG0014624	rna7807	rna15055
OG0014625	rna7815	rna15042
OG0014626	rna7819	rna15033
OG0014627	rna7820	rna15031
OG0014628	rna7822	rna15028
OG0014629	rna7826	rna15030
OG0014630	rna28341	rna15027
OG0014631	rna28337	rna15020
OG0014632	rna28334	rna15018
OG0014633	rna28329	rna15014
OG0014634	rna28327	rna15012
OG0014635	rna28322	rna15009
OG0014636	rna28321	rna15007
OG0014637	rna28320	rna15005
OG0014638	rna28319	rna15004
OG0014639	rna28317	rna15002
OG0014640	rna28314	rna15000
OG0014641	rna28313	rna14997
OG0014642	rna28310	rna14993
OG0014643	rna28309	rna14991
OG0014644	rna28307	rna14988
OG0014645	rna28306	rna14987
OG0014646	rna28305	rna14986
OG0014647	rna28302	rna14983
OG0014648	rna28298	rna14976
OG0014649	rna28297	rna14975
OG0014650	rna28296	rna14974
OG0014651	rna28288	rna14964
OG0014652	rna28285	rna14963
OG0014653	rna28283	rna14959
OG0014654	rna28282	rna14958
OG0014655	rna28280	rna14953
OG0014656	rna28273	rna14946
OG0014657	rna28272	rna14944
OG0014658	rna28271	rna14942
OG0014659	rna28269	rna14939
OG0014660	rna28267	rna14937
OG0014661	rna28261	rna14927
OG0014662	rna15159	rna45945
OG0014663	rna15160	rna45940
OG0014664	rna15164	rna45938
OG0014665	rna15165	rna45937
OG0014666	rna15167	rna45932
OG0014667	rna15168	rna45931
OG0014668	rna15175	rna45924
OG0014669	rna15177	rna45923
OG0014670	rna15181	rna45911
OG0014671	rna15182	rna45908
OG0014672	rna15183	rna45909
OG0014673	rna15185	rna45902
OG0014674	rna28260	rna14926
OG0014675	rna28254	rna14918
OG0014676	rna28253	rna14917
OG0014677	rna28251	rna14914
OG0014678	rna28247	rna14910
OG0014679	rna28239	rna14904
OG0014680	rna28232	rna14895
OG0014681	rna28229	rna14892
OG0014682	rna28228	rna14890
OG0014683	rna28224	rna14888
OG0014684	rna28223	rna14886
OG0014685	rna28222	rna14884
OG0014686	rna28217	rna14875
OG0014687	rna28213	rna14869
OG0014688	rna28212	rna14867
OG0014689	rna28206	rna14859
OG0014690	rna28205	rna14858
OG0014691	rna28201	rna14854
OG0014692	rna28200	rna14853
OG0014693	rna28197	rna14852
OG0014694	rna28190	rna14837
OG0014695	rna28169	rna14829
OG0014696	rna28164	rna14826
OG0014697	rna28163	rna14825
OG0014698	rna28161	rna14823
OG0014699	rna28156	rna14819
OG0014700	rna28155	rna14818
OG0014701	rna28154	rna14817
OG0014702	rna28149	rna14811
OG0014703	rna28147	rna14809
OG0014704	rna28146	rna14808
OG0014705	rna28145	rna14803
OG0014706	rna28143	rna14801
OG0014707	rna28141	rna54210
OG0014709	rna28131	rna41586
OG0014710	rna28130	rna41585
OG0014711	rna28129	rna41584
OG0014712	rna28128	rna41583
OG0014713	rna28127	rna41581
OG0014714	rna28126	rna41580
OG0014715	rna28124	rna41578
OG0014716	rna28113	rna41571
OG0014717	rna28112	rna41570
OG0014718	rna28111	rna41569
OG0014719	rna28109	rna41566
OG0014720	rna28107	rna41563
OG0014721	rna28104	rna41557
OG0014722	rna28103	rna41556
OG0014723	rna28102	rna41555
OG0014724	rna28099	rna41550
OG0014725	rna28094	rna41535
OG0014726	rna28087	rna41523
OG0014727	rna28082	rna41520
OG0014728	rna28080	rna41511
OG0014729	rna28079	rna41508
OG0014730	rna28075	rna41504
OG0014731	rna28073	rna41502
OG0014732	rna28072	rna41501
OG0014733	rna28070	rna41494
OG0014734	rna28069	rna41490
OG0014735	rna28067	rna41481
OG0014736	rna28066	rna41480
OG0014737	rna28065	rna41475
OG0014738	rna28063	rna41472
OG0014739	rna28059	rna41470
OG0014740	rna28058	rna41469
OG0014741	rna28056	rna41467
OG0014742	rna28054	rna41465
OG0014743	rna28051	rna41459
OG0014744	rna28048	rna41454
OG0014745	rna28044	rna41451
OG0014746	rna25277	rna41448
OG0014747	rna25276	rna41447
OG0014748	rna25263	rna41428
OG0014749	rna25262	rna41426
OG0014750	rna25261	rna41424
OG0014751	rna25259	rna41421
OG0014752	rna25256	rna41418
OG0014753	rna25253	rna41416
OG0014754	rna25248	rna41409
OG0014755	rna25247	rna41408
OG0014756	rna25245	rna41404
OG0014757	rna25243	rna41403
OG0014758	rna25239	rna41399
OG0014759	rna25238	rna41398
OG0014760	rna25237	rna41397
OG0014761	rna25235	rna41393
OG0014762	rna25233	rna41386
OG0014763	rna25232	rna41384
OG0014764	rna25231	rna41382
OG0014765	rna25230	rna41379
OG0014766	rna25229	rna41378
OG0014767	rna25223	rna41368
OG0014768	rna25220	rna41365
OG0014769	rna25217	rna41361
OG0014770	rna25216	rna41357
OG0014771	rna25215	rna41355
OG0014772	rna25213	rna41352
OG0014773	rna25211	rna41342
OG0014774	rna25204	rna41334
OG0014775	rna25203	rna41330
OG0014776	rna25202	rna41327
OG0014777	rna25200	rna41326
OG0014778	rna25199	rna41323
OG0014779	rna25198	rna41322
OG0014780	rna25195	rna41317
OG0014781	rna25192	rna41315
OG0014782	rna25191	rna41314
OG0014783	rna25190	rna41312
OG0014784	rna25189	rna41311
OG0014785	rna25186	rna41308
OG0014786	rna25184	rna41305
OG0014787	rna25183	rna41303
OG0014788	rna25181	rna41296
OG0014789	rna25179	rna41295
OG0014790	rna25177	rna41291
OG0014791	rna25175	rna41287
OG0014792	rna25170	rna41283
OG0014793	rna25162	rna41276
OG0014794	rna25161	rna41274
OG0014795	rna25157	rna41268
OG0014796	rna25155	rna41258
OG0014797	rna25148	rna41250
OG0014798	rna25143	rna41249
OG0014799	rna25142	rna41247
OG0014800	rna25141	rna41242
OG0014801	rna25138	rna41236
OG0014802	rna25137	rna41234
OG0014803	rna25134	rna41227
OG0014804	rna25133	rna41224
OG0014805	rna25131	rna41218
OG0014806	rna25129	rna41211
OG0014807	rna25128	rna41209
OG0014808	rna25119	rna41199
OG0014809	rna25118	rna41198
OG0014810	rna25117	rna41193
OG0014811	rna25115	rna41188
OG0014812	rna25114	rna41185
OG0014813	rna25112	rna41180
OG0014814	rna25111	rna41177
OG0014815	rna25109	rna41171
OG0014816	rna25107	rna41157
OG0014817	rna25105	rna41150
OG0014818	rna25104	rna41149
OG0014819	rna25103	rna41147
OG0014820	rna25102	rna41144
OG0014821	rna25097	rna41138
OG0014822	rna25096	rna41137
OG0014823	rna25093	rna41129
OG0014824	rna25088	rna41125
OG0014825	rna25086	rna41123
OG0014826	rna32954	rna53744
OG0014827	rna20823	rna53283
OG0014829	rna12380	rna13062, rna24384
OG0014832	rna4782	rna42576
OG0014833	gene16283	id588045
OG0014834	rna9512	rna10021
OG0014836	gene24358	id589846
OG0014839	rna14982	rna46248
OG0014841	rna5668	rna11200
OG0014842	rna34381	rna43057, rna43056
OG0014843	rna32965, rna3884	rna6759
OG0014844	rna30881	rna31145
OG0014844	rna29116	rna34063
OG0014845	rna8294	rna19584
OG0014846	gene16284, gene23813	id45843
OG0014848	rna34489	rna43248
OG0014848	rna34490	rna43249
OG0014850	rna8427	rna21272
OG0014853	gene13918	id35544
OG0014853	gene13917	id35547
OG0014854	gene16286	id584465
OG0014854	gene16282	id584469
OG0014855	rna29867	rna53857
OG0014855	rna33348, rna29861	rna53414
OG0014857	rna15935	rna35100
OG0014858	rna15932	rna35097
OG0014859	rna15919	rna35079
OG0014860	rna15872	rna35002
OG0014861	rna15869	rna34997
OG0014862	rna15779	rna34854
OG0014863	rna15770	rna34842
OG0014864	rna15701	rna34729
OG0014865	rna15690	rna34715
OG0014866	rna15679	rna34694
OG0014868	rna15626	rna34628
OG0014869	rna15590	rna34571
OG0014870	rna15577	rna34552
OG0014872	rna15535	rna34490
OG0014873	rna35145	rna34442
OG0014874	rna35128	rna34419
OG0014875	rna35119	rna34411
OG0014877	rna21194	rna13219
OG0014878	rna21184	rna13212
OG0014879	rna21173	rna13194
OG0014880	rna21140	rna13130
OG0014882	rna21086	rna13060
OG0014883	rna21084	rna13057
OG0014885	rna21048	rna13005
OG0014887	rna21042	rna12994
OG0014888	rna21023	rna12972
OG0014889	rna20998	rna12931
OG0014890	rna20939	rna12844
OG0014891	rna20934	rna12838
OG0014892	rna11490	rna12807
OG0014894	rna11458	rna12761
OG0014895	rna11455	rna12757
OG0014896	rna11440	rna12732
OG0014897	rna11404	rna12688
OG0014900	rna11314	rna12533
OG0014901	rna11297	rna12498
OG0014903	rna11249	rna12425
OG0014904	rna11208	rna12375
OG0014905	rna19311	rna12339
OG0014906	rna19296	rna12317
OG0014907	rna19234	rna12214
OG0014909	rna26461	rna46860
OG0014910	rna26482	rna46835
OG0014911	rna26505	rna46813
OG0014912	rna26550	rna46764
OG0014913	rna19339	rna45798
OG0014914	rna19338	rna45796
OG0014916	rna33369	rna45771
OG0014917	rna33380	rna45759
OG0014919	rna30587	rna51556
OG0014921	rna16937	rna48860
OG0014922	rna16933	rna48857
OG0014923	rna16931	rna48855
OG0014924	rna16930	rna48854
OG0014925	rna16925	rna48850
OG0014929	rna5887	rna26741
OG0014930	rna17161	rna26715
OG0014931	rna17173	rna26701
OG0014932	rna6889	rna6751
OG0014933	rna6897	rna6736
OG0014935	rna6939	rna6668
OG0014936	rna6943	rna6657
OG0014937	rna7015	rna6537
OG0014939	rna7046	rna6503
OG0014943	rna7197	rna6336
OG0014944	rna7352	rna6102
OG0014945	rna7357	rna6095
OG0014947	rna7436	rna5986
OG0014948	rna7466	rna5931
OG0014949	rna7503	rna5876
OG0014950	rna7550	rna5817
OG0014951	rna7566	rna5790
OG0014952	rna11175	rna5753
OG0014956	rna11087	rna5608
OG0014957	rna11052	rna5563
OG0014958	rna11048	rna5558
OG0014959	rna10998	rna5466
OG0014961	rna10964	rna5423
OG0014963	rna10914	rna5357
OG0014964	rna10897	rna5319
OG0014966	rna10865	rna5279
OG0014968	rna10854	rna5257
OG0014970	rna10833	rna5206
OG0014972	rna10822	rna5187
OG0014973	rna34559	rna52352
OG0014976	rna31172	rna32104
OG0014977	rna8994	rna32198
OG0014978	rna8997	rna32202
OG0014980	rna9126	rna32389
OG0014983	rna9256	rna32548
OG0014984	rna30534	rna32562
OG0014985	rna30528	rna32571
OG0014987	rna30491	rna32627
OG0014988	rna30453	rna32676
OG0014989	rna33632	rna47056
OG0014990	rna6608	rna46897
OG0014991	rna6596	rna46888
OG0014992	rna29117	rna51865
OG0014993	rna29122	rna51871
OG0014994	rna29134	rna51879
OG0014995	rna29150	rna51901
OG0014996	rna29157	rna51905
OG0014998	rna29162	rna51908
OG0014999	rna34012	rna54304, rna54303
OG0015000	rna29203	rna51948
OG0015001	rna29206	rna51949
OG0015002	rna29218	rna51962
OG0015003	rna29237	rna53188
OG0015004	rna29238	rna53187
OG0015005	rna32936	rna52685
OG0015007	rna32775	rna50941
OG0015009	rna32809	rna50892
OG0015011	rna32853	rna50862
OG0015013	rna23696	rna50777
OG0015015	rna4268	rna50628
OG0015016	rna4216	rna50702
OG0015017	rna4212	rna50710
OG0015018	rna4211	rna50711
OG0015019	rna4183	rna43778
OG0015020	rna4179	rna43780
OG0015023	rna4144	rna43843
OG0015024	rna4136	rna43856
OG0015025	rna4129	rna43868
OG0015026	rna4062	rna43968
OG0015032	rna3948	rna44148
OG0015033	rna3945	rna44155
OG0015037	rna8970	rna44333
OG0015038	rna8946	rna44373
OG0015039	rna8935	rna44391
OG0015040	rna8867	rna44497
OG0015041	rna8866	rna44499
OG0015042	rna34200	rna46717
OG0015043	rna35364	rna54150
OG0015044	rna35355	rna46667
OG0015045	rna35334	rna46637
OG0015046	rna35324	rna46622
OG0015047	rna35305	rna46602
OG0015048	rna35283	rna46575
OG0015049	rna35249	rna46538
OG0015050	rna35243	rna46533
OG0015051	rna35214	rna46492
OG0015052	rna32180	rna46443
OG0015054	rna9322	rna46437
OG0015056	rna9299	rna46389
OG0015058	rna9284	rna46372
OG0015060	rna24907	rna8841
OG0015061	rna24861	rna8877
OG0015063	rna24810	rna9008
OG0015064	rna24808	rna9011
OG0015065	rna24790	rna9028
OG0015066	rna24690	rna9185
OG0015067	rna24653	rna9243
OG0015069	rna24609	rna9316
OG0015070	rna24570	rna9371
OG0015071	rna24549	rna9394
OG0015074	rna10194	rna9507
OG0015075	rna24989	rna8728
OG0015079	rna25010	rna8695
OG0015083	rna33789	rna36090
OG0015084	rna527	rna8261
OG0015085	rna15480	rna39860
OG0015086	rna15501	rna39822
