Orthogroup	ursMar.longCDS.prots	ailMel.longCDS.prots
OG0010334	rna30361	rna-XM_002925357.4
OG0010335	rna30362	rna-XM_034646131.1
OG0010336	rna30363	rna-XM_034646136.1
OG0010337	rna30364	rna-XM_034646138.1
OG0010338	rna30365	rna-XM_034646133.1
OG0010339	rna30367	rna-XM_002925354.4
OG0010340	rna30368	rna-XM_019806099.2
OG0010341	rna30370	rna-XM_011232514.3
OG0010342	rna30371	rna-XM_034646160.1
OG0010343	rna30372	rna-XM_019806087.1
OG0010344	rna30373	rna-XM_002925352.3
OG0010345	rna31896	rna-XM_034644832.1
OG0010346	rna31897	rna-XM_034645424.1
OG0010347	rna31906	rna-XM_034645960.1
OG0010348	rna31907	rna-XM_034645325.1
OG0010349	rna31909	rna-XM_011221633.3
OG0010350	rna31910	rna-XM_034646241.1
OG0010351	rna31913	rna-XM_034646583.1
OG0010352	rna31914	rna-XM_034646585.1
OG0010353	rna31916	rna-XM_011221631.3
OG0010354	rna31918	rna-XM_034646587.1
OG0010355	rna31920	rna-XM_034644833.1
OG0010356	rna31921	rna-XM_034645519.1
OG0010357	rna31924	rna-XM_034645521.1
OG0010358	rna31926	rna-XM_034645591.1
OG0010359	rna31928	rna-XM_034645588.1
OG0010360	rna31929	rna-XM_034645590.1
OG0010361	rna31930	rna-XM_019796925.2
OG0010362	rna31931	rna-XM_034645586.1
OG0010363	rna31934	rna-XM_002916664.4
OG0010364	rna31935	rna-XM_034645582.1
OG0010365	rna31945	rna-XM_034644834.1
OG0010366	rna31946	rna-XM_002916709.2
OG0010367	rna31948	rna-XM_019796920.2
OG0010368	rna31950	rna-XM_034646625.1
OG0010369	rna31951	rna-XM_034645575.1
OG0010370	rna31952	rna-XM_034645574.1
OG0010371	rna31954	rna-XM_011221614.3
OG0010372	rna31965	rna-XM_002916658.4
OG0010373	rna31974	rna-XM_034645301.1
OG0010374	rna31976	rna-XM_002916653.4
OG0010375	rna31977	rna-XM_002916652.4
OG0010376	rna31979	rna-XM_034645305.1
OG0010377	rna31980	rna-XM_019796906.2
OG0010378	rna31981	rna-XM_011221587.3
OG0010379	rna31983	rna-XM_002916648.4
OG0010380	rna31984	rna-XM_002916647.4
OG0010381	rna31986	rna-XM_019796877.2
OG0010382	rna31993	rna-XM_019796901.2
OG0010383	rna31996	rna-XM_034645292.1
OG0010384	rna31997	rna-XM_034646539.1
OG0010385	rna31998	rna-XM_034644946.1
OG0010386	rna31999	rna-XM_034644939.1
OG0010387	rna32003	rna-XM_002916639.4
OG0010388	rna32005	rna-NM_001304889.1
OG0010389	rna32007	rna-XM_034644837.1
OG0010390	rna32008	rna-XM_002916695.4
OG0010391	rna32009	rna-XM_034645046.1
OG0010392	rna32010	rna-XM_034645037.1
OG0010393	rna32011	rna-XM_034644838.1
OG0010394	rna32012	rna-XM_019796895.2
OG0010395	rna32015	rna-XM_011221566.3
OG0010396	rna32016	rna-XM_034645997.1
OG0010397	rna32017	rna-XM_034645994.1
OG0010398	rna32018	rna-XM_034645658.1
OG0010399	rna32024	rna-XM_002916630.4
OG0010400	rna32026	rna-XM_034644957.1
OG0010401	rna32027	rna-XM_002916689.4
OG0010402	rna32031	rna-XM_002916627.4
OG0010403	rna32033	rna-XM_002916625.4
OG0010404	rna32034	rna-XM_011221558.3
OG0010405	rna32036	rna-XM_034645706.1
OG0010406	rna32038	rna-XM_011221554.3
OG0010407	rna32041	rna-XM_019796886.2
OG0010408	rna32045	rna-XM_034645767.1
OG0010409	rna32046	rna-XM_034644840.1
OG0010410	rna32047	rna-XM_034644649.1
OG0010411	rna32052	rna-XM_034644653.1
OG0010412	rna32057	rna-XM_019796880.2
OG0010413	rna32059	rna-XM_002916680.3
OG0010414	rna32060	rna-XM_002916615.4
OG0010415	rna32062	rna-XM_002916614.4
OG0010416	rna32064	rna-XM_034646212.1
OG0010417	rna32065	rna-XM_002916612.4
OG0010418	rna32066	rna-XM_011235498.3
OG0010419	rna32072	rna-XM_011235494.3
OG0010420	rna32078	rna-XM_002927808.4
OG0010421	rna32081	rna-XM_019808545.2
OG0010422	rna32083	rna-XM_034645354.1
OG0010423	rna32084	rna-XM_002927796.4
OG0010424	rna32088	rna-XM_034644623.1
OG0010425	rna32089	rna-XM_034644625.1
OG0010426	rna32090	rna-XM_019808538.2
OG0010427	rna32091	rna-XM_034644622.1
OG0010428	rna32093	rna-XM_002927802.3
OG0010429	rna32096	rna-XM_002927791.4
OG0010430	rna32098	rna-XM_034645718.1
OG0010431	rna32099	rna-XM_011227537.3
OG0010432	rna32107	rna-XM_011227540.3
OG0010433	rna32108	rna-XM_011227541.3
OG0010434	rna32111	rna-XM_002921279.4
OG0010435	rna32115	rna-XM_011227549.3
OG0010436	rna32117	rna-XM_002921305.4
OG0010437	rna32118	rna-XM_034645476.1
OG0010438	rna32119	rna-XM_002921282.4
OG0010439	rna32121	rna-XM_011227554.3
OG0010440	rna32126	rna-XM_034645507.1
OG0010441	rna32129	rna-XM_034644874.1
OG0010442	rna32137	rna-XM_034644881.1
OG0010443	rna32139	rna-XM_002921295.4
OG0010444	rna32141	rna-XM_034645528.1
OG0010445	rna32145	rna-XM_034644845.1
OG0010446	rna32156	rna-XM_002929292.4
OG0010447	rna32159	rna-XM_034645050.1
OG0010448	rna21528	rna-XM_019793574.2
OG0010449	rna21524	rna-XM_034646267.1
OG0010450	rna21522	rna-XM_034644999.1
OG0010451	rna21519	rna-XM_011235601.2
OG0010452	rna21516	rna-XM_034645058.1
OG0010453	rna21512	rna-XM_019802755.2
OG0010454	rna21507	rna-XM_011228684.3
OG0010455	rna21503	rna-XM_034645288.1
OG0010456	rna21501	rna-XM_034646232.1
OG0010457	rna21497	rna-XM_034646235.1
OG0010458	rna21495	rna-XM_034644593.1
OG0010459	rna21494	rna-XM_002920124.4
OG0010460	rna21492	rna-XM_002920138.4
OG0010461	rna21488	rna-XM_019800607.2
OG0010462	rna21486	rna-XM_019800606.1
OG0010463	rna21485	rna-XM_019800600.2
OG0010464	rna21480	rna-XM_034646222.1
OG0010465	rna21478	rna-XM_019800599.2
OG0010466	rna21476	rna-XM_034645763.1
OG0010467	rna21473	rna-XM_034646382.1
OG0010468	rna21468	rna-XM_034644855.1
OG0010469	rna21464	rna-XM_034644856.1
OG0010470	rna21462	rna-XM_019800587.2
OG0010471	rna21455	rna-XM_034644859.1
OG0010472	rna21452, rna21453	rna-XM_034644860.1
OG0010473	rna21442	rna-XM_034646420.1
OG0010474	rna21439	rna-NM_001304857.1
OG0010475	rna21438	rna-XM_034645263.1
OG0010476	rna21437	rna-XM_034645266.1
OG0010477	rna21436	rna-XM_034646494.1
OG0010478	rna21434	rna-XM_034646485.1
OG0010479	rna21433	rna-XM_034646483.1
OG0010480	rna21432	rna-XM_034645212.1
OG0010481	rna21430	rna-XM_034644870.1
OG0010482	rna21429	rna-XM_034644863.1
OG0010483	rna21428	rna-XM_034646597.1
OG0010484	rna21427	rna-XM_034646598.1
OG0010485	rna21426	rna-XM_034646592.1
OG0010486	rna21425	rna-XM_034645010.1
OG0010487	rna21421	rna-XM_034645005.1
OG0010488	rna21415	rna-XM_034644865.1
OG0010489	rna21413	rna-XM_034645732.1
OG0010490	rna21407	rna-XM_034644920.1
OG0010491	rna21404	rna-XM_002930618.4
OG0010492	rna21399	rna-XM_034645900.1
OG0010493	rna21397	rna-XM_002930616.4
OG0010494	rna21394	rna-XM_034645391.1
OG0010495	rna21392	rna-XM_002930615.3
OG0010496	rna30067	rna-XM_002931397.2
OG0010497	rna35712	rna-XM_011237499.3, rna-XM_034651998.1
OG0010498	rna15957	rna-XM_034652532.1
OG0010499	rna19989	rna-XM_034669651.1
OG0010500	rna19993	rna-XM_034669658.1
OG0010501	rna19994	rna-XM_002924082.3
OG0010502	rna19995	rna-XM_034669664.1
OG0010503	rna19998	rna-XM_011230859.3
OG0010504	rna20000	rna-XM_034669663.1
OG0010505	rna20002	rna-XM_034669667.1
OG0010506	rna20003	rna-XM_034669670.1
OG0010507	rna20004	rna-XM_034669680.1
OG0010508	rna20005	rna-XM_019804711.2
OG0010509	rna20007	rna-XM_034669691.1
OG0010510	rna20010	rna-XM_002930516.4
OG0010511	rna20011	rna-XM_011217342.3
OG0010512	rna20012	rna-XM_034669702.1
OG0010513	rna20017	rna-XM_034669709.1
OG0010514	rna20020	rna-XM_019792962.1
OG0010515	rna20022	rna-XM_034669718.1
OG0010516	rna20027	rna-XM_034669731.1
OG0010517	rna20028	rna-XM_034669733.1
OG0010518	rna20047	rna-XM_011221332.2
OG0010519	rna20048	rna-XM_011221304.3
OG0010520	rna20050	rna-XM_034669750.1
OG0010521	rna20054	rna-XM_034669752.1
OG0010522	rna20055	rna-XM_034669757.1
OG0010523	rna20056	rna-XM_034669756.1
OG0010524	rna20057	rna-XM_034669764.1
OG0010525	rna20063	rna-XM_002916465.4
OG0010526	rna20075	rna-XM_034669780.1
OG0010527	rna20082	rna-XM_034669526.1
OG0010528	rna20083	rna-XM_002916467.4
OG0010529	rna20084	rna-XM_011221324.3
OG0010530	rna20089	rna-XM_034669784.1
OG0010531	rna20091	rna-XM_011221338.3
OG0010532	rna20093	rna-XM_034669786.1
OG0010533	rna20096	rna-XM_034669787.1
OG0010534	rna20097	rna-XM_002927568.4
OG0010535	rna20098	rna-XM_011235171.3
OG0010536	rna20099	rna-XM_034669795.1
OG0010537	rna20100	rna-XM_002927573.4
OG0010538	rna20106	rna-XM_034669541.1
OG0010539	rna20107	rna-XM_034669801.1
OG0010540	rna20108	rna-XM_034669802.1
OG0010541	rna20110	rna-XM_019808273.2
OG0010542	rna20111	rna-XM_019808272.2
OG0010543	rna20113	rna-XM_002924207.4
OG0010544	rna20114	rna-XM_034669527.1
OG0010545	rna20115	rna-XM_034669810.1
OG0010546	rna20120	rna-XM_019804825.2
OG0010547	rna20123	rna-XM_034669833.1
OG0010548	rna20124	rna-XM_034669844.1
OG0010549	rna20126	rna-XM_002924193.4
OG0010550	rna20128	rna-XM_034669838.1
OG0010551	rna20135	rna-XM_002924200.4
OG0010552	rna20136	rna-XM_019804802.2
OG0010553	rna20148	rna-XM_002924189.4
OG0010554	rna20149	rna-XM_002924188.4
OG0010555	rna20156	rna-XM_034669870.1
OG0010556	rna20157	rna-XM_019793766.2
OG0010557	rna20158	rna-XM_034669871.1
OG0010558	rna20159	rna-XM_002930411.4
OG0010559	rna20168	rna-XM_034669866.1
OG0010560	rna20174	rna-XM_002930407.4
OG0010561	rna20175	rna-XM_034669878.1
OG0010562	rna20176	rna-XM_034669876.1
OG0010563	rna20177	rna-XM_002930403.4
OG0010564	rna20178	rna-XM_034669879.1
OG0010565	rna20186	rna-XM_011234852.3
OG0010566	rna20187	rna-XM_034669888.1
OG0010567	rna20188	rna-XM_002927310.4
OG0010568	rna20191	rna-XM_034669884.1
OG0010569	rna20195	rna-XM_034669890.1
OG0010570	rna20201	rna-XM_011234860.2
OG0010571	rna20202	rna-XM_034669902.1
OG0010572	rna20204	rna-XM_002927309.4
OG0010573	rna20206	rna-XM_034669904.1
OG0010574	rna20207	rna-XM_011234841.3
OG0010575	rna20209	rna-XM_034669907.1
OG0010576	rna20216	rna-XM_034669905.1
OG0010577	rna20218	rna-XM_002927304.4
OG0010578	rna20219	rna-XM_034669906.1
OG0010579	rna20222	rna-XM_034669914.1
OG0010580	rna20225	rna-XM_034669908.1
OG0010581	rna20226	rna-XM_034669918.1
OG0010582	rna20228	rna-XM_011234836.3
OG0010583	rna20232	rna-XM_034669919.1
OG0010584	rna20233	rna-XM_002927294.4
OG0010585	rna20236	rna-XM_034669923.1
OG0010586	rna20237	rna-XM_011234831.3
OG0010587	rna20238	rna-XM_034669932.1
OG0010588	rna20242	rna-XM_002930603.4
OG0010589	rna20243	rna-XM_034669940.1
OG0010590	rna20245	rna-XM_034669533.1
OG0010591	rna20248	rna-XM_034669946.1
OG0010592	rna20250	rna-XM_034669951.1
OG0010593	rna20251	rna-XM_034669948.1
OG0010594	rna20258	rna-XM_034669953.1
OG0010595	rna20260	rna-XM_034669956.1
OG0010596	rna20262	rna-XM_034669535.1
OG0010597	rna20264	rna-XM_019806520.2
OG0010598	rna20266	rna-XM_034669971.1
OG0010599	rna20267	rna-XM_002925812.4
OG0010600	rna20268	rna-XM_034669970.1
OG0010601	rna20269	rna-XM_002925813.4
OG0010602	rna20272	rna-XM_034669974.1
OG0010603	rna20273	rna-XM_034669972.1
OG0010604	rna20278	rna-XM_002925817.4
OG0010605	rna20279	rna-XM_019804047.2
OG0010606	rna20281	rna-NM_001304892.1
OG0010607	rna20283	rna-XM_019804048.2
OG0010608	rna20287	rna-XM_002923469.4
OG0010609	rna20289	rna-XM_002923470.4
OG0010610	rna20290	rna-XM_002923471.4
OG0010611	rna20291	rna-XM_002923472.4
OG0010612	rna20294	rna-XM_034669987.1
OG0010613	rna20295	rna-XM_011230157.2
OG0010614	rna20296	rna-XM_019804049.2
OG0010615	rna20298	rna-XM_034669537.1
OG0010616	rna20299	rna-XM_034669988.1
OG0010617	rna20302	rna-XM_002923474.4
OG0010618	rna20304	rna-XM_011230167.3
OG0010619	rna20305	rna-XM_034669538.1
OG0010620	rna20306	rna-XM_002923475.4
OG0010621	rna20307	rna-XM_002923476.4
OG0010622	rna20310	rna-XM_002923477.4
OG0010623	rna20312	rna-XM_002923489.3
OG0010624	rna20314	rna-XM_002920089.3
OG0010625	rna20320	rna-XM_034670000.1
OG0010626	rna20323	rna-XM_034670006.1
OG0010627	rna20324	rna-XM_034670002.1
OG0010628	rna20327	rna-XM_034670011.1
OG0010629	rna20328	rna-XM_011226030.3
OG0010630	rna20335	rna-XM_034670019.1
OG0010631	rna20337	rna-XM_011226022.3
OG0010632	rna20341	rna-XM_034670021.1
OG0010633	rna20345	rna-XM_002926896.4
OG0010634	rna20346	rna-XM_002926897.4
OG0010635	rna20351	rna-XM_034670037.1
OG0010636	rna20360	rna-XM_034670043.1
OG0010637	rna20368	rna-XM_034670046.1
OG0010638	rna20373	rna-XM_002925795.4
OG0010639	rna20378	rna-XM_019806507.2
OG0010640	rna20379	rna-XM_002925799.4
OG0010641	rna20381	rna-XM_034670057.1
OG0010642	rna20391	rna-XM_034670064.1
OG0010643	rna4996	rna-XM_002925787.4
OG0010644	rna4995	rna-XM_002925802.4
OG0010645	rna4992	rna-XM_002925788.4
OG0010646	rna4990	rna-XM_034670073.1
OG0010647	rna4980	rna-XM_034670079.1
OG0010648	rna4979	rna-XM_011231732.3
OG0010649	rna4978	rna-XM_034670081.1
OG0010650	rna4977	rna-XM_002924753.4
OG0010651	rna4975	rna-XM_011231735.3
OG0010652	rna4972	rna-XM_011231739.3
OG0010653	rna4971	rna-XM_011231741.3
OG0010654	rna4970	rna-XM_002924756.4
OG0010655	rna4967	rna-XM_002924778.4
OG0010656	rna4965	rna-XM_002924758.4
OG0010657	rna4964	rna-XM_034670093.1
OG0010658	rna4960	rna-XM_002924782.4
OG0010659	rna4958	rna-XM_034670107.1
OG0010660	rna4956	rna-XM_002924761.4
OG0010661	rna4953	rna-XM_011231747.3
OG0010662	rna4950	rna-XM_034670111.1
OG0010663	rna4949	rna-XM_002924763.4
OG0010664	rna4947	rna-XM_034669554.1
OG0010665	rna4946	rna-XM_034670116.1
OG0010666	rna4941	rna-XM_011231758.3
OG0010667	rna4931	rna-XM_002924790.4
OG0010668	rna4928	rna-XM_002924767.4
OG0010670	rna4926	rna-XM_034670128.1
OG0010671	rna4925	rna-XM_034670130.1
OG0010672	rna4922	rna-XM_011231776.3
OG0010673	rna4918	rna-XM_002924770.4
OG0010674	rna4917	rna-XM_019805430.2
OG0010675	rna4906	rna-XM_002927341.4
OG0010676	rna4905	rna-XM_034670144.1
OG0010677	rna4900	rna-XM_002927344.4
OG0010678	rna4893	rna-XM_002927345.4
OG0010679	rna4890	rna-XM_002927350.4
OG0010680	rna4886	rna-XM_011234874.3
OG0010681	rna4874	rna-XM_011234888.3
OG0010682	rna4873	rna-XM_034670153.1
OG0010683	rna4864	rna-XM_002927358.4
OG0010684	rna4863	rna-XM_002927359.4
OG0010685	rna4858	rna-XM_019808044.2
OG0010686	rna4855	rna-XM_019808049.2
OG0010687	rna4849	rna-XM_011234899.3
OG0010688	rna4848	rna-XM_002927366.4
OG0010689	rna4847	rna-XM_002927336.4
OG0010690	rna4846	rna-XM_002927337.4
OG0010691	rna4842	rna-XM_034670172.1
OG0010692	rna4841	rna-XM_034670190.1
OG0010693	rna4836	rna-XM_034670194.1
OG0010694	rna4834	rna-XM_034670199.1
OG0010695	rna4833	rna-XM_034670201.1
OG0010696	rna4831	rna-XM_034670205.1
OG0010697	rna4830	rna-XM_034670207.1
OG0010698	rna4828	rna-XM_034669558.1
OG0010699	rna4819	rna-XM_034669559.1
OG0010700	rna4816	rna-XM_034670215.1
OG0010701	rna4815	rna-XM_034670211.1
OG0010702	rna4814	rna-XM_011234032.3
OG0010703	rna4813	rna-XM_019809890.2
OG0010704	rna4812	rna-XM_034670227.1
OG0010705	rna4810	rna-XM_011237206.3
OG0010706	rna4798	rna-XM_002929868.4
OG0010707	rna4795	rna-XM_019792681.2
OG0010708	rna18661	rna-XM_034670235.1
OG0010709	rna18662	rna-XM_034670241.1
OG0010710	rna18664	rna-XM_002929222.4
OG0010711	rna18668	rna-XM_002926556.4
OG0010712	rna18673	rna-XM_034670244.1
OG0010713	rna18675	rna-XM_019807304.2
OG0010714	rna18677	rna-XM_011233992.3
OG0010715	rna18679	rna-XM_011233993.3
OG0010716	rna18681	rna-XM_034670251.1
OG0010717	rna18682	rna-XM_002926558.4
OG0010718	rna18683	rna-XM_034670249.1
OG0010719	rna18684	rna-XM_002927125.4
OG0010720	rna18685	rna-XM_034670259.1
OG0010721	rna18688	rna-XM_002927127.3
OG0010722	rna18689	rna-XM_034670260.1
OG0010723	rna18699	rna-XM_034670263.1
OG0010724	rna18702	rna-XM_034670266.1
OG0010725	rna18703	rna-XM_002926060.4
OG0010726	rna18709	rna-XM_002926062.4
OG0010727	rna18712	rna-XM_034670268.1
OG0010728	rna18716	rna-XM_002926050.4
OG0010729	rna18725	rna-XM_011233404.3
OG0010730	rna18726	rna-XM_034670272.1
OG0010731	rna18727	rna-XM_034670273.1
OG0010732	rna18734	rna-XM_019808311.2
OG0010733	rna18737	rna-XM_002927601.4
OG0010734	rna18741	rna-XM_034670294.1
OG0010735	rna18748	rna-XM_034670290.1
OG0010736	rna32369	rna-XM_002927595.4
OG0010737	rna18647	rna-XM_002929075.4
OG0010738	rna18646	rna-XM_002929072.4
OG0010739	rna18645	rna-XM_034670300.1
OG0010740	rna18644	rna-XM_011237074.3
OG0010741	rna18643	rna-XM_002928024.4
OG0010742	rna18640	rna-XM_019808780.2
OG0010743	rna18639	rna-XM_019808781.2
OG0010744	rna18631	rna-XM_011235811.3
OG0010745	rna18628	rna-XM_011235814.3
OG0010746	rna18627	rna-XM_002928020.4
OG0010747	rna18624	rna-XM_034670316.1
OG0010748	rna18621	rna-XM_002920464.4
OG0010749	rna18617	rna-XM_002920465.4
OG0010750	rna18612	rna-XM_019800991.2
OG0010751	rna18609	rna-XM_011226515.3
OG0010752	rna18599	rna-XM_002927004.4
OG0010753	rna18597	rna-XM_019807757.2
OG0010754	rna18593	rna-XM_034670327.1
OG0010755	rna18586	rna-XM_034670337.1
OG0010756	rna18585	rna-XM_034670339.1
OG0010757	rna18584	rna-XM_019798383.2
OG0010758	rna18582	rna-XM_034670346.1
OG0010759	rna18581	rna-XM_019798386.2
OG0010760	rna18580	rna-XM_034670349.1
OG0010761	rna18579	rna-XM_034669570.1
OG0010762	rna18577	rna-XM_002918064.4
OG0010763	rna18576	rna-XM_002918065.4
OG0010764	rna18569	rna-XM_019798388.2
OG0010765	rna18567	rna-XM_002918071.4
OG0010766	rna18565	rna-XM_002918068.4
OG0010767	rna18564	rna-XM_034670353.1
OG0010768	rna18561	rna-XM_002925524.4
OG0010769	rna18556	rna-XM_002925523.4
OG0010770	rna18554	rna-XM_002925522.4
OG0010771	rna18552	rna-XM_011232707.3
OG0010772	rna18551	rna-XM_034670364.1
OG0010773	rna18545	rna-XM_019803162.2
OG0010774	rna18544	rna-XM_002922644.3
OG0010775	rna18542	rna-XM_019803168.2
OG0010776	rna18541	rna-XM_002922639.4
OG0010777	rna18540	rna-XM_019803171.2
OG0010778	rna18536	rna-XM_034670376.1
OG0010779	rna18531	rna-XM_019803163.2
OG0010780	rna18529	rna-XM_002922642.4
OG0010781	rna18527	rna-XM_034670378.1
OG0010782	rna18523	rna-XM_034670381.1
OG0010783	rna18521	rna-XM_011225562.3
OG0010784	rna18520	rna-XM_011225563.3
OG0010785	rna18517	rna-XM_011225566.3
OG0010786	rna18511	rna-XM_034670383.1
OG0010787	rna18508	rna-XM_034670384.1
OG0010788	rna18505	rna-XM_034669573.1
OG0010789	rna18503	rna-XM_011225573.3
OG0010790	rna18500	rna-XM_034669606.1
OG0010791	rna18494	rna-XM_034670386.1
OG0010792	rna18488	rna-XM_011231506.3
OG0010793	rna18485	rna-XM_019805252.2
OG0010794	rna18482	rna-XM_034670413.1
OG0010795	rna18480	rna-XM_034670414.1
OG0010796	rna18479	rna-XM_034670417.1
OG0010797	rna18478	rna-XM_034670425.1
OG0010798	rna18477	rna-XM_034670426.1
OG0010799	rna18470	rna-XM_034670424.1
OG0010800	rna18467	rna-XM_011231517.3
OG0010801	rna18463	rna-XM_034670429.1
OG0010802	rna18459	rna-XM_011231530.3
OG0010803	rna18458	rna-XM_002924587.4
OG0010804	rna18456	rna-XM_011231532.3
OG0010805	rna18455	rna-XM_034670452.1
OG0010806	rna18453	rna-XM_002924593.4
OG0010807	rna18452	rna-XM_002924595.4
OG0010808	rna18451	rna-XM_034670460.1
OG0010809	rna18449	rna-XM_034670461.1
OG0010810	rna18448	rna-XM_002924599.4
OG0010811	rna18433	rna-XM_034670470.1
OG0010812	rna18431	rna-XM_034670480.1
OG0010813	rna18426	rna-XM_034670495.1
OG0010814	rna18425	rna-XM_034670477.1
OG0010815	rna18424	rna-XM_019805605.2
OG0010816	rna18421	rna-XM_034670482.1
OG0010817	rna18419	rna-XM_034669576.1
OG0010818	rna18418	rna-XM_002924896.4
OG0010819	rna18417	rna-XM_019805618.2
OG0010820	rna18416	rna-XM_034670501.1
OG0010821	rna18389	rna-XM_002924895.4
OG0010822	rna18382	rna-XM_034670502.1
OG0010823	rna18413	rna-XM_034669618.1
OG0010824	rna18356	rna-XM_034670520.1
OG0010825	rna18354	rna-XM_034669579.1
OG0010826	rna18352	rna-XM_034670525.1
OG0010827	rna18351	rna-XM_011217848.3
OG0010828	rna18349	rna-XM_002930939.4
OG0010829	rna18347	rna-XM_019793718.2
OG0010830	rna18346	rna-XM_034670528.1
OG0010831	rna18344	rna-XM_034670530.1
OG0010832	rna18336	rna-XM_019793714.2
OG0010833	rna18334	rna-XM_002930932.4
OG0010834	rna18333	rna-XM_034670538.1
OG0010835	rna18331	rna-XM_034670537.1
OG0010836	rna18321	rna-XM_034670541.1
OG0010837	rna18319	rna-XM_011233979.2
OG0010838	rna18317	rna-XM_034669583.1
OG0010839	rna18316	rna-XM_011233951.3
OG0010840	rna18315	rna-XM_034670555.1
OG0010841	rna18314	rna-XM_002926543.3
OG0010842	rna18310	rna-XM_019807276.2
OG0010843	rna18309	rna-XM_034670560.1
OG0010844	rna18308	rna-XM_002926522.4
OG0010845	rna18305	rna-XM_034670567.1
OG0010846	rna18304	rna-XM_034670572.1
OG0010847	rna18301	rna-XM_034670582.1
OG0010848	rna18300	rna-XM_034669584.1
OG0010849	rna18297	rna-XM_034670577.1
OG0010850	rna18296	rna-XM_034669585.1
OG0010851	rna18294	rna-XM_019807282.2
OG0010852	rna18295	rna-XM_034670601.1
OG0010853	rna18292	rna-XM_034669586.1
OG0010854	rna18280	rna-XM_002926513.4
OG0010855	rna18279	rna-XM_034670608.1
OG0010856	rna18278	rna-XM_019807281.2
OG0010857	rna18277	rna-XM_034670613.1
OG0010858	rna18276	rna-XM_034670618.1
OG0010859	rna18275	rna-XM_034669588.1
OG0010860	rna18274	rna-XM_034670617.1
OG0010861	rna18273	rna-XM_034670620.1
OG0010862	rna18271	rna-XM_002920186.4
OG0010863	rna18264	rna-XM_034670634.1
OG0010864	rna18261	rna-XM_002920182.4
OG0010865	rna18260	rna-XM_002920223.4
OG0010866	rna18251	rna-XM_034670652.1
OG0010867	rna18255	rna-XM_019800679.2
OG0010868	rna18250	rna-XM_034670661.1
OG0010869	rna18248	rna-XM_034669593.1
OG0010870	rna18247	rna-XM_034670664.1
OG0010871	rna18246	rna-XM_034669594.1
OG0010872	rna18245	rna-XM_002920178.4
OG0010873	rna18242	rna-XM_002920212.4
OG0010874	rna18232	rna-XM_034670839.1
OG0010875	rna18231	rna-XM_034669515.1
OG0010876	rna18228	rna-XM_034669597.1
OG0010877	rna18225	rna-XM_034670673.1
OG0010878	rna18224	rna-XM_034670682.1
OG0010879	rna18223	rna-XM_034670680.1
OG0010880	rna18222	rna-XM_002920171.4
OG0010881	rna18219	rna-XM_034670689.1
OG0010882	rna18215	rna-XM_034669598.1
OG0010883	rna18214	rna-XM_034670698.1
OG0010884	rna18213	rna-XM_002920168.4
OG0010885	rna18212	rna-XM_034670701.1
OG0010886	rna18211	rna-XM_034670718.1
OG0010887	rna18207	rna-XM_019800647.2
OG0010888	rna18203	rna-XM_034670728.1
OG0010889	rna18200	rna-XM_019800646.2
OG0010890	rna18198	rna-XM_034669616.1
OG0010891	rna18197	rna-XM_034669599.1
OG0010892	rna18196	rna-XM_034669600.1
OG0010893	rna18195	rna-XM_034670730.1
OG0010894	rna18193	rna-XM_034669602.1
OG0010895	rna18192	rna-XM_002920192.4
OG0010896	rna18188	rna-XM_034670734.1
OG0010897	rna18186	rna-XM_002920158.3
OG0010898	rna18187	rna-XM_034669603.1
OG0010899	rna18185	rna-XM_019800639.2
OG0010900	rna18178	rna-XM_002920154.4
OG0010901	rna18171	rna-XM_034670741.1
OG0010902	rna18169	rna-XM_034670746.1
OG0010903	rna18168	rna-XM_034670747.1
OG0010904	rna18167	rna-XM_034670750.1
OG0010905	rna18166	rna-XM_002920149.4
OG0010906	rna726	rna-XM_034670752.1
OG0010907	rna728	rna-XM_002924700.4
OG0010908	rna730	rna-XM_002924699.4
OG0010909	rna731	rna-XM_002924702.2
OG0010910	rna732	rna-XM_019805373.2
OG0010911	rna733	rna-XM_002924697.4
OG0010912	rna738	rna-XM_002925518.4
OG0010913	rna739	rna-XM_034670759.1
OG0010914	rna743	rna-XM_002925520.4
OG0010915	rna744	rna-XM_034670761.1
OG0010916	rna745	rna-XM_002925512.4
OG0010917	rna747	rna-XM_002922658.4
OG0010918	rna748	rna-XM_011229213.3
OG0010919	rna750	rna-XM_002922664.4
OG0010920	rna757	rna-XM_002922660.4
OG0010921	rna760	rna-XM_011229215.3
OG0010922	rna764	rna-XM_002922663.4
OG0010923	rna766	rna-XM_034670821.1
OG0010924	rna767	rna-XM_002925092.4
OG0010925	rna768	rna-XM_019805792.2
OG0010926	rna771	rna-XM_019805786.2
OG0010927	rna27474	rna-XM_034670843.1
OG0010928	rna27468	rna-XM_019808363.1
OG0010929	rna27466	rna-XM_034670846.1
OG0010930	rna27455	rna-XM_002925178.4
OG0010931	rna27450	rna-XM_034670871.1
OG0010932	rna27449	rna-XM_034670883.1
OG0010933	rna27448	rna-XM_011228407.3
OG0010934	rna27441	rna-XM_034670887.1
OG0010935	rna27438	rna-XM_002929702.4
OG0010936	rna27436	rna-XM_002929704.3
OG0010937	rna27434	rna-XM_002921970.2
OG0010938	rna27433	rna-XM_011228387.3
OG0010940	rna27423	rna-XM_002917046.4
OG0010941	rna27421	rna-XM_019797275.2
OG0010942	rna27419	rna-XM_002917044.4
