Orthogroup	ursMar.longCDS.prots	ursAme.longCDS.prots
OG0010660	rna4956	transcript_ENSUAMT00000035275
OG0010661	rna4953	transcript_ENSUAMT00000035276
OG0010662	rna4950	transcript_ENSUAMT00000035277
OG0010663	rna4949	transcript_ENSUAMT00000035278
OG0010664	rna4947	transcript_ENSUAMT00000035312
OG0010665	rna4946	transcript_ENSUAMT00000032033
OG0010666	rna4941	transcript_ENSUAMT00000032040
OG0010667	rna4931	transcript_ENSUAMT00000032072
OG0010668	rna4928	transcript_ENSUAMT00000005739
OG0010670	rna4926	transcript_ENSUAMT00000005726
OG0010671	rna4925	transcript_ENSUAMT00000040286
OG0010672	rna4922	transcript_ENSUAMT00000040271
OG0010673	rna4918	transcript_ENSUAMT00000040265
OG0010674	rna4917	transcript_ENSUAMT00000040248
OG0010675	rna4906	transcript_ENSUAMT00000005851
OG0010676	rna4905	transcript_ENSUAMT00000005860
OG0010677	rna4900	transcript_ENSUAMT00000035079
OG0010678	rna4893	transcript_ENSUAMT00000035090
OG0010679	rna4890	transcript_ENSUAMT00000035101
OG0010680	rna4886	transcript_ENSUAMT00000035106
OG0010681	rna4874	transcript_ENSUAMT00000035116
OG0010682	rna4873	transcript_ENSUAMT00000035119
OG0010683	rna4864	transcript_ENSUAMT00000035133
OG0010684	rna4863	transcript_ENSUAMT00000035138
OG0010685	rna4858	transcript_ENSUAMT00000035140
OG0010686	rna4855	transcript_ENSUAMT00000014146
OG0010687	rna4849	transcript_ENSUAMT00000014120
OG0010688	rna4848	transcript_ENSUAMT00000014085
OG0010689	rna4847	transcript_ENSUAMT00000014088
OG0010690	rna4846	transcript_ENSUAMT00000014096
OG0010691	rna4842	transcript_ENSUAMT00000001763
OG0010692	rna4841	transcript_ENSUAMT00000001777
OG0010693	rna4836	transcript_ENSUAMT00000001805
OG0010694	rna4834	transcript_ENSUAMT00000022369
OG0010695	rna4833	transcript_ENSUAMT00000022336
OG0010696	rna4831	transcript_ENSUAMT00000022312
OG0010697	rna4830	transcript_ENSUAMT00000022309
OG0010698	rna4828	transcript_ENSUAMT00000022303
OG0010699	rna4819	transcript_ENSUAMT00000032426
OG0010700	rna4816	transcript_ENSUAMT00000028124
OG0010701	rna4815	transcript_ENSUAMT00000028180
OG0010702	rna4814	transcript_ENSUAMT00000017201
OG0010703	rna4813	transcript_ENSUAMT00000028010
OG0010704	rna4812	transcript_ENSUAMT00000028009
OG0010705	rna4810	transcript_ENSUAMT00000028008
OG0010706	rna4798	transcript_ENSUAMT00000024847
OG0010707	rna4795	transcript_ENSUAMT00000024842
OG0010708	rna18661	transcript_ENSUAMT00000019821
OG0010709	rna18662	transcript_ENSUAMT00000008765
OG0010710	rna18664	transcript_ENSUAMT00000008750
OG0010711	rna18668	transcript_ENSUAMT00000008745
OG0010712	rna18673	transcript_ENSUAMT00000030356
OG0010713	rna18675	transcript_ENSUAMT00000005742
OG0010714	rna18677	transcript_ENSUAMT00000024125
OG0010715	rna18679	transcript_ENSUAMT00000024076
OG0010716	rna18681	transcript_ENSUAMT00000024071
OG0010717	rna18682	transcript_ENSUAMT00000024070
OG0010718	rna18683	transcript_ENSUAMT00000024065
OG0010719	rna18684	transcript_ENSUAMT00000024058
OG0010720	rna18685	transcript_ENSUAMT00000024029
OG0010721	rna18688	transcript_ENSUAMT00000023843
OG0010722	rna18689	transcript_ENSUAMT00000002248
OG0010723	rna18699	transcript_ENSUAMT00000037091
OG0010724	rna18702	transcript_ENSUAMT00000002532
OG0010725	rna18703	transcript_ENSUAMT00000002547
OG0010726	rna18709	transcript_ENSUAMT00000002506
OG0010727	rna18712	transcript_ENSUAMT00000002492
OG0010728	rna18716	transcript_ENSUAMT00000032794
OG0010729	rna18725	transcript_ENSUAMT00000012575
OG0010730	rna18726	transcript_ENSUAMT00000012539
OG0010731	rna18727	transcript_ENSUAMT00000007354
OG0010732	rna18734	transcript_ENSUAMT00000006533
OG0010733	rna18737	transcript_ENSUAMT00000006542
OG0010734	rna18741	transcript_ENSUAMT00000025259
OG0010735	rna18748	transcript_ENSUAMT00000025254
OG0010736	rna32369	transcript_ENSUAMT00000022094
OG0010737	rna18647	transcript_ENSUAMT00000024019
OG0010738	rna18646	transcript_ENSUAMT00000024017
OG0010739	rna18645	transcript_ENSUAMT00000024011
OG0010740	rna18644	transcript_ENSUAMT00000023998
OG0010741	rna18643	transcript_ENSUAMT00000023996
OG0010742	rna18640	transcript_ENSUAMT00000032737
OG0010743	rna18639	transcript_ENSUAMT00000016101
OG0010744	rna18631	transcript_ENSUAMT00000024377
OG0010745	rna18628	transcript_ENSUAMT00000028241
OG0010746	rna18627	transcript_ENSUAMT00000028243
OG0010747	rna18624	transcript_ENSUAMT00000028253
OG0010748	rna18621	transcript_ENSUAMT00000034850
OG0010749	rna18617	transcript_ENSUAMT00000034849
OG0010750	rna18612	transcript_ENSUAMT00000034847
OG0010751	rna18609	transcript_ENSUAMT00000020550
OG0010752	rna18599	transcript_ENSUAMT00000007325
OG0010753	rna18597	transcript_ENSUAMT00000037164
OG0010754	rna18593	transcript_ENSUAMT00000021134
OG0010755	rna18586	transcript_ENSUAMT00000021124
OG0010757	rna18584	transcript_ENSUAMT00000017608
OG0010758	rna18582	transcript_ENSUAMT00000017604
OG0010759	rna18581	transcript_ENSUAMT00000017580
OG0010760	rna18580	transcript_ENSUAMT00000011335
OG0010761	rna18579	transcript_ENSUAMT00000011331
OG0010762	rna18577	transcript_ENSUAMT00000011323
OG0010763	rna18576	transcript_ENSUAMT00000011297
OG0010764	rna18569	transcript_ENSUAMT00000038062
OG0010765	rna18567	transcript_ENSUAMT00000012435
OG0010766	rna18565	transcript_ENSUAMT00000009108
OG0010767	rna18564	transcript_ENSUAMT00000004552
OG0010768	rna18561	transcript_ENSUAMT00000004550
OG0010769	rna18556	transcript_ENSUAMT00000005958
OG0010770	rna18554	transcript_ENSUAMT00000022648
OG0010771	rna18552	transcript_ENSUAMT00000025782
OG0010772	rna18551	transcript_ENSUAMT00000025780
OG0010773	rna18545	transcript_ENSUAMT00000030085
OG0010774	rna18544	transcript_ENSUAMT00000030086
OG0010775	rna18542	transcript_ENSUAMT00000030089
OG0010776	rna18541	transcript_ENSUAMT00000017278
OG0010777	rna18540	transcript_ENSUAMT00000009613
OG0010778	rna18536	transcript_ENSUAMT00000009580
OG0010779	rna18531	transcript_ENSUAMT00000009576
OG0010780	rna18529	transcript_ENSUAMT00000012072
OG0010781	rna18527	transcript_ENSUAMT00000012069
OG0010782	rna18523	transcript_ENSUAMT00000024336
OG0010783	rna18521	transcript_ENSUAMT00000029189
OG0010784	rna18520	transcript_ENSUAMT00000029194
OG0010785	rna18517	transcript_ENSUAMT00000029196
OG0010786	rna18511	transcript_ENSUAMT00000029199
OG0010787	rna18508	transcript_ENSUAMT00000029201
OG0010788	rna18505	transcript_ENSUAMT00000029203
OG0010789	rna18503	transcript_ENSUAMT00000029183
OG0010790	rna18500	transcript_ENSUAMT00000029186
OG0010791	rna18494	transcript_ENSUAMT00000035930
OG0010792	rna18488	transcript_ENSUAMT00000024569
OG0010793	rna18485	transcript_ENSUAMT00000024566
OG0010794	rna18482	transcript_ENSUAMT00000023435
OG0010795	rna18480	transcript_ENSUAMT00000023388
OG0010796	rna18479	transcript_ENSUAMT00000023344
OG0010797	rna18478	transcript_ENSUAMT00000023333
OG0010798	rna18477	transcript_ENSUAMT00000023323
OG0010799	rna18470	transcript_ENSUAMT00000023319
OG0010800	rna18467	transcript_ENSUAMT00000023302
OG0010801	rna18463	transcript_ENSUAMT00000023288
OG0010802	rna18459	transcript_ENSUAMT00000023284
OG0010803	rna18458	transcript_ENSUAMT00000023272
OG0010804	rna18456	transcript_ENSUAMT00000006298
OG0010805	rna18455	transcript_ENSUAMT00000006294
OG0010806	rna18453	transcript_ENSUAMT00000006289
OG0010807	rna18452	transcript_ENSUAMT00000006316
OG0010808	rna18451	transcript_ENSUAMT00000007350
OG0010809	rna18449	transcript_ENSUAMT00000007364
OG0010810	rna18448	transcript_ENSUAMT00000007360
OG0010811	rna18433	transcript_ENSUAMT00000006714
OG0010812	rna18431	transcript_ENSUAMT00000014228
OG0010813	rna18426	transcript_ENSUAMT00000014227
OG0010814	rna18425	transcript_ENSUAMT00000038329
OG0010815	rna18424	transcript_ENSUAMT00000038328
OG0010816	rna18421	transcript_ENSUAMT00000038321
OG0010817	rna18419	transcript_ENSUAMT00000038326
OG0010818	rna18418	transcript_ENSUAMT00000038320
OG0010819	rna18417	transcript_ENSUAMT00000001223
OG0010820	rna18416	transcript_ENSUAMT00000001267
OG0010821	rna18389	transcript_ENSUAMT00000017269
OG0010822	rna18382	transcript_ENSUAMT00000017253
OG0010823	rna18413	transcript_ENSUAMT00000034838
OG0010824	rna18356	transcript_ENSUAMT00000010721
OG0010825	rna18354	transcript_ENSUAMT00000010737
OG0010826	rna18352	transcript_ENSUAMT00000010739
OG0010827	rna18351	transcript_ENSUAMT00000010742
OG0010828	rna18349	transcript_ENSUAMT00000010744
OG0010829	rna18347	transcript_ENSUAMT00000010748
OG0010830	rna18346	transcript_ENSUAMT00000010752, transcript_ENSUAMT00000030091
OG0010831	rna18344	transcript_ENSUAMT00000010757
OG0010832	rna18336	transcript_ENSUAMT00000010760
OG0010833	rna18334	transcript_ENSUAMT00000010761
OG0010834	rna18333	transcript_ENSUAMT00000010765
OG0010835	rna18331	transcript_ENSUAMT00000010779
OG0010836	rna18321	transcript_ENSUAMT00000025760
OG0010837	rna18319	transcript_ENSUAMT00000025758
OG0010838	rna18317	transcript_ENSUAMT00000018242
OG0010839	rna18316	transcript_ENSUAMT00000018376
OG0010840	rna18315	transcript_ENSUAMT00000018380
OG0010841	rna18314	transcript_ENSUAMT00000018381
OG0010842	rna18310	transcript_ENSUAMT00000018383
OG0010843	rna18309	transcript_ENSUAMT00000018384
OG0010844	rna18308	transcript_ENSUAMT00000018385
OG0010845	rna18305	transcript_ENSUAMT00000018397
OG0010846	rna18304	transcript_ENSUAMT00000018405
OG0010847	rna18301	transcript_ENSUAMT00000005606
OG0010848	rna18300	transcript_ENSUAMT00000005604
OG0010849	rna18297	transcript_ENSUAMT00000005596
OG0010850	rna18296	transcript_ENSUAMT00000005592
OG0010851	rna18294	transcript_ENSUAMT00000005585
OG0010852	rna18295	transcript_ENSUAMT00000005588
OG0010853	rna18292	transcript_ENSUAMT00000005583
OG0010854	rna18280	transcript_ENSUAMT00000035568
OG0010855	rna18279	transcript_ENSUAMT00000033153
OG0010856	rna18278	transcript_ENSUAMT00000033149
OG0010857	rna18277	transcript_ENSUAMT00000033145
OG0010858	rna18276	transcript_ENSUAMT00000033142
OG0010859	rna18275	transcript_ENSUAMT00000027580
OG0010860	rna18274	transcript_ENSUAMT00000027591
OG0010861	rna18273	transcript_ENSUAMT00000027592
OG0010862	rna18271	transcript_ENSUAMT00000027659
OG0010863	rna18264	transcript_ENSUAMT00000018783
OG0010864	rna18261	transcript_ENSUAMT00000018780
OG0010865	rna18260	transcript_ENSUAMT00000018777
OG0010866	rna18251	transcript_ENSUAMT00000018748
OG0010867	rna18255	transcript_ENSUAMT00000018750
OG0010868	rna18250	transcript_ENSUAMT00000018744
OG0010869	rna18248	transcript_ENSUAMT00000018741
OG0010870	rna18247	transcript_ENSUAMT00000018732
OG0010871	rna18246	transcript_ENSUAMT00000018727
OG0010872	rna18245	transcript_ENSUAMT00000018718
OG0010873	rna18242	transcript_ENSUAMT00000018701
OG0010874	rna18232	transcript_ENSUAMT00000017938
OG0010875	rna18231	transcript_ENSUAMT00000017929
OG0010876	rna18228	transcript_ENSUAMT00000017923
OG0010877	rna18225	transcript_ENSUAMT00000017908
OG0010878	rna18224	transcript_ENSUAMT00000017898
OG0010879	rna18223	transcript_ENSUAMT00000017893
OG0010880	rna18222	transcript_ENSUAMT00000017875
OG0010881	rna18219	transcript_ENSUAMT00000017871
OG0010882	rna18215	transcript_ENSUAMT00000017860
OG0010883	rna18214	transcript_ENSUAMT00000017857
OG0010884	rna18213	transcript_ENSUAMT00000017856
OG0010885	rna18212	transcript_ENSUAMT00000017852
OG0010886	rna18211	transcript_ENSUAMT00000017851
OG0010887	rna18207	transcript_ENSUAMT00000017831
OG0010888	rna18203	transcript_ENSUAMT00000028289
OG0010889	rna18200	transcript_ENSUAMT00000028293
OG0010890	rna18198	transcript_ENSUAMT00000028298
OG0010891	rna18197	transcript_ENSUAMT00000028403
OG0010892	rna18196	transcript_ENSUAMT00000028428
OG0010893	rna18195	transcript_ENSUAMT00000022264
OG0010894	rna18193	transcript_ENSUAMT00000022242
OG0010895	rna18192	transcript_ENSUAMT00000022246
OG0010896	rna18188	transcript_ENSUAMT00000022252
OG0010897	rna18186	transcript_ENSUAMT00000022256
OG0010898	rna18187	transcript_ENSUAMT00000022258
OG0010899	rna18185	transcript_ENSUAMT00000003017
OG0010900	rna18178	transcript_ENSUAMT00000002887
OG0010901	rna18171	transcript_ENSUAMT00000019496
OG0010902	rna18169	transcript_ENSUAMT00000019508
OG0010903	rna18168	transcript_ENSUAMT00000019513
OG0010904	rna18167	transcript_ENSUAMT00000019525
OG0010905	rna18166	transcript_ENSUAMT00000019529
OG0010906	rna726	transcript_ENSUAMT00000017948
OG0010907	rna728	transcript_ENSUAMT00000040158
OG0010908	rna730	transcript_ENSUAMT00000000233
OG0010909	rna731	transcript_ENSUAMT00000000294
OG0010910	rna732	transcript_ENSUAMT00000018603
OG0010911	rna733	transcript_ENSUAMT00000018602
OG0010912	rna738	transcript_ENSUAMT00000018606
OG0010913	rna739	transcript_ENSUAMT00000041287
OG0010914	rna743	transcript_ENSUAMT00000041250
OG0010915	rna744	transcript_ENSUAMT00000030699
OG0010916	rna745	transcript_ENSUAMT00000036534
OG0010917	rna747	transcript_ENSUAMT00000012708
OG0010918	rna748	transcript_ENSUAMT00000041456
OG0010919	rna750	transcript_ENSUAMT00000023240
OG0010920	rna757	transcript_ENSUAMT00000023232
OG0010921	rna760	transcript_ENSUAMT00000018493
OG0010922	rna764	transcript_ENSUAMT00000018480
OG0010923	rna766	transcript_ENSUAMT00000018443
OG0010924	rna767	transcript_ENSUAMT00000017562
OG0010925	rna768	transcript_ENSUAMT00000017552
OG0010926	rna771	transcript_ENSUAMT00000017550
OG0010927	rna27474	transcript_ENSUAMT00000022036
OG0010928	rna27468	transcript_ENSUAMT00000032341
OG0010929	rna27466	transcript_ENSUAMT00000030605
OG0010930	rna27455	transcript_ENSUAMT00000028717
OG0010931	rna27450	transcript_ENSUAMT00000031484
OG0010932	rna27449	transcript_ENSUAMT00000034776
OG0010933	rna27448	transcript_ENSUAMT00000034773
OG0010934	rna27441	transcript_ENSUAMT00000034762
OG0010935	rna27438	transcript_ENSUAMT00000035601
OG0010936	rna27436	transcript_ENSUAMT00000035604
OG0010937	rna27434	transcript_ENSUAMT00000007863
OG0010938	rna27433	transcript_ENSUAMT00000034174
OG0010940	rna27423	transcript_ENSUAMT00000007879
OG0010941	rna27421	transcript_ENSUAMT00000033104
OG0010942	rna27419	transcript_ENSUAMT00000013883
OG0010943	rna27418	transcript_ENSUAMT00000013885
OG0010944	rna27417	transcript_ENSUAMT00000036169
OG0010945	rna27414	transcript_ENSUAMT00000015142
OG0010946	rna27410	transcript_ENSUAMT00000027538
OG0010947	rna27409	transcript_ENSUAMT00000041411
OG0010948	rna27408	transcript_ENSUAMT00000041410
OG0010949	rna27406	transcript_ENSUAMT00000018468
OG0010950	rna27403	transcript_ENSUAMT00000010468
OG0010951	rna27402	transcript_ENSUAMT00000010462
OG0010952	rna27393	transcript_ENSUAMT00000024614
OG0010953	rna27391	transcript_ENSUAMT00000024606
OG0010954	rna27389	transcript_ENSUAMT00000040460
OG0010955	rna27380	transcript_ENSUAMT00000013655
OG0010956	rna28903	transcript_ENSUAMT00000001245
OG0010957	rna28895	transcript_ENSUAMT00000021601
OG0010958	rna28890	transcript_ENSUAMT00000025669
OG0010959	rna28889	transcript_ENSUAMT00000025668
OG0010960	rna28888	transcript_ENSUAMT00000025667
OG0010961	rna28887	transcript_ENSUAMT00000025662
OG0010962	rna28885	transcript_ENSUAMT00000025659
OG0010963	rna28883	transcript_ENSUAMT00000025654
OG0010964	rna28882	transcript_ENSUAMT00000020805
OG0010965	rna28880	transcript_ENSUAMT00000020301
OG0010966	rna28878	transcript_ENSUAMT00000030448
OG0010967	rna28877	transcript_ENSUAMT00000030445
OG0010968	rna28871	transcript_ENSUAMT00000006029
OG0010969	rna28870	transcript_ENSUAMT00000006031
OG0010970	rna28865	transcript_ENSUAMT00000019035
OG0010971	rna28864	transcript_ENSUAMT00000019037
OG0010972	rna28863	transcript_ENSUAMT00000019038
OG0010973	rna28862	transcript_ENSUAMT00000012802
OG0010974	rna28861	transcript_ENSUAMT00000023236
OG0010975	rna28858	transcript_ENSUAMT00000030775
OG0010976	rna28841	transcript_ENSUAMT00000021340
OG0010977	rna28837	transcript_ENSUAMT00000021379
OG0010978	rna28836	transcript_ENSUAMT00000022232
OG0010979	rna28822	transcript_ENSUAMT00000001842
OG0010982	rna11923	transcript_ENSUAMT00000017684
OG0010983	rna11922	transcript_ENSUAMT00000039491
OG0010984	rna11921	transcript_ENSUAMT00000039484
OG0010985	rna11917	transcript_ENSUAMT00000019507
OG0010986	rna11916	transcript_ENSUAMT00000008762
OG0010987	rna11915	transcript_ENSUAMT00000019978
OG0010988	rna11909	transcript_ENSUAMT00000008967
OG0010989	rna11911	transcript_ENSUAMT00000008964
OG0010990	rna11904	transcript_ENSUAMT00000008949
OG0010991	rna11900	transcript_ENSUAMT00000032166
OG0010992	rna11889	transcript_ENSUAMT00000008963
OG0010993	rna11886	transcript_ENSUAMT00000008956
OG0010994	rna11884	transcript_ENSUAMT00000028074
OG0010995	rna11880	transcript_ENSUAMT00000016188
OG0010996	rna11871	transcript_ENSUAMT00000011630
OG0010997	rna11869	transcript_ENSUAMT00000011624
OG0010998	rna11867	transcript_ENSUAMT00000011623
OG0010999	rna11866	transcript_ENSUAMT00000033696
OG0011000	rna11864	transcript_ENSUAMT00000039363
OG0011001	rna11863	transcript_ENSUAMT00000039364
OG0011002	rna11860	transcript_ENSUAMT00000005298
OG0011003	rna11857	transcript_ENSUAMT00000036124
OG0011004	rna11855	transcript_ENSUAMT00000036118
OG0011005	rna11852	transcript_ENSUAMT00000023024
OG0011006	rna11847	transcript_ENSUAMT00000029954
OG0011007	rna11845	transcript_ENSUAMT00000009833
OG0011008	rna11841	transcript_ENSUAMT00000009839
OG0011009	rna11832	transcript_ENSUAMT00000029529
OG0011010	rna34959	transcript_ENSUAMT00000016916
OG0011011	rna11828	transcript_ENSUAMT00000033405
OG0011012	rna11827	transcript_ENSUAMT00000033394
OG0011013	rna11826	transcript_ENSUAMT00000012728
OG0011014	rna11816	transcript_ENSUAMT00000020369
OG0011015	rna11814	transcript_ENSUAMT00000020419
OG0011016	rna11807	transcript_ENSUAMT00000007714
OG0011017	rna11804	transcript_ENSUAMT00000024396
OG0011018	rna11803	transcript_ENSUAMT00000024397
OG0011019	rna11798	transcript_ENSUAMT00000025247
OG0011020	rna11829	transcript_ENSUAMT00000033411
OG0011021	rna11793	transcript_ENSUAMT00000027731
OG0011022	rna11792	transcript_ENSUAMT00000027729
OG0011023	rna11791	transcript_ENSUAMT00000027732
OG0011024	rna11788	transcript_ENSUAMT00000001323
OG0011025	rna11786	transcript_ENSUAMT00000001261
OG0011026	rna11785	transcript_ENSUAMT00000001120
OG0011027	rna11784	transcript_ENSUAMT00000037521
OG0011028	rna11779	transcript_ENSUAMT00000008375
OG0011029	rna11777	transcript_ENSUAMT00000008366
OG0011030	rna11774	transcript_ENSUAMT00000008396
OG0011031	rna11772	transcript_ENSUAMT00000024940
OG0011032	rna11771	transcript_ENSUAMT00000024942
OG0011033	rna11770	transcript_ENSUAMT00000024943
OG0011034	rna11769	transcript_ENSUAMT00000024873
OG0011035	rna11767	transcript_ENSUAMT00000024883
OG0011036	rna11763	transcript_ENSUAMT00000030523
OG0011037	rna11760	transcript_ENSUAMT00000025635
OG0011038	rna11759	transcript_ENSUAMT00000005639
OG0011039	rna11758	transcript_ENSUAMT00000029736
OG0011040	rna11756	transcript_ENSUAMT00000027355
OG0011041	rna11755	transcript_ENSUAMT00000034025
OG0011042	rna11750	transcript_ENSUAMT00000016737
OG0011043	rna11749	transcript_ENSUAMT00000016729
OG0011044	rna11748	transcript_ENSUAMT00000025477
OG0011045	rna11746	transcript_ENSUAMT00000025478
OG0011046	rna16307	transcript_ENSUAMT00000002119
OG0011047	rna16306	transcript_ENSUAMT00000002098
OG0011048	rna16305	transcript_ENSUAMT00000002062
OG0011049	rna16304	transcript_ENSUAMT00000001527
OG0011050	rna16302	transcript_ENSUAMT00000001731
OG0011051	rna16299	transcript_ENSUAMT00000019265
OG0011052	rna16298	transcript_ENSUAMT00000011951
OG0011053	rna16297	transcript_ENSUAMT00000011947
OG0011054	rna16296	transcript_ENSUAMT00000011945
OG0011055	rna16289	transcript_ENSUAMT00000040058
OG0011056	rna16288	transcript_ENSUAMT00000040059
OG0011057	rna16285	transcript_ENSUAMT00000040061
OG0011058	rna16279	transcript_ENSUAMT00000015621
OG0011059	rna16274	transcript_ENSUAMT00000038779
OG0011060	rna16273	transcript_ENSUAMT00000008571
OG0011061	rna16272	transcript_ENSUAMT00000039164
OG0011062	rna16268	transcript_ENSUAMT00000010230
OG0011063	rna16267	transcript_ENSUAMT00000031288
OG0011064	rna16259	transcript_ENSUAMT00000002557
OG0011065	rna16257	transcript_ENSUAMT00000002796
OG0011066	rna16255	transcript_ENSUAMT00000002813
OG0011067	rna16254	transcript_ENSUAMT00000007857
OG0011068	rna16253	transcript_ENSUAMT00000007859
OG0011069	rna16251	transcript_ENSUAMT00000007860
OG0011070	rna16247	transcript_ENSUAMT00000007888
OG0011071	rna16246	transcript_ENSUAMT00000007874
OG0011072	rna16245	transcript_ENSUAMT00000007871
OG0011073	rna16240	transcript_ENSUAMT00000041330
OG0011074	rna16238	transcript_ENSUAMT00000021173
OG0011075	rna16235	transcript_ENSUAMT00000033512
OG0011076	rna16234	transcript_ENSUAMT00000033513
OG0011077	rna16232	transcript_ENSUAMT00000033515
OG0011078	rna16227	transcript_ENSUAMT00000013621
OG0011079	rna16217	transcript_ENSUAMT00000007092
OG0011080	rna16214	transcript_ENSUAMT00000013925
OG0011081	rna16212	transcript_ENSUAMT00000004119
OG0011082	rna8766	transcript_ENSUAMT00000011193
OG0011083	rna8764	transcript_ENSUAMT00000011188
OG0011084	rna8759	transcript_ENSUAMT00000005295
OG0011085	rna8755	transcript_ENSUAMT00000023796
OG0011086	rna8753	transcript_ENSUAMT00000036240
OG0011087	rna8747	transcript_ENSUAMT00000025328
OG0011088	rna8745	transcript_ENSUAMT00000025332
OG0011089	rna8746	transcript_ENSUAMT00000025334
OG0011090	rna8744	transcript_ENSUAMT00000031301
OG0011091	rna8733	transcript_ENSUAMT00000013029
OG0011092	rna8732	transcript_ENSUAMT00000038954
OG0011093	rna8728	transcript_ENSUAMT00000031698
OG0011094	rna8726	transcript_ENSUAMT00000019436
OG0011095	rna8724	transcript_ENSUAMT00000032924
OG0011096	rna8723	transcript_ENSUAMT00000032903
OG0011097	rna8722	transcript_ENSUAMT00000032884
OG0011098	rna8720	transcript_ENSUAMT00000032881
OG0011099	rna8714	transcript_ENSUAMT00000032877
OG0011100	rna8712	transcript_ENSUAMT00000032873
OG0011101	rna8698	transcript_ENSUAMT00000014397
OG0011102	rna8696	transcript_ENSUAMT00000022569
OG0011103	rna8693	transcript_ENSUAMT00000022343
OG0011104	rna8690	transcript_ENSUAMT00000022341
OG0011105	rna8689	transcript_ENSUAMT00000022337
OG0011106	rna8688	transcript_ENSUAMT00000025878
OG0011107	rna8684	transcript_ENSUAMT00000008025
OG0011108	rna8682	transcript_ENSUAMT00000008000
OG0011109	rna8681	transcript_ENSUAMT00000007757
OG0011110	rna8670	transcript_ENSUAMT00000018139
OG0011112	rna8668	transcript_ENSUAMT00000037105
OG0011113	rna8667	transcript_ENSUAMT00000037104
OG0011114	rna8665	transcript_ENSUAMT00000032377
OG0011115	rna8653	transcript_ENSUAMT00000013113
OG0011116	rna8652	transcript_ENSUAMT00000032220
OG0011117	rna8632	transcript_ENSUAMT00000017656
OG0011118	rna8630	transcript_ENSUAMT00000017648
OG0011119	rna8603	transcript_ENSUAMT00000014007
OG0011120	rna8602	transcript_ENSUAMT00000014012
OG0011121	rna8601	transcript_ENSUAMT00000014019
OG0011122	rna8600	transcript_ENSUAMT00000014240
OG0011123	rna8598	transcript_ENSUAMT00000032287
OG0011124	rna8593	transcript_ENSUAMT00000033366
OG0011125	rna8590	transcript_ENSUAMT00000004160
OG0011127	rna20705	transcript_ENSUAMT00000009638
OG0011128	rna24058	transcript_ENSUAMT00000004712
OG0011129	rna31783	transcript_ENSUAMT00000037076
OG0011130	rna8836	transcript_ENSUAMT00000032968
OG0011131	rna18766	transcript_ENSUAMT00000031633
OG0011132	rna18764	transcript_ENSUAMT00000031627
OG0011133	rna18763	transcript_ENSUAMT00000031624
OG0011135	rna10748	transcript_ENSUAMT00000034828
OG0011136	rna10747	transcript_ENSUAMT00000015969
OG0011137	rna10745	transcript_ENSUAMT00000015967
OG0011138	rna10743	transcript_ENSUAMT00000028443
OG0011139	rna10739	transcript_ENSUAMT00000020601
OG0011140	rna10737	transcript_ENSUAMT00000023398
OG0011141	rna10736	transcript_ENSUAMT00000023403
OG0011142	rna10729	transcript_ENSUAMT00000010056
OG0011143	rna10728	transcript_ENSUAMT00000010082
OG0011144	rna10727	transcript_ENSUAMT00000010085
OG0011145	rna10721	transcript_ENSUAMT00000018706
OG0011146	rna10719	transcript_ENSUAMT00000018702
OG0011147	rna10717	transcript_ENSUAMT00000018714
OG0011148	rna10706	transcript_ENSUAMT00000001280
OG0011149	rna10702	transcript_ENSUAMT00000001263
OG0011150	rna10695	transcript_ENSUAMT00000001253
OG0011151	rna10692	transcript_ENSUAMT00000032273
OG0011152	rna10689	transcript_ENSUAMT00000032270
OG0011153	rna10685	transcript_ENSUAMT00000005909
OG0011154	rna10680	transcript_ENSUAMT00000009258
OG0011155	rna10679	transcript_ENSUAMT00000009923
OG0011156	rna10677	transcript_ENSUAMT00000009932
OG0011157	rna10676	transcript_ENSUAMT00000005649
OG0011158	rna10673	transcript_ENSUAMT00000019966
OG0011159	rna10672	transcript_ENSUAMT00000019983
OG0011160	rna10671	transcript_ENSUAMT00000019997
OG0011161	rna10670	transcript_ENSUAMT00000038720
OG0011162	rna10669	transcript_ENSUAMT00000007861
OG0011163	rna10665	transcript_ENSUAMT00000023810
OG0011164	rna10664	transcript_ENSUAMT00000023809
OG0011165	rna10663	transcript_ENSUAMT00000018413
OG0011166	rna10660	transcript_ENSUAMT00000018417
OG0011167	rna10658	transcript_ENSUAMT00000018419
OG0011168	rna10657	transcript_ENSUAMT00000018423
OG0011169	rna10656	transcript_ENSUAMT00000036266
OG0011170	rna10655	transcript_ENSUAMT00000036265
OG0011171	rna10654	transcript_ENSUAMT00000036264
OG0011172	rna10650	transcript_ENSUAMT00000026513
OG0011173	rna10649	transcript_ENSUAMT00000026512
OG0011174	rna10646	transcript_ENSUAMT00000026510
OG0011175	rna10643	transcript_ENSUAMT00000026506
OG0011176	rna10638	transcript_ENSUAMT00000026467
OG0011177	rna10637	transcript_ENSUAMT00000026487
OG0011178	rna10634	transcript_ENSUAMT00000026488
OG0011179	rna10632	transcript_ENSUAMT00000026490
OG0011180	rna10631	transcript_ENSUAMT00000026491
OG0011181	rna10627	transcript_ENSUAMT00000026495
OG0011182	rna10623	transcript_ENSUAMT00000004109
OG0011183	rna10621	transcript_ENSUAMT00000004094
OG0011184	rna10615	transcript_ENSUAMT00000025733
