hgnc_symbol	refseq_mrna	ensembl_gene_id
TFPT	NM_013342	ENSG00000105619
SNX12	NM_013346	ENSG00000147164
NENF	NM_013349	ENSG00000117691
CNOT7	NM_013354	ENSG00000198791
ANAPC2	NM_013366	ENSG00000176248
ZDHHC8	NM_013373	ENSG00000099904
PDCD6IP	NM_013374	ENSG00000170248
ABT1	NM_013375	ENSG00000146109
DPP7	NM_013379	ENSG00000176978
UQCR10	NM_013387	ENSG00000184076
PREB	NM_013388	ENSG00000138073
NRBP1	NM_013392	ENSG00000115216
MRM2	NM_013393	ENSG00000122687
USP25	NM_013396	ENSG00000155313
CDIP1	NM_013399	ENSG00000274336
CDIP1	NM_013399	ENSG00000089486
REPIN1	NM_013400	ENSG00000214022
UBQLN1	NM_013438	ENSG00000135018
STOML2	NM_013442	ENSG00000165283
ST6GALNAC6	NM_013443	ENSG00000160408
UBQLN2	NM_013444	ENSG00000188021
DHX38	NM_014003	ENSG00000140829
CCDC22	NM_014008	ENSG00000101997
SNRNP200	NM_014014	ENSG00000144028
DEXI	NM_014015	ENSG00000182108
LAMTOR2	NM_014017	ENSG00000116586
MRPS28	NM_014018	ENSG00000147586
OSTM1	NM_014028	ENSG00000081087
ASF1A	NM_014034	ENSG00000111875
SPCS1	NM_014041	ENSG00000114902
ANAPC15	NM_014042	ENSG00000110200
CHMP2B	NM_014043	ENSG00000083937
UNC50	NM_014044	ENSG00000115446
MRPS18B	NM_014046	ENSG00000227420
MRPS18B	NM_014046	ENSG00000233813
MRPS18B	NM_014046	ENSG00000229861
MRPS18B	NM_014046	ENSG00000203624
MRPS18B	NM_014046	ENSG00000226111
MRPS18B	NM_014046	ENSG00000223775
MRPS18B	NM_014046	ENSG00000204568
C19orf53	NM_014047	ENSG00000104979
ACAD9	NM_014049	ENSG00000177646
MRPL42	NM_014050	ENSG00000198015
HIGD1A	NM_014056	ENSG00000181061
MCTS1	NM_014060	ENSG00000288295
MCTS1	NM_014060	ENSG00000232119
NOB1	NM_014062	ENSG00000141101
NTMT1	NM_014064	ENSG00000148335
COMMD5	NM_014066	ENSG00000170619
NCOA6	NM_014071	ENSG00000198646
FAM32A	NM_014077	ENSG00000105058
MRPL13	NM_014078	ENSG00000172172
ZNF770	NM_014106	ENSG00000198146
C16orf72	NM_014117	ENSG00000182831
SMARCAL1	NM_014140	ENSG00000138375
TMEM230	NM_014145	ENSG00000089063
ZC3H7A	NM_014153	ENSG00000122299
ARMC8	NM_014154	ENSG00000114098
ZBTB44	NM_014155	ENSG00000196323
SETD2	NM_014159	ENSG00000181555
MKRN2	NM_014160	ENSG00000075975
MRPL18	NM_014161	ENSG00000112110
NDUFAF4	NM_014165	ENSG00000123545
MED4	NM_014166	ENSG00000136146
CCDC59	NM_014167	ENSG00000133773
METTL5	NM_014168	ENSG00000138382
CHMP4A	NM_014169	ENSG00000285302
CHMP4A	NM_014169	ENSG00000254505
GTPBP8	NM_014170	ENSG00000163607
CRIPT	NM_014171	ENSG00000119878
PHPT1	NM_014172	ENSG00000054148
BABAM1	NM_014173	ENSG00000105393
THYN1	NM_014174	ENSG00000151500
MRPL15	NM_014175	ENSG00000137547
TIMM21	NM_014177	ENSG00000075336
MRPL22	NM_014180	ENSG00000082515
LGALSL	NM_014181	ENSG00000119862
ORMDL2	NM_014182	ENSG00000123353
DYNLRB1	NM_014183	ENSG00000125971
CNIH4	NM_014184	ENSG00000143771
COMMD9	NM_014186	ENSG00000110442
SSU72	NM_014188	ENSG00000160075
AP2A1	NM_014203	ENSG00000196961
TMEM258	NM_014206	ENSG00000134825
ITPK1	NM_014216	ENSG00000274958
ITPK1	NM_014216	ENSG00000100605
NDUFA8	NM_014222	ENSG00000119421
NFYC	NM_014223	ENSG00000066136
PPP2R1A	NM_014225	ENSG00000105568
SRP68	NM_014230	ENSG00000167881
UBTF	NM_014233	ENSG00000108312
UBL4A	NM_014235	ENSG00000102178
GNPAT	NM_014236	ENSG00000116906
EIF2B2	NM_014239	ENSG00000119718
RNF7	NM_014245	ENSG00000114125
RAPGEF2	NM_014247	ENSG00000109756
RBX1	NM_014248	ENSG00000100387
RXYLT1	NM_014254	ENSG00000118600
PFDN6	NM_014260	ENSG00000235692
PFDN6	NM_014260	ENSG00000206283
PFDN6	NM_014260	ENSG00000237335
PFDN6	NM_014260	ENSG00000224782
PFDN6	NM_014260	ENSG00000204220
YME1L1	NM_014263	ENSG00000136758
C11orf58	NM_014267	ENSG00000110696
MAPRE2	NM_014268	ENSG00000166974
MGAT4B	NM_014275	ENSG00000284501
MGAT4B	NM_014275	ENSG00000161013
DNAJC8	NM_014280	ENSG00000126698
PUF60	NM_014281	ENSG00000274081
PUF60	NM_014281	ENSG00000179950
EXOSC2	NM_014285	ENSG00000130713
CAPN7	NM_014296	ENSG00000131375
BRD4	NM_014299	ENSG00000141867
SEC11A	NM_014300	ENSG00000140612
ISCU	NM_014301	ENSG00000136003
SEC61G	NM_014302	ENSG00000132432
PES1	NM_014303	ENSG00000100029
RTCB	NM_014306	ENSG00000100220
SMUG1	NM_014311	ENSG00000123415
TMEM50A	NM_014313	ENSG00000183726
KLHDC2	NM_014315	ENSG00000165516
PATZ1	NM_014323	ENSG00000100105
CORO1C	NM_014325	ENSG00000110880
EDC4	NM_014329	ENSG00000038358
MTCH1	NM_014341	ENSG00000137409
MTCH2	NM_014342	ENSG00000285121
MTCH2	NM_014342	ENSG00000109919
TBC1D22A	NM_014346	ENSG00000054611
GNL3	NM_014366	ENSG00000163938
FAM162A	NM_014367	ENSG00000114023
RNF11	NM_014372	ENSG00000123091
DNAJC2	NM_014377	ENSG00000105821
ATP2C1	NM_014382	ENSG00000017260
UTP25	NM_014388	ENSG00000117597
PELP1	NM_014389	ENSG00000141456
SND1	NM_014390	ENSG00000197157
STAU2	NM_014393	ENSG00000040341
GHITM	NM_014394	ENSG00000165678
UQCRQ	NM_014402	ENSG00000164405
TRAPPC3	NM_014408	ENSG00000054116
TAF5L	NM_014409	ENSG00000135801
EIF2AK1	NM_014413	ENSG00000086232
ZBTB11	NM_014415	ENSG00000066422
AFF4	NM_014423	ENSG00000072364
INVS	NM_014425	ENSG00000119509
SNX5	NM_014426	ENSG00000089006
SLC39A1	NM_014437	ENSG00000143570
TUBGCP4	NM_014444	ENSG00000137822
ARFIP1	NM_014447	ENSG00000164144
CHMP2A	NM_014453	ENSG00000130724
RNF115	NM_014455	ENSG00000265491
KLHL20	NM_014458	ENSG00000076321
LSM1	NM_014462	ENSG00000175324
LSM3	NM_014463	ENSG00000170860
DIMT1	NM_014473	ENSG00000086189
CRCP	NM_014478	ENSG00000241258
APEX2	NM_014481	ENSG00000169188
ZNF330	NM_014487	ENSG00000109445
TNRC6A	NM_014494	ENSG00000288130
TNRC6A	NM_014494	ENSG00000090905
ZNF638	NM_014497	ENSG00000075292
PRPF19	NM_014502	ENSG00000110107
RABGEF1	NM_014504	ENSG00000154710
TOR1B	NM_014506	ENSG00000136816
MCAT	NM_014507	ENSG00000100294
CNOT2	NM_014515	ENSG00000111596
CNOT3	NM_014516	ENSG00000276082
CNOT3	NM_014516	ENSG00000273943
CNOT3	NM_014516	ENSG00000275979
CNOT3	NM_014516	ENSG00000274941
CNOT3	NM_014516	ENSG00000277114
CNOT3	NM_014516	ENSG00000274176
CNOT3	NM_014516	ENSG00000277615
CNOT3	NM_014516	ENSG00000274616
CNOT3	NM_014516	ENSG00000277600
CNOT3	NM_014516	ENSG00000088038
UBP1	NM_014517	ENSG00000153560
ZNF232	NM_014519	ENSG00000167840
MYBBP1A	NM_014520	ENSG00000132382
NCAPH2	NM_014551	ENSG00000025770
ARFGAP3	NM_014570	ENSG00000242247
STRN3	NM_014574	ENSG00000196792
ERO1A	NM_014584	ENSG00000197930
CXXC1	NM_014593	ENSG00000154832
NT5C	NM_014595	ENSG00000125458
POLR1H	NM_014596	ENSG00000236808
POLR1H	NM_014596	ENSG00000233795
POLR1H	NM_014596	ENSG00000235443
POLR1H	NM_014596	ENSG00000224859
POLR1H	NM_014596	ENSG00000206502
POLR1H	NM_014596	ENSG00000235176
POLR1H	NM_014596	ENSG00000236949
POLR1H	NM_014596	ENSG00000066379
DNTTIP2	NM_014597	ENSG00000067334
PIK3R4	NM_014602	ENSG00000196455
UBXN4	NM_014607	ENSG00000144224
CYFIP1	NM_014608	ENSG00000280618
CYFIP1	NM_014608	ENSG00000288461
CYFIP1	NM_014608	ENSG00000273749
FAM120A	NM_014612	ENSG00000048828
FAF2	NM_014613	ENSG00000113194
MAD2L1BP	NM_014628	ENSG00000124688
ZNF592	NM_014630	ENSG00000166716
MTFR1	NM_014637	ENSG00000066855
TTC37	NM_014639	ENSG00000198677
MDC1	NM_014641	ENSG00000224587
MDC1	NM_014641	ENSG00000225589
MDC1	NM_014641	ENSG00000234012
MDC1	NM_014641	ENSG00000206481
MDC1	NM_014641	ENSG00000237095
MDC1	NM_014641	ENSG00000228575
MDC1	NM_014641	ENSG00000231135
MDC1	NM_014641	ENSG00000137337
SLC25A44	NM_014655	ENSG00000160785
TTI1	NM_014657	ENSG00000101407
KDM4A	NM_014663	ENSG00000066135
LRRC14	NM_014665	ENSG00000160959
CLINT1	NM_014666	ENSG00000113282
BZW1	NM_014670	ENSG00000082153
UBE3C	NM_014671	ENSG00000009335
PRORP	NM_014672	ENSG00000100890
EMC2	NM_014673	ENSG00000104412
PUM1	NM_014676	ENSG00000134644
PPP6R2	NM_014678	ENSG00000100239
KIAA0100	NM_014680	ENSG00000007202
HERPUD1	NM_014685	ENSG00000051108
CEP104	NM_014704	ENSG00000116198
SART3	NM_014706	ENSG00000075856
LAPTM4A	NM_014713	ENSG00000068697
MLEC	NM_014730	ENSG00000110917
TMEM94	NM_014738	ENSG00000177728
BCLAF1	NM_014739	ENSG00000029363
EIF4A3	NM_014740	ENSG00000141543
ATG13	NM_014741	ENSG00000175224
TM9SF4	NM_014742	ENSG00000101337
KIAA0232	NM_014743	ENSG00000170871
SNX17	NM_014748	ENSG00000115234
MTSS1	NM_014751	ENSG00000170873
BMS1	NM_014753	ENSG00000165733
PTDSS1	NM_014754	ENSG00000156471
SERTAD2	NM_014755	ENSG00000179833
SNX19	NM_014758	ENSG00000120451
TATDN2	NM_014760	ENSG00000157014
MRPL19	NM_014763	ENSG00000115364
TOMM20	NM_014765	ENSG00000173726
RNF40	NM_014771	ENSG00000103549
DELE1	NM_014773	ENSG00000081791
EFCAB14	NM_014774	ENSG00000159658
RB1CC1	NM_014781	ENSG00000023287
ARHGEF11	NM_014784	ENSG00000132694
ZNF623	NM_014789	ENSG00000276340
ZNF623	NM_014789	ENSG00000183309
PLEKHM1	NM_014798	ENSG00000276358
PLEKHM1	NM_014798	ENSG00000277111
PLEKHM1	NM_014798	ENSG00000225190
ZNF518A	NM_014803	ENSG00000177853
EPM2AIP1	NM_014805	ENSG00000178567
PSMD6	NM_014814	ENSG00000163636
MED24	NM_014815	ENSG00000008838
TOMM70	NM_014820	ENSG00000154174
ZC3H11A	NM_014827	ENSG00000058673
TOX4	NM_014828	ENSG00000092203
DDX46	NM_014829	ENSG00000145833
ZBTB39	NM_014830	ENSG00000166860
OSBPL2	NM_014835	ENSG00000130703
ZBED4	NM_014838	ENSG00000100426
WASHC5	NM_014846	ENSG00000164961
UBAP2L	NM_014847	ENSG00000143569
SUPT7L	NM_014860	ENSG00000119760
FAM20B	NM_014864	ENSG00000116199
SEC16A	NM_014866	ENSG00000148396
RNF10	NM_014868	ENSG00000022840
ZBTB5	NM_014872	ENSG00000168795
HELZ	NM_014877	ENSG00000198265
ANAPC10	NM_014885	ENSG00000164162
NSA2	NM_014886	ENSG00000164346
N4BP2L2	NM_014887	ENSG00000244754
PITRM1	NM_014889	ENSG00000107959
PDAP1	NM_014891	ENSG00000106244
SCAF8	NM_014892	ENSG00000213079
DOLK	NM_014908	ENSG00000175283
ZNF507	NM_014910	ENSG00000168813
CILK1	NM_014920	ENSG00000112144
FNDC3A	NM_014923	ENSG00000102531
R3HDM2	NM_014925	ENSG00000179912
FASTKD2	NM_014929	ENSG00000118246
TRAPPC8	NM_014939	ENSG00000153339
MORC2	NM_014941	ENSG00000133422
ZHX2	NM_014943	ENSG00000178764
UBOX5	NM_014948	ENSG00000185019
ZBTB1	NM_014950	ENSG00000126804
BAHD1	NM_014952	ENSG00000140320
DIS3	NM_014953	ENSG00000083520
EEF1AKNMT	NM_014955	ENSG00000010165
DHX30	NM_014966	ENSG00000132153
TCF25	NM_014972	ENSG00000141002
ACIN1	NM_014977	ENSG00000100813
PCNX1	NM_014982	ENSG00000100731
HMGXB3	NM_014983	ENSG00000113716
RAB21	NM_014999	ENSG00000080371
SPEN	NM_015001	ENSG00000065526
EXOSC7	NM_015004	ENSG00000075914
TMEM41B	NM_015012	ENSG00000166471
RBM34	NM_015014	ENSG00000188739
USP33	NM_015017	ENSG00000077254
WDTC1	NM_015023	ENSG00000142784
XPO7	NM_015024	ENSG00000130227
MON2	NM_015026	ENSG00000061987
ZHX3	NM_015035	ENSG00000174306
ZSWIM8	NM_015037	ENSG00000214655
TBC1D9B	NM_015043	ENSG00000284400
TBC1D9B	NM_015043	ENSG00000197226
WAPL	NM_015045	ENSG00000062650
EMC1	NM_015047	ENSG00000127463
CMTR1	NM_015050	ENSG00000137200
ERP44	NM_015051	ENSG00000023318
UHRF1BP1L	NM_015054	ENSG00000111647
ZC3H13	NM_015070	ENSG00000123200
CDK12	NM_015083	ENSG00000167258
MRPS27	NM_015084	ENSG00000113048
TAB2	NM_015093	ENSG00000055208
CAMTA2	NM_015099	ENSG00000108509
ATG2A	NM_015104	ENSG00000110046
SMC5	NM_015110	ENSG00000198887
DCUN1D4	NM_015115	ENSG00000109184
ZC3H3	NM_015117	ENSG00000014164
GRAMD4	NM_015124	ENSG00000075240
CIC	NM_015125	ENSG00000079432
CLCC1	NM_015127	ENSG00000121940
WDR43	NM_015131	ENSG00000163811
SNX13	NM_015132	ENSG00000071189
EFR3A	NM_015137	ENSG00000132294
METAP1	NM_015143	ENSG00000164024
PMPCA	NM_015160	ENSG00000165688
JMJD6	NM_015167	ENSG00000070495
RRS1	NM_015169	ENSG00000179041
TBC1D1	NM_015173	ENSG00000065882
FBXO28	NM_015176	ENSG00000143756
DNAJC9	NM_015190	ENSG00000213551
EXOC7	NM_015219	ENSG00000182473
CSTF2T	NM_015235	ENSG00000177613
MGRN1	NM_015246	ENSG00000102858
ATMIN	NM_015251	ENSG00000166454
UBR2	NM_015255	ENSG00000024048
TUT4	NM_015269	ENSG00000134744
MAN2B2	NM_015274	ENSG00000013288
USP22	NM_015276	ENSG00000124422
KHNYN	NM_015299	ENSG00000100441
LARP1	NM_015315	ENSG00000155506
PUM2	NM_015317	ENSG00000055917
UFL1	NM_015323	ENSG00000014123
RRP8	NM_015324	ENSG00000132275
ICE1	NM_015325	ENSG00000164151
SMG5	NM_015327	ENSG00000198952
SPECC1L	NM_015330	ENSG00000100014
NCSTN	NM_015331	ENSG00000162736
ADNP	NM_015339	ENSG00000101126
LARS2	NM_015340	ENSG00000011376
PPWD1	NM_015342	ENSG00000113593
TMEM131	NM_015348	ENSG00000075568
POFUT1	NM_015352	ENSG00000101346
SUZ12	NM_015355	ENSG00000178691
SCRIB	NM_015356	ENSG00000274287
SCRIB	NM_015356	ENSG00000180900
MTREX	NM_015360	ENSG00000039123
BCL2L13	NM_015367	ENSG00000099968
PANX1	NM_015368	ENSG00000110218
SUN2	NM_015374	ENSG00000100242
SAMM50	NM_015380	ENSG00000100347
NIPBL	NM_015384	ENSG00000164190
COG4	NM_015386	ENSG00000103051
MOB4	NM_015387	ENSG00000115540
YIPF3	NM_015388	ENSG00000137207
ANAPC13	NM_015391	ENSG00000129055
DCAF12	NM_015397	ENSG00000198876
BRMS1	NM_015399	ENSG00000174744
ABHD14A	NM_015407	ENSG00000248487
NEPRO	NM_015412	ENSG00000163608
MPC2	NM_015415	ENSG00000143158
LETMD1	NM_015416	ENSG00000050426
DCAF13	NM_015420	ENSG00000164934
TMEM186	NM_015421	ENSG00000184857
AASDHPPT	NM_015423	ENSG00000149313
RCHY1	NM_015436	ENSG00000163743
C1orf43	NM_015449	ENSG00000143612
THUMPD3	NM_015453	ENSG00000134077
LARP7	NM_015454	ENSG00000174720
NELFB	NM_015456	ENSG00000188986
ZDHHC5	NM_015457	ENSG00000156599
NOL11	NM_015462	ENSG00000130935
PTPN23	NM_015466	ENSG00000076201
HEATR5A	NM_015473	ENSG00000129493
FAM98A	NM_015475	ENSG00000119812
KBTBD2	NM_015483	ENSG00000170852
SYF2	NM_015484	ENSG00000117614
RWDD3	NM_015485	ENSG00000122481
PNISR	NM_015491	ENSG00000132424
VIRMA	NM_015496	ENSG00000164944
NECAP1	NM_015509	ENSG00000089818
DHRS7B	NM_015510	ENSG00000109016
AAR2	NM_015511	ENSG00000131043
CRELD1	NM_015513	ENSG00000163703
NGDN	NM_015514	ENSG00000129460
HINFP	NM_015517	ENSG00000172273
IBTK	NM_015525	ENSG00000283068
IBTK	NM_015525	ENSG00000005700
RNF167	NM_015528	ENSG00000108523
GORASP2	NM_015530	ENSG00000115806
ZZZ3	NM_015534	ENSG00000036549
UPF2	NM_015542	ENSG00000151461
PTCD1	NM_015545	ENSG00000106246
GLCE	NM_015554	ENSG00000138604
OPA1	NM_015560	ENSG00000198836
SENP6	NM_015571	ENSG00000112701
LSM14A	NM_015578	ENSG00000262860
LSM14A	NM_015578	ENSG00000257103
POLDIP2	NM_015584	ENSG00000004142
GPATCH4	NM_015590	ENSG00000160818
ABHD12	NM_015600	ENSG00000100997
HERC4	NM_015601	ENSG00000148634
CHTOP	NM_015607	ENSG00000160679
WIPI2	NM_015610	ENSG00000157954
	NM_015629	ENSG00000274894
	NM_015629	ENSG00000277953
	NM_015629	ENSG00000276421
	NM_015629	ENSG00000274651
	NM_015629	ENSG00000275117
PRPF31	NM_015629	ENSG00000275885
	NM_015629	ENSG00000274144
	NM_015629	ENSG00000277154
	NM_015629	ENSG00000277707
PRPF31	NM_015629	ENSG00000105618
TCTN3	NM_015631	ENSG00000119977
FGFR1OP2	NM_015633	ENSG00000111790
GAPVD1	NM_015635	ENSG00000165219
EIF2B4	NM_015636	ENSG00000115211
TRPC4AP	NM_015638	ENSG00000100991
SERBP1	NM_015640	ENSG00000142864
IRF2BP1	NM_015649	ENSG00000170604
NOC2L	NM_015658	ENSG00000188976
RSL1D1	NM_015659	ENSG00000171490
AAAS	NM_015665	ENSG00000094914
MTG2	NM_015666	ENSG00000101181
SENP3	NM_015670	ENSG00000161956
TMEM251	NM_015676	ENSG00000275947
TMEM251	NM_015676	ENSG00000153485
TRUB2	NM_015679	ENSG00000167112
DMAC2L	NM_015684	ENSG00000125375
ZNF777	NM_015694	ENSG00000196453
BRPF3	NM_015695	ENSG00000096070
COQ2	NM_015697	ENSG00000173085
GPKOW	NM_015698	ENSG00000068394
NFU1	NM_015700	ENSG00000169599
ERLEC1	NM_015701	ENSG00000068912
MMADHC	NM_015702	ENSG00000168288
RRP7A	NM_015703	ENSG00000189306
DESI1	NM_015704	ENSG00000100418
SGSM3	NM_015705	ENSG00000100359
PNPLA8	NM_015723	ENSG00000135241
DCAF8	NM_015726	ENSG00000132716
WARS2	NM_015836	ENSG00000116874
GTF2A1	NM_015859	ENSG00000165417
ZNF593	NM_015871	ENSG00000142684
AZIN1	NM_015878	ENSG00000155096
MBTPS2	NM_015884	ENSG00000012174
PCF11	NM_015885	ENSG00000165494
CDC40	NM_015891	ENSG00000168438
ZBTB7A	NM_015898	ENSG00000178951
EIF5B	NM_015904	ENSG00000158417
LAP3	NM_015907	ENSG00000002549
ZNF691	NM_015911	ENSG00000164011
TXNDC12	NM_015913	ENSG00000117862
TXNDC11	NM_015914	ENSG00000153066
POP5	NM_015918	ENSG00000167272
ZNF226	NM_015919	ENSG00000167380
RPS27L	NM_015920	ENSG00000185088
CUTA	NM_015921	ENSG00000226492
CUTA	NM_015921	ENSG00000112514
NSDHL	NM_015922	ENSG00000147383
TEX264	NM_015926	ENSG00000164081
LIPT1	NM_015929	ENSG00000144182
POMP	NM_015932	ENSG00000132963
NOP58	NM_015934	ENSG00000055044
PIGT	NM_015937	ENSG00000124155
NMD3	NM_015938	ENSG00000169251
ATP6V1H	NM_015941	ENSG00000047249
MTERF3	NM_015942	ENSG00000156469
SLC35C2	NM_015945	ENSG00000080189
PELO	NM_015946	ENSG00000152684
GET4	NM_015949	ENSG00000239857
MRPL2	NM_015950	ENSG00000112651
RWDD1	NM_015952	ENSG00000111832
DERA	NM_015954	ENSG00000023697
MEMO1	NM_015955	ENSG00000162959
MRPL4	NM_015956	ENSG00000105364
APIP	NM_015957	ENSG00000149089
DPH5	NM_015958	ENSG00000117543
TMX2	NM_015959	ENSG00000213593
FCF1	NM_015962	ENSG00000119616
THAP4	NM_015963	ENSG00000176946
NDUFA13	NM_015965	ENSG00000186010
ERGIC3	NM_015966	ENSG00000125991
MRPS17	NM_015969	ENSG00000239789
MRPS7	NM_015971	ENSG00000125445
POLR1D	NM_015972	ENSG00000186184
UBE2D4	NM_015983	ENSG00000078967
UCHL5	NM_015984	ENSG00000116750
HEBP1	NM_015987	ENSG00000013583
KLHL5	NM_015990	ENSG00000109790
ATP6V1D	NM_015994	ENSG00000100554
RRNAD1	NM_015997	ENSG00000143303
ADIPOR1	NM_015999	ENSG00000159346
SH3GLB1	NM_016009	ENSG00000097033
ABHD17B	NM_016014	ENSG00000107362
SLC25A39	NM_016016	ENSG00000013306
PHF20L1	NM_016018	ENSG00000129292
LUC7L2	NM_016019	ENSG00000146963
TFB1M	NM_016020	ENSG00000029639
UBE2J1	NM_016021	ENSG00000198833
APH1A	NM_016022	ENSG00000117362
KMT5B	NM_016028	ENSG00000110066
TRAPPC12	NM_016030	ENSG00000274891
TRAPPC12	NM_016030	ENSG00000171853
RMDN1	NM_016033	ENSG00000176623
MRPS2	NM_016034	ENSG00000122140
COQ4	NM_016035	ENSG00000167113
UTP11	NM_016037	ENSG00000183520
SBDS	NM_016038	ENSG00000126524
RTRAF	NM_016039	ENSG00000087302
TMED5	NM_016040	ENSG00000117500
DERL2	NM_016041	ENSG00000072849
PRELID3B	NM_016045	ENSG00000101166
EXOSC1	NM_016046	ENSG00000171311
SF3B6	NM_016047	ENSG00000115128
EMC9	NM_016049	ENSG00000285377
EMC9	NM_016049	ENSG00000100908
MRPL11	NM_016050	ENSG00000174547
MRPL48	NM_016055	ENSG00000175581
TMBIM4	NM_016056	ENSG00000155957
COPZ1	NM_016057	ENSG00000111481
TPRKB	NM_016058	ENSG00000144034
MED31	NM_016060	ENSG00000108590
CIAO2B	NM_016062	ENSG00000166595
MRPS16	NM_016065	ENSG00000182180
MRPS18C	NM_016067	ENSG00000163319
FIS1	NM_016068	ENSG00000214253
PAM16	NM_016069	ENSG00000282228
PAM16	NM_016069	ENSG00000217930
MRPS23	NM_016070	ENSG00000181610
MRPS33	NM_016071	ENSG00000090263
GOLT1B	NM_016072	ENSG00000111711
BOLA1	NM_016074	ENSG00000178096
VPS36	NM_016075	ENSG00000136100
PTRH2	NM_016077	ENSG00000141378
TVP23B	NM_016078	ENSG00000171928
CDK5RAP1	NM_016082	ENSG00000101391
ATRAID	NM_016085	ENSG00000138085
STYXL1	NM_016086	ENSG00000127952
RBM7	NM_016090	ENSG00000076053
EIF3L	NM_016091	ENSG00000100129
RPL26L1	NM_016093	ENSG00000037241
ZNF706	NM_016096	ENSG00000120963
IER3IP1	NM_016097	ENSG00000134049
GOLGA7	NM_016099	ENSG00000147533
NAA20	NM_016100	ENSG00000173418
NIP7	NM_016101	ENSG00000132603
SCFD1	NM_016106	ENSG00000092108
ZFR	NM_016107	ENSG00000056097
TELO2	NM_016111	ENSG00000100726
NUB1	NM_016118	ENSG00000013374
SARAF	NM_016127	ENSG00000133872
COPG1	NM_016128	ENSG00000181789
COPS4	NM_016129	ENSG00000138663
RAB10	NM_016131	ENSG00000084733
INSIG2	NM_016133	ENSG00000125629
CHCHD2	NM_016139	ENSG00000106153
DYNC1LI1	NM_016141	ENSG00000144635
HSD17B12	NM_016142	ENSG00000149084
NSFL1C	NM_016143	ENSG00000088833
COMMD10	NM_016144	ENSG00000145781
WDR83OS	NM_016145	ENSG00000105583
TRAPPC4	NM_016146	ENSG00000280495
TRAPPC4	NM_016146	ENSG00000196655
PIAS1	NM_016166	ENSG00000033800
NOL7	NM_016167	ENSG00000225921
HEMK1	NM_016173	ENSG00000114735
SDF4	NM_016176	ENSG00000078808
MRTO4	NM_016183	ENSG00000053372
RBM19	NM_016196	ENSG00000122965
LSM7	NM_016199	ENSG00000130332
LSM8	NM_016200	ENSG00000128534
ZNF580	NM_016202	ENSG00000213015
PDGFC	NM_016205	ENSG00000145431
VPS28	NM_016208	ENSG00000285339
VPS28	NM_016208	ENSG00000160948
TRAPPC2L	NM_016209	ENSG00000167515
TRIP4	NM_016213	ENSG00000103671
POLK	NM_016218	ENSG00000122008
MAN1B1	NM_016219	ENSG00000177239
DCTN4	NM_016221	ENSG00000132912
DDX41	NM_016222	ENSG00000183258
SNX9	NM_016224	ENSG00000130340
VPS29	NM_016226	ENSG00000111237
ANAPC5	NM_016237	ENSG00000089053
ANAPC7	NM_016238	ENSG00000196510
FAM8A1	NM_016255	ENSG00000137414
YTHDF2	NM_016258	ENSG00000198492
FZR1	NM_016263	ENSG00000105325
SELENOT	NM_016275	ENSG00000198843
AK3	NM_016282	ENSG00000147853
CNOT1	NM_016284	ENSG00000125107
HP1BP3	NM_016287	ENSG00000127483
CAB39	NM_016289	ENSG00000135932
PCYOX1	NM_016297	ENSG00000116005
HSPA14	NM_016299	ENSG00000187522
GPN3	NM_016301	ENSG00000111231
CRBN	NM_016302	ENSG00000113851
SS18L2	NM_016305	ENSG00000008324
DNAJB11	NM_016306	ENSG00000090520
CMPK1	NM_016308	ENSG00000162368
POLR3K	NM_016310	ENSG00000161980
ATP5IF1	NM_016311	ENSG00000285390
ATP5IF1	NM_016311	ENSG00000130770
WBP11	NM_016312	ENSG00000084463
COPS7A	NM_016319	ENSG00000111652
RAB14	NM_016322	ENSG00000119396
ZNF274	NM_016324	ENSG00000171606
ZNF639	NM_016331	ENSG00000121864
ZDHHC2	NM_016353	ENSG00000104219
DDX47	NM_016355	ENSG00000213782
TACO1	NM_016360	ENSG00000136463
ANKFY1	NM_016376	ENSG00000185722
NOP16	NM_016391	ENSG00000048162
TRIAP1	NM_016399	ENSG00000170855
HYPK	NM_016400	ENSG00000242028
HIKESHI	NM_016401	ENSG00000149196
CWC15	NM_016403	ENSG00000150316
TRMT112	NM_016404	ENSG00000173113
UFC1	NM_016406	ENSG00000143222
RTF2	NM_016407	ENSG00000022277
CHMP5	NM_016410	ENSG00000086065
GLRX5	NM_016417	ENSG00000182512
RNF141	NM_016422	ENSG00000110315
GLTP	NM_016433	ENSG00000139433
VRK3	NM_016440	ENSG00000105053
ERAP1	NM_016442	ENSG00000164307
COPB1	NM_016451	ENSG00000129083
NCKIPSD	NM_016453	ENSG00000213672
EMC4	NM_016454	ENSG00000128463
TMEM9	NM_016456	ENSG00000116857
TMEM14C	NM_016462	ENSG00000284936
TMEM14C	NM_016462	ENSG00000111843
CXXC5	NM_016463	ENSG00000171604
ANKRD39	NM_016466	ENSG00000213337
ORMDL1	NM_016467	ENSG00000128699
COX16	NM_016468	ENSG00000133983
OSER1	NM_016470	ENSG00000132823
CCDC174	NM_016474	ENSG00000154781
JKAMP	NM_016475	ENSG00000050130
ANAPC11	NM_016476	ENSG00000141552
PAIP2	NM_016480	ENSG00000120727
PDZD11	NM_016484	ENSG00000120509
VTA1	NM_016485	ENSG00000009844
TMEM69	NM_016486	ENSG00000159596
PPHLN1	NM_016488	ENSG00000134283
