Orthogroup	ursArc.longCDS.prots	ursAme.longCDS.prots
OG0013822	rna40931	transcript_ENSUAMT00000033897
OG0013823	rna40935	transcript_ENSUAMT00000033901
OG0013824	rna40946	transcript_ENSUAMT00000033821
OG0013825	rna40947	transcript_ENSUAMT00000033826
OG0013826	rna40952	transcript_ENSUAMT00000033858
OG0013827	rna40953	transcript_ENSUAMT00000033861
OG0013828	rna40955	transcript_ENSUAMT00000033873
OG0013829	rna40957	transcript_ENSUAMT00000033871
OG0013830	rna40958	transcript_ENSUAMT00000033875
OG0013831	rna40960	transcript_ENSUAMT00000033880
OG0013832	rna40970	transcript_ENSUAMT00000036792
OG0013833	rna40972	transcript_ENSUAMT00000036788
OG0013834	rna40974	transcript_ENSUAMT00000036787
OG0013835	rna40978	transcript_ENSUAMT00000032972
OG0013836	rna40979	transcript_ENSUAMT00000032971
OG0013837	rna40984	transcript_ENSUAMT00000032965
OG0013838	rna40993	transcript_ENSUAMT00000032960
OG0013839	rna40994	transcript_ENSUAMT00000032956
OG0013840	rna40996	transcript_ENSUAMT00000032950
OG0013841	rna40997	transcript_ENSUAMT00000032948
OG0013842	rna40998	transcript_ENSUAMT00000032947
OG0013843	rna41000	transcript_ENSUAMT00000032938
OG0013844	rna41001	transcript_ENSUAMT00000032935
OG0013845	rna41004	transcript_ENSUAMT00000003518
OG0013846	rna41006	transcript_ENSUAMT00000003606
OG0013847	rna41010	transcript_ENSUAMT00000003614
OG0013848	rna41012	transcript_ENSUAMT00000003636
OG0013849	rna41018	transcript_ENSUAMT00000018319
OG0013850	rna41027	transcript_ENSUAMT00000029712
OG0013851	rna41028	transcript_ENSUAMT00000029710
OG0013852	rna41038	transcript_ENSUAMT00000029705
OG0013853	rna41039	transcript_ENSUAMT00000039511
OG0013854	rna41042	transcript_ENSUAMT00000039517
OG0013855	rna41052	transcript_ENSUAMT00000002752
OG0013856	rna41055	transcript_ENSUAMT00000002056
OG0013857	rna41056	transcript_ENSUAMT00000003274
OG0013858	rna41065	transcript_ENSUAMT00000033803
OG0013859	rna41072	transcript_ENSUAMT00000037212
OG0013860	rna41074	transcript_ENSUAMT00000037207
OG0013861	rna41079	transcript_ENSUAMT00000037201
OG0013862	rna41083	transcript_ENSUAMT00000037200
OG0013863	rna41089	transcript_ENSUAMT00000036568
OG0013864	rna41093	transcript_ENSUAMT00000007341
OG0013865	rna41096	transcript_ENSUAMT00000037442
OG0013866	rna41107	transcript_ENSUAMT00000037452
OG0013867	rna4547	transcript_ENSUAMT00000029235
OG0013868	rna4553	transcript_ENSUAMT00000029238
OG0013869	rna8924	transcript_ENSUAMT00000017747
OG0013870	rna51371	transcript_ENSUAMT00000036384
OG0013871	rna22659	transcript_ENSUAMT00000009656
OG0013872	rna53272	transcript_ENSUAMT00000021529
OG0013873	rna53280	transcript_ENSUAMT00000026460
OG0013874	rna53282	transcript_ENSUAMT00000026472
OG0013875	rna45728	transcript_ENSUAMT00000002578
OG0013876	rna45729	transcript_ENSUAMT00000002574
OG0013877	rna45731	transcript_ENSUAMT00000013773
OG0013879	rna42999	transcript_ENSUAMT00000018627
OG0013880	rna47292	transcript_ENSUAMT00000020241
OG0013881	rna23713, rna9093	transcript_ENSUAMT00000013439
OG0013882	rna39810	transcript_ENSUAMT00000038706
OG0013884	rna11210	transcript_ENSUAMT00000034690
OG0013885	rna51001	transcript_ENSUAMT00000019102
OG0013886	rna50994	transcript_ENSUAMT00000019195
OG0013887	rna50968	transcript_ENSUAMT00000024505
OG0013888	rna50967	transcript_ENSUAMT00000033221
OG0013889	rna50964	transcript_ENSUAMT00000033223
OG0013890	rna23785	transcript_ENSUAMT00000014577
OG0013891	rna23794	transcript_ENSUAMT00000025849
OG0013892	rna23802	transcript_ENSUAMT00000012134
OG0013893	rna23803	transcript_ENSUAMT00000012126
OG0013894	rna23804	transcript_ENSUAMT00000012122
OG0013895	rna23812	transcript_ENSUAMT00000012120
OG0013896	rna23816	transcript_ENSUAMT00000037881
OG0013897	rna23821	transcript_ENSUAMT00000024784
OG0013898	rna23832	transcript_ENSUAMT00000009575
OG0013899	rna23846	transcript_ENSUAMT00000022459
OG0013900	rna23858	transcript_ENSUAMT00000022456
OG0013901	rna23864	transcript_ENSUAMT00000022441
OG0013902	rna23904	transcript_ENSUAMT00000005636
OG0013903	rna23905	transcript_ENSUAMT00000005768
OG0013904	rna23914	transcript_ENSUAMT00000006534
OG0013905	rna23915	transcript_ENSUAMT00000006522
OG0013906	rna23920	transcript_ENSUAMT00000040002
OG0013907	rna23923	transcript_ENSUAMT00000017617
OG0013908	rna23926	transcript_ENSUAMT00000017591
OG0013909	rna23944	transcript_ENSUAMT00000015981
OG0013910	rna23964	transcript_ENSUAMT00000033984
OG0013911	rna23987	transcript_ENSUAMT00000036759
OG0013912	rna23992	transcript_ENSUAMT00000036753
OG0013913	rna23999	transcript_ENSUAMT00000004715
OG0013914	rna24012	transcript_ENSUAMT00000035240
OG0013915	rna24014	transcript_ENSUAMT00000035239
OG0013916	rna24017	transcript_ENSUAMT00000031482
OG0013917	rna24020	transcript_ENSUAMT00000029504
OG0013918	rna24028	transcript_ENSUAMT00000025575
OG0013919	rna24029	transcript_ENSUAMT00000025574
OG0013920	rna24035	transcript_ENSUAMT00000038417
OG0013921	rna24037	transcript_ENSUAMT00000024931
OG0013922	rna24042	transcript_ENSUAMT00000012469
OG0013923	rna24054	transcript_ENSUAMT00000035861
OG0013924	rna24061	transcript_ENSUAMT00000003223
OG0013925	rna24069	transcript_ENSUAMT00000027405
OG0013926	rna24080	transcript_ENSUAMT00000014371
OG0013927	rna24083	transcript_ENSUAMT00000023766
OG0013928	rna24085	transcript_ENSUAMT00000023762
OG0013929	rna24090	transcript_ENSUAMT00000009197
OG0013930	rna24093	transcript_ENSUAMT00000009195
OG0013931	rna24095	transcript_ENSUAMT00000033981
OG0013932	rna24100	transcript_ENSUAMT00000010428
OG0013933	rna24106	transcript_ENSUAMT00000022349
OG0013934	rna24107	transcript_ENSUAMT00000040487
OG0013935	rna24109	transcript_ENSUAMT00000020336
OG0013936	rna24125	transcript_ENSUAMT00000037174
OG0013937	rna24135	transcript_ENSUAMT00000012952
OG0013938	rna24139	transcript_ENSUAMT00000013074
OG0013939	rna24145	transcript_ENSUAMT00000008773
OG0013940	rna24147	transcript_ENSUAMT00000017925
OG0013941	rna24149	transcript_ENSUAMT00000002023
OG0013942	rna24148	transcript_ENSUAMT00000011709
OG0013943	rna24151	transcript_ENSUAMT00000038086
OG0013944	rna24153	transcript_ENSUAMT00000003068
OG0013945	rna24160	transcript_ENSUAMT00000041347
OG0013946	rna24163	transcript_ENSUAMT00000014408
OG0013947	rna24170	transcript_ENSUAMT00000037644
OG0013948	rna24176	transcript_ENSUAMT00000034804
OG0013949	rna24189	transcript_ENSUAMT00000035238
OG0013950	rna24220	transcript_ENSUAMT00000037800
OG0013951	rna24232	transcript_ENSUAMT00000022071
OG0013952	rna24235	transcript_ENSUAMT00000007297
OG0013953	rna24234	transcript_ENSUAMT00000021927
OG0013954	rna24236	transcript_ENSUAMT00000006333
OG0013955	rna24237	transcript_ENSUAMT00000006330
OG0013956	rna24239	transcript_ENSUAMT00000038030
OG0013957	rna24248	transcript_ENSUAMT00000038002
OG0013958	rna24250	transcript_ENSUAMT00000037993
OG0013959	rna24252	transcript_ENSUAMT00000037992
OG0013960	rna24255	transcript_ENSUAMT00000037991
OG0013961	rna24258	transcript_ENSUAMT00000037990
OG0013962	rna24260	transcript_ENSUAMT00000012366
OG0013963	rna24264	transcript_ENSUAMT00000008766
OG0013964	rna24269	transcript_ENSUAMT00000008793
OG0013965	rna24282	transcript_ENSUAMT00000025892
OG0013966	rna24288	transcript_ENSUAMT00000013361
OG0013967	rna24292	transcript_ENSUAMT00000025043
OG0013968	rna24307	transcript_ENSUAMT00000025039
OG0013969	rna24308	transcript_ENSUAMT00000025038
OG0013970	rna24309	transcript_ENSUAMT00000025035
OG0013971	rna24310	transcript_ENSUAMT00000025033
OG0013972	rna24315	transcript_ENSUAMT00000025030
OG0013973	rna24316	transcript_ENSUAMT00000025027
OG0013974	rna24320	transcript_ENSUAMT00000019184
OG0013975	rna24321	transcript_ENSUAMT00000019182
OG0013976	rna24323	transcript_ENSUAMT00000019177
OG0013977	rna24328	transcript_ENSUAMT00000019389
OG0013978	rna24338	transcript_ENSUAMT00000034487
OG0013979	rna24362	transcript_ENSUAMT00000037101
OG0013980	rna24364	transcript_ENSUAMT00000037100
OG0013981	rna24370	transcript_ENSUAMT00000037095
OG0013982	rna24371	transcript_ENSUAMT00000027900
OG0013983	rna24372	transcript_ENSUAMT00000027902
OG0013984	rna24379	transcript_ENSUAMT00000002711
OG0013985	rna24381	transcript_ENSUAMT00000002795
OG0013986	rna24383	transcript_ENSUAMT00000002807
OG0013987	rna24385	transcript_ENSUAMT00000002820
OG0013988	rna24387	transcript_ENSUAMT00000000301
OG0013989	rna24388	transcript_ENSUAMT00000000324
OG0013990	rna24390	transcript_ENSUAMT00000000370
OG0013991	rna24392	transcript_ENSUAMT00000000425
OG0013992	rna24393	transcript_ENSUAMT00000000460
OG0013993	rna24394	transcript_ENSUAMT00000002572
OG0013994	rna24398	transcript_ENSUAMT00000002679
OG0013995	rna24399	transcript_ENSUAMT00000020523
OG0013996	rna24413	transcript_ENSUAMT00000039126
OG0013997	rna24417	transcript_ENSUAMT00000039123
OG0013998	rna24418	transcript_ENSUAMT00000039122
OG0013999	rna24419	transcript_ENSUAMT00000039121
OG0014000	rna24422	transcript_ENSUAMT00000039120
OG0014001	rna24427	transcript_ENSUAMT00000039118
OG0014002	rna24430	transcript_ENSUAMT00000039113
OG0014003	rna24434	transcript_ENSUAMT00000039111
OG0014004	rna24459	transcript_ENSUAMT00000017261
OG0014005	rna24463	transcript_ENSUAMT00000034617
OG0014006	rna24466	transcript_ENSUAMT00000034622
OG0014007	rna24471	transcript_ENSUAMT00000006871
OG0014008	rna24472	transcript_ENSUAMT00000006877
OG0014009	rna24476	transcript_ENSUAMT00000007203
OG0014010	rna24481	transcript_ENSUAMT00000007220
OG0014011	rna24486	transcript_ENSUAMT00000007252
OG0014012	rna24488	transcript_ENSUAMT00000007254
OG0014013	rna24489	transcript_ENSUAMT00000005924
OG0014014	rna24490	transcript_ENSUAMT00000005919
OG0014015	rna24491	transcript_ENSUAMT00000005918
OG0014016	rna24494	transcript_ENSUAMT00000005908
OG0014017	rna24498	transcript_ENSUAMT00000038685
OG0014018	rna24499	transcript_ENSUAMT00000038687
OG0014019	rna24511	transcript_ENSUAMT00000000758
OG0014020	rna14152	transcript_ENSUAMT00000041688
OG0014021	rna14150	transcript_ENSUAMT00000041686
OG0014022	rna14149	transcript_ENSUAMT00000041685
OG0014023	rna14142	transcript_ENSUAMT00000041679
OG0014024	rna14138	transcript_ENSUAMT00000035421
OG0014025	rna14137	transcript_ENSUAMT00000035420
OG0014026	rna14136	transcript_ENSUAMT00000018516
OG0014027	rna14128	transcript_ENSUAMT00000018521
OG0014028	rna14124	transcript_ENSUAMT00000018523
OG0014029	rna14122	transcript_ENSUAMT00000033362
OG0014030	rna14114	transcript_ENSUAMT00000033352
OG0014031	rna14102	transcript_ENSUAMT00000033210
OG0014032	rna14095	transcript_ENSUAMT00000016919
OG0014033	rna14089	transcript_ENSUAMT00000029326
OG0014034	rna14086	transcript_ENSUAMT00000029327
OG0014035	rna14085	transcript_ENSUAMT00000028576
OG0014036	rna14081	transcript_ENSUAMT00000028570
OG0014037	rna14068	transcript_ENSUAMT00000015285
OG0014038	rna14066	transcript_ENSUAMT00000015298
OG0014039	rna14053	transcript_ENSUAMT00000000145
OG0014040	rna14052	transcript_ENSUAMT00000000130
OG0014041	rna14051	transcript_ENSUAMT00000000094
OG0014042	rna14050	transcript_ENSUAMT00000040535
OG0014043	rna14049	transcript_ENSUAMT00000040530
OG0014044	rna14048	transcript_ENSUAMT00000040527
OG0014045	rna27464	transcript_ENSUAMT00000036080, transcript_ENSUAMT00000036079
OG0014046	rna14044	transcript_ENSUAMT00000040524
OG0014047	rna14041	transcript_ENSUAMT00000040522
OG0014048	rna14036	transcript_ENSUAMT00000040521
OG0014049	rna14035	transcript_ENSUAMT00000040519
OG0014050	rna14034	transcript_ENSUAMT00000033577
OG0014051	rna14033	transcript_ENSUAMT00000033484
OG0014052	rna14031	transcript_ENSUAMT00000033478
OG0014053	rna14026	transcript_ENSUAMT00000033459
OG0014054	rna14025	transcript_ENSUAMT00000033440
OG0014055	rna14024	transcript_ENSUAMT00000033426
OG0014056	rna14020	transcript_ENSUAMT00000033407
OG0014057	rna14018	transcript_ENSUAMT00000033403
OG0014058	rna14016	transcript_ENSUAMT00000033389
OG0014059	rna14013	transcript_ENSUAMT00000006639
OG0014060	rna14011	transcript_ENSUAMT00000006642
OG0014061	rna14006	transcript_ENSUAMT00000015868
OG0014062	rna14001	transcript_ENSUAMT00000030210
OG0014063	rna14000	transcript_ENSUAMT00000030211
OG0014064	rna13982	transcript_ENSUAMT00000007407
OG0014065	rna13979	transcript_ENSUAMT00000007400
OG0014066	rna13974	transcript_ENSUAMT00000007399
OG0014067	rna13972	transcript_ENSUAMT00000007397
OG0014068	rna13959	transcript_ENSUAMT00000018034
OG0014069	rna13954	transcript_ENSUAMT00000017922
OG0014070	rna13945	transcript_ENSUAMT00000018551
OG0014071	rna13940	transcript_ENSUAMT00000026806
OG0014072	rna13938	transcript_ENSUAMT00000019658
OG0014073	rna13936	transcript_ENSUAMT00000019660
OG0014074	rna13934	transcript_ENSUAMT00000019656
OG0014075	rna13924	transcript_ENSUAMT00000023025
OG0014076	rna13921	transcript_ENSUAMT00000023029
OG0014077	rna13917	transcript_ENSUAMT00000023033
OG0014078	rna13914	transcript_ENSUAMT00000036440
OG0014079	rna13907	transcript_ENSUAMT00000032823
OG0014080	rna13904	transcript_ENSUAMT00000029540
OG0014081	rna13900	transcript_ENSUAMT00000029331
OG0014082	rna13893	transcript_ENSUAMT00000011822
OG0014083	rna13888	transcript_ENSUAMT00000038700
OG0014084	rna13887	transcript_ENSUAMT00000002779
OG0014085	rna13885	transcript_ENSUAMT00000027967
OG0014086	rna13884	transcript_ENSUAMT00000026610
OG0014087	rna13879	transcript_ENSUAMT00000026609
OG0014088	rna13877	transcript_ENSUAMT00000026608
OG0014089	rna13878	transcript_ENSUAMT00000002008
OG0014090	rna13873	transcript_ENSUAMT00000008380
OG0014091	rna13866	transcript_ENSUAMT00000008119
OG0014092	rna13863	transcript_ENSUAMT00000005462
OG0014093	rna13854	transcript_ENSUAMT00000036420
OG0014094	rna13851	transcript_ENSUAMT00000036412
OG0014095	rna13850	transcript_ENSUAMT00000006606
OG0014096	rna13840	transcript_ENSUAMT00000010220
OG0014097	rna13839	transcript_ENSUAMT00000010212
OG0014098	rna13838	transcript_ENSUAMT00000010208
OG0014099	rna13836	transcript_ENSUAMT00000010206
OG0014100	rna13829	transcript_ENSUAMT00000041194
OG0014101	rna13825	transcript_ENSUAMT00000041191
OG0014102	rna13822	transcript_ENSUAMT00000041190
OG0014103	rna13814	transcript_ENSUAMT00000027985
OG0014104	rna13813	transcript_ENSUAMT00000027990
OG0014105	rna13796	transcript_ENSUAMT00000004453
OG0014106	rna13793	transcript_ENSUAMT00000004438
OG0014107	rna13792	transcript_ENSUAMT00000011827
OG0014108	rna13786	transcript_ENSUAMT00000014327
OG0014109	rna13781	transcript_ENSUAMT00000014321
OG0014110	rna13780	transcript_ENSUAMT00000011477
OG0014111	rna13779	transcript_ENSUAMT00000011212
OG0014112	rna13766	transcript_ENSUAMT00000023736
OG0014113	rna13763	transcript_ENSUAMT00000022543
OG0014114	rna13759	transcript_ENSUAMT00000038873
OG0014115	rna13757	transcript_ENSUAMT00000038874
OG0014116	rna13746	transcript_ENSUAMT00000027623
OG0014117	rna13738	transcript_ENSUAMT00000027625
OG0014118	rna13737	transcript_ENSUAMT00000027627
OG0014119	rna13730	transcript_ENSUAMT00000014795
OG0014120	rna13728	transcript_ENSUAMT00000014796
OG0014121	rna13726	transcript_ENSUAMT00000035934
OG0014122	rna13725	transcript_ENSUAMT00000035925
OG0014123	rna13721	transcript_ENSUAMT00000035931
OG0014124	rna13720	transcript_ENSUAMT00000022737
OG0014125	rna13717	transcript_ENSUAMT00000029434
OG0014126	rna13714	transcript_ENSUAMT00000003601
OG0014127	rna13712	transcript_ENSUAMT00000025288
OG0014128	rna13707	transcript_ENSUAMT00000039983
OG0014129	rna13706	transcript_ENSUAMT00000039984
OG0014130	rna13701	transcript_ENSUAMT00000039985
OG0014131	rna13699	transcript_ENSUAMT00000039986
OG0014132	rna13695	transcript_ENSUAMT00000026187
OG0014133	rna13688	transcript_ENSUAMT00000008299
OG0014134	rna13677	transcript_ENSUAMT00000031470
OG0014135	rna13676	transcript_ENSUAMT00000031468
OG0014136	rna13658	transcript_ENSUAMT00000024434
OG0014137	rna13651	transcript_ENSUAMT00000004134
OG0014138	rna13647	transcript_ENSUAMT00000004772
OG0014139	rna13640	transcript_ENSUAMT00000004769
OG0014140	rna13636	transcript_ENSUAMT00000017389
OG0014141	rna13633	transcript_ENSUAMT00000030546
OG0014142	rna13628	transcript_ENSUAMT00000040846
OG0014143	rna13626	transcript_ENSUAMT00000040631
OG0014144	rna13623	transcript_ENSUAMT00000008058
OG0014145	rna13593	transcript_ENSUAMT00000033069
OG0014146	rna13582	transcript_ENSUAMT00000009876
OG0014147	rna13578	transcript_ENSUAMT00000009874
OG0014148	rna13579	transcript_ENSUAMT00000009875
OG0014149	rna13576	transcript_ENSUAMT00000009873
OG0014150	rna13573	transcript_ENSUAMT00000009884
OG0014151	rna13524	transcript_ENSUAMT00000028689
OG0014152	rna13513	transcript_ENSUAMT00000008602
OG0014153	rna13511	transcript_ENSUAMT00000009054
OG0014154	rna13506	transcript_ENSUAMT00000009066
OG0014155	rna13504	transcript_ENSUAMT00000014359
OG0014156	rna13501	transcript_ENSUAMT00000014370
OG0014157	rna13494	transcript_ENSUAMT00000006122
OG0014158	rna13478	transcript_ENSUAMT00000002319
OG0014159	rna13473	transcript_ENSUAMT00000002297
OG0014160	rna13467	transcript_ENSUAMT00000011728
OG0014161	rna13466	transcript_ENSUAMT00000011731
OG0014162	rna13424	transcript_ENSUAMT00000000863
OG0014163	rna13398	transcript_ENSUAMT00000026284
OG0014164	rna13389	transcript_ENSUAMT00000026125
OG0014165	rna13363	transcript_ENSUAMT00000014958
OG0014166	rna13361	transcript_ENSUAMT00000037742
OG0014167	rna13348	transcript_ENSUAMT00000010900
OG0014168	rna13343	transcript_ENSUAMT00000010889
OG0014169	rna13335	transcript_ENSUAMT00000011413
OG0014170	rna13332	transcript_ENSUAMT00000002192
OG0014171	rna13319	transcript_ENSUAMT00000015846
OG0014172	rna13318	transcript_ENSUAMT00000015849
OG0014173	rna13317	transcript_ENSUAMT00000022888
OG0014174	rna13316	transcript_ENSUAMT00000022891
OG0014175	rna13315	transcript_ENSUAMT00000025881
OG0014176	rna13313	transcript_ENSUAMT00000025882
OG0014177	rna13303	transcript_ENSUAMT00000023899
OG0014178	rna13295	transcript_ENSUAMT00000000088
OG0014179	rna13291	transcript_ENSUAMT00000032457
OG0014180	rna13284	transcript_ENSUAMT00000032984
OG0014181	rna27970	transcript_ENSUAMT00000033420
OG0014182	rna27967	transcript_ENSUAMT00000033730
OG0014183	rna27965	transcript_ENSUAMT00000033769
OG0014184	rna27960	transcript_ENSUAMT00000033774
OG0014185	rna27951	transcript_ENSUAMT00000034243
OG0014186	rna27944	transcript_ENSUAMT00000034254
OG0014187	rna27942	transcript_ENSUAMT00000034255
OG0014188	rna27939	transcript_ENSUAMT00000034256
OG0014189	rna27932	transcript_ENSUAMT00000034260
OG0014190	rna27931	transcript_ENSUAMT00000041013
OG0014191	rna27928	transcript_ENSUAMT00000041014
OG0014192	rna27926	transcript_ENSUAMT00000041015
OG0014193	rna27924	transcript_ENSUAMT00000041017
OG0014194	rna27913	transcript_ENSUAMT00000041020
OG0014195	rna27907	transcript_ENSUAMT00000041026
OG0014196	rna27904	transcript_ENSUAMT00000036514
OG0014197	rna27903	transcript_ENSUAMT00000031983
OG0014198	rna27901	transcript_ENSUAMT00000031987
OG0014199	rna27899	transcript_ENSUAMT00000031997
OG0014200	rna27897	transcript_ENSUAMT00000031998
OG0014201	rna27896	transcript_ENSUAMT00000031999
OG0014202	rna27894	transcript_ENSUAMT00000032000
OG0014203	rna27891	transcript_ENSUAMT00000032002
OG0014204	rna27887	transcript_ENSUAMT00000032004
OG0014205	rna27886	transcript_ENSUAMT00000006584
OG0014206	rna27881	transcript_ENSUAMT00000006574
OG0014207	rna27879	transcript_ENSUAMT00000006572
OG0014208	rna27875	transcript_ENSUAMT00000006559
OG0014209	rna27874	transcript_ENSUAMT00000014896
OG0014210	rna27869	transcript_ENSUAMT00000017299
OG0014211	rna27862	transcript_ENSUAMT00000017311
OG0014212	rna27860	transcript_ENSUAMT00000018681
OG0014213	rna27859	transcript_ENSUAMT00000025543
OG0014214	rna27855	transcript_ENSUAMT00000020262
OG0014215	rna27842	transcript_ENSUAMT00000003946
OG0014216	rna27838	transcript_ENSUAMT00000003756
OG0014217	rna27835	transcript_ENSUAMT00000003799
OG0014218	rna27830	transcript_ENSUAMT00000040945
OG0014219	rna27824	transcript_ENSUAMT00000040941
OG0014220	rna27821	transcript_ENSUAMT00000004269
OG0014221	rna27817	transcript_ENSUAMT00000032289
OG0014222	rna27812	transcript_ENSUAMT00000040363
OG0014223	rna27810	transcript_ENSUAMT00000000195
OG0014224	rna27808	transcript_ENSUAMT00000034716
OG0014225	rna27799	transcript_ENSUAMT00000034263
OG0014226	rna27789	transcript_ENSUAMT00000026902
OG0014227	rna27788	transcript_ENSUAMT00000022707
OG0014228	rna27786	transcript_ENSUAMT00000041300
OG0014229	rna27784	transcript_ENSUAMT00000040186
OG0014230	rna27783	transcript_ENSUAMT00000040654
OG0014231	rna27770	transcript_ENSUAMT00000033876
OG0014232	rna27751	transcript_ENSUAMT00000040523
OG0014233	rna27750	transcript_ENSUAMT00000040528
OG0014234	rna27748	transcript_ENSUAMT00000040531
OG0014235	rna27720	transcript_ENSUAMT00000022659
OG0014236	rna27719	transcript_ENSUAMT00000010106
OG0014237	rna27709	transcript_ENSUAMT00000010100
OG0014238	rna27705	transcript_ENSUAMT00000010099
OG0014239	rna27702	transcript_ENSUAMT00000016080
OG0014240	rna27700	transcript_ENSUAMT00000012738
OG0014241	rna27682	transcript_ENSUAMT00000018830
OG0014242	rna27680	transcript_ENSUAMT00000018828
OG0014243	rna27678	transcript_ENSUAMT00000018826
OG0014244	rna27673	transcript_ENSUAMT00000018818
OG0014245	rna27669	transcript_ENSUAMT00000018810
OG0014246	rna27668	transcript_ENSUAMT00000038047
OG0014247	rna27664	transcript_ENSUAMT00000038051
OG0014248	rna27663	transcript_ENSUAMT00000038053
OG0014249	rna27661	transcript_ENSUAMT00000000932
OG0014250	rna27660	transcript_ENSUAMT00000000915
OG0014251	rna27655	transcript_ENSUAMT00000032609
OG0014252	rna27654	transcript_ENSUAMT00000008087
OG0014253	rna27643	transcript_ENSUAMT00000027512
OG0014254	rna27642	transcript_ENSUAMT00000027645
OG0014255	rna27640	transcript_ENSUAMT00000027669
OG0014256	rna27639	transcript_ENSUAMT00000027671
OG0014257	rna27638	transcript_ENSUAMT00000027675
OG0014258	rna27625	transcript_ENSUAMT00000027676
OG0014259	rna27621	transcript_ENSUAMT00000028940
OG0014260	rna27619	transcript_ENSUAMT00000030969
OG0014261	rna27612	transcript_ENSUAMT00000012741
OG0014262	rna27603	transcript_ENSUAMT00000011082
OG0014263	rna27591	transcript_ENSUAMT00000034033
OG0014264	rna27589	transcript_ENSUAMT00000034055
OG0014265	rna27586	transcript_ENSUAMT00000034065
OG0014266	rna27578	transcript_ENSUAMT00000034081
OG0014267	rna27577	transcript_ENSUAMT00000034084
OG0014268	rna27552	transcript_ENSUAMT00000034091
OG0014269	rna27550	transcript_ENSUAMT00000004958
OG0014270	rna27547	transcript_ENSUAMT00000036728
OG0014271	rna27544	transcript_ENSUAMT00000036725
OG0014272	rna27537	transcript_ENSUAMT00000036719
OG0014273	rna27532	transcript_ENSUAMT00000036709
OG0014274	rna27531	transcript_ENSUAMT00000036706
OG0014275	rna27528	transcript_ENSUAMT00000035957
OG0014276	rna27527	transcript_ENSUAMT00000035951
OG0014277	rna27524	transcript_ENSUAMT00000035949
OG0014278	rna27522	transcript_ENSUAMT00000035948
OG0014279	rna27518	transcript_ENSUAMT00000035945
OG0014280	rna27516	transcript_ENSUAMT00000035943
OG0014281	rna27514	transcript_ENSUAMT00000035941
OG0014282	rna27502	transcript_ENSUAMT00000025080
OG0014283	rna27495	transcript_ENSUAMT00000028082
OG0014284	rna27494	transcript_ENSUAMT00000028084
OG0014285	rna27491	transcript_ENSUAMT00000028305
OG0014286	rna27483	transcript_ENSUAMT00000021739
OG0014287	rna27480	transcript_ENSUAMT00000040314
OG0014288	rna27477	transcript_ENSUAMT00000023525
OG0014289	rna27470	transcript_ENSUAMT00000024162
OG0014290	rna27469	transcript_ENSUAMT00000036077
OG0014291	rna27461	transcript_ENSUAMT00000041234
OG0014292	rna27460	transcript_ENSUAMT00000041237
OG0014293	rna27454	transcript_ENSUAMT00000018335
OG0014294	rna27453	transcript_ENSUAMT00000018333
OG0014295	rna27444	transcript_ENSUAMT00000033249
OG0014296	rna27442	transcript_ENSUAMT00000033248
OG0014297	rna27439	transcript_ENSUAMT00000039333
OG0014298	rna27438	transcript_ENSUAMT00000039322
OG0014299	rna27437	transcript_ENSUAMT00000003154
OG0014300	rna23004	transcript_ENSUAMT00000025935
OG0014301	rna23002	transcript_ENSUAMT00000025938
OG0014302	rna22999	transcript_ENSUAMT00000009366
OG0014303	rna22998	transcript_ENSUAMT00000009350
OG0014304	rna22993	transcript_ENSUAMT00000017054
OG0014305	rna22991	transcript_ENSUAMT00000016905
OG0014306	rna22989	transcript_ENSUAMT00000011970
OG0014307	rna22979	transcript_ENSUAMT00000011974
OG0014308	rna22978	transcript_ENSUAMT00000011976
OG0014309	rna22977	transcript_ENSUAMT00000011981
OG0014310	rna22973	transcript_ENSUAMT00000011982
OG0014311	rna22966	transcript_ENSUAMT00000027513
OG0014312	rna22951	transcript_ENSUAMT00000016662
OG0014313	rna22949	transcript_ENSUAMT00000016669
OG0014314	rna22948	transcript_ENSUAMT00000001356
OG0014315	rna22939	transcript_ENSUAMT00000001068
OG0014316	rna22937	transcript_ENSUAMT00000001030
OG0014317	rna22934	transcript_ENSUAMT00000033905
OG0014318	rna22931	transcript_ENSUAMT00000026446
OG0014319	rna22930	transcript_ENSUAMT00000026465
OG0014320	rna22929	transcript_ENSUAMT00000026470
OG0014321	rna22928	transcript_ENSUAMT00000036628
OG0014322	rna22926	transcript_ENSUAMT00000036629
OG0014323	rna22914	transcript_ENSUAMT00000011269
OG0014324	rna22913	transcript_ENSUAMT00000011271
OG0014325	rna22901	transcript_ENSUAMT00000017029
OG0014326	rna22893	transcript_ENSUAMT00000034539
OG0014327	rna22887	transcript_ENSUAMT00000034806
OG0014328	rna22881	transcript_ENSUAMT00000034861
OG0014329	rna22872	transcript_ENSUAMT00000027347
OG0014330	rna22866	transcript_ENSUAMT00000027230
OG0014331	rna22864	transcript_ENSUAMT00000024437
OG0014332	rna22862	transcript_ENSUAMT00000024500
OG0014333	rna22859	transcript_ENSUAMT00000003805
OG0014334	rna22850	transcript_ENSUAMT00000003898
OG0014335	rna22846	transcript_ENSUAMT00000020992
OG0014336	rna22840	transcript_ENSUAMT00000029011
OG0014337	rna22837	transcript_ENSUAMT00000029007
OG0014338	rna22835	transcript_ENSUAMT00000029004
OG0014339	rna22813	transcript_ENSUAMT00000005405
