Orthogroup	ursArc.longCDS.prots	ailMel.longCDS.prots
OG0013961	rna24258	rna-XM_034656002.1
OG0013962	rna24260	rna-XM_019799084.2
OG0013963	rna24264	rna-XM_011224311.3
OG0013964	rna24269	rna-XM_034656009.1
OG0013965	rna24282	rna-XM_034656015.1
OG0013966	rna24288	rna-XM_034656018.1
OG0013967	rna24292	rna-XM_011224430.3
OG0013968	rna24307	rna-XM_002912920.4
OG0013969	rna24308	rna-XM_011224535.3
OG0013970	rna24309	rna-XM_002912922.4
OG0013971	rna24310	rna-XM_002912963.4
OG0013972	rna24315	rna-XM_002912923.4
OG0013973	rna24316	rna-XM_034656031.1
OG0013974	rna24320	rna-XM_034656032.1
OG0013975	rna24321	rna-XM_002912965.4
OG0013976	rna24323	rna-XM_034656044.1
OG0013977	rna24328	rna-XM_034656034.1
OG0013978	rna24338	rna-XM_002912927.4
OG0013979	rna24362	rna-XM_019803239.2
OG0013980	rna24364	rna-XM_034655737.1
OG0013981	rna24370	rna-XM_011229266.3
OG0013982	rna24371	rna-XM_002922723.4
OG0013983	rna24372	rna-XM_034656074.1
OG0013984	rna24379	rna-XM_034656067.1
OG0013985	rna24381	rna-XM_002922725.4
OG0013986	rna24383	rna-XM_002922726.4
OG0013987	rna24385	rna-XM_034656078.1
OG0013988	rna24387	rna-XM_034656080.1
OG0013989	rna24388	rna-XM_034655623.1
OG0013990	rna24390	rna-XM_002922738.4
OG0013991	rna24392	rna-XM_002922729.4
OG0013992	rna24393	rna-XM_034656082.1
OG0013993	rna24394	rna-XM_034656083.1
OG0013994	rna24398	rna-XM_011229289.3
OG0013995	rna24399	rna-XM_034656085.1
OG0013996	rna24413	rna-XM_002912579.4
OG0013997	rna24417	rna-XM_002912577.4
OG0013998	rna24418	rna-XM_034656100.1
OG0013999	rna24419	rna-XM_002912576.4
OG0014000	rna24422	rna-XM_034656103.1
OG0014001	rna24427	rna-XM_034656102.1
OG0014002	rna24430	rna-XM_011220290.3
OG0014003	rna24434	rna-XM_034656112.1
OG0014004	rna24459	rna-XM_002912573.4
OG0014005	rna24463	rna-XM_002912619.4
OG0014006	rna24466	rna-XM_034655625.1
OG0014007	rna24471	rna-XM_011220253.3
OG0014008	rna24472	rna-XM_011220172.3
OG0014009	rna24476	rna-XM_019795681.2
OG0014010	rna24481	rna-XM_002912563.4
OG0014011	rna24486	rna-XM_034656129.1
OG0014012	rna24488	rna-XM_002912562.4
OG0014013	rna24489	rna-XM_011220111.3
OG0014014	rna24490	rna-XM_011220099.3
OG0014015	rna24491	rna-XM_034656132.1
OG0014016	rna24494	rna-XM_034656133.1
OG0014017	rna24498	rna-XM_034656134.1
OG0014018	rna24499	rna-XM_019796054.1
OG0014019	rna24511	rna-XM_002912547.4
OG0014020	rna14152	rna-XM_034656164.1
OG0014021	rna14150	rna-XM_002912543.4
OG0014022	rna14149	rna-XM_034656177.1
OG0014023	rna14142	rna-XM_034656179.1
OG0014024	rna14138	rna-XM_034656181.1
OG0014025	rna14137	rna-XM_011219772.3
OG0014026	rna14136	rna-XM_002912538.4
OG0014027	rna14128	rna-XM_019795304.2
OG0014028	rna14124	rna-XM_034656183.1
OG0014029	rna14122	rna-XM_011219692.3
OG0014030	rna14114	rna-XM_019795244.2
OG0014031	rna14102	rna-XM_034656201.1
OG0014032	rna14095	rna-XM_002912531.4
OG0014033	rna14089	rna-XM_011217631.3
OG0014034	rna14086	rna-XM_002924685.4
OG0014035	rna14085	rna-XM_011231634.3
OG0014036	rna14081	rna-XM_011231635.3
OG0014037	rna14068	rna-XM_034656215.1
OG0014038	rna14066	rna-XM_002924693.1
OG0014039	rna14053	rna-XM_011216924.3
OG0014040	rna14052	rna-XM_002930174.3
OG0014041	rna14051	rna-XM_019793017.1
OG0014042	rna14050	rna-XM_019809502.1
OG0014043	rna14049	rna-XM_019809501.2
OG0014044	rna14048	rna-XM_019809498.2
OG0014045	rna27464	rna-XM_002928794.4
OG0014046	rna14044	rna-XM_019809496.2
OG0014047	rna14041	rna-XM_002928791.4
OG0014048	rna14036	rna-XM_002928790.4
OG0014049	rna14035	rna-XM_002928797.3
OG0014050	rna14034	rna-XM_002928078.4
OG0014051	rna14033	rna-XM_002928073.4
OG0014052	rna14031	rna-XM_011235880.3
OG0014053	rna14026	rna-XM_034656243.1
OG0014054	rna14025	rna-XM_019808842.2
OG0014055	rna14024	rna-XM_034655685.1
OG0014056	rna14020	rna-XM_011234481.3
OG0014057	rna14018	rna-XM_034656252.1
OG0014058	rna14016	rna-XM_034655631.1
OG0014059	rna14013	rna-XM_034656256.1
OG0014060	rna14011	rna-XM_034656257.1
OG0014061	rna14006	rna-XM_011236084.3
OG0014062	rna14001	rna-XM_002918316.4
OG0014063	rna14000	rna-XM_011223770.3
OG0014064	rna13982	rna-XM_034656262.1
OG0014065	rna13979	rna-XM_034656264.1
OG0014066	rna13974	rna-XM_034656266.1
OG0014067	rna13972	rna-XM_034656271.1
OG0014068	rna13959	rna-XM_034656273.1
OG0014069	rna13954	rna-XM_002916284.4
OG0014070	rna13945	rna-XM_034655635.1
OG0014071	rna13940	rna-XM_034655636.1
OG0014072	rna13938	rna-XM_034656279.1
OG0014073	rna13936	rna-XM_002919299.4
OG0014074	rna13934	rna-XM_034656281.1
OG0014075	rna13924	rna-XM_011225070.3
OG0014076	rna13921	rna-XM_011225073.3
OG0014077	rna13917	rna-XM_011225072.3
OG0014078	rna13914	rna-XM_019799719.2
OG0014079	rna13907	rna-XM_002919297.4
OG0014080	rna13904	rna-XM_034656299.1
OG0014081	rna13900	rna-XM_002915882.4
OG0014082	rna13893	rna-XM_034656312.1
OG0014083	rna13888	rna-XM_034655639.1
OG0014084	rna13887	rna-XM_002915884.4
OG0014085	rna13885	rna-XM_002915886.4
OG0014086	rna13884	rna-XM_034656323.1
OG0014087	rna13879	rna-XM_034656322.1
OG0014088	rna13877	rna-XM_002915889.4
OG0014089	rna13878	rna-XM_011220587.3
OG0014090	rna13873	rna-XM_002915888.4
OG0014091	rna13866	rna-XM_034656320.1
OG0014092	rna13863	rna-XM_002915891.4
OG0014093	rna13854	rna-XM_011220600.3
OG0014094	rna13851	rna-XM_002915896.4
OG0014095	rna13850	rna-XM_002915897.4
OG0014096	rna13840	rna-XM_002921341.4
OG0014097	rna13839	rna-XM_002921340.4
OG0014098	rna13838	rna-XM_002921339.4
OG0014099	rna13836	rna-XM_011227608.3
OG0014100	rna13829	rna-XM_034656344.1
OG0014101	rna13825	rna-XM_034656345.1
OG0014102	rna13822	rna-XM_034656351.1
OG0014103	rna13814	rna-XM_002929522.4
OG0014104	rna13813	rna-XM_002929521.4
OG0014105	rna13796	rna-XM_034656365.1
OG0014106	rna13793	rna-XM_019797470.2
OG0014107	rna13792	rna-XM_002917218.4
OG0014108	rna13786	rna-XM_002917210.4
OG0014109	rna13781	rna-XM_011222318.3
OG0014110	rna13780	rna-XM_019797471.2
OG0014111	rna13779	rna-XM_034655641.1
OG0014112	rna13766	rna-XM_011233083.3
OG0014113	rna13763	rna-XM_034656387.1
OG0014114	rna13759	rna-XM_034656399.1
OG0014115	rna13757	rna-XM_034656403.1
OG0014116	rna13746	rna-XM_011226297.3
OG0014117	rna13738	rna-XM_034656406.1
OG0014118	rna13737	rna-XM_034656408.1
OG0014119	rna13730	rna-XM_011226296.3
OG0014120	rna13728	rna-XM_034656413.1
OG0014121	rna13726	rna-XM_034656414.1
OG0014122	rna13725	rna-XM_034656417.1
OG0014123	rna13721	rna-XM_034656416.1
OG0014124	rna13720	rna-XM_034656427.1
OG0014125	rna13717	rna-XM_019796380.2
OG0014126	rna13714	rna-XM_034656429.1
OG0014127	rna13712	rna-XM_002916214.4
OG0014128	rna13707	rna-XM_019796377.2
OG0014129	rna13706	rna-XM_011221013.3
OG0014130	rna13701	rna-XM_011220979.3
OG0014131	rna13699	rna-XM_002916217.4
OG0014132	rna13695	rna-XM_002916219.4
OG0014133	rna13688	rna-XM_034656443.1
OG0014134	rna13677	rna-XM_034656448.1
OG0014135	rna13676	rna-XM_034656449.1
OG0014136	rna13658	rna-XM_034656456.1
OG0014137	rna13651	rna-XM_002916231.4
OG0014138	rna13647	rna-XM_019793555.2
OG0014139	rna13640	rna-XM_034656460.1
OG0014140	rna13636	rna-XM_034656465.1
OG0014141	rna13633	rna-XM_011232960.3
OG0014142	rna13628	rna-XM_002913620.4
OG0014143	rna13626	rna-XM_011232844.3
OG0014144	rna13623	rna-XM_011232792.3
OG0014145	rna13593	rna-XM_034656482.1
OG0014146	rna13582	rna-XM_019806515.2
OG0014147	rna13578	rna-XM_019806498.2
OG0014148	rna13579	rna-XM_002913615.4
OG0014149	rna13576	rna-XM_011232659.3
OG0014150	rna13573	rna-XM_034655643.1
OG0014151	rna13524	rna-XM_002923629.4
OG0014152	rna13513	rna-XM_034656522.1
OG0014153	rna13511	rna-XM_002927865.4
OG0014154	rna13506	rna-XM_019808593.2
OG0014155	rna13504	rna-XM_011235566.3
OG0014156	rna13501	rna-XM_002927860.4
OG0014157	rna13494	rna-XM_002926423.4
OG0014158	rna13478	rna-XM_034656549.1
OG0014159	rna13473	rna-XM_011225481.3
OG0014160	rna13467	rna-XM_019800081.2
OG0014161	rna13466	rna-XM_002919630.4
OG0014162	rna13424	rna-XM_011224372.3
OG0014163	rna13398	rna-XM_034656561.1
OG0014164	rna13389	rna-XM_002923085.4
OG0014165	rna13363	rna-XM_034656594.1
OG0014166	rna13361	rna-XM_019803620.2
OG0014167	rna13348	rna-XM_002917813.4
OG0014168	rna13343	rna-XM_002917814.4
OG0014169	rna13335	rna-XM_034656598.1
OG0014170	rna13332	rna-XM_034656603.1
OG0014171	rna13319	rna-XM_034655649.1
OG0014172	rna13318	rna-XM_002919943.4
OG0014173	rna13317	rna-XM_002919178.4
OG0014174	rna13316	rna-XM_034656608.1
OG0014175	rna13315	rna-XM_002919173.3
OG0014176	rna13313	rna-XM_034655651.1
OG0014177	rna13303	rna-XM_034656610.1
OG0014178	rna13295	rna-XM_002919169.4
OG0014179	rna13291	rna-XM_034656621.1
OG0014180	rna13284	rna-XM_034656615.1
OG0014181	rna27970	rna-XM_034656622.1
OG0014182	rna27967	rna-XM_002928130.4
OG0014183	rna27965	rna-XM_011235960.3
OG0014184	rna27960	rna-XM_019808923.2
OG0014185	rna27951	rna-XM_034655653.1
OG0014186	rna27944	rna-XM_034656650.1
OG0014187	rna27942	rna-XM_034656667.1
OG0014188	rna27939	rna-XM_002928136.4
OG0014189	rna27932	rna-XM_011235968.3
OG0014190	rna27931	rna-XM_011235973.3
OG0014191	rna27928	rna-XM_011235974.3
OG0014192	rna27926	rna-XM_002928139.4
OG0014193	rna27924	rna-XM_034656676.1
OG0014194	rna27913	rna-XM_034656669.1
OG0014195	rna27907	rna-XM_019808929.2
OG0014196	rna27904	rna-XM_034656689.1
OG0014197	rna27903	rna-XM_034656680.1
OG0014198	rna27901	rna-XM_034656684.1
OG0014199	rna27899	rna-XM_034655690.1
OG0014200	rna27897	rna-XM_034656699.1
OG0014201	rna27896	rna-XM_034655654.1
OG0014202	rna27894	rna-XM_034656701.1
OG0014203	rna27891	rna-XM_034656706.1
OG0014204	rna27887	rna-XM_034656703.1
OG0014205	rna27886	rna-XM_034656719.1
OG0014206	rna27881	rna-XM_002921735.4
OG0014207	rna27879	rna-XM_034656718.1
OG0014208	rna27875	rna-XM_034655655.1
OG0014209	rna27874	rna-XM_034656721.1
OG0014210	rna27869	rna-XM_034656722.1
OG0014211	rna27862	rna-XM_019802280.2
OG0014212	rna27860	rna-XM_002916929.4
OG0014213	rna27859	rna-XM_011221928.3
OG0014214	rna27855	rna-XM_002916927.4
OG0014215	rna27842	rna-XM_002916926.4
OG0014216	rna27838	rna-XM_002916925.4
OG0014217	rna27835	rna-XM_034656727.1
OG0014218	rna27830	rna-XM_002916923.4
OG0014219	rna27824	rna-XM_034656729.1
OG0014220	rna27821	rna-XM_002916919.4
OG0014221	rna27817	rna-XM_034655657.1
OG0014222	rna27812	rna-XM_011221931.3
OG0014223	rna27810	rna-XM_034656734.1
OG0014224	rna27808	rna-XM_034656736.1
OG0014225	rna27799	rna-XM_011229459.3
OG0014226	rna27789	rna-XM_034656744.1
OG0014227	rna27788	rna-XM_034656742.1
OG0014228	rna27786	rna-XM_002922880.4
OG0014229	rna27784	rna-XM_002931123.2
OG0014230	rna27783	rna-XM_034656753.1
OG0014231	rna27770	rna-XM_002918610.4
OG0014232	rna27751	rna-XM_034656765.1
OG0014233	rna27750	rna-XM_034656767.1
OG0014234	rna27748	rna-XM_002926783.4
OG0014235	rna27720	rna-XM_011219434.3
OG0014236	rna27719	rna-XM_019794972.2
OG0014237	rna27709	rna-XM_034656783.1
OG0014238	rna27705	rna-XM_034656790.1
OG0014239	rna27702	rna-XM_019794949.2
OG0014240	rna27700	rna-XM_034656793.1
OG0014241	rna27682	rna-XM_002912504.4
OG0014242	rna27680	rna-XM_034655663.1
OG0014243	rna27678	rna-XM_002912503.4
OG0014244	rna27673	rna-XM_034656800.1
OG0014245	rna27669	rna-XM_002912502.4
OG0014246	rna27668	rna-XM_019794851.2
OG0014247	rna27664	rna-XM_002912500.4
OG0014248	rna27663	rna-XM_002912499.3
OG0014249	rna27661	rna-XM_011219231.3
OG0014250	rna27660	rna-XM_034656809.1
OG0014251	rna27655	rna-XM_011219207.3
OG0014252	rna27654	rna-XM_011219193.3
OG0014253	rna27643	rna-XM_011222241.3
OG0014254	rna27642	rna-XM_011222244.3
OG0014255	rna27640	rna-XM_002917170.4
OG0014256	rna27639	rna-XM_034656824.1
OG0014257	rna27638	rna-XM_034656820.1
OG0014258	rna27625	rna-XM_002917155.4
OG0014259	rna27621	rna-XM_002931052.4
OG0014260	rna27619	rna-XM_034656828.1
OG0014261	rna27612	rna-XM_002920746.4
OG0014262	rna27603	rna-XM_002920747.4
OG0014263	rna27591	rna-XM_002920759.4
OG0014264	rna27589	rna-XM_002920754.4
OG0014265	rna27586	rna-XM_019801285.2
OG0014266	rna27578	rna-XM_034656844.1
OG0014267	rna27577	rna-XM_002920757.4
OG0014268	rna27552	rna-XM_034656871.1
OG0014269	rna27550	rna-XM_019798470.2
OG0014270	rna27547	rna-XM_034656868.1
OG0014271	rna27544	rna-XM_034656866.1
OG0014272	rna27537	rna-XM_011223535.3
OG0014273	rna27532	rna-XM_019798475.2
OG0014274	rna27531	rna-XM_002918145.4
OG0014275	rna27528	rna-XM_019798481.2
OG0014276	rna27527	rna-XM_034655694.1
OG0014277	rna27524	rna-XM_034656879.1
OG0014278	rna27522	rna-XM_034656883.1
OG0014279	rna27518	rna-XM_034656880.1
OG0014280	rna27516	rna-XM_019798485.2
OG0014281	rna27514	rna-XM_034656885.1
OG0014282	rna27502	rna-XM_034656898.1
OG0014283	rna27495	rna-XM_019798496.1
OG0014284	rna27494	rna-XM_002918155.4
OG0014285	rna27491	rna-XM_011223558.3
OG0014286	rna27483	rna-XM_011223562.2
OG0014287	rna27480	rna-XM_034656912.1
OG0014288	rna27477	rna-XM_034656916.1
OG0014289	rna27470	rna-XM_034656920.1
OG0014290	rna27469	rna-XM_011217586.3
OG0014291	rna27461	rna-XM_002927470.4
OG0014292	rna27460	rna-XM_002927468.4
OG0014293	rna27454	rna-XM_019808154.2
OG0014294	rna27453	rna-XM_002927469.4
OG0014295	rna27444	rna-XM_034656935.1
OG0014296	rna27442	rna-XM_002929325.4
OG0014297	rna27439	rna-XM_034656936.1
OG0014298	rna27438	rna-XM_011227850.3
OG0014299	rna27437	rna-XM_002921554.4
OG0014300	rna23004	rna-XM_002919636.4
OG0014301	rna23002	rna-XM_011225491.3
OG0014302	rna22999	rna-XM_019806216.2
OG0014303	rna22998	rna-XM_002925486.4
OG0014304	rna22993	rna-XM_002921712.4
OG0014305	rna22991	rna-XM_034656945.1
OG0014306	rna22989	rna-XM_034656949.1
OG0014307	rna22979	rna-XM_034656952.1
OG0014308	rna22978	rna-XM_019802266.2
OG0014309	rna22977	rna-XM_011228073.3
OG0014310	rna22973	rna-XM_034656958.1
OG0014311	rna22966	rna-XM_011228069.3
OG0014312	rna22951	rna-XM_002921714.3
OG0014313	rna22949	rna-XM_034656960.1
OG0014314	rna22948	rna-XM_019802257.2
OG0014315	rna22939	rna-XM_002928689.4
OG0014316	rna22937	rna-XM_034656964.1
OG0014317	rna22934	rna-XM_034656965.1
OG0014318	rna22931	rna-XM_011229141.3
OG0014319	rna22930	rna-XM_002922607.3
OG0014320	rna22929	rna-XM_034655667.1
OG0014321	rna22928	rna-XM_002922615.4
OG0014322	rna22926	rna-XM_002922608.4
OG0014323	rna22914	rna-XM_019803144.2
OG0014324	rna22913	rna-XM_002922613.4
OG0014325	rna22901	rna-XM_019794580.2
OG0014326	rna22893	rna-XM_011218980.3
OG0014327	rna22887	rna-XM_034656975.1
OG0014328	rna22881	rna-XM_034656980.1
OG0014329	rna22872	rna-XM_034656982.1
OG0014330	rna22866	rna-XM_034656987.1
OG0014331	rna22864	rna-XM_034656996.1
OG0014332	rna22862	rna-XM_034656990.1
OG0014333	rna22859	rna-XM_034656988.1
OG0014334	rna22850	rna-XM_034657000.1
OG0014335	rna22846	rna-XM_002923367.3
OG0014336	rna22840	rna-XM_002923369.4
OG0014337	rna22837	rna-XM_034657012.1
OG0014338	rna22835	rna-XM_002923371.4
OG0014339	rna22813	rna-XM_002930835.4
OG0014340	rna22803	rna-XM_034657021.1
OG0014341	rna22801	rna-XM_011225272.3
OG0014342	rna22800	rna-XM_002919431.4
OG0014343	rna22796	rna-XM_034657024.1
OG0014344	rna22792	rna-XM_034657029.1
OG0014345	rna22783	rna-XM_019799872.2
OG0014346	rna22781	rna-XM_002919436.4
OG0014347	rna22773	rna-XM_034657043.1
OG0014348	rna22771	rna-XM_034657045.1
OG0014349	rna22769	rna-XM_034657047.1
OG0014350	rna22767	rna-XM_019800375.2
OG0014351	rna22765	rna-XM_002919909.3
OG0014352	rna22760	rna-XM_034657049.1
OG0014353	rna22753	rna-XM_002919908.4
OG0014354	rna22745	rna-XM_034657054.1
OG0014355	rna22726	rna-XM_011231438.3
OG0014356	rna22724	rna-XM_034657075.1
OG0014357	rna22722	rna-XM_034657076.1
OG0014358	rna22720	rna-XM_011222799.3
OG0014359	rna22719	rna-XM_002917526.4
OG0014360	rna22717	rna-XM_019797837.2
OG0014361	rna22713	rna-XM_034657081.1
OG0014362	rna22699	rna-XM_034657085.1
OG0014363	rna22688	rna-XM_034657089.1
OG0014364	rna22685	rna-XM_034657087.1
OG0014365	rna22680	rna-XM_019799034.2
OG0014366	rna22677	rna-XM_002918623.2
OG0014367	rna22663	rna-XM_002929931.4
OG0014368	rna22661	rna-XM_011216635.3
OG0014369	rna22657	rna-XM_011230093.3
OG0014370	rna22655	rna-XM_034657100.1
OG0014371	rna22654	rna-XM_002923421.4
OG0014372	rna22645	rna-XM_034655675.1
OG0014373	rna22634	rna-XM_034657107.1
OG0014374	rna22630	rna-XM_034657108.1
OG0014375	rna22629	rna-XM_034655698.1
OG0014376	rna22624	rna-XM_011224445.3
OG0014377	rna22621	rna-XM_011224440.3
OG0014378	rna22617	rna-XM_034657110.1
OG0014379	rna22615	rna-XM_019799244.2
OG0014380	rna22614	rna-XM_002918831.2
OG0014381	rna22605	rna-XM_034657111.1
OG0014382	rna22603	rna-XM_034655678.1
OG0014383	rna22595	rna-XM_002926636.4
OG0014384	rna22593	rna-XM_034657117.1
OG0014385	rna22592	rna-XM_034657120.1
OG0014386	rna22591	rna-XM_034657123.1
OG0014387	rna22590	rna-XM_002926639.4
OG0014388	rna22588	rna-XM_002926640.4
OG0014389	rna22586	rna-XM_034657125.1
OG0014390	rna22585	rna-XM_002926642.4
OG0014391	rna22580	rna-XM_034657128.1
OG0014392	rna46345	rna-XM_034650744.1
OG0014393	rna40339	rna-XM_034643473.1
OG0014394	rna40354	rna-XM_002924265.4
OG0014395	rna40360	rna-XM_034644462.1
OG0014396	rna40363	rna-XM_034644124.1
OG0014397	rna40369	rna-XM_034644088.1
OG0014398	rna40383	rna-XM_034643897.1
OG0014399	rna40386	rna-XM_002920342.3
OG0014400	rna40388	rna-XM_034643576.1
OG0014401	rna40394	rna-XM_034643938.1
OG0014402	rna40397	rna-XM_011226373.3
OG0014403	rna40406	rna-XM_034643588.1
OG0014404	rna40408	rna-XM_034643585.1
OG0014405	rna40409	rna-XM_034643589.1
OG0014406	rna40412	rna-XM_034644082.1
OG0014407	rna40415	rna-XM_019800848.2
OG0014408	rna40432	rna-XM_019808390.2
OG0014409	rna40443	rna-XM_011235340.3
OG0014410	rna40444	rna-XM_034644207.1
OG0014411	rna40450	rna-XM_034644553.1
OG0014412	rna40451	rna-XM_019800439.2
OG0014413	rna40479	rna-XM_034643630.1
OG0014414	rna40483	rna-XM_002925151.4
OG0014415	rna40485	rna-XM_034643478.1
OG0014416	rna40487	rna-XM_002925156.4
OG0014417	rna40502	rna-XM_034644058.1
OG0014418	rna40510	rna-XM_034643855.1
OG0014419	rna40513	rna-XM_034643880.1
OG0014420	rna40515	rna-XM_002925615.4
OG0014421	rna40878	rna-XM_034643610.1
OG0014422	rna40872	rna-XM_034644343.1
OG0014423	rna40865	rna-XM_034643412.1
OG0014424	rna40864	rna-XM_002929878.4
OG0014425	rna40863	rna-XM_034643764.1
OG0014426	rna40854	rna-XM_002926626.4
OG0014427	rna40853	rna-XM_002926625.4
OG0014428	rna40849	rna-XM_002926624.4
OG0014429	rna40840	rna-XM_002926628.4
OG0014430	rna40837	rna-XM_002926627.4
OG0014431	rna40834	rna-XM_002930695.4
OG0014432	rna40820	rna-XM_002918626.4
OG0014433	rna40819	rna-XM_034644160.1
OG0014434	rna40816	rna-XM_002918627.4
OG0014435	rna40815	rna-XM_034644347.1
OG0014436	rna40809	rna-XM_002918629.4
OG0014437	rna40803	rna-XM_034644225.1
OG0014438	rna40795	rna-XM_002918637.4
OG0014439	rna40789	rna-XM_034643922.1
OG0014440	rna40781	rna-XM_034643920.1
OG0014441	rna40778	rna-XM_011234459.3
OG0014442	rna40775	rna-XM_034644348.1
OG0014443	rna40772	rna-XM_034644246.1
OG0014444	rna40753	rna-XM_011226891.3
OG0014445	rna40748	rna-XM_002913148.4
OG0014446	rna40744	rna-XM_002913151.4
OG0014447	rna40725	rna-XM_011227013.3
OG0014448	rna40724	rna-XM_034644055.1
OG0014449	rna40718	rna-XM_034644365.1
OG0014450	rna40713	rna-XM_034644573.1
OG0014451	rna40710	rna-XM_034643788.1
OG0014452	rna40708	rna-XM_034643787.1
OG0014453	rna52899	rna-XM_002927522.4
OG0014454	rna52923	rna-XM_034643784.1
OG0014455	rna52925	rna-XM_002927525.4
OG0014456	rna45630	rna-XM_002929579.4
OG0014457	rna45628	rna-XM_002929578.4
OG0014458	rna45625	rna-XM_034643993.1
OG0014459	rna45619	rna-XM_034643996.1
OG0014460	rna45613	rna-XM_034644205.1
OG0014461	rna45606	rna-XM_034644202.1
OG0014462	rna45597	rna-XM_034644244.1
OG0014463	rna45596	rna-XM_002919658.4
OG0014464	rna45592	rna-XM_034643622.1
OG0014465	rna45587	rna-XM_019800103.2
OG0014466	rna45580	rna-XM_034643520.1
OG0014467	rna45579	rna-XM_019800979.2
OG0014468	rna45574	rna-XM_011226494.3
OG0014469	rna45567	rna-XM_034644376.1
OG0014470	rna45560	rna-XM_002923752.4
OG0014471	rna45543	rna-XM_034644386.1
OG0014472	rna45532	rna-XM_002925411.4
OG0014473	rna45513	rna-XM_034644518.1
OG0014474	rna45509	rna-XM_034644536.1
OG0014475	rna15677	rna-XM_002930313.4
OG0014476	rna15673	rna-XM_034644033.1
OG0014477	rna15671	rna-XM_019793132.2
OG0014478	rna15669	rna-XM_034643660.1
OG0014479	rna15668	rna-XM_002930318.4
OG0014480	rna14779, rna50268	rna-XM_034643869.1
OG0014481	rna15663	rna-XM_002916033.4
OG0014482	rna15660	rna-XM_019796138.2
OG0014483	rna15656	rna-XM_019796140.2
OG0014484	rna15653	rna-XM_019796142.2
OG0014485	rna15648	rna-XM_002916059.4
OG0014486	rna15645	rna-XM_034643950.1
OG0014487	rna15639	rna-XM_002915974.4
OG0014488	rna15636	rna-XM_011220706.3
OG0014489	rna15635	rna-XM_034643450.1
OG0014490	rna15633	rna-XM_002915980.4
OG0014491	rna15621	rna-XM_034643531.1
OG0014492	rna15620	rna-XM_002915983.4
OG0014493	rna15618	rna-XM_019796156.2
OG0014494	rna15617	rna-XM_034643716.1
OG0014495	rna15615	rna-XM_034643830.1
OG0014496	rna15603	rna-XM_019796160.2
OG0014497	rna15600	rna-XM_034644355.1
OG0014498	rna15598	rna-XM_002915988.4
OG0014499	rna15597	rna-XM_034644353.1
OG0014500	rna15596	rna-XM_034643661.1
OG0014501	rna15594	rna-XM_002915990.4
OG0014502	rna15591	rna-XM_019796172.2
OG0014503	rna15582	rna-XM_034643964.1
OG0014504	rna15573	rna-XM_034643599.1
OG0014505	rna15567	rna-XM_002915998.4
OG0014506	rna15558	rna-XM_019796189.2
OG0014507	rna15557	rna-XM_034643992.1
OG0014508	rna15556	rna-XM_002916001.4
OG0014509	rna15554	rna-XM_034643614.1
OG0014510	rna15553	rna-XM_034643620.1
OG0014511	rna15550	rna-XM_002916003.4
OG0014512	rna15546	rna-XM_002916005.4
OG0014513	rna15543	rna-XM_011220756.3
OG0014514	rna15526	rna-XM_002916010.4
OG0014515	rna15525	rna-XM_002916011.4
OG0014516	rna15524	rna-XM_034644320.1
OG0014517	rna15520	rna-XM_034644074.1
OG0014518	rna15519	rna-XM_002916014.4
OG0014519	rna15518	rna-XM_002916015.4
OG0014520	rna15515	rna-XM_011220770.3
OG0014521	rna15509	rna-XM_011220773.3
OG0014522	rna15505	rna-XM_034643662.1
OG0014523	rna15500	rna-XM_002916020.4
OG0014524	rna15496	rna-XM_011220779.3
OG0014525	rna15494	rna-XM_034644229.1
OG0014526	rna15493	rna-XM_034644315.1
OG0014527	rna15488	rna-XM_034644311.1
OG0014528	rna15485	rna-XM_002916022.4
OG0014529	rna15484	rna-XM_002916023.4
OG0014530	rna15482	rna-XM_034643816.1
OG0014531	rna15481	rna-XM_034643820.1
OG0014532	rna15477	rna-XM_002916027.4
OG0014533	rna15474	rna-XM_002916029.4
OG0014534	rna15470	rna-XM_002916030.4
OG0014535	rna15466	rna-XM_002916031.4
OG0014536	rna15463	rna-XM_019804515.2
OG0014537	rna15453	rna-XM_002919596.4
OG0014538	rna15450	rna-XM_002919594.4
OG0014539	rna15448	rna-XM_034644161.1
OG0014540	rna15440	rna-XM_002920044.4
OG0014541	rna15435	rna-XM_011225970.3
OG0014542	rna15434	rna-XM_034643476.1
OG0014543	rna15433	rna-XM_002920047.4
OG0014544	rna15429	rna-XM_019800506.2
OG0014545	rna15427	rna-XM_002920048.4
OG0014546	rna15426	rna-XM_002920049.4
OG0014547	rna15420	rna-XM_019800509.2
OG0014548	rna15415	rna-XM_034643960.1
OG0014549	rna15410	rna-XM_002924708.4
OG0014550	rna15408	rna-XM_034643712.1
OG0014551	rna15404	rna-XM_034643414.1
OG0014552	rna15395	rna-XM_002918327.4
OG0014553	rna15394	rna-XM_002918322.4
OG0014554	rna15391	rna-XM_011223779.3
OG0014555	rna15384	rna-XM_002918319.4
OG0014556	rna15383	rna-XM_002918318.4
OG0014557	rna15373	rna-XM_034644250.1
OG0014558	rna15369	rna-XM_034644572.1
OG0014559	rna15357	rna-XM_034644557.1
OG0014560	rna15356	rna-XM_034643944.1
OG0014561	rna15355	rna-XM_002922185.3
OG0014562	rna15354	rna-XM_002922186.1
OG0014563	rna15343	rna-XM_019802729.2
OG0014564	rna15337	rna-XM_034644426.1
OG0014565	rna15330	rna-XM_002915613.4
OG0014566	rna15327	rna-XM_034644175.1
OG0014567	rna15324	rna-XM_034643804.1
