Orthogroup	ursArc.longCDS.prots	homSap.longCDS.prots
OG0013569	rna2084	ENST00000341119.9
OG0013570	rna2086	ENST00000265728.5
OG0013571	rna2087	ENST00000265727.11
OG0013572	rna2095	ENST00000265729.6
OG0013573	rna2097	ENST00000380079.8
OG0013574	rna2103	ENST00000297203.2
OG0013575	rna2114	ENST00000287908.7
OG0013576	rna2116	ENST00000389297.8
OG0013577	rna2124	ENST00000222511.10
OG0013578	rna2125	ENST00000496677.5
OG0013579	rna2136	ENST00000359028.6
OG0013580	rna2144	ENST00000003100.12
OG0013581	rna2145	ENST00000458448.5
OG0013582	rna2148	ENST00000394507.5
OG0013583	rna2150	ENST00000265742.7
OG0013584	rna2159	ENST00000287957.3
OG0013585	rna2161	ENST00000248633.8
OG0013586	rna2165	ENST00000481551.5
OG0013587	rna2169	ENST00000265734.8
OG0013588	rna2174	ENST00000453812.2
OG0013589	rna2186	ENST00000305866.9
OG0013590	rna2188	ENST00000359558.6
OG0013591	rna2192	ENST00000248572.9
OG0013592	rna2190	ENST00000222543.9
OG0013593	rna2194	ENST00000248564.5
OG0013594	rna2195	ENST00000457139.5
OG0013595	rna2211	ENST00000297273.8
OG0013596	rna2215	ENST00000415788.2
OG0013597	rna2218	ENST00000433360.5
OG0013598	rna2233	ENST00000222381.7
OG0013599	rna2236	ENST00000265627.9
OG0013600	rna2241	ENST00000325885.5
OG0013601	rna2257	ENST00000518156.2
OG0013602	rna2258	ENST00000222598.4
OG0013603	rna2259	ENST00000432641.2
OG0013604	rna2260	ENST00000319273.9
OG0013605	rna2268	ENST00000175506.8
OG0013606	rna2271	ENST00000436587.6
OG0013607	rna2278	ENST00000340080.8
OG0013608	rna2280	ENST00000223129.8
OG0013609	rna2283	ENST00000223145.9
OG0013610	rna2284	ENST00000422063.6
OG0013611	rna2294	ENST00000405863.5
OG0013612	rna2297	ENST00000339600.5
OG0013613	rna2298	ENST00000634607.1
OG0013614	rna2319	ENST00000396668.7
OG0013615	rna2325	ENST00000275358.7
OG0013616	rna2330	ENST00000396662.5
OG0013617	rna2337	ENST00000405358.8
OG0013618	rna2350	ENST00000342526.7
OG0013619	rna2352	ENST00000262041.5
OG0013620	rna2371	ENST00000396652.1
OG0013621	rna2372	ENST00000401542.2
OG0013622	rna2373	ENST00000306999.6
OG0013623	rna2375	ENST00000262067.4
OG0013624	rna2382	ENST00000428135.7
OG0013625	rna2392	ENST00000275461.3
OG0013626	rna2395	ENST00000222567.5
OG0013627	rna2397	ENST00000405844.5
OG0013628	rna2400	ENST00000400331.9
OG0013629	rna2404	ENST00000222573.4
OG0013630	rna2418	ENST00000222584.7
OG0013631	rna2427	ENST00000406877.7
OG0013632	rna2429	ENST00000344041.10
OG0013633	rna2448	ENST00000339077.9
OG0013634	rna2452	ENST00000413919.1
OG0013635	rna2457	ENST00000381990.6
OG0013636	rna2463	ENST00000307471.7
OG0013637	rna2476	ENST00000344962.8
OG0013638	rna2482	ENST00000242152.6
OG0013639	rna2492	ENST00000342947.7
OG0013640	rna2498	ENST00000313367.6
OG0013641	rna2501	ENST00000305786.6
OG0013642	rna2506	ENST00000409280.5
OG0013643	rna2507	ENST00000222674.2
OG0013644	rna2518	ENST00000056233.3
OG0013645	rna2528	ENST00000446848.6
OG0013646	rna2535	ENST00000345317.6
OG0013647	rna2539	ENST00000343060.4
OG0013648	rna2542	ENST00000222718.6
OG0013649	rna2549	ENST00000610970.1
OG0013650	rna2552	ENST00000222728.3
OG0013651	rna2559	ENST00000343483.6
OG0013652	rna2563	ENST00000006015.3
OG0013653	rna2572	ENST00000265395.6
OG0013654	rna2580	ENST00000357727.6
OG0013655	rna2584	ENST00000265394.9
OG0013656	rna2602	ENST00000434476.6
OG0013657	rna2603	ENST00000222803.9
OG0013658	rna2605	ENST00000440706.2
OG0013659	rna2621	ENST00000222823.8
OG0013660	rna2625	ENST00000598361.4, ENST00000275428.8
OG0013661	rna2628	ENST00000389266.7
OG0013662	rna2630	ENST00000265299.6
OG0013663	rna2637	ENST00000326139.6
OG0013664	rna2639	ENST00000409489.5
OG0013665	rna2640	ENST00000297142.3
OG0013666	rna2641	ENST00000451887.6
OG0013667	rna2642	ENST00000342032.7
OG0013668	rna2648	ENST00000450169.6
OG0013669	rna2651	ENST00000318709.8
OG0013670	rna2653	ENST00000304056.8
OG0013671	rna2658	ENST00000538336.5
OG0013672	rna2659	ENST00000620705.4
OG0013673	rna2665	ENST00000242067.10
OG0013674	rna2674	ENST00000297161.6
OG0013675	rna2677	ENST00000381539.3
OG0013676	rna2681	ENST00000408931.3
OG0013677	rna2684	ENST00000396081.5
OG0013678	rna2687	ENST00000350320.10
OG0013679	rna2697	ENST00000297063.10
OG0013680	rna2698	ENST00000265748.6
OG0013681	rna2700	ENST00000617267.4
OG0013682	rna2710	ENST00000415914.3
OG0013683	rna2711	ENST00000249356.3
OG0013684	rna2717	ENST00000405709.6
OG0013685	rna2725	ENST00000308478.9
OG0013686	rna2729	ENST00000361822.7
OG0013687	rna2731	ENST00000005558.8
OG0013688	rna2732	ENST00000439068.6
OG0013689	rna2733	ENST00000312814.10
OG0013690	rna2737	ENST00000610164.1
OG0013691	rna2741	ENST00000284601.3
OG0013692	rna2755	ENST00000408937.7
OG0013693	rna2756	ENST00000257724.7
OG0013694	rna2763	ENST00000265440.11
OG0013695	rna2767	ENST00000358204.8
OG0013696	rna2769	ENST00000222693.4
OG0013697	rna2771	ENST00000341049.6
OG0013698	rna2773	ENST00000318493.10
OG0013699	rna2788	ENST00000265441.7
OG0013700	rna2789	ENST00000284629.6
OG0013701	rna2792	ENST00000003084.10
OG0013702	rna2793	ENST00000160373.7
OG0013703	rna2800	ENST00000417525.5
OG0013704	rna2804	ENST00000222747.7
OG0013705	rna2812	ENST00000315870.9
OG0013706	rna2813	ENST00000310396.9
OG0013707	rna2815	ENST00000222462.2
OG0013708	rna2816	ENST00000359943.7
OG0013709	rna2819	ENST00000393386.6
OG0013710	rna2820	ENST00000393376.5
OG0013711	rna2823	ENST00000442488.6
OG0013712	rna2831	ENST00000340112.2
OG0013713	rna2832	ENST00000434824.1
OG0013714	rna2834	ENST00000194130.6
OG0013715	rna2835	ENST00000466202.5
OG0013716	rna2837	ENST00000451558.5
OG0013717	rna2838	ENST00000458573.2
OG0013718	rna2842	ENST00000223026.8
OG0013719	rna2843	ENST00000340011.9
OG0013720	rna2844	ENST00000455783.2
OG0013721	rna2848	ENST00000303921.2
OG0013722	rna2867	ENST00000393313.5
OG0013723	rna2869	ENST00000321407.2
OG0013724	rna2871	ENST00000265825.5
OG0013725	rna2872	ENST00000639438.1
OG0013726	rna2873	ENST00000354725.7
OG0013727	rna2874	ENST00000249363.3
OG0013728	rna2878	ENST00000308868.4
OG0013729	rna2882	ENST00000223073.6
OG0013730	rna2893	ENST00000435296.2
OG0013731	rna2894	ENST00000477515.2
OG0013732	rna2895	ENST00000315184.9
OG0013733	rna2896	ENST00000542996.6
OG0013734	rna2899	ENST00000249389.2
OG0013735	rna2901	ENST00000297788.8
OG0013736	rna2909	ENST00000492758.1
OG0013737	rna2914	ENST00000610776.4
OG0013738	rna2916	ENST00000489702.6
OG0013739	rna2919	ENST00000627585.2
OG0013740	rna2921	ENST00000486685.2
OG0013741	rna2924	ENST00000249373.7
OG0013742	rna2940	ENST00000311967.6
OG0013743	rna2946	ENST00000355621.7
OG0013744	rna2948	ENST00000358303.8
OG0013745	rna2950	ENST00000335420.9
OG0013746	rna2952	ENST00000397622.6
OG0013747	rna2954	ENST00000297819.3
OG0013748	rna2957	ENST00000222482.8
OG0013749	rna2958	ENST00000461828.5
OG0013750	rna2960	ENST00000223208.9
OG0013751	rna2963	ENST00000223215.8
OG0013752	rna2969	ENST00000456951.5
OG0013753	rna2983	ENST00000352689.10
OG0013754	rna2995	ENST00000378555.7
OG0013755	rna3006	ENST00000253861.4
OG0013756	rna3008	ENST00000285928.2
OG0013757	rna3016	ENST00000344924.7
OG0013758	rna3018	ENST00000361675.6
OG0013759	rna3027	ENST00000436302.6
OG0013760	rna3037	ENST00000275767.3
OG0013761	rna3040	ENST00000354475.4
OG0013762	rna3041	ENST00000275764.3
OG0013763	rna3048	ENST00000541284.5
OG0013764	rna3052	ENST00000285968.10
OG0013765	rna3053	ENST00000507606.2
OG0013766	rna3054	ENST00000354042.8
OG0013767	rna3060	ENST00000338588.7
OG0013768	rna3063	ENST00000393085.3
OG0013769	rna3065	ENST00000445907.6
OG0013770	rna3072	ENST00000348225.6
OG0013771	rna3074	ENST00000330387.10
OG0013772	rna3076	ENST00000242375.7
OG0013773	rna3080	ENST00000343526.8
OG0013774	rna3082	ENST00000419765.3
OG0013775	rna3101	ENST00000275766.1
OG0013776	rna3102	ENST00000464606.5
OG0013777	rna3105	ENST00000464848.5
OG0013778	rna3106	ENST00000473989.7
OG0013779	rna3112	ENST00000297534.6
OG0013780	rna3121	ENST00000422142.6
OG0013781	rna3127	ENST00000416849.6
OG0013782	rna3129	ENST00000263549.7
OG0013783	rna3131	ENST00000397560.6
OG0013784	rna3134	ENST00000326232.13
OG0013785	rna3140	ENST00000537763.5
OG0013786	rna3143	ENST00000255977.6
OG0013787	rna3145	ENST00000275884.10
OG0013788	rna3152	ENST00000072869.8
OG0013789	rna3155	ENST00000476279.5
OG0013790	rna3158	ENST00000288602.10
OG0013791	rna3160	ENST00000324787.9
OG0013792	rna3162	ENST00000565468.5
OG0013793	rna3165	ENST00000536163.5
OG0013794	rna3167	ENST00000397541.6
OG0013795	rna3168	ENST00000265304.10
OG0013796	rna3176	ENST00000247879.2
OG0013797	rna3181	ENST00000247883.5
OG0013798	rna3183	ENST00000350549.7
OG0013799	rna3187	ENST00000546910.5
OG0013800	rna3188	ENST00000547270.1
OG0013801	rna3194	ENST00000547058.6
OG0013802	rna3207	ENST00000619012.4
OG0013803	rna3211	ENST00000458732.1
OG0013804	rna3217	ENST00000355265.6
OG0013805	rna3224	ENST00000418316.1
OG0013806	rna3226	ENST00000291009.3
OG0013807	rna3227	ENST00000446620.1
OG0013808	rna3229	ENST00000479303.1
OG0013809	rna3231	ENST00000409102.5
OG0013810	rna3233	ENST00000310447.9
OG0013811	rna3237	ENST00000443739.6
OG0013812	rna3238	ENST00000322764.9
OG0013813	rna3241	ENST00000275815.3
OG0013814	rna3244	ENST00000408916.1
OG0013815	rna3260	ENST00000408922.3
OG0013816	rna40896	ENST00000467773.1
OG0013817	rna40897	ENST00000360057.7
OG0013818	rna40904	ENST00000409469.5
OG0013819	rna40922	ENST00000475153.5
OG0013820	rna40924	ENST00000335870.6
OG0013821	rna40925	ENST00000434415.5
OG0013822	rna40931	ENST00000247930.4
OG0013823	rna40935	ENST00000458143.6
OG0013824	rna40946	ENST00000496259.5
OG0013825	rna40947	ENST00000302017.3
OG0013826	rna40952	ENST00000378016.4
OG0013827	rna40953	ENST00000223210.4
OG0013828	rna40955	ENST00000323078.7
OG0013829	rna40957	ENST00000343855.5
OG0013830	rna40958	ENST00000223271.7
OG0013831	rna40960	ENST00000489432.6
OG0013832	rna40970	ENST00000492607.5
OG0013833	rna40972	ENST00000484928.5
OG0013834	rna40974	ENST00000416793.6
OG0013835	rna40978	ENST00000605952.5
OG0013836	rna40979	ENST00000297504.10
OG0013837	rna40984	ENST00000485972.5
OG0013838	rna40993	ENST00000297532.10
OG0013839	rna40994	ENST00000297533.8
OG0013840	rna40996	ENST00000297537.4
OG0013841	rna40997	ENST00000420175.2
OG0013842	rna40998	ENST00000615129.4
OG0013843	rna41000	ENST00000222388.6
OG0013844	rna41001	ENST00000035307.6
OG0013845	rna41004	ENST00000568733.5
OG0013846	rna41006	ENST00000469830.2
OG0013847	rna41010	ENST00000337323.2
OG0013848	rna41012	ENST00000262187.9
OG0013849	rna41018	ENST00000287878.8
OG0013850	rna41027	ENST00000431418.6
OG0013851	rna41028	ENST00000430044.6
OG0013852	rna41038	ENST00000262189.10
OG0013853	rna41039	ENST00000359963.4
OG0013854	rna41042	ENST00000359321.1
OG0013855	rna41052	ENST00000377770.7
OG0013856	rna41055	ENST00000404141.5
OG0013857	rna41056	ENST00000287907.2
OG0013858	rna41065	ENST00000401878.7
OG0013859	rna41072	ENST00000432459.6
OG0013860	rna41074	ENST00000415428.5
OG0013861	rna41079	ENST00000275820.3
OG0013862	rna41083	ENST00000348165.9
OG0013863	rna41089	ENST00000459889.5
OG0013864	rna41093	ENST00000409339.3
OG0013865	rna41096	ENST00000613624.1
OG0013866	rna41107	ENST00000402066.5
OG0013867	rna4547	ENST00000272322.8
OG0013868	rna4553	ENST00000445915.6
OG0013869	rna8924	ENST00000379925.7
OG0013870	rna51371	ENST00000526683.5
OG0013871	rna22659	ENST00000399810.6
OG0013872	rna53272	ENST00000540921.5
OG0013873	rna53280	ENST00000543160.5
OG0013875	rna45728	ENST00000246174.6
OG0013876	rna45729	ENST00000415986.5
OG0013877	rna45731	ENST00000457056.5
OG0013878	rna52876, rna52788	ENST00000409687.4
OG0013879	rna42999	ENST00000587345.1
OG0013880	rna47292	ENST00000417934.6
OG0013882	rna39810	ENST00000445307.4
OG0013884	rna11210	ENST00000396077.7
OG0013885	rna51001	ENST00000305943.7
OG0013886	rna50994	ENST00000366697.6
OG0013887	rna50968	ENST00000366757.3
OG0013888	rna50967	ENST00000366759.8
OG0013889	rna50964	ENST00000366758.7
OG0013890	rna23785	ENST00000344889.3
OG0013891	rna23794	ENST00000342623.4
OG0013892	rna23802	ENST00000590317.3
OG0013893	rna23803	ENST00000366472.5
OG0013894	rna23804	ENST00000306562.7
OG0013895	rna23812	ENST00000451251.5
OG0013896	rna23816	ENST00000329291.5
OG0013897	rna23821	ENST00000333055.8
OG0013898	rna23832	ENST00000502412.1
OG0013899	rna23846	ENST00000274773.11
OG0013900	rna23858	ENST00000315073.9
OG0013901	rna23864	ENST00000611618.1
OG0013902	rna23904	ENST00000261937.10
OG0013903	rna23905	ENST00000292641.3
OG0013904	rna23914	ENST00000361132.8
OG0013905	rna23915	ENST00000522208.6
OG0013906	rna23920	ENST00000389805.8
OG0013907	rna23923	ENST00000337755.9
OG0013908	rna23926	ENST00000292599.3
OG0013909	rna23944	ENST00000319449.8
OG0013910	rna23964	ENST00000308304.2
OG0013911	rna23987	ENST00000274606.7
OG0013912	rna23992	ENST00000274605.5
OG0013913	rna23999	ENST00000161863.8
OG0013914	rna24012	ENST00000282369.7
OG0013915	rna24014	ENST00000419445.5
OG0013916	rna24017	ENST00000379611.9
OG0013917	rna24020	ENST00000274457.4
OG0013918	rna24028	ENST00000250535.4
OG0013919	rna24029	ENST00000509910.1
OG0013920	rna24035	ENST00000357872.8
OG0013921	rna24037	ENST00000274458.8
OG0013922	rna24042	ENST00000257414.12
OG0013923	rna24054	ENST00000510708.5
OG0013924	rna24061	ENST00000513374.1
OG0013925	rna24069	ENST00000504811.5
OG0013926	rna24080	ENST00000407149.6
OG0013927	rna24083	ENST00000321339.2
OG0013928	rna24085	ENST00000339397.4
OG0013929	rna24090	ENST00000231004.4
OG0013930	rna24093	ENST00000296600.4
OG0013931	rna24095	ENST00000261367.11
OG0013932	rna24100	ENST00000379516.6
OG0013933	rna24106	ENST00000306442.4
OG0013934	rna24107	ENST00000407847.4
OG0013935	rna24109	ENST00000306467.9
OG0013936	rna24125	ENST00000306315.9
OG0013937	rna24135	ENST00000513040.5
OG0013938	rna24139	ENST00000636879.1
OG0013939	rna24145	ENST00000357147.3
OG0013940	rna24147	ENST00000308660.5
OG0013941	rna24149	ENST00000535381.5
OG0013942	rna24148	ENST00000503335.6
OG0013943	rna24151	ENST00000512635.2
OG0013944	rna24153	ENST00000379445.7
OG0013945	rna24160	ENST00000262462.8
OG0013946	rna24163	ENST00000173527.5
OG0013947	rna24170	ENST00000564719.1
OG0013948	rna24176	ENST00000395246.5
OG0013949	rna24189	ENST00000510461.5
OG0013950	rna24220	ENST00000253754.7
OG0013951	rna24232	ENST00000245414.8
OG0013952	rna24235	ENST00000378823.7
OG0013953	rna24234	ENST00000231454.5
OG0013954	rna24236	ENST00000304506.7
OG0013955	rna24237	ENST00000231449.6
OG0013956	rna24239	ENST00000403231.5
OG0013957	rna24248	ENST00000378679.7
OG0013958	rna24250	ENST00000378673.2
OG0013959	rna24252	ENST00000378670.7
OG0013960	rna24255	ENST00000296877.2
OG0013961	rna24258	ENST00000265343.9
OG0013962	rna24260	ENST00000509437.5
OG0013963	rna24264	ENST00000231512.4
OG0013964	rna24269	ENST00000395029.5
OG0013965	rna24282	ENST00000265334.8
OG0013966	rna24288	ENST00000458198.2
OG0013967	rna24292	ENST00000282605.8
OG0013968	rna24307	ENST00000297156.3
OG0013969	rna24308	ENST00000452510.6
OG0013970	rna24309	ENST00000338051.4
OG0013971	rna24310	ENST00000358387.8
OG0013972	rna24315	ENST00000282611.7
OG0013973	rna24316	ENST00000265340.11
OG0013974	rna24320	ENST00000511689.5
OG0013975	rna24321	ENST00000537858.1
OG0013976	rna24323	ENST00000337225.5
OG0013977	rna24328	ENST00000274513.9
OG0013978	rna24338	ENST00000274507.5
OG0013979	rna24362	ENST00000239926.8
OG0013980	rna24364	ENST00000508883.5
OG0013981	rna24370	ENST00000033079.7
OG0013982	rna24371	ENST00000506684.5
OG0013983	rna24372	ENST00000265191.3
OG0013984	rna24379	ENST00000254900.9
OG0013985	rna24381	ENST00000394894.7
OG0013986	rna24383	ENST00000394886.6
OG0013987	rna24385	ENST00000274721.7
OG0013988	rna24387	ENST00000434981.6
OG0013989	rna24388	ENST00000314358.9
OG0013990	rna24390	ENST00000378339.6
OG0013991	rna24392	ENST00000239938.4
OG0013992	rna24393	ENST00000360541.9
OG0013993	rna24394	ENST00000297185.7
OG0013994	rna24398	ENST00000274711.6
OG0013995	rna24399	ENST00000509534.5
OG0013996	rna24413	ENST00000265192.8
OG0013997	rna24417	ENST00000302125.8
OG0013998	rna24418	ENST00000434752.3
OG0013999	rna24419	ENST00000302091.9
OG0014000	rna24422	ENST00000302060.9
OG0014001	rna24427	ENST00000330794.8
OG0014002	rna24430	ENST00000302517.7
OG0014003	rna24434	ENST00000274710.3
OG0014004	rna24459	ENST00000333305.4
OG0014005	rna24463	ENST00000230990.6
OG0014006	rna24466	ENST00000507527.1
OG0014007	rna24471	ENST00000310331.2
OG0014008	rna24472	ENST00000336283.7
OG0014009	rna24476	ENST00000354402.9
OG0014010	rna24481	ENST00000323146.7
OG0014011	rna24486	ENST00000252100.6
OG0014012	rna24488	ENST00000252102.8
OG0014013	rna24489	ENST00000417647.6
OG0014014	rna24490	ENST00000358337.9
OG0014015	rna24491	ENST00000542735.1
OG0014016	rna24494	ENST00000274712.7
OG0014017	rna24498	ENST00000289269.6
OG0014018	rna24499	ENST00000306549.5
OG0014019	rna24511	ENST00000313368.7
OG0014020	rna14152	ENST00000389054.7
OG0014021	rna14150	ENST00000305264.7
OG0014022	rna14149	ENST00000444782.5
OG0014023	rna14142	ENST00000239440.8
OG0014024	rna14138	ENST00000287008.7
OG0014025	rna14137	ENST00000432126.6
OG0014026	rna14136	ENST00000231484.3
OG0014027	rna14128	ENST00000394519.5
OG0014028	rna14124	ENST00000253814.5
OG0014029	rna14122	ENST00000344120.4
OG0014030	rna14114	ENST00000359370.10
OG0014031	rna14102	ENST00000504572.5
OG0014032	rna14095	ENST00000274496.9
OG0014033	rna14089	ENST00000334744.8
OG0014034	rna14086	ENST00000377976.2
OG0014035	rna14085	ENST00000359120.8
OG0014036	rna14081	ENST00000394434.6
OG0014037	rna14068	ENST00000296702.9
OG0014038	rna14066	ENST00000311104.2
OG0014039	rna14053	ENST00000296695.9
OG0014040	rna14052	ENST00000296694.4
OG0014041	rna14051	ENST00000318315.4
OG0014042	rna14050	ENST00000359874.7
OG0014043	rna14049	ENST00000356972.1
OG0014044	rna14048	ENST00000621437.4
OG0014046	rna14044	ENST00000274306.6
OG0014047	rna14041	ENST00000503787.5
OG0014048	rna14036	ENST00000513312.1
OG0014049	rna14035	ENST00000282572.4
OG0014050	rna14034	ENST00000621106.4
OG0014051	rna14033	ENST00000230640.9
OG0014052	rna14031	ENST00000264775.9
OG0014053	rna14026	ENST00000396865.6
OG0014054	rna14025	ENST00000505374.5
OG0014055	rna14024	ENST00000447346.6
OG0014056	rna14020	ENST00000381298.6
OG0014057	rna14018	ENST00000341048.8
OG0014058	rna14016	ENST00000399503.3
OG0014059	rna14013	ENST00000285947.4
OG0014060	rna14011	ENST00000381226.7
OG0014061	rna14006	ENST00000424459.7
OG0014062	rna14001	ENST00000274289.7
OG0014063	rna14000	ENST00000396776.6
OG0014064	rna13982	ENST00000265036.9
OG0014065	rna13979	ENST00000508821.5
OG0014066	rna13974	ENST00000265038.9
OG0014067	rna13972	ENST00000296597.9
OG0014068	rna13959	ENST00000407818.7
OG0014069	rna13954	ENST00000199320.8
OG0014070	rna13945	ENST00000409296.7
OG0014071	rna13940	ENST00000389100.8
OG0014072	rna13938	ENST00000334025.2
OG0014073	rna13936	ENST00000389074.5
OG0014074	rna13934	ENST00000381070.7
OG0014075	rna13924	ENST00000231524.13
OG0014076	rna13921	ENST00000438419.6
OG0014077	rna13917	ENST00000381007.8
OG0014078	rna13914	ENST00000506030.5
OG0014079	rna13907	ENST00000334121.10
OG0014080	rna13904	ENST00000403625.6
OG0014081	rna13900	ENST00000256447.5
OG0014082	rna13893	ENST00000521381.5
OG0014083	rna13888	ENST00000396591.7
OG0014084	rna13887	ENST00000256442.9
OG0014085	rna13885	ENST00000256441.4
OG0014086	rna13884	ENST00000256443.7
OG0014087	rna13879	ENST00000396496.6
OG0014088	rna13877	ENST00000380822.8
OG0014089	rna13878	ENST00000506736.1
OG0014090	rna13873	ENST00000509734.5
OG0014091	rna13866	ENST00000325631.9
OG0014092	rna13863	ENST00000355237.6
OG0014093	rna13854	ENST00000358731.8
OG0014094	rna13851	ENST00000340941.10
OG0014095	rna13850	ENST00000296777.4
OG0014096	rna13840	ENST00000296755.11
OG0014097	rna13839	ENST00000513900.5
OG0014098	rna13838	ENST00000380639.9
OG0014099	rna13836	ENST00000318442.5
OG0014100	rna13829	ENST00000430046.6
OG0014101	rna13825	ENST00000454765.6
OG0014102	rna13822	ENST00000296776.5
OG0014103	rna13814	ENST00000296785.7
OG0014104	rna13813	ENST00000509005.5
OG0014105	rna13796	ENST00000296805.7
OG0014106	rna13793	ENST00000389156.8
OG0014107	rna13792	ENST00000322348.5
OG0014108	rna13786	ENST00000511206.5
OG0014109	rna13781	ENST00000380494.9
OG0014110	rna13780	ENST00000241436.8
OG0014111	rna13779	ENST00000601380.2
OG0014112	rna13766	ENST00000296641.4
OG0014113	rna13763	ENST00000319211.4
OG0014114	rna13759	ENST00000274368.8
OG0014115	rna13757	ENST00000312916.11
OG0014116	rna13746	ENST00000296679.8
OG0014117	rna13738	ENST00000306422.4
OG0014118	rna13737	ENST00000518338.6
OG0014119	rna13730	ENST00000621999.4
OG0014120	rna13728	ENST00000515007.6
OG0014121	rna13726	ENST00000264914.8
OG0014122	rna13725	ENST00000255189.7
OG0014123	rna13721	ENST00000396137.4
OG0014124	rna13720	ENST00000334082.10
OG0014125	rna13717	ENST00000453514.5
OG0014126	rna13714	ENST00000446378.2
OG0014127	rna13712	ENST00000512528.1
OG0014128	rna13707	ENST00000507668.6
OG0014129	rna13706	ENST00000296739.5
OG0014130	rna13701	ENST00000338008.9
OG0014131	rna13699	ENST00000282226.4
OG0014132	rna13695	ENST00000338682.7
OG0014133	rna13688	ENST00000265081.6
OG0014134	rna13677	ENST00000254037.6
OG0014135	rna13676	ENST00000307624.7
OG0014136	rna13658	ENST00000282185.7
OG0014137	rna13651	ENST00000380167.8
OG0014138	rna13647	ENST00000502346.1
OG0014139	rna13640	ENST00000338635.10
OG0014140	rna13636	ENST00000265077.7
OG0014141	rna13633	ENST00000296591.9
OG0014142	rna13628	ENST00000274376.10
OG0014143	rna13626	ENST00000256897.8
OG0014144	rna13623	ENST00000514135.5
OG0014145	rna13593	ENST00000340208.9
OG0014146	rna13582	ENST00000522083.5
OG0014147	rna13578	ENST00000399107.5
OG0014148	rna13579	ENST00000316610.6
OG0014149	rna13576	ENST00000315948.10
OG0014150	rna13573	ENST00000405460.7
OG0014151	rna13524	ENST00000265140.9
OG0014152	rna13513	ENST00000358746.6
OG0014153	rna13511	ENST00000380009.8
OG0014154	rna13506	ENST00000316087.12
OG0014155	rna13504	ENST00000379982.7
OG0014156	rna13501	ENST00000508780.5
OG0014157	rna13494	ENST00000311106.7
OG0014158	rna13478	ENST00000437043.7
OG0014159	rna13473	ENST00000231368.9
OG0014160	rna13467	ENST00000274382.8
OG0014161	rna13466	ENST00000283109.7
OG0014162	rna13424	ENST00000312637.4
OG0014163	rna13398	ENST00000304400.11
OG0014164	rna13389	ENST00000399004.6
OG0014165	rna13363	ENST00000319933.6
OG0014166	rna13361	ENST00000230792.6
OG0014167	rna13348	ENST00000333274.10
OG0014168	rna13343	ENST00000542267.5
OG0014169	rna13335	ENST00000281092.8
OG0014170	rna13332	ENST00000361189.6
OG0014171	rna13319	ENST00000455884.6
OG0014172	rna13318	ENST00000355943.7
OG0014173	rna13317	ENST00000420978.6
OG0014174	rna13316	ENST00000506538.6
OG0014175	rna13315	ENST00000512453.5
OG0014176	rna13313	ENST00000296632.7
OG0014177	rna13303	ENST00000621003.4
OG0014178	rna13295	ENST00000505459.5
OG0014179	rna13291	ENST00000389063.2
OG0014180	rna13284	ENST00000408903.6
OG0014181	rna27970	ENST00000514747.5
OG0014182	rna27967	ENST00000330503.11
OG0014183	rna27965	ENST00000357198.8
OG0014184	rna27960	ENST00000355841.6
OG0014185	rna27951	ENST00000393565.5
OG0014186	rna27944	ENST00000253496.3
OG0014187	rna27942	ENST00000358571.2
OG0014188	rna27939	ENST00000324417.5
OG0014189	rna27932	ENST00000408923.7
OG0014190	rna27931	ENST00000303127.11
OG0014191	rna27928	ENST00000423571.6
OG0014192	rna27926	ENST00000303204.8
OG0014193	rna27924	ENST00000393611.6
OG0014194	rna27913	ENST00000439151.6
OG0014195	rna27907	ENST00000503039.1
OG0014196	rna27904	ENST00000377227.8
OG0014197	rna27903	ENST00000292432.9
OG0014198	rna27901	ENST00000329542.8
OG0014199	rna27899	ENST00000318682.10
OG0014200	rna27897	ENST00000310112.7
OG0014201	rna27896	ENST00000303991.4
OG0014202	rna27894	ENST00000510636.5
OG0014203	rna27891	ENST00000274811.8
OG0014204	rna27887	ENST00000261942.6
OG0014205	rna27886	ENST00000310418.8
OG0014206	rna27881	ENST00000619979.4
OG0014207	rna27879	ENST00000310389.5
OG0014208	rna27875	ENST00000429602.6
OG0014209	rna27874	ENST00000265097.8
OG0014210	rna27869	ENST00000636584.1
OG0014211	rna27862	ENST00000393752.2
OG0014212	rna27860	ENST00000239243.6
OG0014213	rna27859	ENST00000303177.7
OG0014214	rna27855	ENST00000265085.9
OG0014215	rna27842	ENST00000265087.8
OG0014216	rna27838	ENST00000329198.4
OG0014217	rna27835	ENST00000231668.13
OG0014218	rna27830	ENST00000296953.6
OG0014219	rna27824	ENST00000393784.7
OG0014220	rna27821	ENST00000239223.3
OG0014221	rna27817	ENST00000369800.5
OG0014222	rna27812	ENST00000311601.5
OG0014223	rna27810	ENST00000393792.2
OG0014224	rna27808	ENST00000176763.9
OG0014225	rna27799	ENST00000274625.5
OG0014226	rna27789	ENST00000434108.5
OG0014227	rna27788	ENST00000274629.8
OG0014228	rna27786	ENST00000046794.9
OG0014229	rna27784	ENST00000306268.6
OG0014230	rna27783	ENST00000377365.3
OG0014231	rna27770	ENST00000231572.7
OG0014232	rna27751	ENST00000393915.8
OG0014233	rna27750	ENST00000302764.8
OG0014234	rna27748	ENST00000393929.5
OG0014235	rna27720	ENST00000393975.3
OG0014236	rna27719	ENST00000393977.7
