Orthogroup	ursArc.longCDS.prots	ursMar.longCDS.prots
OG0012221	rna25071	rna23443
OG0012222	rna25069	rna23442
OG0012223	rna25050	rna23438
OG0012224	rna25037	rna5582
OG0012225	rna32079	rna5581
OG0012226	rna32075	rna5576
OG0012227	rna32073	rna5575
OG0012228	rna32069	rna5573
OG0012229	rna32059	rna5567
OG0012230	rna32055	rna5563
OG0012231	rna32053	rna5562
OG0012232	rna32049	rna5556
OG0012233	rna32046	rna5555
OG0012234	rna32039	rna5550
OG0012235	rna32038	rna5549
OG0012236	rna32037	rna5548
OG0012237	rna32028	rna5546
OG0012238	rna32024	rna5545
OG0012239	rna32020	rna5544
OG0012240	rna32012	rna5541
OG0012241	rna31994	rna5533
OG0012242	rna31990	rna5530
OG0012243	rna31989	rna5528
OG0012244	rna31988	rna5527
OG0012245	rna31987	rna5526
OG0012246	rna31986	rna5525
OG0012247	rna31984	rna5522
OG0012248	rna31983	rna5521
OG0012249	rna31970	rna5511
OG0012250	rna31964	rna5509
OG0012251	rna31955	rna5501
OG0012252	rna31950	rna5494
OG0012253	rna31934	rna5490
OG0012254	rna31928	rna5487
OG0012255	rna31922	rna5478
OG0012256	rna31901	rna5468
OG0012257	rna31895	rna5463
OG0012258	rna31887	rna5456
OG0012259	rna31883	rna5450
OG0012260	rna31882	rna5449
OG0012261	rna31881	rna5448
OG0012262	rna31877	rna5446
OG0012263	rna31875	rna5445
OG0012264	rna31872	rna5443
OG0012265	rna31868	rna5438
OG0012266	rna31865	rna5436
OG0012267	rna31859	rna5435
OG0012268	rna31846	rna5429
OG0012269	rna48075	rna2950
OG0012270	rna48076	rna2949
OG0012271	rna48083	rna2947
OG0012272	rna48088	rna2946
OG0012273	rna48089	rna2945
OG0012274	rna48090	rna2944
OG0012275	rna48091	rna2942
OG0012276	rna48110	rna2938
OG0012277	rna48115	rna2931
OG0012278	rna48120	rna2930
OG0012279	rna48125	rna2928
OG0012280	rna48127	rna2927
OG0012281	rna48133	rna2926
OG0012282	rna48145	rna2922
OG0012283	rna48146	rna2921
OG0012284	rna48148	rna2918
OG0012285	rna48149	rna2917
OG0012286	rna48165	rna2907
OG0012287	rna48171	rna2906
OG0012288	rna48174	rna2905
OG0012289	rna48182	rna2903
OG0012290	rna48183	rna2901
OG0012291	rna48188	rna2897
OG0012292	rna48189	rna2896
OG0012293	rna48190	rna2895
OG0012294	rna48194	rna2894
OG0012295	rna48195	rna2893
OG0012296	rna48198	rna2891
OG0012297	rna48201	rna2887
OG0012298	rna48202	rna2886
OG0012299	rna48204	rna2885
OG0012300	rna48215	rna2883
OG0012301	rna48216	rna2882
OG0012302	rna48217	rna2881
OG0012303	rna48230	rna2869
OG0012304	rna48237	rna2868
OG0012305	rna48255	rna32378
OG0012306	rna48268	rna2857
OG0012307	rna48272	rna2856
OG0012308	rna48275	rna2854
OG0012309	rna48285	rna2851
OG0012310	rna48299	rna2844
OG0012311	rna48301	rna2842
OG0012312	rna48302	rna2841
OG0012313	rna19068	rna19854
OG0012314	rna1047	rna31031
OG0012315	rna50921	rna32786
OG0012316	rna24867	rna31825
OG0012317	rna22572	rna10349
OG0012318	rna22567	rna10343
OG0012319	rna22565	rna10341
OG0012320	rna22563	rna10340
OG0012321	rna22562	rna10339
OG0012322	rna22553	rna10333
OG0012323	rna22536	rna10330
OG0012324	rna22525	rna10327
OG0012325	rna22510	rna10313
OG0012326	rna22509	rna10312
OG0012327	rna22506	rna10311
OG0012328	rna22502	rna10308
OG0012329	rna22501	rna10307
OG0012330	rna22499	rna10304
OG0012331	rna22492	rna10303
OG0012332	rna22480	rna10295
OG0012333	rna22475	rna10291
OG0012334	rna22462	rna10281
OG0012335	rna22448	rna10275
OG0012336	rna22438	rna10271
OG0012337	rna22434	rna10270
OG0012338	rna22431	rna10268
OG0012339	rna22419	rna16309
OG0012340	rna22411	rna32340
OG0012341	rna22407	rna16318
OG0012342	rna22387	rna16322
OG0012343	rna22376	rna16325
OG0012344	rna22375	rna16326
OG0012345	rna22372	rna16327
OG0012346	rna22369	rna16330
OG0012347	rna22365	rna16338
OG0012348	rna22346	rna16355
OG0012349	rna22330	rna16359
OG0012350	rna22327	rna16364
OG0012351	rna22325	rna16365
OG0012352	rna22321	rna16372
OG0012353	rna22314	rna16375
OG0012354	rna22313	rna16376
OG0012355	rna22297	rna16377
OG0012356	rna22295	rna16379
OG0012357	rna22294	rna16380
OG0012358	rna22292	rna16382
OG0012359	rna22285	rna16388
OG0012360	rna22283	rna16389
OG0012361	rna22274	rna16393
OG0012362	rna22273	rna16397
OG0012363	rna22271	rna16398
OG0012364	rna22269	rna16400
OG0012365	rna22261	rna16402
OG0012366	rna22257	rna16407
OG0012367	rna22254	rna16413
OG0012368	rna22253	rna16414
OG0012369	rna22248	rna16415
OG0012370	rna22247	rna16417
OG0012371	rna22246	rna16418
OG0012372	rna22244	rna16419
OG0012373	rna22243	rna16420
OG0012374	rna22241	rna16421
OG0012375	rna22239	rna16425
OG0012376	rna22236	rna16427
OG0012377	rna22235	rna16428
OG0012378	rna22230	rna16432
OG0012379	rna22228	rna16434
OG0012380	rna22226	rna16435
OG0012381	rna22224	rna16438
OG0012382	rna22220	rna16439
OG0012383	rna22217	rna16444
OG0012384	rna22210	rna16445
OG0012385	rna22200	rna16452
OG0012386	rna22194	rna16455
OG0012387	rna22191	rna16456
OG0012388	rna22189	rna16457
OG0012389	rna22188	rna16458
OG0012390	rna22187	rna16459
OG0012391	rna22183	rna16461
OG0012392	rna22182	rna16462
OG0012393	rna22174	rna16469
OG0012394	rna22173	rna16470
OG0012395	rna22170	rna16471
OG0012396	rna22169	rna16474
OG0012397	rna22159	rna16482
OG0012398	rna22156	rna16483
OG0012399	rna22152	rna16487
OG0012400	rna22148	rna16489
OG0012401	rna22147	rna16490
OG0012402	rna22139	rna30660
OG0012403	rna22135	rna30663
OG0012404	rna22130	rna30672
OG0012405	rna22128	rna30676
OG0012406	rna22119	rna30679
OG0012407	rna22116	rna30680
OG0012408	rna22114	rna30681
OG0012409	rna22113	rna30684
OG0012410	rna22112	rna30685
OG0012411	rna22109	rna30687
OG0012413	rna22108	rna30691
OG0012414	rna22103	rna30692
OG0012415	rna22102	rna30696
OG0012416	rna22101	rna30697
OG0012417	rna22083	rna30708
OG0012418	rna22080	rna30710
OG0012419	rna22077	rna30711
OG0012420	rna22072	rna30716
OG0012421	rna22071	rna30720
OG0012422	rna22064	rna30722
OG0012423	rna22058	rna30724
OG0012424	rna22054	rna30729
OG0012425	rna22049	rna30731
OG0012426	rna22048	rna30732
OG0012427	rna22047	rna30733
OG0012428	rna22044	rna30734
OG0012429	rna22042	rna30735
OG0012430	rna22040	rna30738
OG0012431	rna22038	rna30739
OG0012432	rna22035	rna30740
OG0012433	rna22031	rna30742
OG0012434	rna22024	rna30748
OG0012435	rna22019	rna30749
OG0012436	rna22018	rna30751
OG0012437	rna22012	rna30754
OG0012438	rna22010	rna30756
OG0012439	rna22004	rna30761
OG0012440	rna22003	rna30762
OG0012441	rna22001	rna30764
OG0012442	rna22000	rna30765
OG0012443	rna21999	rna30766
OG0012444	rna21995	rna30768
OG0012445	rna21993	rna30769
OG0012446	rna21990	rna30772
OG0012447	rna21941	rna30797
OG0012448	rna21939	rna30810
OG0012449	rna21928	rna30811
OG0012450	rna21925	rna30813
OG0012451	rna21921	rna30814
OG0012452	rna21918	rna30818
OG0012453	rna21917	rna30819
OG0012454	rna21915	rna30820
OG0012455	rna21914	rna30822
OG0012456	rna21910	rna30824
OG0012457	rna21909	rna30825
OG0012458	rna21907	rna30827
OG0012459	rna21902	rna30828
OG0012460	rna21891	rna30833
OG0012461	rna21886	rna30836
OG0012462	rna21885	rna30837
OG0012463	rna21881	rna30840
OG0012464	rna21875	rna30845
OG0012465	rna21873	rna30847
OG0012466	rna21871	rna30848
OG0012467	rna21868	rna30852
OG0012468	rna21867	rna30853
OG0012469	rna21864	rna30858
OG0012470	rna31129	rna30869
OG0012471	rna31132	rna30871
OG0012472	rna31137	rna30872
OG0012473	rna31138	rna30873
OG0012474	rna31146	rna30884
OG0012475	rna31149	rna30885
OG0012476	rna31152	rna30889
OG0012477	rna31154	rna30891
OG0012478	rna31156	rna30893
OG0012479	rna31160	rna30896
OG0012480	rna31161	rna30897
OG0012481	rna31163	rna30899
OG0012482	rna31165	rna30900
OG0012483	rna31166	rna30901
OG0012484	rna31171	rna30903
OG0012485	rna31181	rna30911
OG0012486	rna31187	rna30912
OG0012487	rna31198	rna30917
OG0012488	rna31201	rna30918
OG0012489	rna31216	rna20710
OG0012490	rna31217	rna20709
OG0012491	rna31223	rna20706
OG0012492	rna31225	rna20704
OG0012493	rna31227	rna20701
OG0012494	rna31233	rna20696
OG0012495	rna31237	rna20692
OG0012496	rna31238	rna20690
OG0012497	rna31240	rna20687
OG0012498	rna31245	rna20683
OG0012499	rna31247	rna20681
OG0012500	rna31248	rna20680
OG0012501	rna31251	rna20678
OG0012502	rna31262	rna20673
OG0012503	rna31265	rna20672
OG0012504	rna31268	rna20671
OG0012505	rna31269	rna20670
OG0012506	rna31274	rna20668
OG0012507	rna31279	rna20660
OG0012508	rna31295	rna20651
OG0012509	rna31301	rna20648
OG0012510	rna31303	rna20647
OG0012511	rna31304	rna20646
OG0012512	rna31328	rna20622
OG0012513	rna31330	rna20620
OG0012514	rna31340	rna20611
OG0012515	rna31341	rna20610
OG0012516	rna31344	rna20608
OG0012517	rna31347	rna20605
OG0012518	rna31348	rna20602
OG0012519	rna31359	rna20598
OG0012520	rna31361	rna20595
OG0012521	rna31363	rna20593
OG0012522	rna31377	rna20586
OG0012523	rna31378	rna20583
OG0012524	rna31382	rna20584
OG0012525	rna31383	rna20581
OG0012526	rna31385	rna20580
OG0012527	rna31387	rna20578
OG0012528	rna31388	rna20577
OG0012529	rna31390	rna20574
OG0012530	rna31393	rna20572
OG0012531	rna31394	rna20571
OG0012532	rna31396	rna20568
OG0012533	rna31406	rna20558
OG0012534	rna31413	rna20555
OG0012535	rna31419	rna20550
OG0012536	rna31423	rna20549
OG0012537	rna31430	rna20548
OG0012538	rna31433	rna20543
OG0012539	rna31445	rna20533
OG0012540	rna31448	rna20531
OG0012541	rna31454	rna20527
OG0012542	rna31457	rna20524
OG0012543	rna31459	rna20522
OG0012544	rna31461	rna20521
OG0012545	rna31463	rna20520
OG0012546	rna31467	rna20519
OG0012547	rna31471	rna20518
OG0012548	rna31472	rna20516
OG0012549	rna31476	rna20515
OG0012550	rna31481	rna20514
OG0012551	rna31483	rna20513
OG0012552	rna31488	rna20509
OG0012553	rna31494	rna20507
OG0012554	rna31495	rna20506
OG0012555	rna31499	rna20505
OG0012556	rna31527	rna20501
OG0012557	rna31528	rna20500
OG0012558	rna31530	rna20497
OG0012559	rna31539	rna20493
OG0012560	rna31540	rna20492
OG0012561	rna31544	rna20490
OG0012562	rna31548	rna20489
OG0012563	rna31556	rna20487
OG0012564	rna31566	rna20484
OG0012565	rna31571	rna20483
OG0012566	rna31574	rna20482
OG0012567	rna31577	rna20480
OG0012568	rna31580	rna20479
OG0012569	rna31581	rna20478
OG0012570	rna31585	rna20477
OG0012571	rna31592	rna20476
OG0012572	rna31603	rna20474
OG0012573	rna31607	rna20472
OG0012574	rna31610	rna20470
OG0012575	rna31612	rna20468
OG0012576	rna31613	rna20467
OG0012577	rna31617	rna20466
OG0012578	rna31638	rna20456
OG0012579	rna31640	rna20455
OG0012580	rna31642	rna20454
OG0012581	rna31643	rna20453
OG0012582	rna31646	rna20450
OG0012583	rna31661	rna20444
OG0012584	rna31665	rna20440
OG0012585	rna31667	rna20439
OG0012586	rna31669	rna20438
OG0012587	rna31671	rna20436
OG0012588	rna31672	rna20434
OG0012589	rna31674	rna20433
OG0012590	rna31675	rna20432
OG0012591	rna31676	rna20431
OG0012592	rna31678	rna20430
OG0012593	rna31681	rna20428
OG0012594	rna31684	rna20427
OG0012595	rna31688	rna20424
OG0012596	rna31698	rna20423
OG0012597	rna31707	rna20422
OG0012598	rna31710	rna20420
OG0012599	rna31712	rna20419
OG0012600	rna31715	rna20417
OG0012601	rna31720	rna20414
OG0012602	rna31722	rna20413
OG0012603	rna31723	rna20412
OG0012604	rna31724	rna20411
OG0012605	rna31725	rna20410
OG0012606	rna31727	rna20408
OG0012607	rna31728	rna20405
OG0012608	rna31734	rna20402
OG0012609	rna31739	rna20400
OG0012610	rna31742	rna20399
OG0012611	rna31744	rna20397
OG0012612	rna31816	rna32448
OG0012613	rna31813	rna32447
OG0012614	rna31803	rna32434
OG0012615	rna31785	rna32429
OG0012616	rna31782	rna32428
OG0012617	rna31776	rna32425
OG0012618	rna31774	rna32424
OG0012619	rna31772	rna32422
OG0012620	rna31770	rna32421
OG0012621	rna31768	rna32420
OG0012622	rna31766	rna32418
OG0012623	rna31763	rna32415
OG0012624	rna31761	rna32414
OG0012625	rna31754	rna32412
OG0012626	rna31753	rna32411
OG0012627	rna31822	rna26633
OG0012628	rna31825	rna26636
OG0012629	rna31827	rna26638
OG0012630	rna31835	rna26641
OG0012631	rna31838	rna26643
OG0012634	rna52843, rna52760	rna26678
OG0012635	rna52853	rna26683
OG0012638	rna6803	rna12868
OG0012639	rna6804	rna12869
OG0012640	rna6807	rna12870
OG0012641	rna6818	rna12875
OG0012642	rna6819	rna12878
OG0012643	rna6823	rna12882
OG0012644	rna6825	rna12884
OG0012645	rna6831	rna12888
OG0012646	rna6835	rna12891
OG0012647	rna6837	rna12892
OG0012648	rna6840	rna12893
OG0012649	rna6844	rna12895
OG0012650	rna6849	rna12900
OG0012651	rna6854	rna12905
OG0012652	rna6859	rna12906
OG0012653	rna6860	rna12907
OG0012654	rna6861	rna12908
OG0012655	rna6862	rna12909
OG0012656	rna6865	rna12912
OG0012657	rna6872	rna12916
OG0012658	rna6877	rna12924
OG0012659	rna6883	rna12930
OG0012660	rna6886	rna12934
OG0012661	rna6891	rna12936
OG0012662	rna6903	rna12943
OG0012663	rna6904	rna12944
OG0012664	rna6907	rna12946
OG0012665	rna6909	rna12949
OG0012666	rna6916	rna12955
OG0012667	rna6921	rna12960
OG0012668	rna6938	rna12976
OG0012669	rna6941	rna12977
OG0012670	rna6942	rna12978
OG0012671	rna6946	rna12982
OG0012672	rna6948	rna12985
OG0012673	rna6952	rna12986
OG0012674	rna6953	rna12987
OG0012675	rna6954	rna12988
OG0012676	rna6956	rna12989
OG0012677	rna6958	rna12990
OG0012678	rna6960	rna12992
OG0012679	rna6967	rna12993
OG0012680	rna6969	rna12995
OG0012681	rna6971	rna12997
OG0012682	rna6977	rna13000
OG0012683	rna6981	rna13003
OG0012684	rna6983	rna13006
OG0012685	rna6991	rna13012
OG0012686	rna6996	rna13016
OG0012687	rna7000	rna13019
OG0012688	rna7001	rna13021
OG0012689	rna7012	rna13028
OG0012690	rna7014	rna13030
OG0012691	rna7024	rna13039
OG0012692	rna7026	rna13041
OG0012693	rna7028	rna13042
OG0012694	rna7043	rna13052
OG0012695	rna7045	rna13053
OG0012696	rna7051	rna13057
OG0012697	rna7062	rna13063
OG0012698	rna7064	rna13065
OG0012699	rna7070	rna13069
OG0012700	rna7071	rna13071
OG0012701	rna7072	rna13072
OG0012702	rna7077	rna13074
OG0012703	rna7078	rna13075
OG0012704	rna7088	rna13088
OG0012705	rna7098	rna13098
OG0012706	rna7102	rna29696
OG0012707	rna7103	rna29695
OG0012708	rna7104	rna29693
OG0012709	rna7120	rna29684
OG0012710	rna7127	rna29678
OG0012711	rna7131	rna29675
OG0012712	rna7136	rna29666
OG0012713	rna7138	rna29665
OG0012714	rna7139	rna29664
OG0012715	rna7141	rna29662
OG0012716	rna7145	rna29660
OG0012717	rna7146	rna29659
OG0012718	rna7149	rna29655
OG0012719	rna7153	rna29651
OG0012720	rna7158	rna29649
OG0012721	rna7168	rna29646
OG0012722	rna7186	rna29638
OG0012723	rna7187	rna29637
OG0012724	rna7192	rna29635
OG0012725	rna7195	rna29632
OG0012726	rna7196	rna29631
OG0012727	rna7211	rna29615
OG0012728	rna7219	rna29613
OG0012729	rna7222	rna29610
OG0012730	rna7227	rna29601
OG0012731	rna7239	rna29591
OG0012732	rna7240	rna29592
OG0012733	rna7245	rna29587
OG0012734	rna7246	rna29585
OG0012735	rna7258	rna29583
OG0012736	rna7260	rna29580
OG0012737	rna7267	rna29578
OG0012738	rna7269	rna29574
OG0012739	rna7272	rna29573
OG0012740	rna7275	rna29571
OG0012741	rna7277	rna29570
OG0012742	rna7280	rna29569
OG0012743	rna7281	rna29567
OG0012744	rna7282	rna29565
OG0012745	rna7294	rna29558
OG0012746	rna7295	rna29559
OG0012747	rna7296	rna29557
OG0012748	rna7297	rna29556
OG0012749	rna7300	rna29549
OG0012750	rna7315	rna29534
OG0012751	rna7316	rna29533
OG0012752	rna7321	rna29532
OG0012753	rna7323	rna29531
OG0012754	rna7329	rna29524
OG0012755	rna7338	rna29520
OG0012756	rna7339	rna29519
OG0012757	rna7358	rna29504
OG0012758	rna7359	rna29501
OG0012759	rna7366	rna29499
OG0012761	rna7389	rna29488
OG0012762	rna7423	rna6516
OG0012763	rna7425	rna6517
OG0012764	rna7426	rna6518
OG0012765	rna7428	rna6521
OG0012766	rna7435	rna6524
OG0012767	rna7437	rna6528
OG0012768	rna7439	rna6532
OG0012769	rna7446	rna6540
OG0012770	rna7451	rna6544
OG0012771	rna7453	rna6545
OG0012772	rna7456	rna6547
OG0012773	rna7470	rna6555
OG0012774	rna7478	rna6559
OG0012775	rna7481	rna6560
OG0012776	rna7483	rna6561
OG0012777	rna7486	rna6563
OG0012778	rna7489	rna6565
OG0012779	rna7500	rna6568
OG0012780	rna7504	rna6571
OG0012781	rna7509	rna6575
OG0012782	rna7512	rna6576
OG0012783	rna7514	rna4628
OG0012784	rna7517	rna4626
OG0012785	rna7534	rna4622
OG0012786	rna7536	rna4619
OG0012787	rna7539	rna4618
OG0012788	rna7545	rna4617
OG0012789	rna7551	rna4615
OG0012790	rna7553	rna4614
OG0012791	rna7559	rna4612
OG0012792	rna7563	rna4607
OG0012793	rna7567	rna4606
OG0012794	rna7585	rna4592
OG0012795	rna7610	rna4585
OG0012796	rna7612	rna4588
OG0012797	rna7620	rna4576
OG0012798	rna7631	rna4571
OG0012799	rna7635	rna4569
OG0012800	rna7648	rna4568
OG0012801	rna7651	rna4567
OG0012802	rna7655	rna4563
OG0012803	rna7663	rna4562
OG0012804	rna7665	rna4561
OG0012805	rna7668	rna4558
OG0012806	rna7670	rna4557
OG0012807	rna7677	rna4554
OG0012808	rna7682	rna4553
OG0012809	rna7687	rna4545
OG0012810	rna7689	rna4543
OG0012811	rna7690	rna4542
OG0012812	rna7693	rna4540
OG0012813	rna7701	rna4534
OG0012814	rna7706	rna4531
OG0012815	rna7709	rna4529
OG0012816	rna52652	rna4523
OG0012817	rna52660	rna4521
OG0012818	rna51116	rna4514
OG0012819	rna51134	rna4510
OG0012820	rna51146	rna4509
OG0012821	rna51149	rna4505
OG0012822	rna51155	rna4501
OG0012823	rna51156	rna4499
OG0012824	rna51185	rna4482
OG0012825	rna51191	rna4478
OG0012826	rna51192	rna4477
OG0012827	rna51194	rna4475
OG0012828	rna51200	rna4473
OG0012829	rna51212	rna4472
OG0012830	rna51216	rna4471
OG0012832	rna54250, rna54249	rna33446
OG0012833	rna53418	rna35430, rna34158
OG0012834	rna53218	rna35673
OG0012835	rna53220	rna35675
OG0012836	rna53230	rna35683
OG0012837	rna53233	rna35686
OG0012838	rna53234	rna35687
OG0012839	rna53237	rna35688
OG0012840	rna53239	rna35690
OG0012841	rna53243	rna35693
OG0012842	rna53245	rna35694
OG0012843	rna53248	rna35695
OG0012844	rna53249	rna35697
OG0012845	rna53250	rna35698
OG0012846	rna52533	rna34166
OG0012847	rna52535	rna34167
OG0012848	rna52547	rna34176
OG0012849	rna52551	rna34180
OG0012850	rna52555	rna34183
OG0012851	rna52558	rna34184
OG0012852	rna52561	rna34185
OG0012853	rna52574	rna34190
OG0012854	rna52585	rna34194
OG0012855	rna52586	rna34195
OG0012856	rna52587	rna34196
OG0012857	id583354	gene24382, gene20559
OG0012858	rna48644	rna33557
OG0012859	rna48648	rna33559
OG0012860	rna48657	rna33564
OG0012861	rna48664	rna33566
OG0012862	rna48666	rna33567
OG0012863	rna48668	rna33568
OG0012864	rna48669	rna33569
OG0012865	rna48670	rna33570
OG0012866	rna48673	rna33573
OG0012867	rna48680	rna33580
OG0012868	rna48681	rna33581
OG0012869	rna48692	rna33584
OG0012870	rna48695	rna33588
OG0012871	rna48699	rna33589
OG0012872	rna48701	rna33590
OG0012873	rna48713	rna33593
OG0012874	rna48726	rna33598
OG0012875	rna48728	rna33599
OG0012876	rna48737	rna33603
OG0012877	rna48739	rna33605
OG0012878	rna48742	rna33608
OG0012879	rna48743	rna33609
OG0012880	rna48744	rna33610
OG0012881	rna48759	rna31712
OG0012882	rna48761	rna31714
OG0012883	rna48765	rna31716
OG0012884	rna48772	rna31721
OG0012885	rna48773	rna31722
OG0012886	rna48778	rna31729
OG0012887	rna48779	rna31732
OG0012888	rna48780	rna31733
OG0012889	rna48784	rna31736
OG0012890	rna48786	rna31738
OG0012891	rna48791	rna31742
OG0012892	rna48792	rna31743
OG0012893	rna48793	rna31744
OG0012894	rna48796	rna31746
OG0012895	rna48798	rna31747
OG0012896	rna48803	rna31750
OG0012897	rna48813	rna31753
OG0012898	rna48818	rna31755
OG0012899	rna48819	rna31756
OG0012900	rna48820	rna31757
OG0012901	rna48824	rna31760
OG0012902	rna48834	rna31769
OG0012903	rna30858	rna33402
OG0012904	rna30864	rna33404
OG0012905	rna30866	rna33405
OG0012906	rna30869	rna33406
OG0012907	rna30875	rna33410
OG0012908	rna30881	rna33412
OG0012909	rna30897	rna33422
OG0012910	rna30901	rna33428
OG0012911	rna30911	rna33434
OG0012912	rna30913	rna33436
OG0012913	rna30916	rna33437
OG0012914	rna30924	rna1579
OG0012915	rna30931	rna1575
OG0012916	rna30938	rna1570
OG0012917	rna30942	rna1565
OG0012918	rna30943	rna1564
OG0012919	rna30944	rna1562
OG0012920	rna30955	rna1560
OG0012921	rna30961	rna1557
OG0012922	rna30967	rna1555
OG0012923	rna30968	rna1553
OG0012924	rna30974	rna1544
OG0012925	rna30979	rna1537
OG0012926	rna30983	rna1535
OG0012927	rna30991	rna1527
OG0012928	rna30994	rna1524
OG0012929	rna30995	rna1523
OG0012930	rna31018	rna1507
OG0012931	rna31026	rna1505
OG0012932	rna31027	rna1503
OG0012933	rna31034	rna1497
OG0012934	rna31038	rna1496
OG0012935	rna31039	rna1495
OG0012936	rna31040	rna1494
OG0012937	rna31049	rna1488
OG0012938	rna31053	rna1483
OG0012939	rna31054	rna1482
OG0012940	rna31056	rna1481
OG0012941	rna31059	rna1479
OG0012942	rna31063	rna1473
OG0012943	rna31065	rna1471
OG0012944	rna31068	rna1468
OG0012945	rna31074	rna1464
OG0012946	rna31083	rna1455
OG0012947	rna31100	rna1446
OG0012948	rna31105	rna1445
OG0012949	rna31111	rna30428
OG0012950	rna31119	rna30437
OG0012951	rna42382	rna2539
OG0012952	rna42376	rna2546
OG0012953	rna42369	rna2551
OG0012954	rna42368	rna2552
OG0012955	rna42365	rna2553
OG0012956	rna42360	rna2557
OG0012957	rna42350	rna2563
OG0012958	rna42344	rna2567
OG0012959	rna42335	rna2568
OG0012960	rna42333	rna2572
OG0012961	rna42330	rna2575
OG0012962	rna42328	rna2576
OG0012963	rna42324	rna2578
OG0012964	rna42320	rna2581
OG0012965	rna42317	rna2583
OG0012966	rna42315	rna2584
OG0012967	rna42308	rna2590
OG0012968	rna42306	rna2595
OG0012969	rna42302	rna2597
OG0012970	rna42301	rna2598
OG0012971	rna42299	rna2599
OG0012972	rna42286	rna2604
OG0012973	rna40966	rna18779
OG0012974	rna34400	rna29360
OG0012975	rna34391	rna29357
OG0012976	rna34384	rna29349
OG0012977	rna34372	rna29365
OG0012978	rna34367	rna29371
OG0012979	rna34364	rna29373
OG0012980	rna34359	rna29375
OG0012981	rna34357	rna29378
OG0012982	rna34356	rna29381
OG0012983	rna34354	rna29382
OG0012984	rna34353	rna29383
OG0012985	rna34350	rna29386
OG0012986	rna24774	rna28772
OG0012987	rna24776	rna28773
OG0012988	rna24769	rna28770
OG0012989	rna24768	rna28769
OG0012990	rna24767	rna28768
OG0012991	rna24765	rna28766
OG0012992	rna24764	rna28765
OG0012993	rna24818	rna31795
OG0012994	rna24850	rna31818
OG0012996	rna24870	rna31826
OG0012997	rna24873	rna31828
OG0012998	rna24874	rna31829
OG0012999	rna24878	rna31834
OG0013000	rna24881	rna31845
OG0013001	rna24883	rna31846
OG0013002	rna24889	rna32253
OG0013003	rna24897	rna32246
OG0013004	rna24900	rna32245
OG0013005	rna24901	rna32244
OG0013006	rna24904	rna32243
OG0013007	rna24907	rna33544
OG0013008	rna24911	rna33543
OG0013009	rna24912	rna33541
OG0013010	rna24942	rna33520
OG0013011	rna24946	rna33518
OG0013012	rna24948	rna33515
OG0013013	rna24963	rna33512
OG0013014	rna24966	rna33510
OG0013015	rna24972	rna33506
OG0013016	rna24974	rna33505
OG0013017	rna24976	rna33504
OG0013018	rna24978	rna33503
OG0013019	rna24979	rna33501
OG0013020	rna24981	rna33499
OG0013021	rna24982	rna33497
OG0013022	rna24998	rna33490
OG0013023	rna25005	rna33488
OG0013024	rna25007	rna33486
OG0013025	rna25011	rna33485
OG0013026	rna25025	rna33477
OG0013027	rna25026	rna33476
OG0013028	rna25030	rna33472
OG0013029	rna24666	rna33977
OG0013030	rna24667	rna33976
OG0013031	rna24669	rna33975
OG0013032	rna24691	rna33972
OG0013033	rna24694	rna33969
OG0013034	rna24703	rna33967
OG0013035	rna24705	rna33966
OG0013036	rna24707	rna33965
OG0013037	rna24708	rna33964
OG0013038	rna24709	rna33963
OG0013039	rna24710	rna33962
OG0013040	rna24723	rna33943
OG0013041	rna24739	rna33936
OG0013042	rna24743	rna33930
OG0013043	rna24746	rna33928
OG0013044	rna24748	rna33927
OG0013045	rna24757	rna33918
OG0013046	rna24587	rna6462
OG0013047	rna24589	rna6459
OG0013048	rna24606	rna6443
OG0013049	rna24610	rna6440
OG0013050	rna24622	rna6437
OG0013051	rna24623	rna6434
OG0013052	rna24626	rna6432
OG0013053	rna24629	rna6430
OG0013054	rna24631	rna6429
OG0013055	rna24632	rna6428
OG0013056	rna24654	rna33987
OG0013057	rna24657	rna33983
OG0013058	rna47969	rna28908
OG0013059	rna47963	rna28910
OG0013060	rna47957	rna28913
OG0013061	rna47952	rna28916
OG0013062	rna47950	rna28919
OG0013063	rna47944	rna28920
OG0013064	rna47943	rna28924
OG0013065	rna47942	rna28926
OG0013066	rna47933	rna28928
OG0013067	rna47929	rna28937
OG0013068	rna47927	rna28940
OG0013069	rna47924	rna28943
OG0013070	rna47923	rna28944
OG0013071	rna47921	rna28946
OG0013072	rna47916	rna28950
OG0013073	rna47911	rna28954
OG0013074	rna47907	rna28957
OG0013075	rna47904	rna28958
OG0013076	rna47903	rna28959
OG0013077	rna47899	rna28960
OG0013078	rna47896	rna28961
OG0013079	rna24515	rna6507
OG0013080	rna24516	rna6505
OG0013081	rna24518	rna6503
OG0013082	rna24522	rna6499
OG0013083	rna24545	rna6493
OG0013084	rna24552	rna6488
OG0013085	rna24558	rna6483
OG0013086	rna24559	rna6481
OG0013087	rna24562	rna6480
OG0013088	rna24563	rna6479
OG0013089	rna24565	rna6478
OG0013090	rna24569	rna6476
OG0013091	rna24570	rna6475
OG0013092	rna24572	rna6474
OG0013093	rna24573	rna6473
OG0013094	rna24574	rna6471
OG0013095	rna24583	rna6463
OG0013096	rna24660	rna33981
OG0013097	rna45655	rna23821
OG0013098	rna45656	rna23820
OG0013099	rna45657	rna23819
