Orthogroup	homSap.longCDS.prots	ursMar.longCDS.prots
OG0013293	ENST00000315843.7	rna31076
OG0013294	ENST00000295628.3	rna31075
OG0013295	ENST00000184266.2	rna31073
OG0013296	ENST00000283871.9	rna31072
OG0013297	ENST00000273375.7	rna31071
OG0013298	ENST00000283875.5	rna31070
OG0013299	ENST00000338040.5	rna31063
OG0013300	ENST00000314583.7	rna31062
OG0013301	ENST00000393667.7	rna31061
OG0013302	ENST00000310864.10	rna31060
OG0013303	ENST00000451944.2	rna31059
OG0013304	ENST00000489711.5	rna31058
OG0013305	ENST00000344209.9	rna31056
OG0013306	ENST00000330540.6	rna31055
OG0013307	ENST00000498619.4	rna31052
OG0013308	ENST00000264474.3	rna31050
OG0013309	ENST00000291458.9	rna31049
OG0013310	ENST00000360356.6	rna31040
OG0013311	ENST00000296161.8	rna31039
OG0013312	ENST00000261038.5	rna31033
OG0013313	ENST00000360304.7	rna31022
OG0013314	ENST00000488653.6	rna31021
OG0013315	ENST00000296181.8	rna31013
OG0013316	ENST00000616727.4	rna31012
OG0013317	ENST00000393469.8	rna31010
OG0013318	ENST00000360647.8	rna31008
OG0013319	ENST00000251775.8	rna31007
OG0013320	ENST00000296220.5	rna31006
OG0013321	ENST00000420910.6	rna31303
OG0013322	ENST00000265239.10	rna31298
OG0013323	ENST00000438796.6	rna31294
OG0013324	ENST00000241502.8	rna31291
OG0013325	ENST00000296343.9	rna31289
OG0013326	ENST00000436408.5	rna31288
OG0013327	ENST00000381916.6	rna31285
OG0013328	ENST00000360110.8	rna31284
OG0013329	ENST00000296326.7	rna31278
OG0013330	ENST00000296327.9	rna31277
OG0013331	ENST00000419333.5	rna31273
OG0013332	ENST00000296328.8	rna31264
OG0013333	ENST00000318037.3	rna31257
OG0013334	ENST00000397537.2	rna31256
OG0013335	ENST00000332629.6	rna31255
OG0013336	ENST00000311630.6	rna31251
OG0013337	ENST00000328557.4	rna31250
OG0013338	ENST00000296333.9	rna31242
OG0013339	ENST00000323460.9	rna31235
OG0013340	ENST00000412723.5	rna31229
OG0013341	ENST00000296350.9	rna31228
OG0013342	ENST00000372966.7	rna23809
OG0013343	ENST00000450457.6	rna23807
OG0013344	ENST00000545398.5	rna23806
OG0013345	ENST00000372930.4	rna23805
OG0013346	ENST00000372927.5	rna23804
OG0013347	ENST00000402866.5	rna23803
OG0013348	ENST00000372902.3	rna23801
OG0013349	ENST00000621635.4	rna23800
OG0013350	ENST00000218516.3	rna23795
OG0013351	ENST00000330154.6	rna2708
OG0013352	ENST00000392379.5	rna31219
OG0013353	ENST00000421243.5	rna31218
OG0013354	ENST00000310380.10	rna31215
OG0013355	ENST00000329759.5	rna27591
OG0013356	ENST00000265245.9	rna27593
OG0013357	ENST00000439040.5	rna27596
OG0013358	ENST00000428839.1	rna27599
OG0013359	ENST00000323830.3	rna27600
OG0013360	ENST00000361510.6	rna27612
OG0013361	ENST00000264735.2	rna27616
OG0013362	ENST00000392452.2	rna27617
OG0013363	ENST00000392456.3	rna27620
OG0013364	ENST00000446788.5	rna27623
OG0013365	ENST00000339051.2	rna27624
OG0013366	ENST00000442080.5	rna27625
OG0013367	ENST00000317757.7	rna27626
OG0013368	ENST00000354905.2	rna27627
OG0013369	ENST00000264734.2	rna27628
OG0013370	ENST00000295522.3	rna27629
OG0013371	ENST00000319332.9	rna27630
OG0013372	ENST00000264731.7	rna27631
OG0013373	ENST00000433971.5	rna27633
OG0013374	ENST00000406870.6	rna27645
OG0013375	ENST00000287641.3	rna27649
OG0013376	ENST00000259030.2	rna27651
OG0013377	ENST00000169298.7	rna27654
OG0013378	ENST00000320741.6	rna27664
OG0013379	ENST00000392481.6	rna27676
OG0013380	ENST00000265023.8	rna27682
OG0013381	ENST00000232003.4	rna27683
OG0013382	ENST00000450521.5	rna27684
OG0013383	ENST00000273784.5	rna27685
OG0013384	ENST00000424280.5	rna27688
OG0013385	ENST00000392499.6	rna27690
OG0013386	ENST00000306376.9	rna27698
OG0013387	ENST00000296257.9	rna27703
OG0013388	ENST00000421852.5	rna27709
OG0013389	ENST00000424227.5	rna27712
OG0013390	ENST00000231887.7	rna27714
OG0013391	ENST00000335012.2	rna27715
OG0013392	ENST00000287546.8	rna27717
OG0013393	ENST00000317897.4	rna27719
OG0013394	ENST00000204604.5	rna27726
OG0013395	ENST00000204615.11	rna27727
OG0013396	ENST00000429568.1	rna27728
OG0013397	ENST00000383847.6	rna27731
OG0013398	ENST00000352767.7	rna27733
OG0013399	ENST00000310118.8	rna27734
OG0013400	ENST00000397676.7	rna27739
OG0013401	ENST00000426955.6	rna27740
OG0013402	ENST00000429586.6	rna27741
OG0013403	ENST00000273783.7	rna27745
OG0013404	ENST00000305135.9	rna27756
OG0013405	ENST00000242810.10	rna27758
OG0013406	ENST00000341319.7	rna27762
OG0013407	ENST00000326505.3	rna27770
OG0013408	ENST00000265598.7	rna27777
OG0013409	ENST00000265594.8	rna27779
OG0013410	ENST00000325404.2	rna27788
OG0013411	ENST00000382564.6	rna27790
OG0013412	ENST00000357559.8	rna27794
OG0013413	ENST00000442201.6	rna27796
OG0013414	ENST00000296015.8	rna27797
OG0013415	ENST00000467460.5	rna27800
OG0013416	ENST00000482604.5	rna27803
OG0013417	ENST00000476781.5	rna27805
OG0013418	ENST00000496856.5	rna27813
OG0013419	ENST00000263967.3	rna27815
OG0013420	ENST00000311417.6	rna27816
OG0013421	ENST00000392692.7	rna27832
OG0013422	ENST00000538775.5	rna27833
OG0013423	ENST00000241261.6	rna27836
OG0013424	ENST00000241256.2	rna27837
OG0013425	ENST00000415807.6	rna27838
OG0013426	ENST00000334567.9	rna27841
OG0013427	ENST00000314251.7	rna27845
OG0013428	ENST00000295822.6	rna27849
OG0013429	ENST00000466674.5	rna27853
OG0013430	ENST00000231706.5	rna27856
OG0013431	ENST00000064724.7	rna27857
OG0013432	ENST00000259119.8	rna27858
OG0013433	ENST00000495893.6	rna27861
OG0013434	ENST00000355897.9	rna27867
OG0013435	ENST00000337002.8	rna27868
OG0013436	ENST00000428432.6	rna27870
OG0013437	ENST00000340806.6	rna33307
OG0013438	ENST00000446859.5	rna33308
OG0013439	ENST00000349841.9	rna33313
OG0013440	ENST00000330368.2	rna33315
OG0013441	ENST00000494292.5	rna33317
OG0013442	ENST00000470487.5	rna33326
OG0013443	ENST00000446050.6	rna33329
OG0013444	ENST00000392750.6	rna33331
OG0013445	ENST00000616363.4	rna33334
OG0013446	ENST00000264381.7	rna13106
OG0013447	ENST00000475390.1	rna13105
OG0013448	ENST00000327928.4	rna2954
OG0013449	ENST00000472947.5	rna2961
OG0013450	ENST00000498165.5	rna2967
OG0013451	ENST00000320767.3	rna2969
OG0013452	ENST00000309784.8	rna2971
OG0013453	ENST00000357388.7	rna2975
OG0013454	ENST00000305579.6	rna2981
OG0013455	ENST00000415822.6	rna2988
OG0013456	ENST00000264263.9	rna2991
OG0013457	ENST00000264265.3	rna2992
OG0013458	ENST00000392822.4	rna2994
OG0013459	ENST00000362010.6	rna2997
OG0013460	ENST00000295927.3	rna2998
OG0013461	ENST00000295926.7	rna3003
OG0013462	ENST00000356539.8	rna3007
OG0013463	ENST00000486483.5	rna3011
OG0013464	ENST00000496455.6	rna3016
OG0013465	ENST00000392845.7	rna3018
OG0013466	ENST00000340171.6	rna3019
OG0013467	ENST00000496811.5	rna3029
OG0013468	ENST00000305097.5	rna3032
OG0013469	ENST00000282488.11	rna3038
OG0013470	ENST00000362032.6	rna3048
OG0013471	ENST00000282466.3	rna3051
OG0013472	ENST00000302632.3	rna3055
OG0013473	ENST00000325602.5	rna3058
OG0013474	ENST00000309170.7	rna3059
OG0013475	ENST00000569170.5, ENST00000328863.8	rna3060
OG0013476	ENST00000295910.10	rna3062
OG0013477	ENST00000615547.4	rna3063
OG0013478	ENST00000460851.5	rna3064
OG0013479	ENST00000361875.7	rna3066
OG0013480	ENST00000610533.4	rna25818
OG0013481	ENST00000457314.5	rna25817
OG0013482	ENST00000223369.2	rna25814
OG0013483	ENST00000289547.8	rna25811
OG0013484	ENST00000258772.9	rna25809
OG0013485	ENST00000615423.1	rna25806
OG0013486	ENST00000381112.7	rna25799
OG0013487	ENST00000490531.2	rna25798
OG0013488	ENST00000258770.7	rna25797
OG0013490	ENST00000496212.5	rna25795
OG0013491	ENST00000297323.11	rna25794
OG0013492	ENST00000275525.7	rna25792
OG0013493	ENST00000311160.13	rna25788
OG0013494	ENST00000436444.5	rna25786
OG0013495	ENST00000297325.8	rna25785
OG0013496	ENST00000430738.5	rna25784
OG0013497	ENST00000435803.5	rna25779
OG0013498	ENST00000340652.4	rna25778
OG0013499	ENST00000297001.6	rna25776
OG0013500	ENST00000331340.7	rna25773
OG0013501	ENST00000356889.8	rna25769
OG0013502	ENST00000357936.9	rna25764
OG0013503	ENST00000398812.6	rna25763
OG0013504	ENST00000395542.6	rna25761
OG0013505	ENST00000408890.5	rna17795, rna25760
OG0013506	ENST00000404951.5	rna25758
OG0013507	ENST00000395535.7	rna25757
OG0013508	ENST00000254770.2	rna25755
OG0013509	ENST00000285279.9	rna25754
OG0013510	ENST00000319357.5	rna25841
OG0013511	ENST00000223324.2	rna25843
OG0013512	ENST00000447342.5	rna25845
OG0013513	ENST00000395925.7	rna25846
OG0013514	ENST00000242208.4	rna25847
OG0013515	ENST00000628514.2	rna25854
OG0013516	ENST00000306984.6	rna25855
OG0013517	ENST00000181839.8	rna25856
OG0013518	ENST00000005257.6	rna25857
OG0013519	ENST00000223273.6	rna25861
OG0013520	ENST00000310301.8	rna25864
OG0013521	ENST00000356264.6	rna25865
OG0013522	ENST00000009041.11	rna25872
OG0013523	ENST00000199448.8	rna25884
OG0013524	ENST00000436072.6	rna25885
OG0013525	ENST00000257694.12	rna25888
OG0013526	ENST00000379028.7	rna25889
OG0013527	ENST00000205386.8	rna25890
OG0013528	ENST00000340010.9	rna25895
OG0013529	ENST00000265715.7	rna25903
OG0013530	ENST00000445771.6	rna25904
OG0013531	ENST00000265720.7	rna25907
OG0013532	ENST00000297135.7	rna25910
OG0013533	ENST00000304402.5	rna25911
OG0013534	ENST00000468410.5	rna25914
OG0013535	ENST00000440650.6	rna25917
OG0013536	ENST00000222553.7	rna25923
OG0013537	ENST00000011473.6	rna25924
OG0013538	ENST00000317716.13	rna25928
OG0013539	ENST00000419735.7	rna25932
OG0013540	ENST00000257700.6	rna25949
OG0013541	ENST00000393651.7	rna25954
OG0013542	ENST00000311117.7	rna25958
OG0013543	ENST00000297431.8	rna25964
OG0013544	ENST00000428762.5	rna25966
OG0013545	ENST00000354356.8	rna5890
OG0013546	ENST00000379263.7	rna5896
OG0013547	ENST00000428154.5	rna5897
OG0013548	ENST00000341533.8	rna5898
OG0013549	ENST00000339431.8	rna5906
OG0013550	ENST00000413034.2	rna5909
OG0013551	ENST00000285871.4	rna5910
OG0013552	ENST00000248598.5	rna5913
OG0013553	ENST00000257626.11	rna5914
OG0013554	ENST00000248594.10	rna5916
OG0013555	ENST00000334955.12	rna5921
OG0013556	ENST00000257663.3	rna5922
OG0013557	ENST00000416283.6	rna5923
OG0013558	ENST00000435819.5	rna5945
OG0013559	ENST00000265361.7	rna5948
OG0013560	ENST00000222390.9	rna5949
OG0013561	ENST00000333891.13	rna5954
OG0013562	ENST00000307792.7	rna5958
OG0013563	ENST00000284136.10	rna5960
OG0013565	ENST00000331242.11	rna5966
OG0013566	ENST00000423734.1	rna5968
OG0013567	ENST00000419147.6	rna5970
OG0013568	ENST00000338056.7	rna5981
OG0013569	ENST00000341119.9	rna5985
OG0013570	ENST00000265728.5	rna5987
OG0013571	ENST00000265727.11	rna5988
OG0013572	ENST00000265729.6	rna5989
OG0013573	ENST00000380079.8	rna5991
OG0013574	ENST00000297203.2	rna5996
OG0013575	ENST00000287908.7	rna5999
OG0013576	ENST00000389297.8	rna6000
OG0013577	ENST00000222511.10	rna6004
OG0013578	ENST00000496677.5	rna6005
OG0013579	ENST00000359028.6	rna6015
OG0013580	ENST00000003100.12	rna6016
OG0013581	ENST00000458448.5	rna6017
OG0013582	ENST00000394507.5	rna6018
OG0013583	ENST00000265742.7	rna6022
OG0013584	ENST00000287957.3	rna6025
OG0013585	ENST00000248633.8	rna6028
OG0013586	ENST00000481551.5	rna6031
OG0013587	ENST00000265734.8	rna6035
OG0013588	ENST00000453812.2	rna6038
OG0013589	ENST00000305866.9	rna6040
OG0013590	ENST00000359558.6	rna6041
OG0013591	ENST00000248572.9	rna6051
OG0013592	ENST00000222543.9	rna6048
OG0013593	ENST00000248564.5	rna6052
OG0013594	ENST00000457139.5	rna6053
OG0013595	ENST00000297273.8	rna6057
OG0013596	ENST00000415788.2	rna6059
OG0013597	ENST00000433360.5	rna6061
OG0013598	ENST00000222381.7	rna6066
OG0013599	ENST00000265627.9	rna6068
OG0013600	ENST00000325885.5	rna6072
OG0013601	ENST00000518156.2	rna6082
OG0013602	ENST00000222598.4	rna6083
OG0013603	ENST00000432641.2	rna6084
OG0013604	ENST00000319273.9	rna6085
OG0013605	ENST00000175506.8	rna6090
OG0013606	ENST00000436587.6	rna6093
OG0013607	ENST00000340080.8	rna6098
OG0013608	ENST00000223129.8	rna6101
OG0013609	ENST00000223145.9	rna6107
OG0013610	ENST00000422063.6	rna6110
OG0013611	ENST00000405863.5	rna6113
OG0013612	ENST00000339600.5	rna6114
OG0013613	ENST00000634607.1	rna6116
OG0013614	ENST00000396668.7	rna6131
OG0013615	ENST00000275358.7	rna6133
OG0013616	ENST00000396662.5	rna6136
OG0013617	ENST00000405358.8	rna6141
OG0013618	ENST00000342526.7	rna6152
OG0013619	ENST00000262041.5	rna6153
OG0013620	ENST00000396652.1	rna6160
OG0013621	ENST00000401542.2	rna6161
OG0013622	ENST00000306999.6	rna6163
OG0013623	ENST00000262067.4	rna6165
OG0013624	ENST00000428135.7	rna6169
OG0013625	ENST00000275461.3	rna6177
OG0013626	ENST00000222567.5	rna6180
OG0013627	ENST00000405844.5	rna6181
OG0013628	ENST00000400331.9	rna6184
OG0013629	ENST00000222573.4	rna6185
OG0013630	ENST00000222584.7	rna6196
OG0013631	ENST00000406877.7	rna6198
OG0013632	ENST00000344041.10	rna6199
OG0013633	ENST00000339077.9	rna6213
OG0013634	ENST00000413919.1	rna6215
OG0013635	ENST00000381990.6	rna6220
OG0013636	ENST00000307471.7	rna6225
OG0013637	ENST00000344962.8	rna6233
OG0013638	ENST00000242152.6	rna6238
OG0013639	ENST00000342947.7	rna6240
OG0013640	ENST00000313367.6	rna6245
OG0013641	ENST00000305786.6	rna6247
OG0013642	ENST00000409280.5	rna6253
OG0013643	ENST00000222674.2	rna6254
OG0013644	ENST00000056233.3	rna6263
OG0013645	ENST00000446848.6	rna6272
OG0013646	ENST00000345317.6	rna6276
OG0013647	ENST00000343060.4	rna6279
OG0013648	ENST00000222718.6	rna6282
OG0013649	ENST00000610970.1	rna868
OG0013650	ENST00000222728.3	rna6285
OG0013651	ENST00000343483.6	rna6288
OG0013652	ENST00000006015.3	rna6290
OG0013653	ENST00000265395.6	rna6295
OG0013654	ENST00000357727.6	rna6303
OG0013655	ENST00000265394.9	rna6307
OG0013656	ENST00000434476.6	rna6314
OG0013657	ENST00000222803.9	rna6315
OG0013658	ENST00000440706.2	rna6316
OG0013659	ENST00000222823.8	rna6318
OG0013660	ENST00000598361.4, ENST00000275428.8	rna6319
OG0013661	ENST00000389266.7	rna6322
OG0013662	ENST00000265299.6	rna6324
OG0013663	ENST00000326139.6	rna6326
OG0013664	ENST00000409489.5	rna6328
OG0013665	ENST00000297142.3	rna6329
OG0013666	ENST00000451887.6	rna6330
OG0013667	ENST00000342032.7	rna6331
OG0013668	ENST00000450169.6	rna6336
OG0013669	ENST00000318709.8	rna6340
OG0013670	ENST00000304056.8	rna6342
OG0013671	ENST00000538336.5	rna6346
OG0013672	ENST00000620705.4	rna6347
OG0013673	ENST00000242067.10	rna6352
OG0013674	ENST00000297161.6	rna6359
OG0013675	ENST00000381539.3	rna6362
OG0013676	ENST00000408931.3	rna6368
OG0013677	ENST00000396081.5	rna6371
OG0013678	ENST00000350320.10	rna6381
OG0013679	ENST00000297063.10	rna6388
OG0013680	ENST00000265748.6	rna6389
OG0013681	ENST00000617267.4	rna6393
OG0013682	ENST00000415914.3	rna6400
OG0013683	ENST00000249356.3	rna6401
OG0013684	ENST00000405709.6	rna6404
OG0013685	ENST00000308478.9	rna6405
OG0013686	ENST00000361822.7	rna6407
OG0013687	ENST00000005558.8	rna6408
OG0013688	ENST00000439068.6	rna6410
OG0013689	ENST00000312814.10	rna6411
OG0013690	ENST00000610164.1	rna6415
OG0013691	ENST00000284601.3	rna6419
OG0013692	ENST00000408937.7	rna36063
OG0013694	ENST00000265440.11	rna28347
OG0013695	ENST00000358204.8	rna28348
OG0013696	ENST00000222693.4	rna28349
OG0013697	ENST00000341049.6	rna28351
OG0013698	ENST00000318493.10	rna28353
OG0013699	ENST00000265441.7	rna28366
OG0013700	ENST00000284629.6	rna28367
OG0013701	ENST00000003084.10	rna28368
OG0013702	ENST00000160373.7	rna28369
OG0013703	ENST00000417525.5	rna28373
OG0013704	ENST00000222747.7	rna28376
OG0013705	ENST00000315870.9	rna28381
OG0013706	ENST00000310396.9	rna28382
OG0013707	ENST00000222462.2	rna28385
OG0013708	ENST00000359943.7	rna28387
OG0013709	ENST00000393386.6	rna28389
OG0013710	ENST00000393376.5	rna28390
OG0013711	ENST00000442488.6	rna28392
OG0013712	ENST00000340112.2	rna28394
OG0013713	ENST00000434824.1	rna28395
OG0013714	ENST00000194130.6	rna28397
OG0013715	ENST00000466202.5	rna28398
OG0013716	ENST00000451558.5	rna28400
OG0013717	ENST00000458573.2	rna28401
OG0013718	ENST00000223026.8	rna28405
OG0013719	ENST00000340011.9	rna28406
OG0013720	ENST00000455783.2	rna28407
OG0013721	ENST00000303921.2	rna28408
OG0013722	ENST00000393313.5	rna28418
OG0013723	ENST00000321407.2	rna28419
OG0013724	ENST00000265825.5	rna28421
OG0013725	ENST00000639438.1	rna28422
OG0013726	ENST00000354725.7	rna28423
OG0013727	ENST00000249363.3	rna28424
OG0013728	ENST00000308868.4	rna28429
OG0013729	ENST00000223073.6	rna28430
OG0013730	ENST00000435296.2	rna28433
OG0013731	ENST00000477515.2	rna28434
OG0013732	ENST00000315184.9	rna28435
OG0013733	ENST00000542996.6	rna28436
OG0013734	ENST00000249389.2	rna28440
OG0013735	ENST00000297788.8	rna28442
OG0013736	ENST00000492758.1	rna28450
OG0013737	ENST00000610776.4	rna28452
OG0013738	ENST00000489702.6	rna28454
OG0013739	ENST00000627585.2	rna28455
OG0013740	ENST00000486685.2	rna28457
OG0013741	ENST00000249373.7	rna28458
OG0013742	ENST00000311967.6	rna28466
OG0013743	ENST00000355621.7	rna28470
OG0013744	ENST00000358303.8	rna28471
OG0013745	ENST00000335420.9	rna28473
OG0013746	ENST00000397622.6	rna28476
OG0013747	ENST00000297819.3	rna28478
OG0013748	ENST00000222482.8	rna28480
OG0013749	ENST00000461828.5	rna28481
OG0013750	ENST00000223208.9	rna28483
OG0013751	ENST00000223215.8	rna28486
OG0013752	ENST00000456951.5	rna35197
OG0013753	ENST00000352689.10	rna35191
OG0013754	ENST00000378555.7	rna35188
OG0013755	ENST00000253861.4	rna30384
OG0013756	ENST00000285928.2	rna30385
OG0013757	ENST00000344924.7	rna30393
OG0013758	ENST00000361675.6	rna30395
OG0013759	ENST00000436302.6	rna30402
OG0013760	ENST00000275767.3	rna30406
OG0013761	ENST00000354475.4	rna30409
OG0013762	ENST00000275764.3	rna30410
OG0013763	ENST00000541284.5	rna30417
OG0013764	ENST00000285968.10	rna30419
OG0013765	ENST00000507606.2	rna30420
OG0013766	ENST00000354042.8	rna30421
OG0013767	ENST00000338588.7	rna30422
OG0013768	ENST00000393085.3	rna30425
OG0013769	ENST00000445907.6	rna18973
OG0013770	ENST00000348225.6	rna18972
OG0013771	ENST00000330387.10	rna18970
OG0013772	ENST00000242375.7	rna18969
OG0013773	ENST00000343526.8	rna18967
OG0013774	ENST00000419765.3	rna18966
OG0013775	ENST00000275766.1	rna18962
OG0013776	ENST00000464606.5	rna18961
OG0013777	ENST00000464848.5	rna18959
OG0013778	ENST00000473989.7	rna18957
OG0013779	ENST00000297534.6	rna18954
OG0013780	ENST00000422142.6	rna18949
OG0013781	ENST00000416849.6	rna18941
OG0013782	ENST00000263549.7	rna18940
OG0013783	ENST00000397560.6	rna18939
OG0013784	ENST00000326232.13	rna18935
OG0013785	ENST00000537763.5	rna18932
OG0013786	ENST00000255977.6	rna18931
OG0013787	ENST00000275884.10	rna18929
OG0013788	ENST00000072869.8	rna18926
OG0013789	ENST00000476279.5	rna18920
OG0013790	ENST00000288602.10	rna18918
OG0013791	ENST00000324787.9	rna18917
OG0013792	ENST00000565468.5	rna18914
OG0013793	ENST00000536163.5	rna18911
OG0013794	ENST00000397541.6	rna18910
OG0013795	ENST00000265304.10	rna18908
OG0013796	ENST00000247879.2	rna18907
OG0013797	ENST00000247883.5	rna18905
OG0013798	ENST00000350549.7	rna18904
OG0013799	ENST00000546910.5	rna18903
OG0013800	ENST00000547270.1	rna18902
OG0013801	ENST00000547058.6	rna18898
OG0013802	ENST00000619012.4	rna18887
OG0013803	ENST00000458732.1	rna18884
OG0013804	ENST00000355265.6	rna18882
OG0013805	ENST00000418316.1	rna18876
OG0013806	ENST00000291009.3	rna18874
OG0013807	ENST00000446620.1	rna18873
OG0013808	ENST00000479303.1	rna18871
OG0013809	ENST00000409102.5	rna18870
OG0013810	ENST00000310447.9	rna18866
OG0013811	ENST00000443739.6	rna18862
OG0013812	ENST00000322764.9	rna18861
OG0013813	ENST00000275815.3	rna18859
OG0013814	ENST00000408916.1	rna18857
OG0013815	ENST00000408922.3	rna18842
OG0013816	ENST00000467773.1	rna18830
OG0013817	ENST00000360057.7	rna18829
OG0013818	ENST00000409469.5	rna18827
OG0013819	ENST00000475153.5	rna18814
OG0013820	ENST00000335870.6	rna18813
OG0013822	ENST00000247930.4	rna18806
OG0013823	ENST00000458143.6	rna18804
OG0013824	ENST00000496259.5	rna18793
OG0013825	ENST00000302017.3	rna18792
OG0013826	ENST00000378016.4	rna18791
OG0013827	ENST00000223210.4	rna18790
OG0013828	ENST00000323078.7	rna18786
OG0013829	ENST00000343855.5	rna18788
OG0013830	ENST00000223271.7	rna18784
OG0013831	ENST00000489432.6	rna18783
OG0013832	ENST00000492607.5	rna8847
OG0013833	ENST00000484928.5	rna8845
OG0013834	ENST00000416793.6	rna8844
OG0013835	ENST00000605952.5	rna8840
OG0013836	ENST00000297504.10	rna8837
OG0013837	ENST00000485972.5	rna8835
OG0013838	ENST00000297532.10	rna8833
OG0013839	ENST00000297533.8	rna8832
OG0013840	ENST00000297537.4	rna8830
OG0013841	ENST00000420175.2	rna8829
OG0013842	ENST00000615129.4	rna8828
OG0013843	ENST00000222388.6	rna8826
OG0013844	ENST00000035307.6	rna8825
OG0013845	ENST00000568733.5	rna8822
OG0013846	ENST00000469830.2	rna8821
OG0013847	ENST00000337323.2	rna8820
OG0013848	ENST00000262187.9	rna8818
OG0013849	ENST00000287878.8	rna8816
OG0013850	ENST00000431418.6	rna8812
OG0013851	ENST00000430044.6	rna8809
OG0013852	ENST00000262189.10	rna8808
OG0013853	ENST00000359963.4	rna8807
OG0013854	ENST00000359321.1	rna8805
OG0013855	ENST00000377770.7	rna8801
OG0013856	ENST00000404141.5	rna8800
OG0013857	ENST00000287907.2	rna8799
OG0013858	ENST00000401878.7	rna8787
OG0013859	ENST00000432459.6	rna8785
OG0013860	ENST00000415428.5	rna8784
OG0013861	ENST00000275820.3	rna8783
OG0013862	ENST00000348165.9	rna8781
OG0013863	ENST00000459889.5	rna8779
OG0013864	ENST00000409339.3	rna8774
OG0013865	ENST00000613624.1	rna8773
OG0013866	ENST00000402066.5	rna8768
OG0013867	ENST00000272322.8	rna21844
OG0013868	ENST00000445915.6	rna21843
OG0013869	ENST00000379925.7	rna24854
OG0013870	ENST00000526683.5	rna36158
OG0013871	ENST00000399810.6	rna10403
OG0013872	ENST00000540921.5	rna2672
OG0013873	ENST00000543160.5	rna2646
OG0013875	ENST00000246174.6	rna2688
OG0013876	ENST00000415986.5	rna2687
OG0013877	ENST00000457056.5	rna2680
OG0013878	ENST00000409687.4	rna26698
OG0013879	ENST00000587345.1	rna34340
OG0013880	ENST00000417934.6	rna18049
OG0013882	ENST00000445307.4	rna17735
OG0013883	ENST00000263038.8	rna12760
OG0013884	ENST00000396077.7	rna3565
OG0013885	ENST00000305943.7	rna31140
OG0013886	ENST00000366697.6	rna31147
OG0013887	ENST00000366757.3	rna31157
OG0013888	ENST00000366759.8	rna31158
OG0013889	ENST00000366758.7	rna31159
OG0013890	ENST00000344889.3	rna35730
OG0013891	ENST00000342623.4	rna35740
OG0013892	ENST00000590317.3	rna35748
OG0013893	ENST00000366472.5	rna35749
OG0013894	ENST00000306562.7	rna35750
OG0013895	ENST00000451251.5	rna35751
OG0013896	ENST00000329291.5	rna35753
OG0013897	ENST00000333055.8	rna35758
OG0013898	ENST00000502412.1	rna35760
OG0013899	ENST00000274773.11	rna35775
OG0013900	ENST00000315073.9	rna35782
OG0013901	ENST00000611618.1	rna35784
OG0013902	ENST00000261937.10	rna32536
OG0013903	ENST00000292641.3	rna32535
OG0013904	ENST00000361132.8	rna32528
OG0013905	ENST00000522208.6	rna32527
OG0013906	ENST00000389805.8	rna32524
OG0013907	ENST00000337755.9	rna32523
OG0013908	ENST00000292599.3	rna32521
OG0013909	ENST00000319449.8	rna32504
OG0013910	ENST00000308304.2	rna32493
OG0013911	ENST00000274606.7	rna32477
OG0013912	ENST00000274605.5	rna32474
OG0013913	ENST00000161863.8	rna32469
OG0013914	ENST00000282369.7	rna32467
OG0013915	ENST00000419445.5	rna32465
OG0013916	ENST00000379611.9	rna32462
OG0013917	ENST00000274457.4	rna32459
OG0013918	ENST00000250535.4	rna32456
OG0013919	ENST00000509910.1	rna32455
OG0013920	ENST00000357872.8	rna32452
OG0013921	ENST00000274458.8	rna32449
OG0013922	ENST00000257414.12	rna20810
OG0013923	ENST00000510708.5	rna20808
OG0013924	ENST00000513374.1	rna20800
OG0013925	ENST00000504811.5	rna20793
OG0013926	ENST00000407149.6	rna20789
OG0013927	ENST00000321339.2	rna20786
OG0013928	ENST00000339397.4	rna20785
OG0013929	ENST00000231004.4	rna20780
OG0013930	ENST00000296600.4	rna20779
OG0013931	ENST00000261367.11	rna20777
OG0013932	ENST00000379516.6	rna20774
OG0013933	ENST00000306442.4	rna20772
OG0013934	ENST00000407847.4	rna20771
OG0013935	ENST00000306467.9	rna20768
OG0013936	ENST00000306315.9	rna20760
OG0013937	ENST00000513040.5	rna20759
OG0013938	ENST00000636879.1	rna20757
OG0013939	ENST00000357147.3	rna20755
OG0013940	ENST00000308660.5	rna20750
OG0013941	ENST00000535381.5	rna20746
OG0013942	ENST00000503335.6	rna20744
OG0013943	ENST00000512635.2	rna20742
OG0013944	ENST00000379445.7	rna20741
OG0013945	ENST00000262462.8	rna20737
OG0013946	ENST00000173527.5	rna20736
OG0013947	ENST00000564719.1	rna20733
OG0013948	ENST00000395246.5	rna20725
OG0013949	ENST00000510461.5	rna20718
OG0013950	ENST00000253754.7	rna12482
OG0013951	ENST00000245414.8	rna12479
OG0013952	ENST00000378823.7	rna12474
OG0013953	ENST00000231454.5	rna12477
OG0013954	ENST00000304506.7	rna12473
OG0013955	ENST00000231449.6	rna12472
OG0013956	ENST00000403231.5	rna12471
OG0013957	ENST00000378679.7	rna12464
OG0013958	ENST00000378673.2	rna12463
OG0013959	ENST00000378670.7	rna12459
OG0013960	ENST00000296877.2	rna12456
OG0013961	ENST00000265343.9	rna12455
OG0013962	ENST00000509437.5	rna12454
