Orthogroup	homSap.longCDS.prots	ursArc.longCDS.prots
OG0012852	ENST00000418511.6	rna52561
OG0012853	ENST00000216297.6	rna52574
OG0012854	ENST00000613569.4	rna52585
OG0012855	ENST00000298717.8	rna52586
OG0012856	ENST00000614342.1	rna52587
OG0012857	ENST00000535880.2	id583354
OG0012858	ENST00000250498.8	rna48644
OG0012859	ENST00000428304.6	rna48648
OG0012860	ENST00000285848.9	rna48657
OG0012861	ENST00000355151.9	rna48664
OG0012862	ENST00000311852.10	rna48666
OG0012863	ENST00000359591.8	rna48668
OG0012864	ENST00000267396.8	rna48669
OG0012865	ENST00000359890.7	rna48670
OG0012866	ENST00000324366.12	rna48673
OG0012867	ENST00000262713.6	rna48680
OG0012868	ENST00000299088.10	rna48681
OG0012869	ENST00000397359.7	rna48692
OG0012870	ENST00000262710.5	rna48695
OG0012871	ENST00000319074.5	rna48699
OG0012872	ENST00000206513.5	rna48701
OG0012873	ENST00000561013.2	rna48713
OG0012874	ENST00000354772.8	rna48726
OG0012875	ENST00000216733.7	rna48728
OG0012876	ENST00000329715.2	rna48737
OG0012877	ENST00000339180.8	rna48739
OG0012878	ENST00000408901.7	rna48742
OG0012879	ENST00000419474.4	rna48743
OG0012880	ENST00000404535.3	rna48744
OG0012881	ENST00000342740.5	rna48759
OG0012882	ENST00000397002.6	rna48761
OG0012883	ENST00000559115.5	rna48765
OG0012884	ENST00000382708.7	rna48772
OG0012885	ENST00000419198.6	rna48773
OG0012886	ENST00000396864.7	rna48778
OG0012887	ENST00000620473.4	rna48779
OG0012888	ENST00000354464.10	rna48780
OG0012889	ENST00000339917.9	rna48784
OG0012890	ENST00000347519.10	rna48786
OG0012891	ENST00000267415.11	rna48791
OG0012892	ENST00000206765.10	rna48792
OG0012893	ENST00000399409.7	rna48793
OG0012894	ENST00000288111.11	rna48796
OG0012895	ENST00000267425.7	rna48798
OG0012896	ENST00000345363.7	rna48803
OG0012897	ENST00000413692.6	rna48813
OG0012898	ENST00000382554.3	rna48818
OG0012899	ENST00000267406.10	rna48819
OG0012900	ENST00000251343.9	rna48820
OG0012901	ENST00000399395.7	rna48824
OG0012902	ENST00000396700.5	rna48834
OG0012903	ENST00000313071.6	rna30858
OG0012904	ENST00000553504.5	rna30864
OG0012905	ENST00000458591.6	rna30866
OG0012906	ENST00000216361.8	rna30869
OG0012907	ENST00000216366.8	rna30875
OG0012908	ENST00000611816.4	rna30881
OG0012909	ENST00000399285.4	rna30897
OG0012910	ENST00000281081.11	rna30901
OG0012911	ENST00000280979.8	rna30911
OG0012912	ENST00000250457.7	rna30913
OG0012913	ENST00000298130.4	rna30916
OG0012914	ENST00000382422.6	rna30924
OG0012915	ENST00000556994.5	rna30931
OG0012916	ENST00000261475.9	rna30938
OG0012917	ENST00000216797.9	rna30942
OG0012918	ENST00000307169.3	rna30943
OG0012919	ENST00000637992.1	rna30944
OG0012920	ENST00000216807.11	rna30955
OG0012921	ENST00000416007.8	rna30961
OG0012922	ENST00000402703.6	rna30967
OG0012923	ENST00000331299.5	rna30968
OG0012924	ENST00000396294.6	rna30974
OG0012925	ENST00000250448.2	rna30979
OG0012926	ENST00000267377.2	rna30983
OG0012927	ENST00000308317.10	rna30991
OG0012928	ENST00000330149.9	rna30994
OG0012929	ENST00000216832.8	rna30995
OG0012930	ENST00000298119.8	rna31018
OG0012931	ENST00000325192.7	rna31026
OG0012932	ENST00000355081.3	rna31027
OG0012933	ENST00000355765.10	rna31034
OG0012934	ENST00000396062.3	rna31038
OG0012935	ENST00000267430.9	rna31039
OG0012936	ENST00000310806.8	rna31040
OG0012937	ENST00000298288.10	rna31049
OG0012938	ENST00000305386.3	rna31053
OG0012939	ENST00000298292.12	rna31054
OG0012940	ENST00000216367.9	rna31056
OG0012941	ENST00000359332.6	rna31059
OG0012942	ENST00000298307.9	rna31063
OG0012943	ENST00000298310.9	rna31065
OG0012944	ENST00000298316.6	rna31068
OG0012945	ENST00000395860.6	rna31074
OG0012946	ENST00000358473.1	rna31083
OG0012947	ENST00000324679.4	rna31100
OG0012948	ENST00000245441.9	rna31105
OG0012949	ENST00000337334.6	rna31111
OG0012950	ENST00000457354.6	rna31119
OG0012951	ENST00000344768.9	rna42382
OG0012952	ENST00000557376.5	rna42376
OG0012953	ENST00000306051.2	rna42369
OG0012954	ENST00000245457.5	rna42368
OG0012955	ENST00000281741.8	rna42365
OG0012956	ENST00000321662.10	rna42360
OG0012957	ENST00000216410.7	rna42350
OG0012958	ENST00000323669.9	rna42344
OG0012959	ENST00000245451.8	rna42335
OG0012960	ENST00000335183.10	rna42333
OG0012961	ENST00000557690.5	rna42330
OG0012962	ENST00000553333.1	rna42328
OG0012963	ENST00000554335.5	rna42324
OG0012964	ENST00000360586.7	rna42320
OG0012965	ENST00000395472.2	rna42317
OG0012966	ENST00000395468.8	rna42315
OG0012967	ENST00000247191.6	rna42308
OG0012968	ENST00000313833.4	rna42306
OG0012969	ENST00000247178.5	rna42302
OG0012970	ENST00000247219.5	rna42301
OG0012971	ENST00000395314.7	rna42299
OG0012972	ENST00000261556.10	rna42286
OG0012973	ENST00000307271.3	rna40966
OG0012974	ENST00000297423.8	rna34400
OG0012975	ENST00000523944.5	rna34391
OG0012976	ENST00000020945.3	rna34384
OG0012977	ENST00000276480.11	rna34372
OG0012978	ENST00000025008.9	rna34367
OG0012979	ENST00000331251.3	rna34364
OG0012980	ENST00000359530.6	rna34359
OG0012981	ENST00000297313.7	rna34357
OG0012982	ENST00000521604.6	rna34356
OG0012983	ENST00000316963.7	rna34354
OG0012984	ENST00000260102.8	rna34353
OG0012985	ENST00000220676.1	rna34350
OG0012986	ENST00000344683.9	rna24774
OG0012987	ENST00000325203.9	rna24776
OG0012988	ENST00000285518.10	rna24769
OG0012989	ENST00000618742.2	rna24768
OG0012990	ENST00000297439.3	rna24767
OG0012991	ENST00000398462.6	rna24765
OG0012992	ENST00000400125.6	rna24764
OG0012994	ENST00000377160.3	rna24850
OG0012995	ENST00000400079.1, ENST00000437818.1	rna24866
OG0012996	ENST00000280190.8	rna24870
OG0012997	ENST00000280191.6	rna24873
OG0012998	ENST00000296525.7	rna24874
OG0012999	ENST00000618562.1	rna24878
OG0013000	ENST00000264596.3	rna24881
OG0013001	ENST00000264595.6	rna24883
OG0013002	ENST00000357067.7	rna24889
OG0013003	ENST00000504169.1	rna24897
OG0013004	ENST00000302327.3	rna24900
OG0013005	ENST00000326397.9	rna24901
OG0013006	ENST00000334690.10	rna24904
OG0013007	ENST00000308497.8	rna24907
OG0013008	ENST00000296741.6	rna24911
OG0013009	ENST00000393593.7	rna24912
OG0013010	ENST00000308394.8	rna24942
OG0013011	ENST00000314970.10	rna24946
OG0013012	ENST00000281453.9	rna24948
OG0013013	ENST00000338875.5	rna24963
OG0013014	ENST00000458385.6	rna24966
OG0013015	ENST00000504273.5	rna24972
OG0013016	ENST00000328559.11	rna24974
OG0013017	ENST00000335174.5	rna24976
OG0013018	ENST00000264689.10	rna24978
OG0013019	ENST00000378850.4	rna24979
OG0013020	ENST00000510617.5	rna24981
OG0013021	ENST00000284770.9	rna24982
OG0013022	ENST00000355634.9	rna24998
OG0013023	ENST00000296795.7	rna25005
OG0013024	ENST00000356371.9	rna25007
OG0013025	ENST00000378802.4	rna25011
OG0013026	ENST00000509524.5	rna25025
OG0013027	ENST00000512729.5	rna25026
OG0013028	ENST00000332517.3	rna25030
OG0013029	ENST00000226798.8	rna24666
OG0013030	ENST00000381733.9	rna24667
OG0013031	ENST00000325083.12	rna24669
OG0013032	ENST00000398056.6	rna24691
OG0013033	ENST00000262102.10	rna24694
OG0013034	ENST00000251630.10	rna24703
OG0013035	ENST00000004531.14	rna24705
OG0013036	ENST00000374852.3, ENST00000180173.9	rna24707
OG0013037	ENST00000324849.8	rna24708
OG0013038	ENST00000361272.8	rna24709
OG0013039	ENST00000262096.12	rna24710
OG0013040	ENST00000445506.6	rna24723
OG0013041	ENST00000297324.4	rna24739
OG0013042	ENST00000276297.8	rna24743
OG0013043	ENST00000398246.7	rna24746
OG0013044	ENST00000622241.1	rna24748
OG0013045	ENST00000276282.6	rna24757
OG0013046	ENST00000523898.5	rna24587
OG0013047	ENST00000310455.3	rna24589
OG0013048	ENST00000521265.5	rna24606
OG0013049	ENST00000221114.7	rna24610
OG0013050	ENST00000517349.1	rna24622
OG0013051	ENST00000221130.9	rna24623
OG0013052	ENST00000620074.4	rna24626
OG0013053	ENST00000638951.1	rna24629
OG0013054	ENST00000475541.1	rna24631
OG0013055	ENST00000298139.5	rna24632
OG0013056	ENST00000360128.10	rna24654
OG0013057	ENST00000613904.1	rna24657
OG0013058	ENST00000265807.7	rna47969
OG0013059	ENST00000397977.7	rna47963
OG0013060	ENST00000379644.8	rna47957
OG0013061	ENST00000614426.1	rna47952
OG0013062	ENST00000307602.8	rna47950
OG0013063	ENST00000534961.5	rna47944
OG0013064	ENST00000254250.7	rna47943
OG0013065	ENST00000276410.6	rna47942
OG0013066	ENST00000438528.7	rna47933
OG0013067	ENST00000342228.7	rna47929
OG0013068	ENST00000220812.2	rna47927
OG0013069	ENST00000520810.5	rna47924
OG0013070	ENST00000429089.6	rna47923
OG0013071	ENST00000265713.6	rna47921
OG0013072	ENST00000518699.3	rna47916
OG0013073	ENST00000276533.3	rna47911
OG0013074	ENST00000220772.7	rna47907
OG0013075	ENST00000297737.10	rna47904
OG0013076	ENST00000315792.4	rna47903
OG0013077	ENST00000502986.2	rna47899
OG0013078	ENST00000522495.5	rna47896
OG0013079	ENST00000487273.6	rna24515
OG0013080	ENST00000456397.6	rna24516
OG0013081	ENST00000617275.4	rna24518
OG0013082	ENST00000317827.8	rna24522
OG0013083	ENST00000317025.12	rna24545
OG0013084	ENST00000397166.6	rna24552
OG0013085	ENST00000287322.4	rna24558
OG0013086	ENST00000311351.8	rna24559
OG0013087	ENST00000276449.8	rna24562
OG0013088	ENST00000343823.10	rna24563
OG0013089	ENST00000338825.4	rna24565
OG0013090	ENST00000307599.4	rna24569
OG0013091	ENST00000330843.8	rna24570
OG0013092	ENST00000220659.10	rna24572
OG0013093	ENST00000412232.2	rna24573
OG0013094	ENST00000328195.7	rna24574
OG0013095	ENST00000416672.5	rna24583
OG0013096	ENST00000256257.1	rna24660
OG0013097	ENST00000373034.8	rna45655
OG0013098	ENST00000373031.4	rna45656
OG0013099	ENST00000373020.8	rna45657
OG0013100	ENST00000373004.4	rna45658
OG0013101	ENST00000372989.5	rna45660
OG0013102	ENST00000256951.9	rna17923
OG0013103	ENST00000308234.11	rna13458
OG0013104	ENST00000328666.10	rna45994
OG0013105	ENST00000328890.2	rna36031
OG0013106	ENST00000397701.8	rna18
OG0013107	ENST00000291688.5	rna19
OG0013108	ENST00000356396.8	rna22
OG0013109	ENST00000291672.5	rna23
OG0013110	ENST00000397748.5	rna24
OG0013111	ENST00000300527.8	rna26
OG0013112	ENST00000437626.5	rna62
OG0013113	ENST00000291634.10	rna70
OG0013114	ENST00000397852.5	rna75
OG0013115	ENST00000330938.7	rna77
OG0013116	ENST00000323084.8	rna96
OG0013117	ENST00000397932.6	rna103
OG0013118	ENST00000397956.7	rna107
OG0013119	ENST00000291582.5	rna118
OG0013120	ENST00000291572.12	rna131
OG0013121	ENST00000497547.1	rna135
OG0013122	ENST00000291568.6	rna136
OG0013123	ENST00000291565.8	rna137
OG0013124	ENST00000340648.5	rna139
OG0013125	ENST00000291547.9	rna157
OG0013126	ENST00000330317.6	rna167
OG0013127	ENST00000291539.10	rna169
OG0013128	ENST00000319294.10	rna178
OG0013129	ENST00000291532.7	rna181
OG0013130	ENST00000408989.6	rna189
OG0013131	ENST00000310826.9	rna190
OG0013132	ENST00000380486.3	rna193
OG0013133	ENST00000433067.5	rna198
OG0013134	ENST00000352483.3	rna200
OG0013135	ENST00000398585.7	rna201
OG0013136	ENST00000398652.7	rna211
OG0013137	ENST00000330333.10	rna212
OG0013138	ENST00000328619.9	rna214
OG0013139	ENST00000380588.4	rna216
OG0013140	ENST00000398714.3	rna217
OG0013141	ENST00000380671.6	rna221
OG0013142	ENST00000333781.9	rna223
OG0013143	ENST00000331573.7	rna230
OG0013144	ENST00000360214.7	rna233
OG0013145	ENST00000613499.4	rna241
OG0013146	ENST00000398960.6	rna247
OG0013147	ENST00000309117.10	rna253
OG0013148	ENST00000612277.4	rna276
OG0013149	ENST00000290399.10	rna278
OG0013150	ENST00000399139.5	rna280
OG0013151	ENST00000314103.5	rna281
OG0013152	ENST00000400485.5	rna282
OG0013153	ENST00000399151.3	rna283
OG0013154	ENST00000399215.5	rna299
OG0013155	ENST00000381135.7	rna326
OG0013156	ENST00000450895.1, ENST00000624951.1	rna329
OG0013157	ENST00000399312.2	rna338
OG0013158	ENST00000381151.4	rna339
OG0013159	ENST00000381554.7	rna347
OG0013160	ENST00000303071.9	rna353
OG0013161	ENST00000356577.8	rna354
OG0013162	ENST00000381815.8	rna359
OG0013163	ENST00000617313.4	rna361
OG0013164	ENST00000420455.5	rna362
OG0013165	ENST00000381995.5	rna364
OG0013166	ENST00000270139.7	rna367
OG0013167	ENST00000382373.4	rna377
OG0013168	ENST00000331923.8	rna378
OG0013169	ENST00000433931.6	rna379
OG0013170	ENST00000290155.7	rna382
OG0013171	ENST00000382751.3	rna391
OG0013172	ENST00000290130.3	rna393
OG0013173	ENST00000270112.6	rna394
OG0013174	ENST00000286835.11	rna398
OG0013175	ENST00000270142.10	rna400
OG0013176	ENST00000286827.7	rna403
OG0013177	ENST00000332378.5	rna406
OG0013178	ENST00000621162.1	rna407
OG0013179	ENST00000329621.5	rna408
OG0013180	ENST00000334067.4	rna421
OG0013181	ENST00000382835.2	rna429
OG0013182	ENST00000340345.5	rna432
OG0013183	ENST00000399899.1	rna433
OG0013184	ENST00000286808.4	rna434
OG0013185	ENST00000286800.7	rna442
OG0013186	ENST00000399976.6	rna453
OG0013187	ENST00000493196.1	rna457
OG0013188	ENST00000303775.9	rna461
OG0013189	ENST00000284984.7	rna474
OG0013190	ENST00000299340.8	rna475
OG0013191	ENST00000346798.7	rna476
OG0013192	ENST00000354828.7	rna483
OG0013193	ENST00000400099.5	rna489
OG0013194	ENST00000400532.5	rna493
OG0013195	ENST00000307301.11	rna496
OG0013196	ENST00000400546.5	rna502
OG0013197	ENST00000284885.7	rna507
OG0013198	ENST00000284881.8	rna511
OG0013199	ENST00000339775.10	rna518
OG0013200	ENST00000284878.11	rna521
OG0013201	ENST00000400183.6	rna534
OG0013202	ENST00000318948.6	rna542
OG0013203	ENST00000285667.3	rna550
OG0013204	ENST00000400577.3	rna552
OG0013205	ENST00000429644.6	rna568
OG0013206	ENST00000405615.2	rna572
OG0013207	ENST00000398399.6	rna582
OG0013208	ENST00000263780.8	rna586
OG0013209	ENST00000344265.7	rna587
OG0013210	ENST00000319595.5	rna588
OG0013211	ENST00000309534.10	rna589
OG0013212	ENST00000636215.1	rna592
OG0013213	ENST00000318887.7	rna593
OG0013214	ENST00000637986.1	rna594
OG0013215	ENST00000394222.7	rna600
OG0013216	ENST00000315099.2	rna602
OG0013217	ENST00000394206.5	rna616
OG0013218	ENST00000389622.6	rna617
OG0013219	ENST00000333396.11	rna621
OG0013220	ENST00000472788.5	rna623
OG0013221	ENST00000394181.6	rna639
OG0013222	ENST00000284311.4	rna640
OG0013223	ENST00000613264.4	rna649
OG0013224	ENST00000326857.9	rna657
OG0013225	ENST00000261037.7	rna666
OG0013226	ENST00000354552.7	rna670
OG0013227	ENST00000394144.8	rna677
OG0013228	ENST00000284320.5	rna680
OG0013229	ENST00000489752.1	rna682
OG0013230	ENST00000403410.5	rna687
OG0013231	ENST00000273352.7	rna688
OG0013232	ENST00000490574.5	rna689
OG0013233	ENST00000471714.5	rna701
OG0013234	ENST00000394095.6	rna710
OG0013235	ENST00000309922.6	rna716
OG0013236	ENST00000265260.7	rna719
OG0013237	ENST00000312938.4	rna721
OG0013238	ENST00000341893.7	rna723
OG0013239	ENST00000273347.9	rna724
OG0013240	ENST00000326172.9	rna727
OG0013241	ENST00000306176.5	rna728
OG0013242	ENST00000306107.9	rna741
OG0013243	ENST00000264122.8	rna743
OG0013244	ENST00000261058.2	rna754
OG0013245	ENST00000325805.12	rna756
OG0013246	ENST00000361309.5	rna772
OG0013247	ENST00000264538.3	rna775
OG0013248	ENST00000619531.4	rna776
OG0013249	ENST00000619684.4	rna778
OG0013250	ENST00000361582.7	rna779
OG0013251	ENST00000478945.1	rna794
OG0013252	ENST00000335658.6	rna795
OG0013253	ENST00000636933.1	rna805
OG0013254	ENST00000431670.6	rna812
OG0013255	ENST00000273359.7	rna822
OG0013256	ENST00000478951.5	rna823
OG0013257	ENST00000452346.6	rna824
OG0013258	ENST00000431717.6	rna825
OG0013259	ENST00000305815.9	rna827
OG0013260	ENST00000473539.5	rna835
OG0013261	ENST00000334529.9	rna838
OG0013262	ENST00000492406.5	rna844
OG0013263	ENST00000206423.7	rna849
OG0013264	ENST00000619116.4	rna854
OG0013265	ENST00000314400.9	rna863
OG0013266	ENST00000273395.8	rna867
OG0013267	ENST00000393845.8	rna873
OG0013268	ENST00000295872.8	rna878
OG0013269	ENST00000393830.4	rna879
OG0013270	ENST00000316407.8	rna880
OG0013271	ENST00000240922.7	rna883
OG0013272	ENST00000273398.7	rna884
OG0013273	ENST00000358160.8	rna886
OG0013274	ENST00000478793.1	rna890
OG0013275	ENST00000295878.7	rna895
OG0013276	ENST00000485050.5	rna898
OG0013277	ENST00000460779.5	rna902
OG0013278	ENST00000481065.5	rna906
OG0013279	ENST00000474710.5	rna907
OG0013280	ENST00000393775.6	rna931
OG0013281	ENST00000483209.5	rna938
OG0013282	ENST00000264245.8	rna941
OG0013283	ENST00000319172.9	rna944
OG0013284	ENST00000295588.8	rna947
OG0013285	ENST00000494664.5	rna949
OG0013286	ENST00000264246.7	rna951
OG0013287	ENST00000478399.5	rna955
OG0013288	ENST00000273371.8	rna960
OG0013289	ENST00000341124.9	rna965
OG0013290	ENST00000484810.5	rna967
OG0013291	ENST00000273390.9	rna968
OG0013292	ENST00000337940.4	rna969
OG0013293	ENST00000315843.7	rna981
OG0013294	ENST00000295628.3	rna983
OG0013295	ENST00000184266.2	rna992
OG0013296	ENST00000283871.9	rna993
OG0013297	ENST00000273375.7	rna994
OG0013298	ENST00000283875.5	rna995
OG0013299	ENST00000338040.5	rna1000
OG0013300	ENST00000314583.7	rna1001
OG0013301	ENST00000393667.7	rna1005
OG0013302	ENST00000310864.10	rna1009
OG0013303	ENST00000451944.2	rna1011
OG0013304	ENST00000489711.5	rna1015
OG0013305	ENST00000344209.9	rna1017
OG0013306	ENST00000330540.6	rna1020
OG0013307	ENST00000498619.4	rna1023
OG0013308	ENST00000264474.3	rna1030
OG0013309	ENST00000291458.9	rna1031
OG0013310	ENST00000360356.6	rna1037
OG0013311	ENST00000296161.8	rna1038
OG0013312	ENST00000261038.5	rna1044
OG0013313	ENST00000360304.7	rna1058
OG0013314	ENST00000488653.6	rna1065
OG0013315	ENST00000296181.8	rna1089
OG0013316	ENST00000616727.4	rna1090
OG0013317	ENST00000393469.8	rna1095
OG0013318	ENST00000360647.8	rna1103
OG0013319	ENST00000251775.8	rna1110
OG0013320	ENST00000296220.5	rna1112
OG0013321	ENST00000420910.6	rna1116
OG0013322	ENST00000265239.10	rna1121
OG0013323	ENST00000438796.6	rna1130
OG0013324	ENST00000241502.8	rna1131
OG0013325	ENST00000296343.9	rna1132
OG0013326	ENST00000436408.5	rna1140
OG0013327	ENST00000381916.6	rna1146
OG0013328	ENST00000360110.8	rna1153
OG0013329	ENST00000296326.7	rna1161
OG0013330	ENST00000296327.9	rna1162
OG0013331	ENST00000419333.5	rna1163
OG0013332	ENST00000296328.8	rna1170
OG0013333	ENST00000318037.3	rna1175
OG0013334	ENST00000397537.2	rna1178
OG0013335	ENST00000332629.6	rna1179
OG0013336	ENST00000311630.6	rna1181
OG0013337	ENST00000328557.4	rna1182
OG0013338	ENST00000296333.9	rna1189
OG0013339	ENST00000323460.9	rna1193
OG0013340	ENST00000412723.5	rna1201
OG0013341	ENST00000296350.9	rna1210
OG0013342	ENST00000372966.7	rna45671
OG0013343	ENST00000450457.6	rna45674
OG0013344	ENST00000545398.5	rna45677
OG0013345	ENST00000372930.4	rna45680
OG0013346	ENST00000372927.5	rna45681
OG0013347	ENST00000402866.5	rna45682
OG0013348	ENST00000372902.3	rna45684
OG0013349	ENST00000621635.4	rna45686
OG0013350	ENST00000218516.3	rna45691
OG0013351	ENST00000330154.6	rna45718
OG0013352	ENST00000392379.5	rna1219
OG0013353	ENST00000421243.5	rna1223
OG0013354	ENST00000310380.10	rna1231
OG0013355	ENST00000329759.5	rna1233
OG0013356	ENST00000265245.9	rna1236
OG0013357	ENST00000439040.5	rna1243
OG0013358	ENST00000428839.1	rna1248
OG0013359	ENST00000323830.3	rna1249
OG0013360	ENST00000361510.6	rna1263
OG0013361	ENST00000264735.2	rna1268
OG0013362	ENST00000392452.2	rna1269
OG0013363	ENST00000392456.3	rna1272
OG0013364	ENST00000446788.5	rna1275
OG0013365	ENST00000339051.2	rna1276
OG0013366	ENST00000442080.5	rna1277
OG0013367	ENST00000317757.7	rna1278
OG0013368	ENST00000354905.2	rna1279
OG0013369	ENST00000264734.2	rna1280
OG0013370	ENST00000295522.3	rna1281
OG0013371	ENST00000319332.9	rna1282
OG0013372	ENST00000264731.7	rna1284
OG0013373	ENST00000433971.5	rna1288
OG0013374	ENST00000406870.6	rna1313
OG0013375	ENST00000287641.3	rna1321
OG0013376	ENST00000259030.2	rna1323
OG0013377	ENST00000169298.7	rna1329
OG0013378	ENST00000320741.6	rna1341
OG0013379	ENST00000392481.6	rna1353
OG0013380	ENST00000265023.8	rna1363
OG0013381	ENST00000232003.4	rna1364
OG0013382	ENST00000450521.5	rna1365
OG0013383	ENST00000273784.5	rna1367
OG0013384	ENST00000424280.5	rna1370
OG0013385	ENST00000392499.6	rna1372
OG0013386	ENST00000306376.9	rna1380
OG0013387	ENST00000296257.9	rna1389
OG0013388	ENST00000421852.5	rna1396
OG0013389	ENST00000424227.5	rna1399
OG0013390	ENST00000231887.7	rna1404
OG0013391	ENST00000335012.2	rna1405
OG0013392	ENST00000287546.8	rna1407
OG0013393	ENST00000317897.4	rna1411
OG0013394	ENST00000204604.5	rna1418
OG0013395	ENST00000204615.11	rna1420
OG0013396	ENST00000429568.1	rna1422
OG0013397	ENST00000383847.6	rna1428
OG0013398	ENST00000352767.7	rna1429
OG0013399	ENST00000310118.8	rna1436
OG0013400	ENST00000397676.7	rna1440
OG0013401	ENST00000426955.6	rna1443
OG0013402	ENST00000429586.6	rna1444
OG0013403	ENST00000273783.7	rna1449
OG0013404	ENST00000305135.9	rna1461
OG0013405	ENST00000242810.10	rna1462
OG0013406	ENST00000341319.7	rna1472
OG0013407	ENST00000326505.3	rna1487
OG0013408	ENST00000265598.7	rna1493
OG0013409	ENST00000265594.8	rna1495
OG0013410	ENST00000325404.2	rna1508
OG0013411	ENST00000382564.6	rna1510
OG0013412	ENST00000357559.8	rna1514
OG0013413	ENST00000442201.6	rna1517
OG0013414	ENST00000296015.8	rna1518
OG0013415	ENST00000467460.5	rna1521
OG0013416	ENST00000482604.5	rna1525
OG0013417	ENST00000476781.5	rna1527
OG0013418	ENST00000496856.5	rna1537
OG0013419	ENST00000263967.3	rna1541
OG0013420	ENST00000311417.6	rna1543
OG0013421	ENST00000392692.7	rna1568
OG0013422	ENST00000538775.5	rna1569
OG0013423	ENST00000241261.6	rna1573
OG0013424	ENST00000241256.2	rna1575
OG0013425	ENST00000415807.6	rna1576
OG0013426	ENST00000334567.9	rna1581
OG0013427	ENST00000314251.7	rna1608
OG0013428	ENST00000295822.6	rna1611
OG0013429	ENST00000466674.5	rna1614
OG0013430	ENST00000231706.5	rna1618
OG0013431	ENST00000064724.7	rna1619
OG0013432	ENST00000259119.8	rna1621
OG0013433	ENST00000495893.6	rna1624
OG0013434	ENST00000355897.9	rna1630
OG0013435	ENST00000337002.8	rna1631
OG0013436	ENST00000428432.6	rna1632
OG0013437	ENST00000340806.6	rna1634
OG0013438	ENST00000446859.5	rna1637
OG0013439	ENST00000349841.9	rna1641
OG0013440	ENST00000330368.2	rna1644
OG0013441	ENST00000494292.5	rna1645
OG0013442	ENST00000470487.5	rna1661
OG0013443	ENST00000446050.6	rna1671
OG0013444	ENST00000392750.6	rna1672
OG0013445	ENST00000616363.4	rna1676
OG0013446	ENST00000264381.7	rna12166
OG0013447	ENST00000475390.1	rna12164
OG0013448	ENST00000327928.4	rna12148
OG0013449	ENST00000472947.5	rna12137
OG0013450	ENST00000498165.5	rna12117
OG0013451	ENST00000320767.3	rna12116
OG0013452	ENST00000309784.8	rna12110
OG0013453	ENST00000357388.7	rna12108
OG0013454	ENST00000305579.6	rna12098
OG0013455	ENST00000415822.6	rna12085
OG0013456	ENST00000264263.9	rna12079
OG0013457	ENST00000264265.3	rna12080
OG0013458	ENST00000392822.4	rna12077
OG0013459	ENST00000362010.6	rna12057
OG0013460	ENST00000295927.3	rna12068
OG0013461	ENST00000295926.7	rna12048
OG0013462	ENST00000356539.8	rna12044
OG0013463	ENST00000486483.5	rna12041
OG0013464	ENST00000496455.6	rna12036
OG0013465	ENST00000392845.7	rna12034
OG0013466	ENST00000340171.6	rna12030
OG0013467	ENST00000496811.5	rna12009
OG0013468	ENST00000305097.5	rna12004
OG0013469	ENST00000282488.11	rna11991
OG0013470	ENST00000362032.6	rna11978
OG0013471	ENST00000282466.3	rna11975
OG0013472	ENST00000302632.3	rna11972
OG0013473	ENST00000325602.5	rna11971
OG0013474	ENST00000309170.7	rna11968
OG0013475	ENST00000569170.5, ENST00000328863.8	rna11965
OG0013476	ENST00000295910.10	rna11962
OG0013477	ENST00000615547.4	rna11961
OG0013478	ENST00000460851.5	rna11960
OG0013479	ENST00000361875.7	rna11957
OG0013480	ENST00000610533.4	rna1795
OG0013481	ENST00000457314.5	rna1794
OG0013482	ENST00000223369.2	rna1788
OG0013483	ENST00000289547.8	rna1778
OG0013484	ENST00000258772.9	rna1776
OG0013485	ENST00000615423.1	rna1771
OG0013486	ENST00000381112.7	rna1757
OG0013487	ENST00000490531.2	rna1756
OG0013488	ENST00000258770.7	rna1751
OG0013490	ENST00000496212.5	rna1749
OG0013491	ENST00000297323.11	rna1748
OG0013492	ENST00000275525.7	rna1747
OG0013493	ENST00000311160.13	rna1737
OG0013494	ENST00000436444.5	rna1733
OG0013495	ENST00000297325.8	rna1732
OG0013496	ENST00000430738.5	rna1731
OG0013497	ENST00000435803.5	rna1727
OG0013498	ENST00000340652.4	rna1726
OG0013499	ENST00000297001.6	rna1723
OG0013500	ENST00000331340.7	rna1719
OG0013501	ENST00000356889.8	rna1711
OG0013502	ENST00000357936.9	rna1709
OG0013503	ENST00000398812.6	rna1707
OG0013504	ENST00000395542.6	rna1701
OG0013505	ENST00000408890.5	rna1696
OG0013506	ENST00000404951.5	rna1692
OG0013507	ENST00000395535.7	rna1691
OG0013508	ENST00000254770.2	rna1685
OG0013509	ENST00000285279.9	rna1683
OG0013510	ENST00000319357.5	rna1821
OG0013511	ENST00000223324.2	rna1823
OG0013512	ENST00000447342.5	rna1825
OG0013513	ENST00000395925.7	rna1828
OG0013514	ENST00000242208.4	rna1830
OG0013515	ENST00000628514.2	rna1835
OG0013516	ENST00000306984.6	rna1841
OG0013517	ENST00000181839.8	rna1843
OG0013518	ENST00000005257.6	rna1846
OG0013519	ENST00000223273.6	rna1851
OG0013520	ENST00000310301.8	rna1855
OG0013521	ENST00000356264.6	rna1856
OG0013522	ENST00000009041.11	rna1863
OG0013523	ENST00000199448.8	rna1875
OG0013524	ENST00000436072.6	rna1877
OG0013525	ENST00000257694.12	rna1881
